NumberLetter,corrAns,StimFile,Correct_StimFile,False_StimFile,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Instruct.started,Instruct.stopped,text_2.started,text_2.stopped,Stim.started,Stim.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
1,2,TMT-B.jpg,TMT-B.jpg,TMT-B.jpg,0,0,0,0,6.363548100000116,None,6.363548100000116,None,7.175732199999402,None,3,0,0.4554858999999851,7.175732199999402,None,,001,2021_Oct_27_1319,TMTAB,2021.2.3,144.25580593469473,
A,3,TMT-B.jpg,TMT-B.jpg,TMT-B.jpg,0,1,1,1,,,,,7.689686599999732,None,3,1,0.6621828000006644,7.689686599999732,None,,001,2021_Oct_27_1319,TMTAB,2021.2.3,144.25580593469473,
2,2,TMT-B_linestimulus0.png,TMT-B_greenlinestimulus0.png,TMT-B_redlinestimulus0.png,0,2,2,2,,,,,8.432659799999783,None,3,0,0.29389049999917916,8.432659799999783,None,,001,2021_Oct_27_1319,TMTAB,2021.2.3,144.25580593469473,
B,3,TMT-B_linestimulus1.png,TMT-B_greenlinestimulus1.png,TMT-B_redlinestimulus1.png,0,3,3,3,,,,,8.807812999999442,None,3,1,0.30558799999926123,8.807812999999442,None,,001,2021_Oct_27_1319,TMTAB,2021.2.3,144.25580593469473,
3,1,TMT-B_linestimulus2.png,TMT-B_greenlinestimulus2.png,TMT-B_redlinestimulus2.png,0,4,4,4,,,,,9.182717099999536,None,3,0,0.2897679000006974,9.182717099999536,None,,001,2021_Oct_27_1319,TMTAB,2021.2.3,144.25580593469473,
C,2,TMT-B_linestimulus3.png,TMT-B_greenlinestimulus3.png,TMT-B_redlinestimulus3.png,0,5,5,5,,,,,9.550551299999825,None,3,0,0.30005679999976564,9.550551299999825,None,,001,2021_Oct_27_1319,TMTAB,2021.2.3,144.25580593469473,
4,1,TMT-B_linestimulus4.png,TMT-B_greenlinestimulus4.png,TMT-B_redlinestimulus4.png,0,6,6,6,,,,,9.933604199999536,None,3,0,0.33503600000040024,9.933604199999536,None,,001,2021_Oct_27_1319,TMTAB,2021.2.3,144.25580593469473,
D,2,TMT-B_linestimulus5.png,TMT-B_greenlinestimulus5.png,TMT-B_redlinestimulus5.png,0,7,7,7,,,,,10.34240999999929,None,3,0,0.32308929999999236,10.34240999999929,None,,001,2021_Oct_27_1319,TMTAB,2021.2.3,144.25580593469473,
5,3,TMT-B_linestimulus6.png,TMT-B_greenlinestimulus6.png,TMT-B_redlinestimulus6.png,0,8,8,8,,,,,10.752271699999255,None,3,1,0.3368670999998358,10.752271699999255,None,,001,2021_Oct_27_1319,TMTAB,2021.2.3,144.25580593469473,
E,1,TMT-B_linestimulus7.png,TMT-B_greenlinestimulus7.png,TMT-B_redlinestimulus7.png,0,9,9,9,,,,,11.175615899999684,None,3,0,0.3316741999997248,11.175615899999684,None,,001,2021_Oct_27_1319,TMTAB,2021.2.3,144.25580593469473,
6,2,TMT-B_linestimulus8.png,TMT-B_greenlinestimulus8.png,TMT-B_redlinestimulus8.png,0,10,10,10,,,,,11.585413799999515,None,3,0,0.41606010000032256,11.585413799999515,None,,001,2021_Oct_27_1319,TMTAB,2021.2.3,144.25580593469473,
F,3,TMT-B_linestimulus9.png,TMT-B_greenlinestimulus9.png,TMT-B_redlinestimulus9.png,0,11,11,11,,,,,12.079088899999988,None,3,1,0.9421683000000485,12.079088899999988,None,,001,2021_Oct_27_1319,TMTAB,2021.2.3,144.25580593469473,
None,None,None,TMT-B_greenlinestimulus10.png,TMT-B_redlinestimulus10.png,0,12,12,12,,,,,13.10139209999943,None,3,0,10.984529800000018,13.10139209999943,None,,001,2021_Oct_27_1319,TMTAB,2021.2.3,144.25580593469473,
