Instruct.started,Instruct.stopped,image_2.started,image_2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,participant,session,date,expName,psychopyVersion,frameRate,
6.907545199996093,None,8.401081599993631,None,2,1.0847101999970619,8.401081599993631,None,,001,2021_Nov_17_1259,TMTAB,2021.2.3,143.9559379393651,
