Instruct.started,Instruct.stopped,image_2.started,image_2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,participant,session,date,expName,psychopyVersion,frameRate,
6.523685399995884,None,9.393877199996496,None,escape,2.6696758000034606,9.393877199996496,None,,001,2021_Dec_02_0739,TMTAB,2021.2.3,59.81018639278533,
