restartpractice.thisRepN,restartpractice.thisTrialN,restartpractice.thisN,restartpractice.thisIndex,Instruct.started,Instruct.stopped,image_2.started,image_2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,polygon.started,polygon.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,6.200764099994558,None,7.937173400001484,None,2,1.013233300007414,7.937173400001484,None,,,,001,2021_Nov_17_1251,TMTAB,2021.2.3,143.39528487568774,
,,,,,,,,,,,,8.97338719999243,None,,,,,,,
