NumberLetter,corrAns,StimFile,Correct_StimFile,False_StimFile,DurationTrial,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Instruct.started,Instruct.stopped,text_2.started,text_2.stopped,Stim.started,Stim.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
1,['2'],TMTstop-B_1_1.png,TMTstop-B_1_1.png,TMTstop-B_1_1.png,10,0,0,0,0,5.989686300046742,None,5.989686300046742,None,7.059458400006406,None,['2'],1,[0.5766634999308735],7.059458400006406,None,,001,2021_Nov_03_1449,TMTAB,2021.2.3,144.14975417497115,
A,['1'],TMTstop-B_1_1.png,TMTstop-B_1_1firstgreen.png,TMTstop-B_1_1firstred.png,10,0,1,1,1,,,,,7.732780700083822,None,['3'],0,[0.47484799998346716],7.732780700083822,None,,001,2021_Nov_03_1449,TMTAB,2021.2.3,144.14975417497115,
2,['3'],TMTstop-B_1_1linestimulus0.png,TMTstop-B_1_1greenlinestimulus0.png,TMTstop-B_1_1redlinestimulus0.png,10,0,2,2,2,,,,,8.288509800098836,None,['1'],0,[0.381886399933137],8.288509800098836,None,,001,2021_Nov_03_1449,TMTAB,2021.2.3,144.14975417497115,
B,['2'],TMTstop-B_1_1linestimulus1.png,TMTstop-B_1_1greenlinestimulus1.png,TMTstop-B_1_1redlinestimulus1.png,10,0,3,3,3,,,,,8.746627800050192,None,['2'],1,[0.28835679998155683],8.746627800050192,None,,001,2021_Nov_03_1449,TMTAB,2021.2.3,144.14975417497115,
3,['1'],TMTstop-B_1_1linestimulus2.png,TMTstop-B_1_1greenlinestimulus2.png,TMTstop-B_1_1redlinestimulus2.png,10,0,4,4,4,,,,,9.108754300046712,None,['3'],0,[0.20155780005734414],9.108754300046712,None,,001,2021_Nov_03_1449,TMTAB,2021.2.3,144.14975417497115,
C,['2'],TMTstop-B_1_1linestimulus3.png,TMTstop-B_1_1greenlinestimulus3.png,TMTstop-B_1_1redlinestimulus3.png,10,0,5,5,5,,,,,9.392876400030218,None,['1'],0,[0.2693085999926552],9.392876400030218,None,,001,2021_Nov_03_1449,TMTAB,2021.2.3,144.14975417497115,
4,['1'],TMTstop-B_1_1linestimulus4.png,TMTstop-B_1_1greenlinestimulus4.png,TMTstop-B_1_1redlinestimulus4.png,10,0,6,6,6,,,,,9.774365200079046,None,['2'],0,[-0.047760199988260865],9.774365200079046,None,,001,2021_Nov_03_1449,TMTAB,2021.2.3,144.14975417497115,
D,['2'],TMTstop-B_1_1linestimulus5.png,TMTstop-B_1_1greenlinestimulus5.png,TMTstop-B_1_1redlinestimulus5.png,10,0,7,7,7,,,,,9.871453600004315,None,['3'],0,[0.03874250000808388],9.871453600004315,None,,001,2021_Nov_03_1449,TMTAB,2021.2.3,144.14975417497115,
5,['3'],TMTstop-B_1_1linestimulus6.png,TMTstop-B_1_1greenlinestimulus6.png,TMTstop-B_1_1redlinestimulus6.png,10,0,8,8,8,,,,,9.990027300082147,None,['1'],0,[0.1395063999807462],9.990027300082147,None,,001,2021_Nov_03_1449,TMTAB,2021.2.3,144.14975417497115,
E,['1'],TMTstop-B_1_1linestimulus7.png,TMTstop-B_1_1greenlinestimulus7.png,TMTstop-B_1_1redlinestimulus7.png,10,0,9,9,9,,,,,10.212014400050975,None,['2'],0,[-0.03149119997397065],10.212014400050975,None,,001,2021_Nov_03_1449,TMTAB,2021.2.3,144.14975417497115,
6,['3'],TMTstop-B_1_1linestimulus8.png,TMTstop-B_1_1greenlinestimulus8.png,TMTstop-B_1_1redlinestimulus8.png,10,0,10,10,10,,,,,10.288527800003067,None,['3'],1,[0.020406699972227216],10.288527800003067,None,,001,2021_Nov_03_1449,TMTAB,2021.2.3,144.14975417497115,
F,['2'],TMTstop-B_1_1linestimulus9.png,TMTstop-B_1_1greenlinestimulus9.png,TMTstop-B_1_1redlinestimulus9.png,10,0,11,11,11,,,,,10.392271700082347,None,['1'],0,[0.1259000999853015],10.392271700082347,None,,001,2021_Nov_03_1449,TMTAB,2021.2.3,144.14975417497115,
7,['1'],TMTstop-B_1_1linestimulus10.png,TMTstop-B_1_1greenlinestimulus10.png,TMTstop-B_1_1redlinestimulus10.png,1,0,12,12,12,,,,,10.601199800032191,None,['2'],0,[-0.027237199945375323],10.601199800032191,None,,001,2021_Nov_03_1449,TMTAB,2021.2.3,144.14975417497115,
G,['3'],TMTstop-B_1_1linestimulus11.png,TMTstop-B_1_1greenlinestimulus11.png,TMTstop-B_1_1redlinestimulus11.png,None,0,13,13,13,,,,,10.67752340005245,None,['3'],1,[0.02752240002155304],10.67752340005245,None,,001,2021_Nov_03_1449,TMTAB,2021.2.3,144.14975417497115,
8,['1'],TMTstop-B_1_1linestimulus12.png,TMTstop-B_1_1greenlinestimulus12.png,TMTstop-B_1_1redlinestimulus12.png,None,0,14,14,14,,,,,10.7815716000041,None,['1'],1,[0.13943310000468045],10.7815716000041,None,,001,2021_Nov_03_1449,TMTAB,2021.2.3,144.14975417497115,
H,['2'],TMTstop-B_1_1linestimulus13.png,TMTstop-B_1_1greenlinestimulus13.png,TMTstop-B_1_1redlinestimulus13.png,None,0,15,15,15,,,,,11.003492000047117,None,['2'],1,[-0.0058862000005319715],11.003492000047117,None,,001,2021_Nov_03_1449,TMTAB,2021.2.3,144.14975417497115,
9,['3'],TMTstop-B_1_1linestimulus14.png,TMTstop-B_1_1greenlinestimulus14.png,TMTstop-B_1_1redlinestimulus14.png,None,0,16,16,16,,,,,11.08023280010093,None,['3'],1,[0.054030400002375245],11.08023280010093,None,,001,2021_Nov_03_1449,TMTAB,2021.2.3,144.14975417497115,
I,['2'],TMTstop-B_1_1linestimulus15.png,TMTstop-B_1_1greenlinestimulus15.png,TMTstop-B_1_1redlinestimulus15.png,None,0,17,17,17,,,,,11.212355800089426,None,['1'],0,[0.12499459995888174],11.212355800089426,None,,001,2021_Nov_03_1449,TMTAB,2021.2.3,144.14975417497115,
10,['1'],TMTstop-B_1_1linestimulus16.png,TMTstop-B_1_1greenlinestimulus16.png,TMTstop-B_1_1redlinestimulus16.png,None,0,18,18,18,,,,,11.420430000056513,None,['2'],0,[-0.03917779994662851],11.420430000056513,None,,001,2021_Nov_03_1449,TMTAB,2021.2.3,144.14975417497115,
J,['2'],TMTstop-B_1_1linestimulus17.png,TMTstop-B_1_1greenlinestimulus17.png,TMTstop-B_1_1redlinestimulus17.png,None,0,19,19,19,,,,,11.503254600102082,None,['3'],0,[0.0435855999821797],11.503254600102082,None,,001,2021_Nov_03_1449,TMTAB,2021.2.3,144.14975417497115,
11,['3'],TMTstop-B_1_1linestimulus18.png,TMTstop-B_1_1greenlinestimulus18.png,TMTstop-B_1_1redlinestimulus18.png,None,0,20,20,20,,,,,11.642859700019471,None,['1'],0,[0.11031670006923378],11.642859700019471,None,,001,2021_Nov_03_1449,TMTAB,2021.2.3,144.14975417497115,
K,['1'],TMTstop-B_1_1linestimulus19.png,TMTstop-B_1_1greenlinestimulus19.png,TMTstop-B_1_1redlinestimulus19.png,None,0,21,21,21,,,,,11.837228700052947,None,['2'],0,[-0.05707330000586808],11.837228700052947,None,,001,2021_Nov_03_1449,TMTAB,2021.2.3,144.14975417497115,
12,['3'],TMTstop-B_1_1linestimulus20.png,TMTstop-B_1_1greenlinestimulus20.png,TMTstop-B_1_1redlinestimulus20.png,None,0,22,22,22,,,,,11.92041220003739,None,['3'],1,[0.020620400086045265],11.92041220003739,None,,001,2021_Nov_03_1449,TMTAB,2021.2.3,144.14975417497115,
L,['1'],TMTstop-B_1_1linestimulus21.png,TMTstop-B_1_1greenlinestimulus21.png,TMTstop-B_1_1redlinestimulus21.png,None,0,23,23,23,,,,,12.024493900011294,None,['1'],1,[0.1620645000366494],12.024493900011294,None,,001,2021_Nov_03_1449,TMTAB,2021.2.3,144.14975417497115,
13,['2'],TMTstop-B_1_1linestimulus22.png,TMTstop-B_1_1greenlinestimulus22.png,TMTstop-B_1_1redlinestimulus22.png,None,0,24,24,24,,,,,12.274748800089583,None,['2'],1,[-0.018719500047154725],12.274748800089583,None,,001,2021_Nov_03_1449,TMTAB,2021.2.3,144.14975417497115,
None,None,TMTstop-B_1_1linestimulus23.png,TMTstop-B_1_1greenlinestimulus23.png,TMTstop-B_1_1redlinestimulus23.png,None,0,25,25,25,,,,,12.357701000059023,None,['3'],0,[0.05579400004353374],12.357701000059023,None,,001,2021_Nov_03_1449,TMTAB,2021.2.3,144.14975417497115,
