Block_file,Condition_rows,NumberLetter,corrAns,Correct,StimFile,Correct_StimFile,False_StimFile,Block,TrialNumber_session,restartpractice.thisRepN,restartpractice.thisTrialN,restartpractice.thisN,restartpractice.thisIndex,trials_practice.thisRepN,trials_practice.thisTrialN,trials_practice.thisN,trials_practice.thisIndex,Blocks_loop.thisRepN,Blocks_loop.thisTrialN,Blocks_loop.thisN,Blocks_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Attempts,First_attempt,Stim.started,Stim.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
TMTstop-B_1_1.xlsx,0:26,1,['2'],2,TMTstop-B_1_1.png,TMTstop-B_1_1.png,TMTstop-B_1_1.png,1,1,,,,,,,,,0,0,0,0,0,0,0,0,2,0,20.150816300185397,None,"['3', '2']",1,"[0.664995800005272, 0.6990700999740511]",20.150816300185397,None,,001,2022_Feb_02_1545,TMTAB,2021.2.3,143.18175654909592,
TMTstop-B_1_1.xlsx,0:26,A,['1'],1,TMTstop-B_1_1.png,TMTstop-B_1_1firstgreen.png,TMTstop-B_1_1firstred.png,1,2,,,,,,,,,0,0,0,0,0,1,1,1,1,1,20.943237400148064,None,['1'],1,[-0.0006599999032914639],20.943237400148064,None,,001,2022_Feb_02_1545,TMTAB,2021.2.3,143.18175654909592,
TMTstop-B_1_1.xlsx,0:26,2,['2'],2,TMTstop-B_1_1linestimulus0.png,TMTstop-B_1_1greenlinestimulus0.png,TMTstop-B_1_1redlinestimulus0.png,1,3,,,,,,,,,0,0,0,0,0,2,2,2,2,0,21.01942150015384,None,"['3', '2']",1,"[0.07419629977084696, 0.08851729985326529]",21.01942150015384,None,,001,2022_Feb_02_1545,TMTAB,2021.2.3,143.18175654909592,
TMTstop-B_1_1.xlsx,0:26,B,['1'],1,TMTstop-B_1_1linestimulus1.png,TMTstop-B_1_1greenlinestimulus1.png,TMTstop-B_1_1redlinestimulus1.png,1,4,,,,,,,,,0,0,0,0,0,3,3,3,1,1,21.213559000054374,None,['1'],1,[0.04147040005773306],21.213559000054374,None,,001,2022_Feb_02_1545,TMTAB,2021.2.3,143.18175654909592,
TMTstop-B_1_1.xlsx,0:26,3,['3'],3,TMTstop-B_1_1linestimulus2.png,TMTstop-B_1_1greenlinestimulus2.png,TMTstop-B_1_1redlinestimulus2.png,1,5,,,,,,,,,0,0,0,0,0,4,4,4,1,1,21.332452400121838,None,['3'],1,[0.07515709986910224],21.332452400121838,None,,001,2022_Feb_02_1545,TMTAB,2021.2.3,143.18175654909592,
TMTstop-B_1_1.xlsx,0:26,C,['2'],2,TMTstop-B_1_1linestimulus3.png,TMTstop-B_1_1greenlinestimulus3.png,TMTstop-B_1_1redlinestimulus3.png,1,6,,,,,,,,,0,0,0,0,0,5,5,5,1,1,21.48481549997814,None,['2'],1,[-0.06081399996764958],21.48481549997814,None,,001,2022_Feb_02_1545,TMTAB,2021.2.3,143.18175654909592,
TMTstop-B_1_1.xlsx,0:26,4,['3'],3,TMTstop-B_1_1linestimulus4.png,TMTstop-B_1_1greenlinestimulus4.png,TMTstop-B_1_1redlinestimulus4.png,1,7,,,,,,,,,0,0,0,0,0,6,6,6,2,0,21.55390499997884,None,"['1', '3']",1,"[0.023171599954366684, 0.18780299997888505]",21.55390499997884,None,,001,2022_Feb_02_1545,TMTAB,2021.2.3,143.18175654909592,
TMTstop-B_1_1.xlsx,0:26,D,['1'],1,TMTstop-B_1_1linestimulus5.png,TMTstop-B_1_1greenlinestimulus5.png,TMTstop-B_1_1redlinestimulus5.png,1,8,,,,,,,,,0,0,0,0,0,7,7,7,2,0,21.824552800040692,None,"['2', '1']",1,"[-0.05790259991772473, 0.09854670008644462]",21.824552800040692,None,,001,2022_Feb_02_1545,TMTAB,2021.2.3,143.18175654909592,
TMTstop-B_1_1.xlsx,0:26,5,['2'],2,TMTstop-B_1_1linestimulus6.png,TMTstop-B_1_1greenlinestimulus6.png,TMTstop-B_1_1redlinestimulus6.png,1,9,,,,,,,,,0,0,0,0,0,8,8,8,2,0,22.02676360006444,None,"['3', '2']",1,"[0.05843829992227256, 0.0856840000487864]",22.02676360006444,None,,001,2022_Feb_02_1545,TMTAB,2021.2.3,143.18175654909592,
TMTstop-B_1_1.xlsx,0:26,E,['3'],3,TMTstop-B_1_1linestimulus7.png,TMTstop-B_1_1greenlinestimulus7.png,TMTstop-B_1_1redlinestimulus7.png,1,10,,,,,,,,,0,0,0,0,0,9,9,9,2,0,22.213756800163537,None,"['1', '3']",1,"[0.052547400118783116, 0.23169729998335242]",22.213756800163537,None,,001,2022_Feb_02_1545,TMTAB,2021.2.3,143.18175654909592,
TMTstop-B_1_1.xlsx,0:26,6,['1'],1,TMTstop-B_1_1linestimulus8.png,TMTstop-B_1_1greenlinestimulus8.png,TMTstop-B_1_1redlinestimulus8.png,1,11,,,,,,,,,0,0,0,0,0,10,10,10,2,0,22.527615800034255,None,"['2', '1']",1,"[-0.05266540008597076, 0.09653960005380213]",22.527615800034255,None,,001,2022_Feb_02_1545,TMTAB,2021.2.3,143.18175654909592,
TMTstop-B_1_1.xlsx,0:26,F,['2'],2,TMTstop-B_1_1linestimulus9.png,TMTstop-B_1_1greenlinestimulus9.png,TMTstop-B_1_1redlinestimulus9.png,1,12,,,,,,,,,0,0,0,0,0,11,11,11,2,0,22.728449600050226,None,"['3', '2']",1,"[0.08509250008501112, 0.10074790008366108]",22.728449600050226,None,,001,2022_Feb_02_1545,TMTAB,2021.2.3,143.18175654909592,
TMTstop-B_1_1.xlsx,0:26,7,['1'],1,TMTstop-B_1_1linestimulus10.png,TMTstop-B_1_1greenlinestimulus10.png,TMTstop-B_1_1redlinestimulus10.png,1,13,,,,,,,,,0,0,0,0,0,12,12,12,1,1,22.94339959998615,None,['1'],1,[0.04375039995647967],22.94339959998615,None,,001,2022_Feb_02_1545,TMTAB,2021.2.3,143.18175654909592,
TMTstop-B_1_1.xlsx,0:26,G,['2'],2,TMTstop-B_1_1linestimulus11.png,TMTstop-B_1_1greenlinestimulus11.png,TMTstop-B_1_1redlinestimulus11.png,1,14,,,,,,,,,0,0,0,0,0,13,13,13,2,0,23.075437700143084,None,"['3', '2']",1,"[0.06142879999242723, 0.08121920004487038]",23.075437700143084,None,,001,2022_Feb_02_1545,TMTAB,2021.2.3,143.18175654909592,
TMTstop-B_1_1.xlsx,0:26,8,['1'],1,TMTstop-B_1_1linestimulus12.png,TMTstop-B_1_1greenlinestimulus12.png,TMTstop-B_1_1redlinestimulus12.png,1,15,,,,,,,,,0,0,0,0,0,14,14,14,1,1,23.276239200029522,None,['1'],1,[0.027303099865093827],23.276239200029522,None,,001,2022_Feb_02_1545,TMTAB,2021.2.3,143.18175654909592,
TMTstop-B_1_1.xlsx,0:26,H,['2'],2,TMTstop-B_1_1linestimulus13.png,TMTstop-B_1_1greenlinestimulus13.png,TMTstop-B_1_1redlinestimulus13.png,1,16,,,,,,,,,0,0,0,0,0,15,15,15,2,0,23.395227700006217,None,"['3', '2']",1,"[0.058289699954912066, 0.07834349991753697]",23.395227700006217,None,,001,2022_Feb_02_1545,TMTAB,2021.2.3,143.18175654909592,
TMTstop-B_1_1.xlsx,0:26,9,['3'],3,TMTstop-B_1_1linestimulus14.png,TMTstop-B_1_1greenlinestimulus14.png,TMTstop-B_1_1redlinestimulus14.png,1,17,,,,,,,,,0,0,0,0,0,16,16,16,5,0,23.581476600142196,None,"['1', '3', '2', '1', '3']",1,"[0.04301090002991259, 0.193062299862504, 0.21228149998933077, 0.3668336998671293, 0.5041501999367028]",23.581476600142196,None,,001,2022_Feb_02_1545,TMTAB,2021.2.3,143.18175654909592,
TMTstop-B_1_1.xlsx,0:26,I,['1'],1,TMTstop-B_1_1linestimulus15.png,TMTstop-B_1_1greenlinestimulus15.png,TMTstop-B_1_1redlinestimulus15.png,1,18,,,,,,,,,0,0,0,0,0,17,17,17,2,0,24.172476900042966,None,"['2', '1']",1,"[-0.0653271998744458, 0.120240299962461]",24.172476900042966,None,,001,2022_Feb_02_1545,TMTAB,2021.2.3,143.18175654909592,
TMTstop-B_1_1.xlsx,0:26,10,['2'],2,TMTstop-B_1_1linestimulus16.png,TMTstop-B_1_1greenlinestimulus16.png,TMTstop-B_1_1redlinestimulus16.png,1,19,,,,,,,,,0,0,0,0,0,18,18,18,2,0,24.37664939998649,None,"['3', '2']",1,"[0.06621030019596219, 0.0882137999869883]",24.37664939998649,None,,001,2022_Feb_02_1545,TMTAB,2021.2.3,143.18175654909592,
TMTstop-B_1_1.xlsx,0:26,J,['1'],1,TMTstop-B_1_1linestimulus17.png,TMTstop-B_1_1greenlinestimulus17.png,TMTstop-B_1_1redlinestimulus17.png,1,20,,,,,,,,,0,0,0,0,0,19,19,19,1,1,24.595429199980572,None,['1'],1,[0.055832500103861094],24.595429199980572,None,,001,2022_Feb_02_1545,TMTAB,2021.2.3,143.18175654909592,
TMTstop-B_1_1.xlsx,0:26,11,['2'],2,TMTstop-B_1_1linestimulus18.png,TMTstop-B_1_1greenlinestimulus18.png,TMTstop-B_1_1redlinestimulus18.png,1,21,,,,,,,,,0,0,0,0,0,20,20,20,2,0,24.720412299968302,None,"['3', '2']",1,"[0.0776275999378413, 0.10540189989842474]",24.720412299968302,None,,001,2022_Feb_02_1545,TMTAB,2021.2.3,143.18175654909592,
TMTstop-B_1_1.xlsx,0:26,K,['3'],3,TMTstop-B_1_1linestimulus19.png,TMTstop-B_1_1greenlinestimulus19.png,TMTstop-B_1_1redlinestimulus19.png,1,22,,,,,,,,,0,0,0,0,0,21,21,21,2,0,24.921752100111917,None,"['1', '3']",1,"[0.08951110020279884, 0.2240325000602752]",24.921752100111917,None,,001,2022_Feb_02_1545,TMTAB,2021.2.3,143.18175654909592,
