NumberLetter,corrAns,StimFile,Correct_StimFile,False_StimFile,DurationTrial,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,Instruct.started,Instruct.stopped,text_2.started,text_2.stopped,Stim.started,Stim.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,polygon.started,polygon.stopped,text.started,text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
10,['1'],TMTstop-B_1_1linestimulus16.png,TMTstop-B_1_1greenlinestimulus16.png,TMTstop-B_1_1redlinestimulus16.png,None,0,18,18,18,,,,,,,,,40.91725950001273,None,['1'],1,[1.267469499958679],40.91725950001273,None,,,,,,001,2021_Nov_04_1659,TMTAB,2021.2.3,143.62842751933934,
J,['2'],TMTstop-B_1_1linestimulus17.png,TMTstop-B_1_1greenlinestimulus17.png,TMTstop-B_1_1redlinestimulus17.png,None,0,19,19,19,,,,,,,,,42.27186430001166,None,['2'],1,[0.834540499956347],42.27186430001166,None,,,,,,001,2021_Nov_04_1659,TMTAB,2021.2.3,143.62842751933934,
11,['3'],TMTstop-B_1_1linestimulus18.png,TMTstop-B_1_1greenlinestimulus18.png,TMTstop-B_1_1redlinestimulus18.png,None,0,20,20,20,,,,,,,,,43.19505720003508,None,['3'],1,[1.3021356000099331],43.19505720003508,None,,,,,,001,2021_Nov_04_1659,TMTAB,2021.2.3,143.62842751933934,
K,['1'],TMTstop-B_1_1linestimulus19.png,TMTstop-B_1_1greenlinestimulus19.png,TMTstop-B_1_1redlinestimulus19.png,None,0,21,21,21,,,,,,,,,44.57724989997223,None,['1'],1,[2.6957593000261113],44.57724989997223,None,,,,,,001,2021_Nov_04_1659,TMTAB,2021.2.3,143.62842751933934,
12,['3'],TMTstop-B_1_1linestimulus20.png,TMTstop-B_1_1greenlinestimulus20.png,TMTstop-B_1_1redlinestimulus20.png,None,0,22,22,22,,,,,,,,,47.36144859995693,None,['3'],1,[1.2482638000510633],47.36144859995693,None,,,,,,001,2021_Nov_04_1659,TMTAB,2021.2.3,143.62842751933934,
L,['1'],TMTstop-B_1_1linestimulus21.png,TMTstop-B_1_1greenlinestimulus21.png,TMTstop-B_1_1redlinestimulus21.png,None,0,23,23,23,,,,,,,,,48.70884580002166,None,['1'],1,[1.2563375999452546],48.70884580002166,None,,,,,,001,2021_Nov_04_1659,TMTAB,2021.2.3,143.62842751933934,
13,['2'],TMTstop-B_1_1linestimulus22.png,TMTstop-B_1_1greenlinestimulus22.png,TMTstop-B_1_1redlinestimulus22.png,None,0,24,24,24,,,,,,,,,50.05646140000317,None,['2'],1,[0.8655168999684975],50.05646140000317,None,,,,,,001,2021_Nov_04_1659,TMTAB,2021.2.3,143.62842751933934,
None,None,TMTstop-B_1_1linestimulus23.png,TMTstop-B_1_1greenlinestimulus23.png,TMTstop-B_1_1redlinestimulus23.png,None,0,25,25,25,,,,,,,,,51.015276700025424,None,None,1,,51.015276700025424,None,,,,,,001,2021_Nov_04_1659,TMTAB,2021.2.3,143.62842751933934,
1,['2'],TMTstop-B_1_2.png,TMTstop-B_1_2.png,TMTstop-B_1_2.png,10,,,,,0,0,0,0,,,,,55.09039779996965,None,['2'],1,[1.6704701000126079],55.09039779996965,None,52.01151830004528,None,,,,001,2021_Nov_04_1659,TMTAB,2021.2.3,143.62842751933934,
A,['3'],TMTstop-B_1_2.png,TMTstop-B_1_2firstgreen.png,TMTstop-B_1_2firstred.png,10,,,,,0,1,1,1,,,,,56.84034989995416,None,['3'],1,[0.8652679000515491],56.84034989995416,None,,,,,,001,2021_Nov_04_1659,TMTAB,2021.2.3,143.62842751933934,
2,['1'],TMTstop-B_1_2linestimulus0.png,TMTstop-B_1_2greenlinestimulus0.png,TMTstop-B_1_2redlinestimulus0.png,10,,,,,0,2,2,2,,,,,57.78521390003152,None,['1'],1,[0.8369066000450402],57.78521390003152,None,,,,,,001,2021_Nov_04_1659,TMTAB,2021.2.3,143.62842751933934,
B,['2'],TMTstop-B_1_2linestimulus1.png,TMTstop-B_1_2greenlinestimulus1.png,TMTstop-B_1_2redlinestimulus1.png,10,,,,,0,3,3,3,,,,,58.709909299970604,None,['2'],1,[8.05933770001866],58.709909299970604,None,,,,,,001,2021_Nov_04_1659,TMTAB,2021.2.3,143.62842751933934,
3,['3'],TMTstop-B_1_2linestimulus2.png,TMTstop-B_1_2greenlinestimulus2.png,TMTstop-B_1_2redlinestimulus2.png,10,,,,,0,4,4,4,,,,,66.84023610001896,None,['3'],1,[1.041442499961704],66.84023610001896,None,,,,,,001,2021_Nov_04_1659,TMTAB,2021.2.3,143.62842751933934,
C,['1'],TMTstop-B_1_2linestimulus3.png,TMTstop-B_1_2greenlinestimulus3.png,TMTstop-B_1_2redlinestimulus3.png,10,,,,,0,5,5,5,,,,,67.95189349993598,None,['1'],1,[1.6946190000744537],67.95189349993598,None,,,,,,001,2021_Nov_04_1659,TMTAB,2021.2.3,143.62842751933934,
4,['2'],TMTstop-B_1_2linestimulus4.png,TMTstop-B_1_2greenlinestimulus4.png,TMTstop-B_1_2redlinestimulus4.png,10,,,,,0,6,6,6,,,,,69.7233398000244,None,['2'],1,[0.8102243000175804],69.7233398000244,None,,,,,,001,2021_Nov_04_1659,TMTAB,2021.2.3,143.62842751933934,
D,['3'],TMTstop-B_1_2linestimulus5.png,TMTstop-B_1_2greenlinestimulus5.png,TMTstop-B_1_2redlinestimulus5.png,10,,,,,0,7,7,7,,,,,70.61805599997751,None,['3'],1,[0.8769565999973565],70.61805599997751,None,,,,,,001,2021_Nov_04_1659,TMTAB,2021.2.3,143.62842751933934,
5,['2'],TMTstop-B_1_2linestimulus6.png,TMTstop-B_1_2greenlinestimulus6.png,TMTstop-B_1_2redlinestimulus6.png,10,,,,,0,8,8,8,,,,,71.56927520001773,None,['2'],1,[1.7433321999851614],71.56927520001773,None,,,,,,001,2021_Nov_04_1659,TMTAB,2021.2.3,143.62842751933934,
E,['1'],TMTstop-B_1_2linestimulus7.png,TMTstop-B_1_2greenlinestimulus7.png,TMTstop-B_1_2redlinestimulus7.png,10,,,,,0,9,9,9,,,,,73.38865909993183,None,['1'],1,[0.6875663000391796],73.38865909993183,None,,,,,,001,2021_Nov_04_1659,TMTAB,2021.2.3,143.62842751933934,
6,['3'],TMTstop-B_1_2linestimulus8.png,TMTstop-B_1_2greenlinestimulus8.png,TMTstop-B_1_2redlinestimulus8.png,10,,,,,0,10,10,10,,,,,74.15296890004538,None,['3'],1,[0.6885813999688253],74.15296890004538,None,,,,,,001,2021_Nov_04_1659,TMTAB,2021.2.3,143.62842751933934,
F,['1'],TMTstop-B_1_2linestimulus9.png,TMTstop-B_1_2greenlinestimulus9.png,TMTstop-B_1_2redlinestimulus9.png,10,,,,,0,11,11,11,,,,,74.91653399995994,None,['1'],1,[1.4120595999993384],74.91653399995994,None,,,,,,001,2021_Nov_04_1659,TMTAB,2021.2.3,143.62842751933934,
7,['3'],TMTstop-B_1_2linestimulus10.png,TMTstop-B_1_2greenlinestimulus10.png,TMTstop-B_1_2redlinestimulus10.png,1,,,,,0,12,12,12,,,,,76.40251719998196,None,['3'],1,[0.8856022000545636],76.40251719998196,None,,,,,,001,2021_Nov_04_1659,TMTAB,2021.2.3,143.62842751933934,
G,['2'],TMTstop-B_1_2linestimulus11.png,TMTstop-B_1_2greenlinestimulus11.png,TMTstop-B_1_2redlinestimulus11.png,None,,,,,0,13,13,13,,,,,77.36776940000709,None,['2'],1,[0.5829180999426171],77.36776940000709,None,,,,,,001,2021_Nov_04_1659,TMTAB,2021.2.3,143.62842751933934,
8,['3'],TMTstop-B_1_2linestimulus12.png,TMTstop-B_1_2greenlinestimulus12.png,TMTstop-B_1_2redlinestimulus12.png,None,,,,,0,14,14,14,,,,,78.02048990002368,None,['3'],1,[1.1718839999521151],78.02048990002368,None,,,,,,001,2021_Nov_04_1659,TMTAB,2021.2.3,143.62842751933934,
H,['2'],TMTstop-B_1_2linestimulus13.png,TMTstop-B_1_2greenlinestimulus13.png,TMTstop-B_1_2redlinestimulus13.png,None,,,,,0,15,15,15,,,,,79.2707857999485,None,['2'],1,[0.750346300075762],79.2707857999485,None,,,,,,001,2021_Nov_04_1659,TMTAB,2021.2.3,143.62842751933934,
9,['3'],TMTstop-B_1_2linestimulus14.png,TMTstop-B_1_2greenlinestimulus14.png,TMTstop-B_1_2redlinestimulus14.png,None,,,,,0,16,16,16,,,,,80.10544670000672,None,['3'],1,[1.5887266000499949],80.10544670000672,None,,,,,,001,2021_Nov_04_1659,TMTAB,2021.2.3,143.62842751933934,
I,['1'],TMTstop-B_1_2linestimulus15.png,TMTstop-B_1_2greenlinestimulus15.png,TMTstop-B_1_2redlinestimulus15.png,None,,,,,0,17,17,17,,,,,81.77760359994136,None,['1'],1,[0.6611231000861153],81.77760359994136,None,,,,,,001,2021_Nov_04_1659,TMTAB,2021.2.3,143.62842751933934,
10,['2'],TMTstop-B_1_2linestimulus16.png,TMTstop-B_1_2greenlinestimulus16.png,TMTstop-B_1_2redlinestimulus16.png,None,,,,,0,18,18,18,,,,,82.51377860002685,None,['2'],1,[1.0850463999668136],82.51377860002685,None,,,,,,001,2021_Nov_04_1659,TMTAB,2021.2.3,143.62842751933934,
J,['3'],TMTstop-B_1_2linestimulus17.png,TMTstop-B_1_2greenlinestimulus17.png,TMTstop-B_1_2redlinestimulus17.png,None,,,,,0,19,19,19,,,,,83.68048129999079,None,['3'],1,[1.4255769000155851],83.68048129999079,None,,,,,,001,2021_Nov_04_1659,TMTAB,2021.2.3,143.62842751933934,
11,['2'],TMTstop-B_1_2linestimulus18.png,TMTstop-B_1_2greenlinestimulus18.png,TMTstop-B_1_2redlinestimulus18.png,None,,,,,0,20,20,20,,,,,85.18042260000948,None,['2'],1,[1.4961226999294013],85.18042260000948,None,,,,,,001,2021_Nov_04_1659,TMTAB,2021.2.3,143.62842751933934,
K,['3'],TMTstop-B_1_2linestimulus19.png,TMTstop-B_1_2greenlinestimulus19.png,TMTstop-B_1_2redlinestimulus19.png,None,,,,,0,21,21,21,,,,,86.74951929994859,None,['3'],1,[1.8888924000784755],86.74951929994859,None,,,,,,001,2021_Nov_04_1659,TMTAB,2021.2.3,143.62842751933934,
12,['1'],TMTstop-B_1_2linestimulus20.png,TMTstop-B_1_2greenlinestimulus20.png,TMTstop-B_1_2redlinestimulus20.png,None,,,,,0,22,22,22,,,,,88.7077993999701,None,['1'],1,[1.6043531000614166],88.7077993999701,None,,,,,,001,2021_Nov_04_1659,TMTAB,2021.2.3,143.62842751933934,
L,['2'],TMTstop-B_1_2linestimulus21.png,TMTstop-B_1_2greenlinestimulus21.png,TMTstop-B_1_2redlinestimulus21.png,None,,,,,0,23,23,23,,,,,90.38922649994493,None,['2'],1,[0.8949190999846905],90.38922649994493,None,,,,,,001,2021_Nov_04_1659,TMTAB,2021.2.3,143.62842751933934,
13,['3'],TMTstop-B_1_2linestimulus22.png,TMTstop-B_1_2greenlinestimulus22.png,TMTstop-B_1_2redlinestimulus22.png,None,,,,,0,24,24,24,,,,,91.36826599994674,None,['3'],1,[0.6690802000230178],91.36826599994674,None,,,,,,001,2021_Nov_04_1659,TMTAB,2021.2.3,143.62842751933934,
None,None,TMTstop-B_1_2linestimulus23.png,TMTstop-B_1_2greenlinestimulus23.png,TMTstop-B_1_2redlinestimulus23.png,None,,,,,0,25,25,25,,,,,92.12466510001104,None,None,1,,92.12466510001104,None,,,,,,001,2021_Nov_04_1659,TMTAB,2021.2.3,143.62842751933934,
,,,,,,,,,,,,,,,,,,,,,,,,,,,93.13597950001713,None,,,,,,,
