Block_file,Condition_rows,NumberLetter,corrAns,Correct,StimFile,Correct_StimFile,False_StimFile,Block,TrialNumber_session,restartpractice.thisRepN,restartpractice.thisTrialN,restartpractice.thisN,restartpractice.thisIndex,trials_practice.thisRepN,trials_practice.thisTrialN,trials_practice.thisN,trials_practice.thisIndex,Blocks_loop.thisRepN,Blocks_loop.thisTrialN,Blocks_loop.thisN,Blocks_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Attempts,First_attempt,Stim.started,Stim.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
TMTstop-B_1_1.xlsx,0:26,1,['2'],2,TMTstop-B_1_1.png,TMTstop-B_1_1.png,TMTstop-B_1_1.png,1,1,,,,,,,,,0,0,0,0,0,0,0,0,1,1,20.53086240007542,None,['2'],1,[0.39230559999123216],20.53086240007542,None,,001,2022_Feb_02_1535,TMTAB,2021.2.3,145.71163379566985,
TMTstop-B_1_1.xlsx,0:26,A,['1'],1,TMTstop-B_1_1.png,TMTstop-B_1_1firstgreen.png,TMTstop-B_1_1firstred.png,1,2,,,,,,,,,0,0,0,0,0,1,1,1,1,1,21.003911099862307,None,['1'],1,[0.30465060006827116],21.003911099862307,None,,001,2022_Feb_02_1535,TMTAB,2021.2.3,145.71163379566985,
TMTstop-B_1_1.xlsx,0:26,2,['2'],2,TMTstop-B_1_1linestimulus0.png,TMTstop-B_1_1greenlinestimulus0.png,TMTstop-B_1_1redlinestimulus0.png,1,3,,,,,,,,,0,0,0,0,0,2,2,2,1,1,21.385224199853837,None,['2'],1,[0.028708399971947074],21.385224199853837,None,,001,2022_Feb_02_1535,TMTAB,2021.2.3,145.71163379566985,
TMTstop-B_1_1.xlsx,0:26,B,['1'],1,TMTstop-B_1_1linestimulus1.png,TMTstop-B_1_1greenlinestimulus1.png,TMTstop-B_1_1redlinestimulus1.png,1,4,,,,,,,,,0,0,0,0,0,3,3,3,2,0,21.496803499991074,None,"['3', '1']",1,"[-0.0010275999084115028, 0.16492740018293262]",21.496803499991074,None,,001,2022_Feb_02_1535,TMTAB,2021.2.3,145.71163379566985,
TMTstop-B_1_1.xlsx,0:26,3,['3'],3,TMTstop-B_1_1linestimulus2.png,TMTstop-B_1_1greenlinestimulus2.png,TMTstop-B_1_1redlinestimulus2.png,1,5,,,,,,,,,0,0,0,0,0,4,4,4,2,0,21.73955349996686,None,"['2', '3']",1,"[-0.009029400069266558, 0.09528620005585253]",21.73955349996686,None,,001,2022_Feb_02_1535,TMTAB,2021.2.3,145.71163379566985,
TMTstop-B_1_1.xlsx,0:26,C,['2'],2,TMTstop-B_1_1linestimulus3.png,TMTstop-B_1_1greenlinestimulus3.png,TMTstop-B_1_1redlinestimulus3.png,1,6,,,,,,,,,0,0,0,0,0,5,5,5,2,0,21.94130970002152,None,"['1', '2']",1,"[0.10866609984077513, 0.15265359985642135]",21.94130970002152,None,,001,2022_Feb_02_1535,TMTAB,2021.2.3,145.71163379566985,
TMTstop-B_1_1.xlsx,0:26,4,['3'],3,TMTstop-B_1_1linestimulus4.png,TMTstop-B_1_1greenlinestimulus4.png,TMTstop-B_1_1redlinestimulus4.png,1,7,,,,,,,,,0,0,0,0,0,6,6,6,1,1,22.178149400046095,None,['3'],1,[0.05640210001729429],22.178149400046095,None,,001,2022_Feb_02_1535,TMTAB,2021.2.3,145.71163379566985,
TMTstop-B_1_1.xlsx,0:26,D,['1'],1,TMTstop-B_1_1linestimulus5.png,TMTstop-B_1_1greenlinestimulus5.png,TMTstop-B_1_1redlinestimulus5.png,1,8,,,,,,,,,0,0,0,0,0,7,7,7,1,1,22.312843200052157,None,['1'],1,[0.07599239982664585],22.312843200052157,None,,001,2022_Feb_02_1535,TMTAB,2021.2.3,145.71163379566985,
TMTstop-B_1_1.xlsx,0:26,5,['2'],2,TMTstop-B_1_1linestimulus6.png,TMTstop-B_1_1greenlinestimulus6.png,TMTstop-B_1_1redlinestimulus6.png,1,9,,,,,,,,,0,0,0,0,0,8,8,8,1,1,22.465202399995178,None,['2'],1,[0.05668370006605983],22.465202399995178,None,,001,2022_Feb_02_1535,TMTAB,2021.2.3,145.71163379566985,
TMTstop-B_1_1.xlsx,0:26,E,['3'],3,TMTstop-B_1_1linestimulus7.png,TMTstop-B_1_1greenlinestimulus7.png,TMTstop-B_1_1redlinestimulus7.png,1,10,,,,,,,,,0,0,0,0,0,9,9,9,1,1,22.601006499957293,None,['3'],1,[0.19041269994340837],22.601006499957293,None,,001,2022_Feb_02_1535,TMTAB,2021.2.3,145.71163379566985,
