NumberLetter,corrAns,StimFile,Correct_StimFile,False_StimFile,DurationTrial,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,Instruct.started,Instruct.stopped,text_2.started,text_2.stopped,Stim.started,Stim.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,polygon.started,polygon.stopped,participant,session,date,expName,psychopyVersion,frameRate,
1,['2'],TMTstop-control_1_1.png,TMTstop-control_1_1.png,TMTstop-control_1_1.png,10,0,0,0,0,,,,,12.095966399996541,None,12.095966399996541,None,13.85761199996341,None,['2'],1,[5.230329099926166],13.85761199996341,None,,,,001,2021_Nov_05_1611,TMTAB,2021.2.3,None,
2,['1'],TMTstop-control_1_1.png,TMTstop-control_1_1firstgreen.png,TMTstop-control_1_1firstred.png,10,0,1,1,1,,,,,,,,,19.211058899993077,None,['1'],1,[0.8012685999274254],19.211058899993077,None,,,,001,2021_Nov_05_1611,TMTAB,2021.2.3,None,
3,['2'],TMTstop-control_1_1linestimulus0.png,TMTstop-control_1_1greenlinestimulus0.png,TMTstop-control_1_1redlinestimulus0.png,10,0,2,2,2,,,,,,,,,20.133449999964796,None,['2'],1,[0.7544258000561967],20.133449999964796,None,,,,001,2021_Nov_05_1611,TMTAB,2021.2.3,None,
4,['3'],TMTstop-control_1_1linestimulus1.png,TMTstop-control_1_1greenlinestimulus1.png,TMTstop-control_1_1redlinestimulus1.png,10,0,3,3,3,,,,,,,,,20.998046900029294,None,['3'],1,[0.5442297999979928],20.998046900029294,None,,,,001,2021_Nov_05_1611,TMTAB,2021.2.3,None,
5,['2'],TMTstop-control_1_1linestimulus2.png,TMTstop-control_1_1greenlinestimulus2.png,TMTstop-control_1_1redlinestimulus2.png,10,0,4,4,4,,,,,,,,,21.652348099974915,None,['2'],1,[0.3022087999852374],21.652348099974915,None,,,,001,2021_Nov_05_1611,TMTAB,2021.2.3,None,
6,['1'],TMTstop-control_1_1linestimulus3.png,TMTstop-control_1_1greenlinestimulus3.png,TMTstop-control_1_1redlinestimulus3.png,10,0,5,5,5,,,,,,,,,22.072655800031498,None,['1'],1,[0.29178999993018806],22.072655800031498,None,,,,001,2021_Nov_05_1611,TMTAB,2021.2.3,None,
7,['3'],TMTstop-control_1_1linestimulus4.png,TMTstop-control_1_1greenlinestimulus4.png,TMTstop-control_1_1redlinestimulus4.png,10,0,6,6,6,,,,,,,,,22.477778499945998,None,['3'],1,[0.24967670009937137],22.477778499945998,None,,,,001,2021_Nov_05_1611,TMTAB,2021.2.3,None,
8,['2'],TMTstop-control_1_1linestimulus4.png,TMTstop-control_1_1greenlinestimulus5.png,TMTstop-control_1_1redlinestimulus5.png,10,0,7,7,7,,,,,,,,,22.831890500034206,None,['2'],1,[0.2386929999338463],22.831890500034206,None,,,,001,2021_Nov_05_1611,TMTAB,2021.2.3,None,
9,['3'],TMTstop-control_1_1linestimulus6.png,TMTstop-control_1_1greenlinestimulus6.png,TMTstop-control_1_1redlinestimulus6.png,10,0,8,8,8,,,,,,,,,23.174224699963816,None,['3'],1,[0.24587950005661696],23.174224699963816,None,,,,001,2021_Nov_05_1611,TMTAB,2021.2.3,None,
10,['2'],TMTstop-control_1_1linestimulus7.png,TMTstop-control_1_1greenlinestimulus7.png,TMTstop-control_1_1redlinestimulus7.png,10,0,9,9,9,,,,,,,,,23.549103199969977,None,['2'],1,[0.2356103000929579],23.549103199969977,None,,,,001,2021_Nov_05_1611,TMTAB,2021.2.3,None,
