NumberLetter,corrAns,StimFile,Correct_StimFile,False_StimFile,DurationTrial,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Instruct.started,Instruct.stopped,text_2.started,text_2.stopped,Stim.started,Stim.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
11,['3'],TMTstop-control_1_1linestimulus8.png,TMTstop-control_1_1greenlinestimulus8.png,TMTstop-control_1_1redlinestimulus8.png,10,0,10,10,10,,,,,14.715093899983913,None,['3'],1,[0.006774700013920665],14.715093899983913,None,,001,2021_Nov_03_1816,TMTAB,2021.2.3,143.25888152039718,
12,['1'],TMTstop-control_1_1linestimulus9.png,TMTstop-control_1_1greenlinestimulus9.png,TMTstop-control_1_1redlinestimulus9.png,10,0,11,11,11,,,,,14.798578900052235,None,['1'],1,[0.07809619989711791],14.798578900052235,None,,001,2021_Nov_03_1816,TMTAB,2021.2.3,143.25888152039718,
13,['3'],TMTstop-control_1_1linestimulus10.png,TMTstop-control_1_1greenlinestimulus10.png,TMTstop-control_1_1redlinestimulus10.png,1,0,12,12,12,,,,,14.951752500026487,None,"['2', '3']",1,"[-0.0017937000375241041, 0.11258800001814961]",14.951752500026487,None,,001,2021_Nov_03_1816,TMTAB,2021.2.3,143.25888152039718,
14,['1'],TMTstop-control_1_1linestimulus11.png,TMTstop-control_1_1greenlinestimulus11.png,TMTstop-control_1_1redlinestimulus11.png,None,0,13,13,13,,,,,15.145611600019038,None,['1'],1,[0.09022150002419949],15.145611600019038,None,,001,2021_Nov_03_1816,TMTAB,2021.2.3,143.25888152039718,
15,['3'],TMTstop-control_1_1linestimulus12.png,TMTstop-control_1_1greenlinestimulus12.png,TMTstop-control_1_1redlinestimulus12.png,None,0,14,14,14,,,,,15.318744700052775,None,"['2', '3']",1,"[-0.034033300005830824, 0.07808849995490164]",15.318744700052775,None,,001,2021_Nov_03_1816,TMTAB,2021.2.3,143.25888152039718,
16,['1'],TMTstop-control_1_1linestimulus13.png,TMTstop-control_1_1greenlinestimulus13.png,TMTstop-control_1_1redlinestimulus13.png,None,0,15,15,15,,,,,15.47164420003537,None,['1'],1,[0.07378699991386384],15.47164420003537,None,,001,2021_Nov_03_1816,TMTAB,2021.2.3,143.25888152039718,
17,['2'],TMTstop-control_1_1linestimulus14.png,TMTstop-control_1_1greenlinestimulus14.png,TMTstop-control_1_1redlinestimulus14.png,None,0,16,16,16,,,,,15.624489299952984,None,['2'],1,[-0.018131199991330504],15.624489299952984,None,,001,2021_Nov_03_1816,TMTAB,2021.2.3,143.25888152039718,
18,['1'],TMTstop-control_1_1linestimulus15.png,TMTstop-control_1_1greenlinestimulus15.png,TMTstop-control_1_1redlinestimulus15.png,None,0,17,17,17,,,,,15.69389009999577,None,"['3', '1']",1,"[0.017972900066524744, 0.17047090001869947]",15.69389009999577,None,,001,2021_Nov_03_1816,TMTAB,2021.2.3,143.25888152039718,
19,['3'],TMTstop-control_1_1linestimulus16.png,TMTstop-control_1_1greenlinestimulus16.png,TMTstop-control_1_1redlinestimulus16.png,None,0,18,18,18,,,,,15.957769499975257,None,"['2', '3']",1,"[-0.0369024999672547, 0.10901430004741997]",15.957769499975257,None,,001,2021_Nov_03_1816,TMTAB,2021.2.3,143.25888152039718,
20,['1'],TMTstop-control_1_1linestimulus17.png,TMTstop-control_1_1greenlinestimulus17.png,TMTstop-control_1_1redlinestimulus17.png,None,0,19,19,19,,,,,16.152121699997224,None,['1'],1,[0.1579434999730438],16.152121699997224,None,,001,2021_Nov_03_1816,TMTAB,2021.2.3,143.25888152039718,
21,['3'],TMTstop-control_1_1linestimulus18.png,TMTstop-control_1_1greenlinestimulus18.png,TMTstop-control_1_1redlinestimulus18.png,None,0,20,20,20,,,,,16.388211600016803,None,"['2', '3']",1,"[0.025764500023797154, 0.0969881999772042]",16.388211600016803,None,,001,2021_Nov_03_1816,TMTAB,2021.2.3,143.25888152039718,
22,['1'],TMTstop-control_1_1linestimulus19.png,TMTstop-control_1_1greenlinestimulus19.png,TMTstop-control_1_1redlinestimulus19.png,None,0,21,21,21,,,,,16.569328699959442,None,['1'],1,[0.15363840002100915],16.569328699959442,None,,001,2021_Nov_03_1816,TMTAB,2021.2.3,143.25888152039718,
23,['3'],TMTstop-control_1_1linestimulus20.png,TMTstop-control_1_1greenlinestimulus20.png,TMTstop-control_1_1redlinestimulus20.png,None,0,22,22,22,,,,,16.804622799973004,None,"['2', '3']",1,"[0.055614300072193146, 0.13008500006981194]",16.804622799973004,None,,001,2021_Nov_03_1816,TMTAB,2021.2.3,143.25888152039718,
24,['1'],TMTstop-control_1_1linestimulus21.png,TMTstop-control_1_1greenlinestimulus21.png,TMTstop-control_1_1redlinestimulus21.png,None,0,23,23,23,,,,,17.013201900059357,None,['1'],1,[0.31529429997317493],17.013201900059357,None,,001,2021_Nov_03_1816,TMTAB,2021.2.3,143.25888152039718,
25,['3'],TMTstop-control_1_1linestimulus22.png,TMTstop-control_1_1greenlinestimulus22.png,TMTstop-control_1_1redlinestimulus22.png,None,0,24,24,24,,,,,17.4024523999542,None,"['2', '3']",1,"[0.03861839999444783, 0.5434712000424042]",17.4024523999542,None,,001,2021_Nov_03_1816,TMTAB,2021.2.3,143.25888152039718,
