NumberLetter,corrAns,StimFile,Correct_StimFile,False_StimFile,DurationTrial,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Instruct.started,Instruct.stopped,text_2.started,text_2.stopped,Stim.started,Stim.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
1,['2'],TMTstop-control_1_1.png,TMTstop-control_1_1.png,TMTstop-control_1_1.png,10,0,0,0,0,6.368136300006881,None,6.368136300006881,None,6.9796051000012085,None,['2'],1,[1.4462211000500247],6.9796051000012085,None,,001,2021_Nov_03_1816,TMTAB,2021.2.3,143.25888152039718,
2,['1'],TMTstop-control_1_1.png,TMTstop-control_1_1firstgreen.png,TMTstop-control_1_1firstred.png,10,0,1,1,1,,,,,8.513415800058283,None,['1'],1,[0.97335259988904],8.513415800058283,None,,001,2021_Nov_03_1816,TMTAB,2021.2.3,143.25888152039718,
3,['2'],TMTstop-control_1_1linestimulus0.png,TMTstop-control_1_1greenlinestimulus0.png,TMTstop-control_1_1redlinestimulus0.png,10,0,2,2,2,,,,,9.569434799952433,None,['2'],1,[1.148143400088884],9.569434799952433,None,,001,2021_Nov_03_1816,TMTAB,2021.2.3,143.25888152039718,
4,['3'],TMTstop-control_1_1linestimulus1.png,TMTstop-control_1_1greenlinestimulus1.png,TMTstop-control_1_1redlinestimulus1.png,10,0,3,3,3,,,,,10.798253400018439,None,['3'],1,[0.5777065999573097],10.798253400018439,None,,001,2021_Nov_03_1816,TMTAB,2021.2.3,143.25888152039718,
5,['2'],TMTstop-control_1_1linestimulus2.png,TMTstop-control_1_1greenlinestimulus2.png,TMTstop-control_1_1redlinestimulus2.png,10,0,4,4,4,,,,,11.450851500034332,None,"['1', '2']",1,"[0.20120479993056506, 0.5924935999792069]",11.450851500034332,None,,001,2021_Nov_03_1816,TMTAB,2021.2.3,143.25888152039718,
6,['1'],TMTstop-control_1_1linestimulus3.png,TMTstop-control_1_1greenlinestimulus3.png,TMTstop-control_1_1redlinestimulus3.png,10,0,5,5,5,,,,,12.159010999952443,None,"['3', '1']",1,"[0.10907849995419383, 0.3466404000064358]",12.159010999952443,None,,001,2021_Nov_03_1816,TMTAB,2021.2.3,143.25888152039718,
7,['3'],TMTstop-control_1_1linestimulus4.png,TMTstop-control_1_1greenlinestimulus4.png,TMTstop-control_1_1redlinestimulus4.png,10,0,6,6,6,,,,,12.58968570001889,None,"['2', '2', '2', '3']",1,"[0.07188389997463673, 0.5242465999908745, 0.8428152999840677, 1.0952873999485746]",12.58968570001889,None,,001,2021_Nov_03_1816,TMTAB,2021.2.3,143.25888152039718,
8,['2'],TMTstop-control_1_1linestimulus4.png,TMTstop-control_1_1greenlinestimulus5.png,TMTstop-control_1_1redlinestimulus5.png,10,0,7,7,7,,,,,13.770435999962501,None,"['1', '2']",1,"[0.2667910000309348, 0.4793016000185162]",13.770435999962501,None,,001,2021_Nov_03_1816,TMTAB,2021.2.3,143.25888152039718,
9,['3'],TMTstop-control_1_1linestimulus6.png,TMTstop-control_1_1greenlinestimulus6.png,TMTstop-control_1_1redlinestimulus6.png,10,0,8,8,8,,,,,14.325603400007822,None,['3'],1,[0.0029636999825015664],14.325603400007822,None,,001,2021_Nov_03_1816,TMTAB,2021.2.3,143.25888152039718,
10,['2'],TMTstop-control_1_1linestimulus7.png,TMTstop-control_1_1greenlinestimulus7.png,TMTstop-control_1_1redlinestimulus7.png,10,0,9,9,9,,,,,14.409028099966235,None,"['1', '2']",1,"[0.11163130006752908, 0.22131270007230341]",14.409028099966235,None,,001,2021_Nov_03_1816,TMTAB,2021.2.3,143.25888152039718,
