NumberLetter,corrAns,StimFile,Correct_StimFile,False_StimFile,DurationTrial,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Instruct.started,Instruct.stopped,text_2.started,text_2.stopped,Stim.started,Stim.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
1,['2'],TMTstop-B_1_1.png,TMTstop-B_1_1.png,TMTstop-B_1_1.png,10,0,0,0,0,6.15105039998889,None,6.15105039998889,None,7.699935899931006,None,['2'],True,[0.6665485000703484],7.699935899931006,None,,001,2021_Nov_03_1459,TMTAB,2021.2.3,144.18903753118153,
A,['1'],TMTstop-B_1_1.png,TMTstop-B_1_1firstgreen.png,TMTstop-B_1_1firstred.png,10,0,1,1,1,,,,,8.456537899910472,None,['1'],True,[1.1353864000411704],8.456537899910472,None,,001,2021_Nov_03_1459,TMTAB,2021.2.3,144.18903753118153,
2,['3'],TMTstop-B_1_1linestimulus0.png,TMTstop-B_1_1greenlinestimulus0.png,TMTstop-B_1_1redlinestimulus0.png,10,0,2,2,2,,,,,9.664598899893463,None,['3'],True,[1.2493427000008523],9.664598899893463,None,,001,2021_Nov_03_1459,TMTAB,2021.2.3,144.18903753118153,
B,['2'],TMTstop-B_1_1linestimulus1.png,TMTstop-B_1_1greenlinestimulus1.png,TMTstop-B_1_1redlinestimulus1.png,10,0,3,3,3,,,,,10.983805899973959,None,"['3', '1', '2']",True,"[2.86059940000996, 3.855123999994248, 4.402730799978599]",10.983805899973959,None,,001,2021_Nov_03_1459,TMTAB,2021.2.3,144.18903753118153,
3,['1'],TMTstop-B_1_1linestimulus2.png,TMTstop-B_1_1greenlinestimulus2.png,TMTstop-B_1_1redlinestimulus2.png,10,0,4,4,4,,,,,15.456393499975093,None,['1'],True,[1.48999469995033],15.456393499975093,None,,001,2021_Nov_03_1459,TMTAB,2021.2.3,144.18903753118153,
C,['2'],TMTstop-B_1_1linestimulus3.png,TMTstop-B_1_1greenlinestimulus3.png,TMTstop-B_1_1redlinestimulus3.png,10,0,5,5,5,,,,,17.02549349993933,None,['2'],True,[0.5721198000246659],17.02549349993933,None,,001,2021_Nov_03_1459,TMTAB,2021.2.3,144.18903753118153,
4,['1'],TMTstop-B_1_1linestimulus4.png,TMTstop-B_1_1greenlinestimulus4.png,TMTstop-B_1_1redlinestimulus4.png,10,0,6,6,6,,,,,17.671209499938414,None,"['2', '1']",True,"[11.871548200026155, 13.60904200002551]",17.671209499938414,None,,001,2021_Nov_03_1459,TMTAB,2021.2.3,144.18903753118153,
D,['2'],TMTstop-B_1_1linestimulus5.png,TMTstop-B_1_1greenlinestimulus5.png,TMTstop-B_1_1redlinestimulus5.png,10,0,7,7,7,,,,,31.37201269995421,None,['2'],True,[4.732465000008233],31.37201269995421,None,,001,2021_Nov_03_1459,TMTAB,2021.2.3,144.18903753118153,
5,['3'],TMTstop-B_1_1linestimulus6.png,TMTstop-B_1_1greenlinestimulus6.png,TMTstop-B_1_1redlinestimulus6.png,10,0,8,8,8,,,,,36.19226589996833,None,"['2', '1', '2', '3']",True,"[2.441562599968165, 3.102509899996221, 4.376663399976678, 5.1679646000266075]",36.19226589996833,None,,001,2021_Nov_03_1459,TMTAB,2021.2.3,144.18903753118153,
E,['1'],TMTstop-B_1_1linestimulus7.png,TMTstop-B_1_1greenlinestimulus7.png,TMTstop-B_1_1redlinestimulus7.png,10,0,9,9,9,,,,,41.44140879996121,None,"['3', '2', '1']",True,"[1.0692707999842241, 1.769386600004509, 2.2578605000162497]",41.44140879996121,None,,001,2021_Nov_03_1459,TMTAB,2021.2.3,144.18903753118153,
