NumberLetter,corrAns,StimFile,Correct_StimFile,False_StimFile,DurationTrial,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Instruct.started,Instruct.stopped,text_2.started,text_2.stopped,Stim.started,Stim.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
1,['2'],TMTstop-A_1_1.png,TMTstop-A_1_1.png,TMTstop-A_1_1.png,10,0,0,0,0,6.3517562000779435,None,6.3517562000779435,None,7.051524000009522,None,['2'],1,[1.1442688000388443],7.051524000009522,None,,001,2021_Nov_03_1718,TMTAB,2021.2.3,143.88737652631204,
2,['1'],TMTstop-A_1_1.png,TMTstop-A_1_1firstgreen.png,TMTstop-A_1_1firstred.png,10,0,1,1,1,,,,,8.288304200046696,None,['1'],1,[0.9035041999304667],8.288304200046696,None,,001,2021_Nov_03_1718,TMTAB,2021.2.3,143.88737652631204,
3,['2'],TMTstop-A_1_1linestimulus0.png,TMTstop-A_1_1greenlinestimulus0.png,TMTstop-A_1_1redlinestimulus0.png,10,0,2,2,2,,,,,9.266949400072917,None,['2'],1,[1.3451630999334157],9.266949400072917,None,,001,2021_Nov_03_1718,TMTAB,2021.2.3,143.88737652631204,
4,['3'],TMTstop-A_1_1linestimulus1.png,TMTstop-A_1_1greenlinestimulus1.png,TMTstop-A_1_1redlinestimulus1.png,10,0,3,3,3,,,,,10.684156300034374,None,['3'],1,[0.4427694999612868],10.684156300034374,None,,001,2021_Nov_03_1718,TMTAB,2021.2.3,143.88737652631204,
5,['2'],TMTstop-A_1_1linestimulus2.png,TMTstop-A_1_1greenlinestimulus2.png,TMTstop-A_1_1redlinestimulus2.png,10,0,4,4,4,,,,,11.197842100053094,None,"['1', '2']",1,"[0.2358405999839306, 0.39758610003627837]",11.197842100053094,None,,001,2021_Nov_03_1718,TMTAB,2021.2.3,143.88737652631204,
6,['3'],TMTstop-A_1_1linestimulus3.png,TMTstop-A_1_1greenlinestimulus3.png,TMTstop-A_1_1redlinestimulus3.png,10,0,5,5,5,,,,,11.690495999995619,None,['3'],1,[0.041420400026254356],11.690495999995619,None,,001,2021_Nov_03_1718,TMTAB,2021.2.3,143.88737652631204,
7,['2'],TMTstop-A_1_1linestimulus4.png,TMTstop-A_1_1greenlinestimulus4.png,TMTstop-A_1_1redlinestimulus4.png,10,0,6,6,6,,,,,11.80253540002741,None,"['1', '2']",1,"[0.07293889997527003, 0.1637095999903977]",11.80253540002741,None,,001,2021_Nov_03_1718,TMTAB,2021.2.3,143.88737652631204,
8,['1'],TMTstop-A_1_1linestimulus5.png,TMTstop-A_1_1greenlinestimulus5.png,TMTstop-A_1_1redlinestimulus5.png,10,0,7,7,7,,,,,12.079344199970365,None,"['3', '1']",1,"[0.005084199947305024, 0.16450959991198033]",12.079344199970365,None,,001,2021_Nov_03_1718,TMTAB,2021.2.3,143.88737652631204,
9,['2'],TMTstop-A_1_1linestimulus6.png,TMTstop-A_1_1greenlinestimulus6.png,TMTstop-A_1_1redlinestimulus6.png,10,0,8,8,8,,,,,12.336463000043295,None,['2'],1,[5.209993105381727e-05],12.336463000043295,None,,001,2021_Nov_03_1718,TMTAB,2021.2.3,143.88737652631204,
10,['1'],TMTstop-A_1_1linestimulus7.png,TMTstop-A_1_1greenlinestimulus7.png,TMTstop-A_1_1redlinestimulus7.png,10,0,9,9,9,,,,,12.413031000061892,None,"['3', '1']",1,"[0.05731720000039786, 0.18777720001526177]",12.413031000061892,None,,001,2021_Nov_03_1718,TMTAB,2021.2.3,143.88737652631204,
11,['2'],TMTstop-A_1_1linestimulus8.png,TMTstop-A_1_1greenlinestimulus8.png,TMTstop-A_1_1redlinestimulus8.png,10,0,10,10,10,,,,,12.684887300012633,None,['2'],1,[0.023580900044180453],12.684887300012633,None,,001,2021_Nov_03_1718,TMTAB,2021.2.3,143.88737652631204,
12,['3'],TMTstop-A_1_1linestimulus9.png,TMTstop-A_1_1greenlinestimulus9.png,TMTstop-A_1_1redlinestimulus9.png,10,0,11,11,11,,,,,12.788241900037974,None,['3'],1,[0.032702900003641844],12.788241900037974,None,,001,2021_Nov_03_1718,TMTAB,2021.2.3,143.88737652631204,
13,['2'],TMTstop-A_1_1linestimulus10.png,TMTstop-A_1_1greenlinestimulus10.png,TMTstop-A_1_1redlinestimulus10.png,1,0,12,12,12,,,,,12.906013200059533,None,"['1', '2']",1,"[0.07918440003413707, 0.2105087999952957]",12.906013200059533,None,,001,2021_Nov_03_1718,TMTAB,2021.2.3,143.88737652631204,
14,['3'],TMTstop-A_1_1linestimulus11.png,TMTstop-A_1_1greenlinestimulus11.png,TMTstop-A_1_1redlinestimulus11.png,None,0,13,13,13,,,,,13.232070500031114,None,['3'],1,[-0.011532500036992133],13.232070500031114,None,,001,2021_Nov_03_1718,TMTAB,2021.2.3,143.88737652631204,
15,['1'],TMTstop-A_1_1linestimulus12.png,TMTstop-A_1_1greenlinestimulus12.png,TMTstop-A_1_1redlinestimulus12.png,None,0,14,14,14,,,,,13.308625300065614,None,"['2', '2', '3', '1']",1,"[1.094377400004305, 1.648278099950403, 2.6600210999604315, 3.0466704999562353]",13.308625300065614,None,,001,2021_Nov_03_1718,TMTAB,2021.2.3,143.88737652631204,
16,['3'],TMTstop-A_1_1linestimulus13.png,TMTstop-A_1_1greenlinestimulus13.png,TMTstop-A_1_1redlinestimulus13.png,None,0,15,15,15,,,,,16.44742610002868,None,"['2', '2', '3']",1,"[1.1820013000397012, 1.9850289999740198, 2.212307499954477]",16.44742610002868,None,,001,2021_Nov_03_1718,TMTAB,2021.2.3,143.88737652631204,
17,['2'],TMTstop-A_1_1linestimulus14.png,TMTstop-A_1_1greenlinestimulus14.png,TMTstop-A_1_1redlinestimulus14.png,None,0,16,16,16,,,,,18.78110340004787,None,"['1', '2']",1,"[0.02149079996161163, 0.14437879994511604]",18.78110340004787,None,,001,2021_Nov_03_1718,TMTAB,2021.2.3,143.88737652631204,
18,['3'],TMTstop-A_1_1linestimulus15.png,TMTstop-A_1_1greenlinestimulus15.png,TMTstop-A_1_1redlinestimulus15.png,None,0,17,17,17,,,,,19.009847900015302,None,['3'],1,[0.03566689998842776],19.009847900015302,None,,001,2021_Nov_03_1718,TMTAB,2021.2.3,143.88737652631204,
19,['1'],TMTstop-A_1_1linestimulus16.png,TMTstop-A_1_1greenlinestimulus16.png,TMTstop-A_1_1redlinestimulus16.png,None,0,18,18,18,,,,,19.128230800037272,None,['1'],1,[0.10236919997259974],19.128230800037272,None,,001,2021_Nov_03_1718,TMTAB,2021.2.3,143.88737652631204,
20,['3'],TMTstop-A_1_1linestimulus17.png,TMTstop-A_1_1greenlinestimulus17.png,TMTstop-A_1_1redlinestimulus17.png,None,0,19,19,19,,,,,19.308517900062725,None,"['2', '1', '2', '3']",1,"[0.12221179995685816, 0.30288329999893904, 0.3993716000113636, 0.540514099993743]",19.308517900062725,None,,001,2021_Nov_03_1718,TMTAB,2021.2.3,143.88737652631204,
21,['1'],TMTstop-A_1_1linestimulus18.png,TMTstop-A_1_1greenlinestimulus18.png,TMTstop-A_1_1redlinestimulus18.png,None,0,20,20,20,,,,,19.919940200052224,None,['1'],1,[0.1418897999683395],19.919940200052224,None,,001,2021_Nov_03_1718,TMTAB,2021.2.3,143.88737652631204,
