restartpractice.thisRepN,restartpractice.thisTrialN,restartpractice.thisN,restartpractice.thisIndex,trials_practice.thisRepN,trials_practice.thisTrialN,trials_practice.thisN,trials_practice.thisIndex,NumberLetter,corrAns,StimFile,Correct_StimFile,False_StimFile,DurationTrial,Instruct.started,Instruct.stopped,text_2.started,text_2.stopped,image_2.started,image_2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,polygon.started,polygon.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,6.0918420999951195,None,6.0918420999951195,7.1042537999892375,13.167039899999509,None,z,2.511181800000486,13.167039899999509,None,,,,001,2021_Nov_17_1450,TMTAB,2021.2.3,143.94412665133868,
,,,,,,,,,,,,,,,,,,,,,,,,15.700754499994218,None,,,,,,,
