NumberLetter,corrAns,StimFile,Correct_StimFile,False_StimFile,DurationTrial,restartpractice.thisRepN,restartpractice.thisTrialN,restartpractice.thisN,restartpractice.thisIndex,trials_practice.thisRepN,trials_practice.thisTrialN,trials_practice.thisN,trials_practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,trials_6.thisRepN,trials_6.thisTrialN,trials_6.thisN,trials_6.thisIndex,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials_8.thisRepN,trials_8.thisTrialN,trials_8.thisN,trials_8.thisIndex,Instruct.started,Instruct.stopped,image_2.started,image_2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,polygon.started,polygon.stopped,Stim_practice.started,Stim_practice.stopped,key_resp_practice.keys,key_resp_practice.rt,key_resp_practice.started,key_resp_practice.stopped,text_5.started,text_5.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,Stim.started,Stim.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,text.started,text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
4,['3'],TMTstop-control_1_1linestimulus1.png,TMTstop-control_1_1greenlinestimulus1.png,TMTstop-control_1_1redlinestimulus1.png,10,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.195715900001233,None,['3'],1,[0.006986100008361973],29.195715900001233,None,,,,001,2021_Nov_17_1507,TMTAB,2021.2.3,144.07976256678637,
5,['2'],TMTstop-control_1_1linestimulus2.png,TMTstop-control_1_1greenlinestimulus2.png,TMTstop-control_1_1redlinestimulus2.png,10,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.272752100005164,None,"['1', '2']",1,"[0.06717969999590423, 0.11322829998971429]",29.272752100005164,None,,,,001,2021_Nov_17_1507,TMTAB,2021.2.3,144.07976256678637,
6,['1'],TMTstop-control_1_1linestimulus3.png,TMTstop-control_1_1greenlinestimulus3.png,TMTstop-control_1_1redlinestimulus3.png,10,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.487887800001772,None,"['3', '1']",1,"[0.0031249000021489337, 0.14620859999558888]",29.487887800001772,None,,,,001,2021_Nov_17_1507,TMTAB,2021.2.3,144.07976256678637,
7,['3'],TMTstop-control_1_1linestimulus4.png,TMTstop-control_1_1greenlinestimulus4.png,TMTstop-control_1_1redlinestimulus4.png,10,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.72385999999824,None,"['2', '3']",1,"[-0.04387989999668207, 0.061526799996499904]",29.72385999999824,None,,,,001,2021_Nov_17_1507,TMTAB,2021.2.3,144.07976256678637,
8,['2'],TMTstop-control_1_1linestimulus4.png,TMTstop-control_1_1greenlinestimulus5.png,TMTstop-control_1_1redlinestimulus5.png,10,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.876646499993512,None,"['1', '2']",1,"[0.04045300000871066, 0.08702659999835305]",29.876646499993512,None,,,,001,2021_Nov_17_1507,TMTAB,2021.2.3,144.07976256678637,
9,['3'],TMTstop-control_1_1linestimulus6.png,TMTstop-control_1_1greenlinestimulus6.png,TMTstop-control_1_1redlinestimulus6.png,10,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.036284100002376,None,['3'],1,[0.03960930000175722],30.036284100002376,None,,,,001,2021_Nov_17_1507,TMTAB,2021.2.3,144.07976256678637,
10,['2'],TMTstop-control_1_1linestimulus7.png,TMTstop-control_1_1greenlinestimulus7.png,TMTstop-control_1_1redlinestimulus7.png,10,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.154911599995103,None,"['1', '2']",1,"[0.04923320001398679, 0.10977360000833869]",30.154911599995103,None,,,,001,2021_Nov_17_1507,TMTAB,2021.2.3,144.07976256678637,
11,['3'],TMTstop-control_1_1linestimulus8.png,TMTstop-control_1_1greenlinestimulus8.png,TMTstop-control_1_1redlinestimulus8.png,10,,,,,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.35600450000493,None,['3'],1,[0.00888660000055097],30.35600450000493,None,,,,001,2021_Nov_17_1507,TMTAB,2021.2.3,144.07976256678637,
12,['1'],TMTstop-control_1_1linestimulus9.png,TMTstop-control_1_1greenlinestimulus9.png,TMTstop-control_1_1redlinestimulus9.png,10,,,,,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.43906390000484,None,['1'],1,[0.043443599992315285],30.43906390000484,None,,,,001,2021_Nov_17_1507,TMTAB,2021.2.3,144.07976256678637,
13,['3'],TMTstop-control_1_1linestimulus10.png,TMTstop-control_1_1greenlinestimulus10.png,TMTstop-control_1_1redlinestimulus10.png,1,,,,,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.55744639999466,None,"['2', '3']",1,"[-0.007613600013428368, 0.08568769998964854]",30.55744639999466,None,,,,001,2021_Nov_17_1507,TMTAB,2021.2.3,144.07976256678637,
14,['1'],TMTstop-control_1_1linestimulus11.png,TMTstop-control_1_1greenlinestimulus11.png,TMTstop-control_1_1redlinestimulus11.png,None,,,,,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.751835899995058,None,['1'],1,[0.015869300012127496],30.751835899995058,None,,,,001,2021_Nov_17_1507,TMTAB,2021.2.3,144.07976256678637,
15,['3'],TMTstop-control_1_1linestimulus12.png,TMTstop-control_1_1greenlinestimulus12.png,TMTstop-control_1_1redlinestimulus12.png,None,,,,,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.84940619999543,None,"['2', '3']",1,"[-0.010165400002733804, 0.06990899999800604]",30.84940619999543,None,,,,001,2021_Nov_17_1507,TMTAB,2021.2.3,144.07976256678637,
16,['1'],TMTstop-control_1_1linestimulus13.png,TMTstop-control_1_1greenlinestimulus13.png,TMTstop-control_1_1redlinestimulus13.png,None,,,,,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.00184050000098,None,['1'],1,[0.04395589999330696],31.00184050000098,None,,,,001,2021_Nov_17_1507,TMTAB,2021.2.3,144.07976256678637,
17,['2'],TMTstop-control_1_1linestimulus14.png,TMTstop-control_1_1greenlinestimulus14.png,TMTstop-control_1_1redlinestimulus14.png,None,,,,,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.141733399999794,None,['2'],1,[-0.028408400001353584],31.141733399999794,None,,,,001,2021_Nov_17_1507,TMTAB,2021.2.3,144.07976256678637,
18,['1'],TMTstop-control_1_1linestimulus15.png,TMTstop-control_1_1greenlinestimulus15.png,TMTstop-control_1_1redlinestimulus15.png,None,,,,,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.217210100003285,None,"['3', '1']",1,"[-0.000836199993500486, 0.11563390000083018]",31.217210100003285,None,,,,001,2021_Nov_17_1507,TMTAB,2021.2.3,144.07976256678637,
19,['3'],TMTstop-control_1_1linestimulus16.png,TMTstop-control_1_1greenlinestimulus16.png,TMTstop-control_1_1redlinestimulus16.png,None,,,,,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.411143799996353,None,"['2', '3']",1,"[-0.014139999999315478, 0.09070929999870714]",31.411143799996353,None,,,,001,2021_Nov_17_1507,TMTAB,2021.2.3,144.07976256678637,
20,['1'],TMTstop-control_1_1linestimulus17.png,TMTstop-control_1_1greenlinestimulus17.png,TMTstop-control_1_1redlinestimulus17.png,None,,,,,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.605719500003033,None,['1'],1,[0.02012299999478273],31.605719500003033,None,,,,001,2021_Nov_17_1507,TMTAB,2021.2.3,144.07976256678637,
21,['3'],TMTstop-control_1_1linestimulus18.png,TMTstop-control_1_1greenlinestimulus18.png,TMTstop-control_1_1redlinestimulus18.png,None,,,,,,,,,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.70431169999938,None,"['2', '3']",1,"[-0.021586099988780916, 0.09256350000214297]",31.70431169999938,None,,,,001,2021_Nov_17_1507,TMTAB,2021.2.3,144.07976256678637,
22,['1'],TMTstop-control_1_1linestimulus19.png,TMTstop-control_1_1greenlinestimulus19.png,TMTstop-control_1_1redlinestimulus19.png,None,,,,,,,,,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.869749499994214,None,['1'],1,[0.06410580000374466],31.869749499994214,None,,,,001,2021_Nov_17_1507,TMTAB,2021.2.3,144.07976256678637,
23,['3'],TMTstop-control_1_1linestimulus20.png,TMTstop-control_1_1greenlinestimulus20.png,TMTstop-control_1_1redlinestimulus20.png,None,,,,,,,,,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.00881149999623,None,"['2', '3']",1,"[0.012553900000057183, 0.10623000000487082]",32.00881149999623,None,,,,001,2021_Nov_17_1507,TMTAB,2021.2.3,144.07976256678637,
24,['1'],TMTstop-control_1_1linestimulus21.png,TMTstop-control_1_1greenlinestimulus21.png,TMTstop-control_1_1redlinestimulus21.png,None,,,,,,,,,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.21006729999499,None,['1'],1,[0.05184320000989828],32.21006729999499,None,,,,001,2021_Nov_17_1507,TMTAB,2021.2.3,144.07976256678637,
25,['3'],TMTstop-control_1_1linestimulus22.png,TMTstop-control_1_1greenlinestimulus22.png,TMTstop-control_1_1redlinestimulus22.png,None,,,,,,,,,0,24,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.34896089999529,None,"['2', '3']",1,"[-0.03474580000329297, 0.0832512999913888]",32.34896089999529,None,,,,001,2021_Nov_17_1507,TMTAB,2021.2.3,144.07976256678637,
None,None,TMTstop-control_1_1linestimulus23.png,TMTstop-control_1_1greenlinestimulus23.png,TMTstop-control_1_1redlinestimulus23.png,None,,,,,,,,,0,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.501813399998355,None,"['1', '2']",0,"[0.0721068999991985, 0.10855889999947976]",32.501813399998355,None,,,,001,2021_Nov_17_1507,TMTAB,2021.2.3,144.07976256678637,
A,['3'],TMTstop-control_1_a.png,TMTstop-control_1_a.png,TMTstop-control_1_a.png,10,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.548164399995585,None,,,,,,,,,,,,,36.584667400005856,None,"['1', '2', '3']",1,"[0.47535759999300353, 0.5552350999932969, 0.6702702999900794]",36.584667400005856,None,,,,001,2021_Nov_17_1507,TMTAB,2021.2.3,144.07976256678637,
B,['1'],TMTstop-control_1_a.png,TMTstop-control_1_afirstgreen.png,TMTstop-control_1_afirstred.png,10,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.32845400000224,None,['1'],1,[0.2818515999970259],37.32845400000224,None,,,,001,2021_Nov_17_1507,TMTAB,2021.2.3,144.07976256678637,
C,['3'],TMTstop-control_1_alinestimulus0.png,TMTstop-control_1_agreenlinestimulus0.png,TMTstop-control_1_aredlinestimulus0.png,10,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.703584100003354,None,"['2', '3']",1,"[-0.005415700012235902, 0.08518759999424219]",37.703584100003354,None,,,,001,2021_Nov_17_1507,TMTAB,2021.2.3,144.07976256678637,
D,['2'],TMTstop-control_1_alinestimulus1.png,TMTstop-control_1_agreenlinestimulus1.png,TMTstop-control_1_aredlinestimulus1.png,10,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.86957599999732,None,"['1', '2']",1,"[0.07111520000034943, 0.13787030000821687]",37.86957599999732,None,,,,001,2021_Nov_17_1507,TMTAB,2021.2.3,144.07976256678637,
