NumberLetter,corrAns,StimFile,Correct_StimFile,False_StimFile,DurationTrial,restartpractice.thisRepN,restartpractice.thisTrialN,restartpractice.thisN,restartpractice.thisIndex,trials_practice.thisRepN,trials_practice.thisTrialN,trials_practice.thisN,trials_practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,Instruct.started,Instruct.stopped,image_2.started,image_2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,polygon.started,polygon.stopped,Stim_practice.started,Stim_practice.stopped,key_resp_practice.keys,key_resp_practice.rt,key_resp_practice.started,key_resp_practice.stopped,text_5.started,text_5.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,Stim.started,Stim.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,8.998381500015967,None,10.014460800040979,None,2,30.576920500025153,10.014460800040979,None,,,,,,,,,,,,,,,,,,,,,,,001,2021_Nov_25_1218,TMTAB,2021.2.3,143.2340530338758,
1,['2'],TMTstop-Control_1_practice.png,TMTstop-Control_1_practice.png,TMTstop-Control_1_practice.png,10,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,40.61223540001083,None,43.66243800002849,None,2,9.345505099976435,43.66243800002849,None,,,,,,,,,,,,,,,001,2021_Nov_25_1218,TMTAB,2021.2.3,143.2340530338758,
2,['3'],TMTstop-Control_1_practice.png,TMTstop-Control_1_practicefirstgreen.png,TMTstop-Control_1_practicefirstred.png,10,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,53.130961399991065,None,3,52.78705779998563,53.130961399991065,None,,,,,,,,,,,,,,,001,2021_Nov_25_1218,TMTAB,2021.2.3,143.2340530338758,
3,['2'],TMTstop-Control_1_practicelinestimulus0.png,TMTstop-Control_1_practicegreenlinestimulus0.png,TMTstop-Control_1_practiceredlinestimulus0.png,10,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,106.05572140001459,None,2,2.245390600000974,106.05572140001459,None,,,,,,,,,,,,,,,001,2021_Nov_25_1218,TMTAB,2021.2.3,143.2340530338758,
4,['1'],TMTstop-Control_1_practicelinestimulus1.png,TMTstop-Control_1_practicegreenlinestimulus1.png,TMTstop-Control_1_practiceredlinestimulus1.png,10,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,108.38936999998987,None,1,9.206311700050719,108.38936999998987,None,,,,,,,,,,,,,,,001,2021_Nov_25_1218,TMTAB,2021.2.3,143.2340530338758,
5,['2'],TMTstop-Control_1_practicelinestimulus2.png,TMTstop-Control_1_practicegreenlinestimulus2.png,TMTstop-Control_1_practiceredlinestimulus2.png,10,0,0,0,0,0,4,4,4,,,,,,,,,,,,,,,,,,,117.74751339998329,None,2,0.8752554000238888,117.74751339998329,None,,,,,,,,,,,,,,,001,2021_Nov_25_1218,TMTAB,2021.2.3,143.2340530338758,
6,['1'],TMTstop-Control_1_practicelinestimulus3.png,TMTstop-Control_1_practicegreenlinestimulus3.png,TMTstop-Control_1_practiceredlinestimulus3.png,10,0,0,0,0,0,5,5,5,,,,,,,,,,,,,,,,,,,118.71396180003649,None,1,0.23660679999738932,118.71396180003649,None,,,,,,,,,,,,,,,001,2021_Nov_25_1218,TMTAB,2021.2.3,143.2340530338758,
7,['2'],TMTstop-Control_1_practicelinestimulus4.png,TMTstop-Control_1_practicegreenlinestimulus4.png,TMTstop-Control_1_practiceredlinestimulus4.png,10,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,119.03215039998759,None,2,1.094226900022477,119.03215039998759,None,,,,,,,,,,,,,,,001,2021_Nov_25_1218,TMTAB,2021.2.3,143.2340530338758,
8,['1'],TMTstop-Control_1_practicelinestimulus5.png,TMTstop-Control_1_practicegreenlinestimulus5.png,TMTstop-Control_1_practiceredlinestimulus5.png,10,0,0,0,0,0,7,7,7,,,,,,,,,,,,,,,,,,,120.2482799999998,None,1,0.0847776000155136,120.2482799999998,None,,,,,,,,,,,,,,,001,2021_Nov_25_1218,TMTAB,2021.2.3,143.2340530338758,
9,['3'],TMTstop-Control_1_practicelinestimulus6.png,TMTstop-Control_1_practicegreenlinestimulus6.png,TMTstop-Control_1_practiceredlinestimulus6.png,10,0,0,0,0,0,8,8,8,,,,,,,,,,,,,,,,,,,120.42221270001028,None,3,0.12049459997797385,120.42221270001028,None,,,,,,,,,,,,,,,001,2021_Nov_25_1218,TMTAB,2021.2.3,143.2340530338758,
