NumberLetter,corrAns,StimFile,Correct_StimFile,False_StimFile,DurationTrial,restartpractice.thisRepN,restartpractice.thisTrialN,restartpractice.thisN,restartpractice.thisIndex,trials_practice.thisRepN,trials_practice.thisTrialN,trials_practice.thisN,trials_practice.thisIndex,Instruct.started,Instruct.stopped,image_2.started,image_2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,polygon.started,polygon.stopped,Stim_practice.started,Stim_practice.stopped,key_resp_practice.keys,key_resp_practice.rt,key_resp_practice.started,key_resp_practice.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,10.391309099970385,None,12.0100228000083,None,2,0.5189230000250973,12.0100228000083,None,,,,,,,,,,001,2021_Nov_25_1220,TMTAB,2021.2.3,142.60107212651803,
1,['2'],TMTstop-Control_1_practice.png,TMTstop-Control_1_practice.png,TMTstop-Control_1_practice.png,10,0,0,0,0,0,0,0,0,,,,,,,,,12.54574109998066,None,15.61709770001471,None,2,1.5672121999668889,15.61709770001471,None,,001,2021_Nov_25_1220,TMTAB,2021.2.3,142.60107212651803,
2,['3'],TMTstop-Control_1_practice.png,TMTstop-Control_1_practicefirstgreen.png,TMTstop-Control_1_practicefirstred.png,10,0,0,0,0,0,1,1,1,,,,,,,,,,,17.280236100021284,None,3,0.5183537999982946,17.280236100021284,None,,001,2021_Nov_25_1220,TMTAB,2021.2.3,142.60107212651803,
3,['2'],TMTstop-Control_1_practicelinestimulus0.png,TMTstop-Control_1_practicegreenlinestimulus0.png,TMTstop-Control_1_practiceredlinestimulus0.png,10,0,0,0,0,0,2,2,2,,,,,,,,,,,17.926306599983945,None,2,0.2031832000357099,17.926306599983945,None,,001,2021_Nov_25_1220,TMTAB,2021.2.3,142.60107212651803,
4,['1'],TMTstop-Control_1_practicelinestimulus1.png,TMTstop-Control_1_practicegreenlinestimulus1.png,TMTstop-Control_1_practiceredlinestimulus1.png,10,0,0,0,0,0,3,3,3,,,,,,,,,,,18.252228099969216,None,1,0.00823330000275746,18.252228099969216,None,,001,2021_Nov_25_1220,TMTAB,2021.2.3,142.60107212651803,
5,['2'],TMTstop-Control_1_practicelinestimulus2.png,TMTstop-Control_1_practicegreenlinestimulus2.png,TMTstop-Control_1_practiceredlinestimulus2.png,10,0,0,0,0,0,4,4,4,,,,,,,,,,,18.343912000011187,None,2,0.056036500027403235,18.343912000011187,None,,001,2021_Nov_25_1220,TMTAB,2021.2.3,142.60107212651803,
6,['1'],TMTstop-Control_1_practicelinestimulus3.png,TMTstop-Control_1_practicegreenlinestimulus3.png,TMTstop-Control_1_practiceredlinestimulus3.png,10,0,0,0,0,0,5,5,5,,,,,,,,,,,18.502500500006136,None,1,0.030321499973069876,18.502500500006136,None,,001,2021_Nov_25_1220,TMTAB,2021.2.3,142.60107212651803,
