NumberLetter,corrAns,StimFile,Correct_StimFile,False_StimFile,DurationTrial,restartpractice.thisRepN,restartpractice.thisTrialN,restartpractice.thisN,restartpractice.thisIndex,trials_practice.thisRepN,trials_practice.thisTrialN,trials_practice.thisN,trials_practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,Instruct.started,Instruct.stopped,image_2.started,image_2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,polygon.started,polygon.stopped,Stim_practice.started,Stim_practice.stopped,key_resp_practice.keys,key_resp_practice.corr,key_resp_practice.rt,key_resp_practice.started,key_resp_practice.stopped,text_5.started,text_5.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,Stim.started,Stim.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,6.046730399990338,None,6.518944600000395,None,2,0.3206247999914922,6.518944600000395,None,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Nov_17_1635,TMTAB,2021.2.3,144.60688617153977,
1,1,TMT-A_1_practice.png,TMT-A_1_practice.png,TMT-A_1_practice.png,10,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,6.853774000002886,None,9.939423799994984,None,1,1,1.2038818000000902,9.939423799994984,None,,,,,,,,,,,,,,,001,2021_Nov_17_1635,TMTAB,2021.2.3,144.60688617153977,
2,2,TMT-A_1_practice.png,TMT-A_1_practicefirstgreen.png,TMT-A_1_practicefirstred.png,10,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,11.222040900000138,None,2,1,2.2570668999978807,11.222040900000138,None,,,,,,,,,,,,,,,001,2021_Nov_17_1635,TMTAB,2021.2.3,144.60688617153977,
3,3,TMT-A_1_practicelinestimulus0.png,TMT-A_1_practicegreenlinestimulus0.png,TMT-A_1_practiceredlinestimulus0.png,10,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,13.555116099989391,None,1,0,0.8834080000087852,13.555116099989391,None,,,,,,,,,,,,,,,001,2021_Nov_17_1635,TMTAB,2021.2.3,144.60688617153977,
4,1,TMT-A_1_practicelinestimulus1.png,TMT-A_1_practicegreenlinestimulus1.png,TMT-A_1_practiceredlinestimulus1.png,10,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,14.513360700002522,None,3,0,4.449399100005394,14.513360700002522,None,,,,,,,,,,,,,,,001,2021_Nov_17_1635,TMTAB,2021.2.3,144.60688617153977,
5,2,TMT-A_1_practicelinestimulus2.png,TMT-A_1_practicegreenlinestimulus2.png,TMT-A_1_practiceredlinestimulus2.png,10,0,0,0,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,19.041308999992907,None,2,1,0.9034572999953525,19.041308999992907,None,,,,,,,,,,,,,,,001,2021_Nov_17_1635,TMTAB,2021.2.3,144.60688617153977,
6,3,TMT-A_1_practicelinestimulus3.png,TMT-A_1_practicegreenlinestimulus3.png,TMT-A_1_practiceredlinestimulus3.png,10,0,0,0,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,20.020245499996236,None,1,0,0.08116319999680854,20.020245499996236,None,,,,,,,,,,,,,,,001,2021_Nov_17_1635,TMTAB,2021.2.3,144.60688617153977,
7,1,TMT-A_1_practicelinestimulus4.png,TMT-A_1_practicegreenlinestimulus4.png,TMT-A_1_practiceredlinestimulus4.png,10,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,20.1800632999948,None,3,0,0.1047270999988541,20.1800632999948,None,,,,,,,,,,,,,,,001,2021_Nov_17_1635,TMTAB,2021.2.3,144.60688617153977,
8,3,TMT-A_1_practicelinestimulus5.png,TMT-A_1_practicegreenlinestimulus5.png,TMT-A_1_practiceredlinestimulus5.png,10,0,0,0,0,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,20.353598299989244,None,1,0,0.10073289999854751,20.353598299989244,None,,,,,,,,,,,,,,,001,2021_Nov_17_1635,TMTAB,2021.2.3,144.60688617153977,
9,2,TMT-A_1_practicelinestimulus6.png,TMT-A_1_practicegreenlinestimulus6.png,TMT-A_1_practiceredlinestimulus6.png,10,0,0,0,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,20.54096089999075,None,3,0,0.0928628999972716,20.54096089999075,None,,,,,,,,,,,,,,,001,2021_Nov_17_1635,TMTAB,2021.2.3,144.60688617153977,
