NumberLetter,corrAns,StimFile,Correct_StimFile,False_StimFile,DurationTrial,restartpractice.thisRepN,restartpractice.thisTrialN,restartpractice.thisN,restartpractice.thisIndex,trials_practice.thisRepN,trials_practice.thisTrialN,trials_practice.thisN,trials_practice.thisIndex,Instruct.started,Instruct.stopped,text_2.started,text_2.stopped,polygon.started,polygon.stopped,Stim_practice.started,Stim_practice.stopped,key_resp_practice.keys,key_resp_practice.rt,key_resp_practice.started,key_resp_practice.stopped,participant,session,date,expName,psychopyVersion,frameRate,
1,['1'],TMTstop-A_1_practice.png,TMTstop-A_1_practice.png,TMTstop-A_1_practice.png,10,0,0,0,0,0,0,0,0,8.82644319999963,None,8.82644319999963,None,9.460856399999102,None,12.562759599999481,None,1,0.4115043000001606,12.562759599999481,None,,001,2021_Nov_16_1838,TMTAB,2021.2.3,60.06067329246707,
2,['2'],TMTstop-A_1_practice.png,TMTstop-A_1_practicefirstgreen.png,TMTstop-A_1_practicefirstred.png,10,0,0,0,0,0,1,1,1,,,,,,,13.047057499999937,None,2,0.060192899998583016,13.047057499999937,None,,001,2021_Nov_16_1838,TMTAB,2021.2.3,60.06067329246707,
3,['3'],TMTstop-A_1_practicelinestimulus0.png,TMTstop-A_1_practicegreenlinestimulus0.png,TMTstop-A_1_practiceredlinestimulus0.png,10,0,0,0,0,0,2,2,2,,,,,,,13.197515399999247,None,3,0.033343899998726556,13.197515399999247,None,,001,2021_Nov_16_1838,TMTAB,2021.2.3,60.06067329246707,
4,['1'],TMTstop-A_1_practicelinestimulus1.png,TMTstop-A_1_practicegreenlinestimulus1.png,TMTstop-A_1_practiceredlinestimulus1.png,10,0,0,0,0,0,3,3,3,,,,,,,13.29695890000039,None,1,0.08181289999993169,13.29695890000039,None,,001,2021_Nov_16_1838,TMTAB,2021.2.3,60.06067329246707,
5,['2'],TMTstop-A_1_practicelinestimulus2.png,TMTstop-A_1_practicegreenlinestimulus2.png,TMTstop-A_1_practiceredlinestimulus2.png,10,0,0,0,0,0,4,4,4,,,,,,,13.463630000000194,None,2,0.25133160000041244,13.463630000000194,None,,001,2021_Nov_16_1838,TMTAB,2021.2.3,60.06067329246707,
6,['3'],TMTstop-A_1_practicelinestimulus3.png,TMTstop-A_1_practicegreenlinestimulus3.png,TMTstop-A_1_practiceredlinestimulus3.png,10,0,0,0,0,0,5,5,5,,,,,,,13.797110899999097,None,3,0.013579000000390806,13.797110899999097,None,,001,2021_Nov_16_1838,TMTAB,2021.2.3,60.06067329246707,
7,['1'],TMTstop-A_1_practicelinestimulus4.png,TMTstop-A_1_practicegreenlinestimulus4.png,TMTstop-A_1_practiceredlinestimulus4.png,10,0,0,0,0,0,6,6,6,,,,,,,13.897335800000292,None,1,0.03998160000082862,13.897335800000292,None,,001,2021_Nov_16_1838,TMTAB,2021.2.3,60.06067329246707,
8,['3'],TMTstop-A_1_practicelinestimulus5.png,TMTstop-A_1_practicegreenlinestimulus5.png,TMTstop-A_1_practiceredlinestimulus5.png,10,0,0,0,0,0,7,7,7,,,,,,,14.013973999999507,None,3,0.1031368999992992,14.013973999999507,None,,001,2021_Nov_16_1838,TMTAB,2021.2.3,60.06067329246707,
9,['2'],TMTstop-A_1_practicelinestimulus6.png,TMTstop-A_1_practicegreenlinestimulus6.png,TMTstop-A_1_practiceredlinestimulus6.png,10,0,0,0,0,0,8,8,8,,,,,,,14.197421900000336,None,2,0.12360409999928379,14.197421900000336,None,,001,2021_Nov_16_1838,TMTAB,2021.2.3,60.06067329246707,
10,['3'],TMTstop-A_1_practicelinestimulus7.png,TMTstop-A_1_practicegreenlinestimulus7.png,TMTstop-A_1_practiceredlinestimulus7.png,10,0,0,0,0,0,9,9,9,,,,,,,14.430823299999247,None,3,0.017347000000881962,14.430823299999247,None,,001,2021_Nov_16_1838,TMTAB,2021.2.3,60.06067329246707,
11,['1'],TMTstop-A_1_practicelinestimulus8.png,TMTstop-A_1_practicegreenlinestimulus8.png,TMTstop-A_1_practiceredlinestimulus8.png,10,0,0,0,0,0,10,10,10,,,,,,,14.513942800000223,None,1,0.1983965999988868,14.513942800000223,None,,001,2021_Nov_16_1838,TMTAB,2021.2.3,60.06067329246707,
12,['2'],TMTstop-A_1_practicelinestimulus9.png,TMTstop-A_1_practicegreenlinestimulus9.png,TMTstop-A_1_practiceredlinestimulus9.png,10,0,0,0,0,0,11,11,11,,,,,,,14.781166400000075,None,2,0.4733980999990308,14.781166400000075,None,,001,2021_Nov_16_1838,TMTAB,2021.2.3,60.06067329246707,
None,None,TMTstop-A_1_practicelinestimulus10.png,TMTstop-A_1_practicegreenlinestimulus10.png,TMTstop-A_1_practiceredlinestimulus10.png,None,0,0,0,0,0,12,12,12,,,,,,,15.331804600000396,None,None,,15.331804600000396,None,,001,2021_Nov_16_1838,TMTAB,2021.2.3,60.06067329246707,
