restartpractice.thisRepN,restartpractice.thisTrialN,restartpractice.thisN,restartpractice.thisIndex,trials_practice.thisRepN,trials_practice.thisTrialN,trials_practice.thisN,trials_practice.thisIndex,NumberLetter,corrAns,StimFile,Correct_StimFile,False_StimFile,DurationTrial,Instruct.started,Instruct.stopped,image_2.started,image_2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,polygon.started,polygon.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,17.268391599995084,None,30.218570500030182,None,1,85.80778379994445,30.218570500030182,None,,,,001,2021_Nov_25_1208,TMTAB,2021.2.3,144.68115881385268,
,,,,,,,,,,,,,,,,,,,,,,116.04567940003471,None,,,,,,,
