NumberLetter,corrAns,StimFile,Correct_StimFile,False_StimFile,DurationTrial,Correct,restartpractice.thisRepN,restartpractice.thisTrialN,restartpractice.thisN,restartpractice.thisIndex,trials_practice.thisRepN,trials_practice.thisTrialN,trials_practice.thisN,trials_practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,trials_6.thisRepN,trials_6.thisTrialN,trials_6.thisN,trials_6.thisIndex,Instruct.started,Instruct.stopped,image_2.started,image_2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,polygon.started,polygon.stopped,Stim_practice.started,Stim_practice.stopped,key_resp_practice.keys,key_resp_practice.corr,key_resp_practice.rt,key_resp_practice.started,key_resp_practice.stopped,text_5.started,text_5.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,Stim.started,Stim.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,text.started,text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
11,['3'],TMT-A_1_2linestimulus8.png,TMT-A_1_2greenlinestimulus8.png,TMT-A_1_2redlinestimulus8.png,10,3,,,,,,,,,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.72644880018197,None,['3'],1,[1.4024664000608027],62.72644880018197,None,,,,001,2022_Jan_11_0116,TMTAB,2021.2.3,59.88210416368752,
12,['2'],TMT-A_1_2linestimulus9.png,TMT-A_1_2greenlinestimulus9.png,TMT-A_1_2redlinestimulus9.png,10,2,,,,,,,,,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.22867760015652,None,['2'],1,[0.5790037999395281],64.22867760015652,None,,,,001,2022_Jan_11_0116,TMTAB,2021.2.3,59.88210416368752,
13,['1'],TMT-A_1_2linestimulus10.png,TMT-A_1_2greenlinestimulus10.png,TMT-A_1_2redlinestimulus10.png,1,1,,,,,,,,,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.91115709999576,None,['1'],1,[1.7630093998741359],64.91115709999576,None,,,,001,2022_Jan_11_0116,TMTAB,2021.2.3,59.88210416368752,
14,['2'],TMT-A_1_2linestimulus11.png,TMT-A_1_2greenlinestimulus11.png,TMT-A_1_2redlinestimulus11.png,None,2,,,,,,,,,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.76163289998658,None,['2'],1,[0.8297015998978168],66.76163289998658,None,,,,001,2022_Jan_11_0116,TMTAB,2021.2.3,59.88210416368752,
15,['3'],TMT-A_1_2linestimulus12.png,TMT-A_1_2greenlinestimulus12.png,TMT-A_1_2redlinestimulus12.png,None,3,,,,,,,,,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.67875840002671,None,['3'],1,[1.2684722999110818],67.67875840002671,None,,,,001,2022_Jan_11_0116,TMTAB,2021.2.3,59.88210416368752,
16,['2'],TMT-A_1_2linestimulus13.png,TMT-A_1_2greenlinestimulus13.png,TMT-A_1_2redlinestimulus13.png,None,2,,,,,,,,,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.02954460005276,None,['2'],1,[0.9925232999958098],69.02954460005276,None,,,,001,2022_Jan_11_0116,TMTAB,2021.2.3,59.88210416368752,
17,['1'],TMT-A_1_2linestimulus14.png,TMT-A_1_2greenlinestimulus14.png,TMT-A_1_2redlinestimulus14.png,None,1,,,,,,,,,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.11338440002874,None,['1'],1,[0.6611762000247836],70.11338440002874,None,,,,001,2022_Jan_11_0116,TMTAB,2021.2.3,59.88210416368752,
18,['2'],TMT-A_1_2linestimulus15.png,TMT-A_1_2greenlinestimulus15.png,TMT-A_1_2redlinestimulus15.png,None,2,,,,,,,,,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.8803456001915,None,['2'],1,[0.870482699945569],70.8803456001915,None,,,,001,2022_Jan_11_0116,TMTAB,2021.2.3,59.88210416368752,
19,['3'],TMT-A_1_2linestimulus16.png,TMT-A_1_2greenlinestimulus16.png,TMT-A_1_2redlinestimulus16.png,None,3,,,,,,,,,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.84772040019743,None,['3'],1,[0.5033642000053078],71.84772040019743,None,,,,001,2022_Jan_11_0116,TMTAB,2021.2.3,59.88210416368752,
20,['2'],TMT-A_1_2linestimulus17.png,TMT-A_1_2greenlinestimulus17.png,TMT-A_1_2redlinestimulus17.png,None,2,,,,,,,,,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.44772789999843,None,['2'],1,[2.1219738998916],72.44772789999843,None,,,,001,2022_Jan_11_0116,TMTAB,2021.2.3,59.88210416368752,
21,['1'],TMT-A_1_2linestimulus18.png,TMT-A_1_2greenlinestimulus18.png,TMT-A_1_2redlinestimulus18.png,None,1,,,,,,,,,,,,,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.665431200061,None,['1'],1,[0.6131754000671208],74.665431200061,None,,,,001,2022_Jan_11_0116,TMTAB,2021.2.3,59.88210416368752,
22,['3'],TMT-A_1_2linestimulus19.png,TMT-A_1_2greenlinestimulus19.png,TMT-A_1_2redlinestimulus19.png,None,3,,,,,,,,,,,,,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.38271380006336,None,['3'],1,[1.618440399877727],75.38271380006336,None,,,,001,2022_Jan_11_0116,TMTAB,2021.2.3,59.88210416368752,
23,['2'],TMT-A_1_2linestimulus20.png,TMT-A_1_2greenlinestimulus20.png,TMT-A_1_2redlinestimulus20.png,None,2,,,,,,,,,,,,,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.10013810009696,None,['2'],1,[0.5379248999524862],77.10013810009696,None,,,,001,2022_Jan_11_0116,TMTAB,2021.2.3,59.88210416368752,
24,['3'],TMT-A_1_2linestimulus21.png,TMT-A_1_2greenlinestimulus21.png,TMT-A_1_2redlinestimulus21.png,None,3,,,,,,,,,,,,,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.73377100005746,None,['3'],1,[0.6700373999774456],77.73377100005746,None,,,,001,2022_Jan_11_0116,TMTAB,2021.2.3,59.88210416368752,
25,['2'],TMT-A_1_2linestimulus22.png,TMT-A_1_2greenlinestimulus22.png,TMT-A_1_2redlinestimulus22.png,None,2,,,,,,,,,,,,,0,24,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.50082020019181,None,['2'],1,[0.5185465000104159],78.50082020019181,None,,,,001,2022_Jan_11_0116,TMTAB,2021.2.3,59.88210416368752,
None,None,TMT-A_1_2linestimulus23.png,TMT-A_1_2greenlinestimulus23.png,TMT-A_1_2redlinestimulus23.png,None,None,,,,,,,,,,,,,0,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.11772150010802,None,None,1,,79.11772150010802,None,,,,001,2022_Jan_11_0116,TMTAB,2021.2.3,59.88210416368752,
1,['1'],TMT-A_1_3.png,TMT-A_1_3.png,TMT-A_1_3.png,10,1,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,80.11617150017992,None,,,,,,,,,,,,,,83.18612630013376,None,['1'],1,[1.1955273000057787],83.18612630013376,None,,,,001,2022_Jan_11_0116,TMTAB,2021.2.3,59.88210416368752,
2,['3'],TMT-A_1_3.png,TMT-A_1_3firstgreen.png,TMT-A_1_3firstred.png,10,3,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.45392250013538,None,['3'],1,[0.8129506001714617],84.45392250013538,None,,,,001,2022_Jan_11_0116,TMTAB,2021.2.3,59.88210416368752,
3,['2'],TMT-A_1_3linestimulus0.png,TMT-A_1_3greenlinestimulus0.png,TMT-A_1_3redlinestimulus0.png,10,2,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.35410200012848,None,['2'],1,[0.4105990999378264],85.35410200012848,None,,,,001,2022_Jan_11_0116,TMTAB,2021.2.3,59.88210416368752,
4,['1'],TMT-A_1_3linestimulus1.png,TMT-A_1_3greenlinestimulus1.png,TMT-A_1_3redlinestimulus1.png,10,1,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.8707044001203,None,['1'],1,[0.6596995000727475],85.8707044001203,None,,,,001,2022_Jan_11_0116,TMTAB,2021.2.3,59.88210416368752,
5,['2'],TMT-A_1_3linestimulus2.png,TMT-A_1_3greenlinestimulus2.png,TMT-A_1_3redlinestimulus2.png,10,2,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.62116730003618,None,['2'],1,[0.5661009000614285],86.62116730003618,None,,,,001,2022_Jan_11_0116,TMTAB,2021.2.3,59.88210416368752,
6,['3'],TMT-A_1_3linestimulus3.png,TMT-A_1_3greenlinestimulus3.png,TMT-A_1_3redlinestimulus3.png,10,3,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.25449370010756,None,['3'],1,[0.8274050999898463],87.25449370010756,None,,,,001,2022_Jan_11_0116,TMTAB,2021.2.3,59.88210416368752,
7,['1'],TMT-A_1_3linestimulus4.png,TMT-A_1_3greenlinestimulus4.png,TMT-A_1_3redlinestimulus4.png,10,1,,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.17168630007654,None,['1'],1,[0.4771276998799294],88.17168630007654,None,,,,001,2022_Jan_11_0116,TMTAB,2021.2.3,59.88210416368752,
8,['2'],TMT-A_1_3linestimulus5.png,TMT-A_1_3greenlinestimulus5.png,TMT-A_1_3redlinestimulus5.png,10,2,,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.73885810002685,None,['2'],1,[0.3962240000255406],88.73885810002685,None,,,,001,2022_Jan_11_0116,TMTAB,2021.2.3,59.88210416368752,
9,['1'],TMT-A_1_3linestimulus6.png,TMT-A_1_3greenlinestimulus6.png,TMT-A_1_3redlinestimulus6.png,10,1,,,,,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.2225060001947,None,['1'],1,[0.7730125999078155],89.2225060001947,None,,,,001,2022_Jan_11_0116,TMTAB,2021.2.3,59.88210416368752,
10,['3'],TMT-A_1_3linestimulus7.png,TMT-A_1_3greenlinestimulus7.png,TMT-A_1_3redlinestimulus7.png,10,3,,,,,,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.091047400143,None,['3'],1,[1.6723342000041157],90.091047400143,None,,,,001,2022_Jan_11_0116,TMTAB,2021.2.3,59.88210416368752,
11,['2'],TMT-A_1_3linestimulus8.png,TMT-A_1_3greenlinestimulus8.png,TMT-A_1_3redlinestimulus8.png,10,2,,,,,,,,,,,,,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.85675740009174,None,['2'],1,[0.9393368000164628],91.85675740009174,None,,,,001,2022_Jan_11_0116,TMTAB,2021.2.3,59.88210416368752,
12,['1'],TMT-A_1_3linestimulus9.png,TMT-A_1_3greenlinestimulus9.png,TMT-A_1_3redlinestimulus9.png,10,1,,,,,,,,,,,,,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.89059730013832,None,['1'],1,[0.8241729000583291],92.89059730013832,None,,,,001,2022_Jan_11_0116,TMTAB,2021.2.3,59.88210416368752,
13,['3'],TMT-A_1_3linestimulus10.png,TMT-A_1_3greenlinestimulus10.png,TMT-A_1_3redlinestimulus10.png,1,3,,,,,,,,,,,,,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.80788680003025,None,['3'],1,[0.42028770013712347],93.80788680003025,None,,,,001,2022_Jan_11_0116,TMTAB,2021.2.3,59.88210416368752,
14,['1'],TMT-A_1_3linestimulus11.png,TMT-A_1_3greenlinestimulus11.png,TMT-A_1_3redlinestimulus11.png,None,1,,,,,,,,,,,,,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.32476400001906,None,['1'],1,[0.4825216999743134],94.32476400001906,None,,,,001,2022_Jan_11_0116,TMTAB,2021.2.3,59.88210416368752,
15,['2'],TMT-A_1_3linestimulus12.png,TMT-A_1_3greenlinestimulus12.png,TMT-A_1_3redlinestimulus12.png,None,2,,,,,,,,,,,,,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.87514400016516,None,['2'],1,[0.6471934001892805],94.87514400016516,None,,,,001,2022_Jan_11_0116,TMTAB,2021.2.3,59.88210416368752,
16,['3'],TMT-A_1_3linestimulus13.png,TMT-A_1_3greenlinestimulus13.png,TMT-A_1_3redlinestimulus13.png,None,3,,,,,,,,,,,,,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.60857580020092,None,['3'],1,[1.1984063000418246],95.60857580020092,None,,,,001,2022_Jan_11_0116,TMTAB,2021.2.3,59.88210416368752,
17,['2'],TMT-A_1_3linestimulus14.png,TMT-A_1_3greenlinestimulus14.png,TMT-A_1_3redlinestimulus14.png,None,2,,,,,,,,,,,,,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.89245230006054,None,['2'],1,[1.0155421001836658],96.89245230006054,None,,,,001,2022_Jan_11_0116,TMTAB,2021.2.3,59.88210416368752,
18,['1'],TMT-A_1_3linestimulus15.png,TMT-A_1_3greenlinestimulus15.png,TMT-A_1_3redlinestimulus15.png,None,1,,,,,,,,,,,,,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.99479790008627,None,['1'],1,[2.2286079998593777],97.99479790008627,None,,,,001,2022_Jan_11_0116,TMTAB,2021.2.3,59.88210416368752,
19,['3'],TMT-A_1_3linestimulus16.png,TMT-A_1_3greenlinestimulus16.png,TMT-A_1_3redlinestimulus16.png,None,3,,,,,,,,,,,,,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.3105777001474,None,['3'],1,[3.7804451999254525],100.3105777001474,None,,,,001,2022_Jan_11_0116,TMTAB,2021.2.3,59.88210416368752,
20,['2'],TMT-A_1_3linestimulus17.png,TMT-A_1_3greenlinestimulus17.png,TMT-A_1_3redlinestimulus17.png,None,2,,,,,,,,,,,,,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.17922530020587,None,['2'],1,[3.246363600017503],104.17922530020587,None,,,,001,2022_Jan_11_0116,TMTAB,2021.2.3,59.88210416368752,
21,['3'],TMT-A_1_3linestimulus18.png,TMT-A_1_3greenlinestimulus18.png,TMT-A_1_3redlinestimulus18.png,None,3,,,,,,,,,,,,,,,,,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.51417910004966,None,['3'],1,[0.6843649998772889],107.51417910004966,None,,,,001,2022_Jan_11_0116,TMTAB,2021.2.3,59.88210416368752,
22,['2'],TMT-A_1_3linestimulus19.png,TMT-A_1_3greenlinestimulus19.png,TMT-A_1_3redlinestimulus19.png,None,2,,,,,,,,,,,,,,,,,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.28098200005479,None,['2'],1,[0.6011338999960572],108.28098200005479,None,,,,001,2022_Jan_11_0116,TMTAB,2021.2.3,59.88210416368752,
23,['3'],TMT-A_1_3linestimulus20.png,TMT-A_1_3greenlinestimulus20.png,TMT-A_1_3redlinestimulus20.png,None,3,,,,,,,,,,,,,,,,,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.96467999997549,None,['3'],1,[0.9264338999055326],108.96467999997549,None,,,,001,2022_Jan_11_0116,TMTAB,2021.2.3,59.88210416368752,
24,['2'],TMT-A_1_3linestimulus21.png,TMT-A_1_3greenlinestimulus21.png,TMT-A_1_3redlinestimulus21.png,None,2,,,,,,,,,,,,,,,,,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.98184480005875,None,['2'],1,[0.581242100102827],109.98184480005875,None,,,,001,2022_Jan_11_0116,TMTAB,2021.2.3,59.88210416368752,
25,['1'],TMT-A_1_3linestimulus22.png,TMT-A_1_3greenlinestimulus22.png,TMT-A_1_3redlinestimulus22.png,None,1,,,,,,,,,,,,,,,,,0,24,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.64872310007922,None,['1'],1,[3.030373599845916],110.64872310007922,None,,,,001,2022_Jan_11_0116,TMTAB,2021.2.3,59.88210416368752,
None,None,TMT-A_1_3linestimulus23.png,TMT-A_1_3greenlinestimulus23.png,TMT-A_1_3redlinestimulus23.png,None,None,,,,,,,,,,,,,,,,,0,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.76703420002013,None,None,1,,113.76703420002013,None,,,,001,2022_Jan_11_0116,TMTAB,2021.2.3,59.88210416368752,
1,['1'],TMT-A_1_4.png,TMT-A_1_4.png,TMT-A_1_4.png,10,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,114.76545150019228,None,,,,,,,,,,,,,,117.8852588001173,None,['1'],1,[1.4353863999713212],117.8852588001173,None,,,,001,2022_Jan_11_0116,TMTAB,2021.2.3,59.88210416368752,
2,['3'],TMT-A_1_4.png,TMT-A_1_4firstgreen.png,TMT-A_1_4firstred.png,10,3,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.3862790002022,None,['3'],1,[4.451252999948338],119.3862790002022,None,,,,001,2022_Jan_11_0116,TMTAB,2021.2.3,59.88210416368752,
3,['1'],TMT-A_1_4linestimulus0.png,TMT-A_1_4greenlinestimulus0.png,TMT-A_1_4redlinestimulus0.png,10,1,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.92153070005588,None,['1'],1,[3.141853400040418],123.92153070005588,None,,,,001,2022_Jan_11_0116,TMTAB,2021.2.3,59.88210416368752,
4,['2'],TMT-A_1_4linestimulus1.png,TMT-A_1_4greenlinestimulus1.png,TMT-A_1_4redlinestimulus1.png,10,2,,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.15626050019637,None,['2'],1,[3.7068621998187155],127.15626050019637,None,,,,001,2022_Jan_11_0116,TMTAB,2021.2.3,59.88210416368752,
5,['1'],TMT-A_1_4linestimulus2.png,TMT-A_1_4greenlinestimulus2.png,TMT-A_1_4redlinestimulus2.png,10,1,,,,,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.9581469001714,None,['1'],1,[1.2349566000048071],130.9581469001714,None,,,,001,2022_Jan_11_0116,TMTAB,2021.2.3,59.88210416368752,
6,['3'],TMT-A_1_4linestimulus3.png,TMT-A_1_4greenlinestimulus3.png,TMT-A_1_4redlinestimulus3.png,10,3,,,,,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.27547280001454,None,['3'],1,[0.6664529000408947],132.27547280001454,None,,,,001,2022_Jan_11_0116,TMTAB,2021.2.3,59.88210416368752,
7,['2'],TMT-A_1_4linestimulus4.png,TMT-A_1_4greenlinestimulus4.png,TMT-A_1_4redlinestimulus4.png,10,2,,,,,,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.02575310016982,None,['2'],1,[0.7110878000967205],133.02575310016982,None,,,,001,2022_Jan_11_0116,TMTAB,2021.2.3,59.88210416368752,
8,['1'],TMT-A_1_4linestimulus5.png,TMT-A_1_4greenlinestimulus5.png,TMT-A_1_4redlinestimulus5.png,10,1,,,,,,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.82607499998994,None,['1'],1,[0.5787363999988884],133.82607499998994,None,,,,001,2022_Jan_11_0116,TMTAB,2021.2.3,59.88210416368752,
9,['2'],TMT-A_1_4linestimulus6.png,TMT-A_1_4greenlinestimulus6.png,TMT-A_1_4redlinestimulus6.png,10,2,,,,,,,,,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.4930612000171,None,['2'],1,[1.0992119000293314],134.4930612000171,None,,,,001,2022_Jan_11_0116,TMTAB,2021.2.3,59.88210416368752,
10,['1'],TMT-A_1_4linestimulus7.png,TMT-A_1_4greenlinestimulus7.png,TMT-A_1_4redlinestimulus7.png,10,1,,,,,,,,,,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.66251880000345,None,['1'],1,[0.607364600058645],135.66251880000345,None,,,,001,2022_Jan_11_0116,TMTAB,2021.2.3,59.88210416368752,
11,['2'],TMT-A_1_4linestimulus8.png,TMT-A_1_4greenlinestimulus8.png,TMT-A_1_4redlinestimulus8.png,10,2,,,,,,,,,,,,,,,,,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.3607204,None,['2'],1,[0.6389699999708682],136.3607204,None,,,,001,2022_Jan_11_0116,TMTAB,2021.2.3,59.88210416368752,
12,['3'],TMT-A_1_4linestimulus9.png,TMT-A_1_4greenlinestimulus9.png,TMT-A_1_4redlinestimulus9.png,10,3,,,,,,,,,,,,,,,,,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.09438620018773,None,['3'],1,[0.7450242999475449],137.09438620018773,None,,,,001,2022_Jan_11_0116,TMTAB,2021.2.3,59.88210416368752,
13,['1'],TMT-A_1_4linestimulus10.png,TMT-A_1_4greenlinestimulus10.png,TMT-A_1_4redlinestimulus10.png,1,1,,,,,,,,,,,,,,,,,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.92813060013577,None,['1'],1,[0.44302510004490614],137.92813060013577,None,,,,001,2022_Jan_11_0116,TMTAB,2021.2.3,59.88210416368752,
14,['2'],TMT-A_1_4linestimulus11.png,TMT-A_1_4greenlinestimulus11.png,TMT-A_1_4redlinestimulus11.png,None,2,,,,,,,,,,,,,,,,,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.4616803000681,None,['2'],1,[0.45714930002577603],138.4616803000681,None,,,,001,2022_Jan_11_0116,TMTAB,2021.2.3,59.88210416368752,
15,['3'],TMT-A_1_4linestimulus12.png,TMT-A_1_4greenlinestimulus12.png,TMT-A_1_4redlinestimulus12.png,None,3,,,,,,,,,,,,,,,,,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.0119214002043,None,['3'],1,[1.4916366999968886],139.0119214002043,None,,,,001,2022_Jan_11_0116,TMTAB,2021.2.3,59.88210416368752,
16,['1'],TMT-A_1_4linestimulus13.png,TMT-A_1_4greenlinestimulus13.png,TMT-A_1_4redlinestimulus13.png,None,1,,,,,,,,,,,,,,,,,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.59584550000727,None,['1'],1,[0.40613749995827675],140.59584550000727,None,,,,001,2022_Jan_11_0116,TMTAB,2021.2.3,59.88210416368752,
17,['3'],TMT-A_1_4linestimulus14.png,TMT-A_1_4greenlinestimulus14.png,TMT-A_1_4redlinestimulus14.png,None,3,,,,,,,,,,,,,,,,,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.0961681001354,None,['3'],1,[0.8037941001821309],141.0961681001354,None,,,,001,2022_Jan_11_0116,TMTAB,2021.2.3,59.88210416368752,
18,['2'],TMT-A_1_4linestimulus15.png,TMT-A_1_4greenlinestimulus15.png,TMT-A_1_4redlinestimulus15.png,None,2,,,,,,,,,,,,,,,,,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.99692180007696,None,['2'],1,[0.445851500146091],141.99692180007696,None,,,,001,2022_Jan_11_0116,TMTAB,2021.2.3,59.88210416368752,
19,['1'],TMT-A_1_4linestimulus16.png,TMT-A_1_4greenlinestimulus16.png,TMT-A_1_4redlinestimulus16.png,None,1,,,,,,,,,,,,,,,,,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.53015060001053,None,['1'],1,[0.9441283999476582],142.53015060001053,None,,,,001,2022_Jan_11_0116,TMTAB,2021.2.3,59.88210416368752,
20,['3'],TMT-A_1_4linestimulus17.png,TMT-A_1_4greenlinestimulus17.png,TMT-A_1_4redlinestimulus17.png,None,3,,,,,,,,,,,,,,,,,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.563940100139,None,['3'],1,[0.6091165000107139],143.563940100139,None,,,,001,2022_Jan_11_0116,TMTAB,2021.2.3,59.88210416368752,
21,['1'],TMT-A_1_4linestimulus18.png,TMT-A_1_4greenlinestimulus18.png,TMT-A_1_4redlinestimulus18.png,None,1,,,,,,,,,,,,,,,,,,,,,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.2643151001539,None,['1'],1,[1.1465076999738812],144.2643151001539,None,,,,001,2022_Jan_11_0116,TMTAB,2021.2.3,59.88210416368752,
22,['3'],TMT-A_1_4linestimulus19.png,TMT-A_1_4greenlinestimulus19.png,TMT-A_1_4redlinestimulus19.png,None,3,,,,,,,,,,,,,,,,,,,,,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.49823780008592,None,['3'],1,[2.688516699941829],145.49823780008592,None,,,,001,2022_Jan_11_0116,TMTAB,2021.2.3,59.88210416368752,
23,['1'],TMT-A_1_4linestimulus20.png,TMT-A_1_4greenlinestimulus20.png,TMT-A_1_4redlinestimulus20.png,None,1,,,,,,,,,,,,,,,,,,,,,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.2998796000611,None,['1'],1,[0.5950287999585271],148.2998796000611,None,,,,001,2022_Jan_11_0116,TMTAB,2021.2.3,59.88210416368752,
24,['3'],TMT-A_1_4linestimulus21.png,TMT-A_1_4greenlinestimulus21.png,TMT-A_1_4redlinestimulus21.png,None,3,,,,,,,,,,,,,,,,,,,,,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.98313720012084,None,['3'],1,[0.6062736997846514],148.98313720012084,None,,,,001,2022_Jan_11_0116,TMTAB,2021.2.3,59.88210416368752,
