NumberLetter,corrAns,StimFile,Correct_StimFile,False_StimFile,DurationTrial,Correct,restartpractice.thisRepN,restartpractice.thisTrialN,restartpractice.thisN,restartpractice.thisIndex,trials_practice.thisRepN,trials_practice.thisTrialN,trials_practice.thisN,trials_practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,trials_6.thisRepN,trials_6.thisTrialN,trials_6.thisN,trials_6.thisIndex,Instruct.started,Instruct.stopped,image_2.started,image_2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,polygon.started,polygon.stopped,Stim_practice.started,Stim_practice.stopped,key_resp_practice.keys,key_resp_practice.corr,key_resp_practice.rt,key_resp_practice.started,key_resp_practice.stopped,text_5.started,text_5.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,Stim.started,Stim.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,text.started,text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
25,['1'],TMT-A_1_4linestimulus22.png,TMT-A_1_4greenlinestimulus22.png,TMT-A_1_4redlinestimulus22.png,None,1,,,,,,,,,,,,,,,,,,,,,0,24,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.66778240003623,None,['1'],1,[0.670660600066185],149.66778240003623,None,,,,001,2022_Jan_11_0116,TMTAB,2021.2.3,59.88210416368752,
None,None,TMT-A_1_4linestimulus23.png,TMT-A_1_4greenlinestimulus23.png,TMT-A_1_4redlinestimulus23.png,None,None,,,,,,,,,,,,,,,,,,,,,0,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.43415660015307,None,None,1,,150.43415660015307,None,,,,001,2022_Jan_11_0116,TMTAB,2021.2.3,59.88210416368752,
1,['3'],TMT-A_1_5.png,TMT-A_1_5.png,TMT-A_1_5.png,10,3,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,151.43263759999536,None,,,,,,,,,,,,,,154.50252630002797,None,['3'],1,[1.465828699991107],154.50252630002797,None,,,,001,2022_Jan_11_0116,TMTAB,2021.2.3,59.88210416368752,
2,['2'],TMT-A_1_5.png,TMT-A_1_5firstgreen.png,TMT-A_1_5firstred.png,10,2,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.05324290017597,None,['2'],1,[2.5937496998813003],156.05324290017597,None,,,,001,2022_Jan_11_0116,TMTAB,2021.2.3,59.88210416368752,
3,['1'],TMT-A_1_5linestimulus0.png,TMT-A_1_5greenlinestimulus0.png,TMT-A_1_5redlinestimulus0.png,10,1,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.73799700010568,None,['1'],1,[0.5561154999304563],158.73799700010568,None,,,,001,2022_Jan_11_0116,TMTAB,2021.2.3,59.88210416368752,
4,['2'],TMT-A_1_5linestimulus1.png,TMT-A_1_5greenlinestimulus1.png,TMT-A_1_5redlinestimulus1.png,10,2,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.37161040003411,None,['2'],1,[2.57642209995538],159.37161040003411,None,,,,001,2022_Jan_11_0116,TMTAB,2021.2.3,59.88210416368752,
5,['1'],TMT-A_1_5linestimulus2.png,TMT-A_1_5greenlinestimulus2.png,TMT-A_1_5redlinestimulus2.png,10,1,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.03943990007974,None,['1'],1,[0.6472264998592436],162.03943990007974,None,,,,001,2022_Jan_11_0116,TMTAB,2021.2.3,59.88210416368752,
6,['3'],TMT-A_1_5linestimulus3.png,TMT-A_1_5greenlinestimulus3.png,TMT-A_1_5redlinestimulus3.png,10,3,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.77455090009607,None,['3'],1,[1.4559057999867946],162.77455090009607,None,,,,001,2022_Jan_11_0116,TMTAB,2021.2.3,59.88210416368752,
7,['1'],TMT-A_1_5linestimulus4.png,TMT-A_1_5greenlinestimulus4.png,TMT-A_1_5redlinestimulus4.png,10,1,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.30694510019384,None,['1'],1,[1.151453800033778],164.30694510019384,None,,,,001,2022_Jan_11_0116,TMTAB,2021.2.3,59.88210416368752,
8,['2'],TMT-A_1_5linestimulus5.png,TMT-A_1_5greenlinestimulus5.png,TMT-A_1_5redlinestimulus5.png,10,2,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.5241048000753,None,['2'],1,[0.600869300076738],165.5241048000753,None,,,,001,2022_Jan_11_0116,TMTAB,2021.2.3,59.88210416368752,
9,['1'],TMT-A_1_5linestimulus6.png,TMT-A_1_5greenlinestimulus6.png,TMT-A_1_5redlinestimulus6.png,10,1,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.20815710001625,None,['1'],1,[3.194633699953556],166.20815710001625,None,,,,001,2022_Jan_11_0116,TMTAB,2021.2.3,59.88210416368752,
10,['2'],TMT-A_1_5linestimulus7.png,TMT-A_1_5greenlinestimulus7.png,TMT-A_1_5redlinestimulus7.png,10,2,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.49302810011432,None,['2'],1,[0.6719002998434007],169.49302810011432,None,,,,001,2022_Jan_11_0116,TMTAB,2021.2.3,59.88210416368752,
11,['3'],TMT-A_1_5linestimulus8.png,TMT-A_1_5greenlinestimulus8.png,TMT-A_1_5redlinestimulus8.png,10,3,,,,,,,,,,,,,,,,,,,,,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.24258540011942,None,['3'],1,[1.2885181999299675],170.24258540011942,None,,,,001,2022_Jan_11_0116,TMTAB,2021.2.3,59.88210416368752,
12,['2'],TMT-A_1_5linestimulus9.png,TMT-A_1_5greenlinestimulus9.png,TMT-A_1_5redlinestimulus9.png,10,2,,,,,,,,,,,,,,,,,,,,,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.62685180013068,None,['2'],1,[0.5551569000817835],171.62685180013068,None,,,,001,2022_Jan_11_0116,TMTAB,2021.2.3,59.88210416368752,
13,['3'],TMT-A_1_5linestimulus10.png,TMT-A_1_5greenlinestimulus10.png,TMT-A_1_5redlinestimulus10.png,1,3,,,,,,,,,,,,,,,,,,,,,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.2775999000296,None,['3'],1,[0.7655048000160605],172.2775999000296,None,,,,001,2022_Jan_11_0116,TMTAB,2021.2.3,59.88210416368752,
14,['1'],TMT-A_1_5linestimulus11.png,TMT-A_1_5greenlinestimulus11.png,TMT-A_1_5redlinestimulus11.png,None,1,,,,,,,,,,,,,,,,,,,,,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.12799519998953,None,['1'],1,[0.812134699895978],173.12799519998953,None,,,,001,2022_Jan_11_0116,TMTAB,2021.2.3,59.88210416368752,
15,['3'],TMT-A_1_5linestimulus12.png,TMT-A_1_5greenlinestimulus12.png,TMT-A_1_5redlinestimulus12.png,None,3,,,,,,,,,,,,,,,,,,,,,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.01138640008867,None,['3'],1,[0.8748283998575062],174.01138640008867,None,,,,001,2022_Jan_11_0116,TMTAB,2021.2.3,59.88210416368752,
16,['2'],TMT-A_1_5linestimulus13.png,TMT-A_1_5greenlinestimulus13.png,TMT-A_1_5redlinestimulus13.png,None,2,,,,,,,,,,,,,,,,,,,,,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.97874290007167,None,['2'],1,[1.3673523000907153],174.97874290007167,None,,,,001,2022_Jan_11_0116,TMTAB,2021.2.3,59.88210416368752,
17,['1'],TMT-A_1_5linestimulus14.png,TMT-A_1_5greenlinestimulus14.png,TMT-A_1_5redlinestimulus14.png,None,1,,,,,,,,,,,,,,,,,,,,,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.42920390004292,None,['1'],1,[0.644926399923861],176.42920390004292,None,,,,001,2022_Jan_11_0116,TMTAB,2021.2.3,59.88210416368752,
18,['3'],TMT-A_1_5linestimulus15.png,TMT-A_1_5greenlinestimulus15.png,TMT-A_1_5redlinestimulus15.png,None,3,,,,,,,,,,,,,,,,,,,,,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.16301969997585,None,['3'],1,[0.6678200999740511],177.16301969997585,None,,,,001,2022_Jan_11_0116,TMTAB,2021.2.3,59.88210416368752,
19,['1'],TMT-A_1_5linestimulus16.png,TMT-A_1_5greenlinestimulus16.png,TMT-A_1_5redlinestimulus16.png,None,1,,,,,,,,,,,,,,,,,,,,,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.8965530002024,None,['1'],1,[0.6694179999176413],177.8965530002024,None,,,,001,2022_Jan_11_0116,TMTAB,2021.2.3,59.88210416368752,
20,['3'],TMT-A_1_5linestimulus17.png,TMT-A_1_5greenlinestimulus17.png,TMT-A_1_5redlinestimulus17.png,None,3,,,,,,,,,,,,,,,,,,,,,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.64724180009216,None,['3'],1,[0.6136680000927299],178.64724180009216,None,,,,001,2022_Jan_11_0116,TMTAB,2021.2.3,59.88210416368752,
21,['1'],TMT-A_1_5linestimulus18.png,TMT-A_1_5greenlinestimulus18.png,TMT-A_1_5redlinestimulus18.png,None,1,,,,,,,,,,,,,,,,,,,,,,,,,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.34743570000865,None,['1'],1,[0.585059099830687],179.34743570000865,None,,,,001,2022_Jan_11_0116,TMTAB,2021.2.3,59.88210416368752,
22,['3'],TMT-A_1_5linestimulus19.png,TMT-A_1_5greenlinestimulus19.png,TMT-A_1_5redlinestimulus19.png,None,3,,,,,,,,,,,,,,,,,,,,,,,,,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.01393380016088,None,['3'],1,[0.8152743999380618],180.01393380016088,None,,,,001,2022_Jan_11_0116,TMTAB,2021.2.3,59.88210416368752,
23,['1'],TMT-A_1_5linestimulus20.png,TMT-A_1_5greenlinestimulus20.png,TMT-A_1_5redlinestimulus20.png,None,1,,,,,,,,,,,,,,,,,,,,,,,,,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.9148002001457,None,['1'],1,[0.606708100065589],180.9148002001457,None,,,,001,2022_Jan_11_0116,TMTAB,2021.2.3,59.88210416368752,
24,['3'],TMT-A_1_5linestimulus21.png,TMT-A_1_5greenlinestimulus21.png,TMT-A_1_5redlinestimulus21.png,None,3,,,,,,,,,,,,,,,,,,,,,,,,,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.61525140004233,None,['3'],1,[0.5419507001060992],181.61525140004233,None,,,,001,2022_Jan_11_0116,TMTAB,2021.2.3,59.88210416368752,
25,['2'],TMT-A_1_5linestimulus22.png,TMT-A_1_5greenlinestimulus22.png,TMT-A_1_5redlinestimulus22.png,None,2,,,,,,,,,,,,,,,,,,,,,,,,,0,24,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.24877920001745,None,['2'],1,[0.695705900201574],182.24877920001745,None,,,,001,2022_Jan_11_0116,TMTAB,2021.2.3,59.88210416368752,
None,None,TMT-A_1_5linestimulus23.png,TMT-A_1_5greenlinestimulus23.png,TMT-A_1_5redlinestimulus23.png,None,None,,,,,,,,,,,,,,,,,,,,,,,,,0,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.03257300006226,None,None,1,,183.03257300006226,None,,,,001,2022_Jan_11_0116,TMTAB,2021.2.3,59.88210416368752,
1,['1'],TMT-A_1_6.png,TMT-A_1_6.png,TMT-A_1_6.png,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,184.0308989000041,None,,,,,,,,,,,,,,187.10107260011137,None,['1'],1,[1.4403186000417918],187.10107260011137,None,,,,001,2022_Jan_11_0116,TMTAB,2021.2.3,59.88210416368752,
2,['3'],TMT-A_1_6.png,TMT-A_1_6firstgreen.png,TMT-A_1_6firstred.png,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,188.61816560011357,None,['3'],1,[0.676755600143224],188.61816560011357,None,,,,001,2022_Jan_11_0116,TMTAB,2021.2.3,59.88210416368752,
3,['2'],TMT-A_1_6linestimulus0.png,TMT-A_1_6greenlinestimulus0.png,TMT-A_1_6redlinestimulus0.png,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,189.36797500005923,None,['2'],1,[1.6745515000075102],189.36797500005923,None,,,,001,2022_Jan_11_0116,TMTAB,2021.2.3,59.88210416368752,
4,['3'],TMT-A_1_6linestimulus1.png,TMT-A_1_6greenlinestimulus1.png,TMT-A_1_6redlinestimulus1.png,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,191.13597410009243,None,['3'],1,[0.6661740001291037],191.13597410009243,None,,,,001,2022_Jan_11_0116,TMTAB,2021.2.3,59.88210416368752,
5,['2'],TMT-A_1_6linestimulus2.png,TMT-A_1_6greenlinestimulus2.png,TMT-A_1_6redlinestimulus2.png,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,191.86975990002975,None,['2'],1,[1.139265300007537],191.86975990002975,None,,,,001,2022_Jan_11_0116,TMTAB,2021.2.3,59.88210416368752,
6,['1'],TMT-A_1_6linestimulus3.png,TMT-A_1_6greenlinestimulus3.png,TMT-A_1_6redlinestimulus3.png,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,193.10373169998638,None,['1'],1,[0.7848517999518663],193.10373169998638,None,,,,001,2022_Jan_11_0116,TMTAB,2021.2.3,59.88210416368752,
7,['3'],TMT-A_1_6linestimulus4.png,TMT-A_1_6greenlinestimulus4.png,TMT-A_1_6redlinestimulus4.png,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,193.98748760018498,None,['3'],1,[0.5005924000870436],193.98748760018498,None,,,,001,2022_Jan_11_0116,TMTAB,2021.2.3,59.88210416368752,
8,['1'],TMT-A_1_6linestimulus5.png,TMT-A_1_6greenlinestimulus5.png,TMT-A_1_6redlinestimulus5.png,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,194.57125280005857,None,['1'],1,[0.6365745000075549],194.57125280005857,None,,,,001,2022_Jan_11_0116,TMTAB,2021.2.3,59.88210416368752,
9,['2'],TMT-A_1_6linestimulus6.png,TMT-A_1_6greenlinestimulus6.png,TMT-A_1_6redlinestimulus6.png,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,195.28829200007021,None,['2'],1,[0.61110830004327],195.28829200007021,None,,,,001,2022_Jan_11_0116,TMTAB,2021.2.3,59.88210416368752,
10,['1'],TMT-A_1_6linestimulus7.png,TMT-A_1_6greenlinestimulus7.png,TMT-A_1_6redlinestimulus7.png,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,195.98864540015347,None,['1'],1,[0.6776536998804659],195.98864540015347,None,,,,001,2022_Jan_11_0116,TMTAB,2021.2.3,59.88210416368752,
11,['2'],TMT-A_1_6linestimulus8.png,TMT-A_1_6greenlinestimulus8.png,TMT-A_1_6redlinestimulus8.png,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,196.75562050007284,None,['2'],1,[0.5595963001251221],196.75562050007284,None,,,,001,2022_Jan_11_0116,TMTAB,2021.2.3,59.88210416368752,
12,['3'],TMT-A_1_6linestimulus9.png,TMT-A_1_6greenlinestimulus9.png,TMT-A_1_6redlinestimulus9.png,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,197.40590280015022,None,['3'],1,[0.43253410002216697],197.40590280015022,None,,,,001,2022_Jan_11_0116,TMTAB,2021.2.3,59.88210416368752,
13,['2'],TMT-A_1_6linestimulus10.png,TMT-A_1_6greenlinestimulus10.png,TMT-A_1_6redlinestimulus10.png,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,197.90596910007298,None,['2'],1,[0.6470387000590563],197.90596910007298,None,,,,001,2022_Jan_11_0116,TMTAB,2021.2.3,59.88210416368752,
14,['1'],TMT-A_1_6linestimulus11.png,TMT-A_1_6greenlinestimulus11.png,TMT-A_1_6redlinestimulus11.png,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,198.6398313001264,None,None,0,,198.6398313001264,None,,,,001,2022_Jan_11_0116,TMTAB,2021.2.3,59.88210416368752,
15,['3'],TMT-A_1_6linestimulus12.png,TMT-A_1_6greenlinestimulus12.png,TMT-A_1_6redlinestimulus12.png,None,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,198.87237002025358,None,None,0,,198.87237002025358,None,,,,001,2022_Jan_11_0116,TMTAB,2021.2.3,59.88210416368752,
16,['1'],TMT-A_1_6linestimulus13.png,TMT-A_1_6greenlinestimulus13.png,TMT-A_1_6redlinestimulus13.png,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,198.93831434031017,None,None,0,,198.93831434031017,None,,,,001,2022_Jan_11_0116,TMTAB,2021.2.3,59.88210416368752,
17,['3'],TMT-A_1_6linestimulus14.png,TMT-A_1_6greenlinestimulus14.png,TMT-A_1_6redlinestimulus14.png,None,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,199.00425866036676,None,None,0,,199.00425866036676,None,,,,001,2022_Jan_11_0116,TMTAB,2021.2.3,59.88210416368752,
18,['1'],TMT-A_1_6linestimulus15.png,TMT-A_1_6greenlinestimulus15.png,TMT-A_1_6redlinestimulus15.png,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,199.0537169004092,None,None,0,,199.0537169004092,None,,,,001,2022_Jan_11_0116,TMTAB,2021.2.3,59.88210416368752,
19,['2'],TMT-A_1_6linestimulus16.png,TMT-A_1_6greenlinestimulus16.png,TMT-A_1_6redlinestimulus16.png,None,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,199.1196612204658,None,None,0,,199.1196612204658,None,,,,001,2022_Jan_11_0116,TMTAB,2021.2.3,59.88210416368752,
20,['3'],TMT-A_1_6linestimulus17.png,TMT-A_1_6greenlinestimulus17.png,TMT-A_1_6redlinestimulus17.png,None,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,199.16911946050823,None,None,0,,199.16911946050823,None,,,,001,2022_Jan_11_0116,TMTAB,2021.2.3,59.88210416368752,
21,['2'],TMT-A_1_6linestimulus18.png,TMT-A_1_6greenlinestimulus18.png,TMT-A_1_6redlinestimulus18.png,None,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,199.23506378056481,None,None,0,,199.23506378056481,None,,,,001,2022_Jan_11_0116,TMTAB,2021.2.3,59.88210416368752,
22,['1'],TMT-A_1_6linestimulus19.png,TMT-A_1_6greenlinestimulus19.png,TMT-A_1_6redlinestimulus19.png,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,,199.3010081006214,None,None,0,,199.3010081006214,None,,,,001,2022_Jan_11_0116,TMTAB,2021.2.3,59.88210416368752,
23,['3'],TMT-A_1_6linestimulus20.png,TMT-A_1_6greenlinestimulus20.png,TMT-A_1_6redlinestimulus20.png,None,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,,199.35046634066384,None,None,0,,199.35046634066384,None,,,,001,2022_Jan_11_0116,TMTAB,2021.2.3,59.88210416368752,
24,['2'],TMT-A_1_6linestimulus21.png,TMT-A_1_6greenlinestimulus21.png,TMT-A_1_6redlinestimulus21.png,None,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,,,199.41641066072043,None,None,0,,199.41641066072043,None,,,,001,2022_Jan_11_0116,TMTAB,2021.2.3,59.88210416368752,
25,['3'],TMT-A_1_6linestimulus22.png,TMT-A_1_6greenlinestimulus22.png,TMT-A_1_6redlinestimulus22.png,None,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,24,24,24,,,,,,,,,,,,,,,,,,,,,,,,199.46586890076287,None,None,0,,199.46586890076287,None,,,,001,2022_Jan_11_0116,TMTAB,2021.2.3,59.88210416368752,
None,None,TMT-A_1_6linestimulus23.png,TMT-A_1_6greenlinestimulus23.png,TMT-A_1_6redlinestimulus23.png,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,199.53181322081946,None,None,1,,199.53181322081946,None,,,,001,2022_Jan_11_0116,TMTAB,2021.2.3,59.88210416368752,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.5379596001003,None,,,,,,,
