NumberLetter,corrAns,StimFile,Correct_StimFile,False_StimFile,DurationTrial,restartpractice.thisRepN,restartpractice.thisTrialN,restartpractice.thisN,restartpractice.thisIndex,trials_practice.thisRepN,trials_practice.thisTrialN,trials_practice.thisN,trials_practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,Instruct.started,Instruct.stopped,image_2.started,image_2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,polygon.started,polygon.stopped,Stim_practice.started,Stim_practice.stopped,key_resp_practice.keys,key_resp_practice.corr,key_resp_practice.rt,key_resp_practice.started,key_resp_practice.stopped,text_5.started,text_5.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,Stim.started,Stim.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
15,['3'],TMT-A_1_2linestimulus12.png,TMT-A_1_2greenlinestimulus12.png,TMT-A_1_2redlinestimulus12.png,None,,,,,,,,,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.78194839996286,None,['1'],0,[0.032058300042990595],180.78194839996286,None,,001,2021_Nov_25_1210,TMTAB,2021.2.3,144.86119395043107,
16,['1'],TMT-A_1_2linestimulus13.png,TMT-A_1_2greenlinestimulus13.png,TMT-A_1_2redlinestimulus13.png,None,,,,,,,,,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.91733829997247,None,['2'],0,[-0.03465139999752864],180.91733829997247,None,,001,2021_Nov_25_1210,TMTAB,2021.2.3,144.86119395043107,
17,['3'],TMT-A_1_2linestimulus14.png,TMT-A_1_2greenlinestimulus14.png,TMT-A_1_2redlinestimulus14.png,None,,,,,,,,,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.01395220000995,None,['3'],1,[0.004758600029163063],181.01395220000995,None,,001,2021_Nov_25_1210,TMTAB,2021.2.3,144.86119395043107,
18,['2'],TMT-A_1_2linestimulus15.png,TMT-A_1_2greenlinestimulus15.png,TMT-A_1_2redlinestimulus15.png,None,,,,,,,,,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.11774799996056,None,['1'],0,[0.06427329999860376],181.11774799996056,None,,001,2021_Nov_25_1210,TMTAB,2021.2.3,144.86119395043107,
19,['3'],TMT-A_1_2linestimulus16.png,TMT-A_1_2greenlinestimulus16.png,TMT-A_1_2redlinestimulus16.png,None,,,,,,,,,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.2708763999981,None,['2'],0,[-0.07290490000741556],181.2708763999981,None,,001,2021_Nov_25_1210,TMTAB,2021.2.3,144.86119395043107,
20,['2'],TMT-A_1_2linestimulus17.png,TMT-A_1_2greenlinestimulus17.png,TMT-A_1_2redlinestimulus17.png,None,,,,,,,,,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.39163139997981,None,['3'],0,[-0.08895810000831261],181.39163139997981,None,,001,2021_Nov_25_1210,TMTAB,2021.2.3,144.86119395043107,
21,['1'],TMT-A_1_2linestimulus18.png,TMT-A_1_2greenlinestimulus18.png,TMT-A_1_2redlinestimulus18.png,None,,,,,,,,,,,,,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.50119729997823,None,['1'],1,[-0.007590499997604638],181.50119729997823,None,,001,2021_Nov_25_1210,TMTAB,2021.2.3,144.86119395043107,
22,['3'],TMT-A_1_2linestimulus19.png,TMT-A_1_2greenlinestimulus19.png,TMT-A_1_2redlinestimulus19.png,None,,,,,,,,,,,,,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.59120709996205,None,['2'],0,[-0.018410899967420846],181.59120709996205,None,,001,2021_Nov_25_1210,TMTAB,2021.2.3,144.86119395043107,
23,['2'],TMT-A_1_2linestimulus20.png,TMT-A_1_2greenlinestimulus20.png,TMT-A_1_2redlinestimulus20.png,None,,,,,,,,,,,,,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.68274650000967,None,['3'],0,[-0.023128600034397095],181.68274650000967,None,,001,2021_Nov_25_1210,TMTAB,2021.2.3,144.86119395043107,
24,['3'],TMT-A_1_2linestimulus21.png,TMT-A_1_2greenlinestimulus21.png,TMT-A_1_2redlinestimulus21.png,None,,,,,,,,,,,,,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.78477839997504,None,['1'],0,[0.03429189999587834],181.78477839997504,None,,001,2021_Nov_25_1210,TMTAB,2021.2.3,144.86119395043107,
25,['2'],TMT-A_1_2linestimulus22.png,TMT-A_1_2greenlinestimulus22.png,TMT-A_1_2redlinestimulus22.png,None,,,,,,,,,,,,,0,24,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.9164833999821,None,['2'],1,[-0.02321509999455884],181.9164833999821,None,,001,2021_Nov_25_1210,TMTAB,2021.2.3,144.86119395043107,
None,None,TMT-A_1_2linestimulus23.png,TMT-A_1_2greenlinestimulus23.png,TMT-A_1_2redlinestimulus23.png,None,,,,,,,,,,,,,0,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.0076970999944,None,['3'],0,[-0.024212900025304407],182.0076970999944,None,,001,2021_Nov_25_1210,TMTAB,2021.2.3,144.86119395043107,
1,['2'],TMT-A_1_3.png,TMT-A_1_3.png,TMT-A_1_3.png,10,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,182.01937579998048,None,,,,,,,,,,,,,,185.11757309996756,None,"['1', '2', '3']",0,"[-3.001402199966833, -2.9183181999833323, -2.8292186000035144]",185.11757309996756,None,,001,2021_Nov_25_1210,TMTAB,2021.2.3,144.86119395043107,
2,['3'],TMT-A_1_3.png,TMT-A_1_3firstgreen.png,TMT-A_1_3firstred.png,10,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,185.20368299999973,None,['2'],0,[0.9012619000277482],185.20368299999973,None,,001,2021_Nov_25_1210,TMTAB,2021.2.3,144.86119395043107,
3,['1'],TMT-A_1_3linestimulus0.png,TMT-A_1_3greenlinestimulus0.png,TMT-A_1_3redlinestimulus0.png,10,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,186.2018059999682,None,['3'],0,[0.030043100006878376],186.2018059999682,None,,001,2021_Nov_25_1210,TMTAB,2021.2.3,144.86119395043107,
4,['2'],TMT-A_1_3linestimulus1.png,TMT-A_1_3greenlinestimulus1.png,TMT-A_1_3redlinestimulus1.png,10,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,186.33285120001528,None,['1'],0,[-0.0181824000319466],186.33285120001528,None,,001,2021_Nov_25_1210,TMTAB,2021.2.3,144.86119395043107,
5,['3'],TMT-A_1_3linestimulus2.png,TMT-A_1_3greenlinestimulus2.png,TMT-A_1_3redlinestimulus2.png,10,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,186.4189394999994,None,['2'],0,[0.05078670004149899],186.4189394999994,None,,001,2021_Nov_25_1210,TMTAB,2021.2.3,144.86119395043107,
6,['2'],TMT-A_1_3linestimulus3.png,TMT-A_1_3greenlinestimulus3.png,TMT-A_1_3redlinestimulus3.png,10,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,186.55838840000797,None,"['3', '1']",0,"[0.005406000011134893, 0.1697530000237748]",186.55838840000797,None,,001,2021_Nov_25_1210,TMTAB,2021.2.3,144.86119395043107,
7,['1'],TMT-A_1_3linestimulus4.png,TMT-A_1_3greenlinestimulus4.png,TMT-A_1_3redlinestimulus4.png,10,,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,186.83435079996707,None,['2'],0,[-0.039706599956844],186.83435079996707,None,,001,2021_Nov_25_1210,TMTAB,2021.2.3,144.86119395043107,
8,['2'],TMT-A_1_3linestimulus5.png,TMT-A_1_3greenlinestimulus5.png,TMT-A_1_3redlinestimulus5.png,10,,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,186.92360549996374,None,['3'],0,[-0.012852299958467484],186.92360549996374,None,,001,2021_Nov_25_1210,TMTAB,2021.2.3,144.86119395043107,
9,['1'],TMT-A_1_3linestimulus6.png,TMT-A_1_3greenlinestimulus6.png,TMT-A_1_3redlinestimulus6.png,10,,,,,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,187.02092260000063,None,['1'],1,[0.054150400042999536],187.02092260000063,None,,001,2021_Nov_25_1210,TMTAB,2021.2.3,144.86119395043107,
10,['2'],TMT-A_1_3linestimulus7.png,TMT-A_1_3greenlinestimulus7.png,TMT-A_1_3redlinestimulus7.png,10,,,,,,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,187.16790920001222,None,['2'],1,[-0.020365700009278953],187.16790920001222,None,,001,2021_Nov_25_1210,TMTAB,2021.2.3,144.86119395043107,
11,['1'],TMT-A_1_3linestimulus8.png,TMT-A_1_3greenlinestimulus8.png,TMT-A_1_3redlinestimulus8.png,10,,,,,,,,,,,,,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,187.24291460000677,None,['3'],0,[0.008388299960643053],187.24291460000677,None,,001,2021_Nov_25_1210,TMTAB,2021.2.3,144.86119395043107,
12,['3'],TMT-A_1_3linestimulus9.png,TMT-A_1_3greenlinestimulus9.png,TMT-A_1_3redlinestimulus9.png,10,,,,,,,,,,,,,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,187.3475151999737,None,['1'],0,[0.08021360001293942],187.3475151999737,None,,001,2021_Nov_25_1210,TMTAB,2021.2.3,144.86119395043107,
13,['1'],TMT-A_1_3linestimulus10.png,TMT-A_1_3greenlinestimulus10.png,TMT-A_1_3redlinestimulus10.png,1,,,,,,,,,,,,,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,187.53727349999826,None,['2'],0,[-0.05284580000443384],187.53727349999826,None,,001,2021_Nov_25_1210,TMTAB,2021.2.3,144.86119395043107,
14,['2'],TMT-A_1_3linestimulus11.png,TMT-A_1_3greenlinestimulus11.png,TMT-A_1_3redlinestimulus11.png,None,,,,,,,,,,,,,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,187.63848829997005,None,['3'],0,[-0.06429209996713325],187.63848829997005,None,,001,2021_Nov_25_1210,TMTAB,2021.2.3,144.86119395043107,
15,['3'],TMT-A_1_3linestimulus12.png,TMT-A_1_3greenlinestimulus12.png,TMT-A_1_3redlinestimulus12.png,None,,,,,,,,,,,,,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,187.72885849996237,None,['1'],0,[0.02700659999391064],187.72885849996237,None,,001,2021_Nov_25_1210,TMTAB,2021.2.3,144.86119395043107,
16,['2'],TMT-A_1_3linestimulus13.png,TMT-A_1_3greenlinestimulus13.png,TMT-A_1_3redlinestimulus13.png,None,,,,,,,,,,,,,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,187.89783819997683,None,['2'],1,[-0.08941349998349324],187.89783819997683,None,,001,2021_Nov_25_1210,TMTAB,2021.2.3,144.86119395043107,
17,['3'],TMT-A_1_3linestimulus14.png,TMT-A_1_3greenlinestimulus14.png,TMT-A_1_3redlinestimulus14.png,None,,,,,,,,,,,,,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,188.00019900000188,None,['1'],0,[0.37682099995436147],188.00019900000188,None,,001,2021_Nov_25_1210,TMTAB,2021.2.3,144.86119395043107,
18,['2'],TMT-A_1_3linestimulus15.png,TMT-A_1_3greenlinestimulus15.png,TMT-A_1_3redlinestimulus15.png,None,,,,,,,,,,,,,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,188.48005989997182,None,['2'],1,[-0.09074280003551394],188.48005989997182,None,,001,2021_Nov_25_1210,TMTAB,2021.2.3,144.86119395043107,
19,['1'],TMT-A_1_3linestimulus16.png,TMT-A_1_3greenlinestimulus16.png,TMT-A_1_3redlinestimulus16.png,None,,,,,,,,,,,,,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,188.5696561000077,None,['3'],0,[-0.03428769996389747],188.5696561000077,None,,001,2021_Nov_25_1210,TMTAB,2021.2.3,144.86119395043107,
20,['3'],TMT-A_1_3linestimulus17.png,TMT-A_1_3greenlinestimulus17.png,TMT-A_1_3redlinestimulus17.png,None,,,,,,,,,,,,,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,188.66240969998762,None,['1'],0,[0.04873550002230331],188.66240969998762,None,,001,2021_Nov_25_1210,TMTAB,2021.2.3,144.86119395043107,
21,['1'],TMT-A_1_3linestimulus18.png,TMT-A_1_3greenlinestimulus18.png,TMT-A_1_3redlinestimulus18.png,None,,,,,,,,,,,,,,,,,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,188.80685300001642,None,['2'],0,[-0.0467447999981232],188.80685300001642,None,,001,2021_Nov_25_1210,TMTAB,2021.2.3,144.86119395043107,
22,['2'],TMT-A_1_3linestimulus19.png,TMT-A_1_3greenlinestimulus19.png,TMT-A_1_3redlinestimulus19.png,None,,,,,,,,,,,,,,,,,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,,188.90368439996382,None,['3'],0,[-0.02433849999215454],188.90368439996382,None,,001,2021_Nov_25_1210,TMTAB,2021.2.3,144.86119395043107,
23,['3'],TMT-A_1_3linestimulus20.png,TMT-A_1_3greenlinestimulus20.png,TMT-A_1_3redlinestimulus20.png,None,,,,,,,,,,,,,,,,,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,,188.99378749995958,None,['1'],0,[0.02621839998755604],188.99378749995958,None,,001,2021_Nov_25_1210,TMTAB,2021.2.3,144.86119395043107,
24,['2'],TMT-A_1_3linestimulus21.png,TMT-A_1_3greenlinestimulus21.png,TMT-A_1_3redlinestimulus21.png,None,,,,,,,,,,,,,,,,,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,,,189.11829750001198,None,['2'],1,[-0.050568100006785244],189.11829750001198,None,,001,2021_Nov_25_1210,TMTAB,2021.2.3,144.86119395043107,
25,['3'],TMT-A_1_3linestimulus22.png,TMT-A_1_3greenlinestimulus22.png,TMT-A_1_3redlinestimulus22.png,None,,,,,,,,,,,,,,,,,0,24,24,24,,,,,,,,,,,,,,,,,,,,,,,,189.22200279997196,None,['3'],1,[-0.041639600007329136],189.22200279997196,None,,001,2021_Nov_25_1210,TMTAB,2021.2.3,144.86119395043107,
None,None,TMT-A_1_3linestimulus23.png,TMT-A_1_3greenlinestimulus23.png,TMT-A_1_3redlinestimulus23.png,None,,,,,,,,,,,,,,,,,0,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,189.32609539997065,None,None,1,,189.32609539997065,None,,001,2021_Nov_25_1210,TMTAB,2021.2.3,144.86119395043107,
