NumberLetter,corrAns,StimFile,Correct_StimFile,False_StimFile,DurationTrial,restartpractice.thisRepN,restartpractice.thisTrialN,restartpractice.thisN,restartpractice.thisIndex,trials_practice.thisRepN,trials_practice.thisTrialN,trials_practice.thisN,trials_practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,Instruct.started,Instruct.stopped,image_2.started,image_2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,polygon.started,polygon.stopped,Stim_practice.started,Stim_practice.stopped,key_resp_practice.keys,key_resp_practice.corr,key_resp_practice.rt,key_resp_practice.started,key_resp_practice.stopped,text_5.started,text_5.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,Stim.started,Stim.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
4,2,TMT-A_1_2linestimulus1.png,TMT-A_1_2greenlinestimulus1.png,TMT-A_1_2redlinestimulus1.png,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.76135140001134,None,['1'],0,[0.36303390000830404],71.76135140001134,None,,001,2021_Nov_17_1555,TMTAB,2021.2.3,144.13500261663233,
5,3,TMT-A_1_2linestimulus2.png,TMT-A_1_2greenlinestimulus2.png,TMT-A_1_2redlinestimulus2.png,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.19878050000989,None,['3'],0,[40.391269599989755],72.19878050000989,None,,001,2021_Nov_17_1555,TMTAB,2021.2.3,144.13500261663233,
6,1,TMT-A_1_2linestimulus3.png,TMT-A_1_2greenlinestimulus3.png,TMT-A_1_2redlinestimulus3.png,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.68490980000934,None,None,0,,112.68490980000934,None,,001,2021_Nov_17_1555,TMTAB,2021.2.3,144.13500261663233,
7,3,TMT-A_1_2linestimulus4.png,TMT-A_1_2greenlinestimulus4.png,TMT-A_1_2redlinestimulus4.png,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.68919512000429,None,None,0,,201.68919512000429,None,,001,2021_Nov_17_1555,TMTAB,2021.2.3,144.13500261663233,
8,2,TMT-A_1_2linestimulus5.png,TMT-A_1_2greenlinestimulus5.png,TMT-A_1_2redlinestimulus5.png,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.7520729000098,None,None,0,,201.7520729000098,None,,001,2021_Nov_17_1555,TMTAB,2021.2.3,144.13500261663233,
9,3,TMT-A_1_2linestimulus6.png,TMT-A_1_2greenlinestimulus6.png,TMT-A_1_2redlinestimulus6.png,,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.82892352001653,None,None,0,,201.82892352001653,None,,001,2021_Nov_17_1555,TMTAB,2021.2.3,144.13500261663233,
10,2,TMT-A_1_2linestimulus7.png,TMT-A_1_2greenlinestimulus7.png,TMT-A_1_2redlinestimulus7.png,,,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.89878772002265,None,None,0,,201.89878772002265,None,,001,2021_Nov_17_1555,TMTAB,2021.2.3,144.13500261663233,
11,1,TMT-A_1_2linestimulus8.png,TMT-A_1_2greenlinestimulus8.png,TMT-A_1_2redlinestimulus8.png,,,,,,,,,,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.96865192002878,None,None,0,,201.96865192002878,None,,001,2021_Nov_17_1555,TMTAB,2021.2.3,144.13500261663233,
12,3,TMT-A_1_2linestimulus9.png,TMT-A_1_2greenlinestimulus9.png,TMT-A_1_2redlinestimulus9.png,,,,,,,,,,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.0455025400355,None,None,0,,202.0455025400355,None,,001,2021_Nov_17_1555,TMTAB,2021.2.3,144.13500261663233,
None,None,None,TMT-A_1_2greenlinestimulus10.png,TMT-A_1_2redlinestimulus10.png,,,,,,,,,,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.12235316004225,None,None,1,,202.12235316004225,None,,001,2021_Nov_17_1555,TMTAB,2021.2.3,144.13500261663233,
1,2,TMT-A_1_3.png,TMT-A_1_3.png,TMT-A_1_3.png,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,202.13639580000017,None,,,,,,,,,,,,,,205.18231056001386,None,None,0,,205.18231056001386,None,,001,2021_Nov_17_1555,TMTAB,2021.2.3,144.13500261663233,
2,3,TMT-A_1_3.png,TMT-A_1_3firstgreen.png,TMT-A_1_3firstred.png,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,205.23820192001875,None,None,0,,205.23820192001875,None,,001,2021_Nov_17_1555,TMTAB,2021.2.3,144.13500261663233,
3,1,TMT-A_1_3linestimulus0.png,TMT-A_1_3greenlinestimulus0.png,TMT-A_1_3redlinestimulus0.png,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,205.29409328002365,None,None,0,,205.29409328002365,None,,001,2021_Nov_17_1555,TMTAB,2021.2.3,144.13500261663233,
4,2,TMT-A_1_3linestimulus1.png,TMT-A_1_3greenlinestimulus1.png,TMT-A_1_3redlinestimulus1.png,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,205.34998464002854,None,None,0,,205.34998464002854,None,,001,2021_Nov_17_1555,TMTAB,2021.2.3,144.13500261663233,
5,3,TMT-A_1_3linestimulus2.png,TMT-A_1_3greenlinestimulus2.png,TMT-A_1_3redlinestimulus2.png,,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,205.40587600003346,None,None,0,,205.40587600003346,None,,001,2021_Nov_17_1555,TMTAB,2021.2.3,144.13500261663233,
6,2,TMT-A_1_3linestimulus3.png,TMT-A_1_3greenlinestimulus3.png,TMT-A_1_3redlinestimulus3.png,,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,205.46176736003835,None,None,0,,205.46176736003835,None,,001,2021_Nov_17_1555,TMTAB,2021.2.3,144.13500261663233,
7,3,TMT-A_1_3linestimulus4.png,TMT-A_1_3greenlinestimulus4.png,TMT-A_1_3redlinestimulus4.png,,,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,205.51765872004324,None,None,0,,205.51765872004324,None,,001,2021_Nov_17_1555,TMTAB,2021.2.3,144.13500261663233,
8,1,TMT-A_1_3linestimulus5.png,TMT-A_1_3greenlinestimulus5.png,TMT-A_1_3redlinestimulus5.png,,,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,205.58752292004937,None,None,0,,205.58752292004937,None,,001,2021_Nov_17_1555,TMTAB,2021.2.3,144.13500261663233,
9,2,TMT-A_1_3linestimulus6.png,TMT-A_1_3greenlinestimulus6.png,TMT-A_1_3redlinestimulus6.png,,,,,,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,205.6643735400561,None,None,0,,205.6643735400561,None,,001,2021_Nov_17_1555,TMTAB,2021.2.3,144.13500261663233,
10,1,TMT-A_1_3linestimulus7.png,TMT-A_1_3greenlinestimulus7.png,TMT-A_1_3redlinestimulus7.png,,,,,,,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,205.74122416006284,None,None,0,,205.74122416006284,None,,001,2021_Nov_17_1555,TMTAB,2021.2.3,144.13500261663233,
11,3,TMT-A_1_3linestimulus8.png,TMT-A_1_3greenlinestimulus8.png,TMT-A_1_3redlinestimulus8.png,,,,,,,,,,,,,,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,205.81807478006957,None,None,0,,205.81807478006957,None,,001,2021_Nov_17_1555,TMTAB,2021.2.3,144.13500261663233,
12,2,TMT-A_1_3linestimulus9.png,TMT-A_1_3greenlinestimulus9.png,TMT-A_1_3redlinestimulus9.png,,,,,,,,,,,,,,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,205.8879389800757,None,None,0,,205.8879389800757,None,,001,2021_Nov_17_1555,TMTAB,2021.2.3,144.13500261663233,
None,None,None,TMT-A_1_3greenlinestimulus10.png,TMT-A_1_3redlinestimulus10.png,,,,,,,,,,,,,,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,205.96478960008244,None,None,1,,205.96478960008244,None,,001,2021_Nov_17_1555,TMTAB,2021.2.3,144.13500261663233,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.9815185000043,None,,,,,,,,,,,,,,,,,,,,,,,,,,,
