Block_file,Condition_rows,NumberLetter,corrAns,Correct,StimFile,Correct_StimFile,False_StimFile,Block,TrialNumber_session,restartpractice.thisRepN,restartpractice.thisTrialN,restartpractice.thisN,restartpractice.thisIndex,trials_practice.thisRepN,trials_practice.thisTrialN,trials_practice.thisN,trials_practice.thisIndex,Blocks_loop.thisRepN,Blocks_loop.thisTrialN,Blocks_loop.thisN,Blocks_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Attempts,First_attempt,Stim.started,Stim.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
TMTstop-A_1_1.xlsx,0:26,1,['2'],2,TMTstop-A_1_1.png,TMTstop-A_1_1.png,TMTstop-A_1_1.png,1,1,,,,,,,,,0,0,0,0,0,0,0,0,2,1,18.980750600108877,None,"['1', '2']",1,"[0.3976502001751214, 0.5486253001727164]",18.980750600108877,None,,001,2022_Feb_02_1504,TMTAstop-A,2021.2.3,141.00215832777218,
TMTstop-A_1_1.xlsx,0:26,2,['1'],1,TMTstop-A_1_1.png,TMTstop-A_1_1firstgreen.png,TMTstop-A_1_1firstred.png,1,2,,,,,,,,,0,0,0,0,0,1,1,1,2,1,19.61302230018191,None,"['3', '1']",1,"[-0.029924500035122037, 0.09286719979718328]",19.61302230018191,None,,001,2022_Feb_02_1504,TMTAstop-A,2021.2.3,141.00215832777218,
TMTstop-A_1_1.xlsx,0:26,3,['2'],2,TMTstop-A_1_1linestimulus0.png,TMTstop-A_1_1greenlinestimulus0.png,TMTstop-A_1_1redlinestimulus0.png,1,3,,,,,,,,,0,0,0,0,0,2,2,2,1,1,19.806869799969718,None,['2'],1,[-0.01358360005542636],19.806869799969718,None,,001,2022_Feb_02_1504,TMTAstop-A,2021.2.3,141.00215832777218,
TMTstop-A_1_1.xlsx,0:26,4,['3'],3,TMTstop-A_1_1linestimulus1.png,TMTstop-A_1_1greenlinestimulus1.png,TMTstop-A_1_1redlinestimulus1.png,1,4,,,,,,,,,0,0,0,0,0,3,3,3,1,1,19.889528900152072,None,['3'],1,[-0.012628800002858043],19.889528900152072,None,,001,2022_Feb_02_1504,TMTAstop-A,2021.2.3,141.00215832777218,
TMTstop-A_1_1.xlsx,0:26,5,['2'],2,TMTstop-A_1_1linestimulus2.png,TMTstop-A_1_1greenlinestimulus2.png,TMTstop-A_1_1redlinestimulus2.png,1,5,,,,,,,,,0,0,0,0,0,4,4,4,2,1,19.966035900171846,None,"['1', '2']",1,"[0.0374549999833107, 0.1318906000815332]",19.966035900171846,None,,001,2022_Feb_02_1504,TMTAstop-A,2021.2.3,141.00215832777218,
TMTstop-A_1_1.xlsx,0:26,6,['3'],3,TMTstop-A_1_1linestimulus3.png,TMTstop-A_1_1greenlinestimulus3.png,TMTstop-A_1_1redlinestimulus3.png,1,6,,,,,,,,,0,0,0,0,0,5,5,5,1,1,20.167918500024825,None,['3'],1,[-0.003229999914765358],20.167918500024825,None,,001,2022_Feb_02_1504,TMTAstop-A,2021.2.3,141.00215832777218,
TMTstop-A_1_1.xlsx,0:26,7,['2'],2,TMTstop-A_1_1linestimulus4.png,TMTstop-A_1_1greenlinestimulus4.png,TMTstop-A_1_1redlinestimulus4.png,1,7,,,,,,,,,0,0,0,0,0,6,6,6,2,1,20.243919000029564,None,"['1', '2']",1,"[0.28631610004231334, 0.3955538000445813]",20.243919000029564,None,,001,2022_Feb_02_1504,TMTAstop-A,2021.2.3,141.00215832777218,
TMTstop-A_1_1.xlsx,0:26,8,['1'],1,TMTstop-A_1_1linestimulus5.png,TMTstop-A_1_1greenlinestimulus5.png,TMTstop-A_1_1redlinestimulus5.png,1,8,,,,,,,,,0,0,0,0,0,7,7,7,2,1,20.736999900080264,None,"['3', '1']",1,"[-0.0322649001609534, 0.22551759984344244]",20.736999900080264,None,,001,2022_Feb_02_1504,TMTAstop-A,2021.2.3,141.00215832777218,
TMTstop-A_1_1.xlsx,0:26,9,['2'],2,TMTstop-A_1_1linestimulus6.png,TMTstop-A_1_1greenlinestimulus6.png,TMTstop-A_1_1redlinestimulus6.png,1,9,,,,,,,,,0,0,0,0,0,8,8,8,1,1,21.06436700001359,None,['2'],1,[-0.013010299997404218],21.06436700001359,None,,001,2022_Feb_02_1504,TMTAstop-A,2021.2.3,141.00215832777218,
TMTstop-A_1_1.xlsx,0:26,10,['1'],1,TMTstop-A_1_1linestimulus7.png,TMTstop-A_1_1greenlinestimulus7.png,TMTstop-A_1_1redlinestimulus7.png,1,10,,,,,,,,,0,0,0,0,0,9,9,9,2,1,21.139989900169894,None,"['3', '1']",1,"[0.004188499879091978, 0.19016969995573163]",21.139989900169894,None,,001,2022_Feb_02_1504,TMTAstop-A,2021.2.3,141.00215832777218,
