Block_file,Condition_rows,NumberLetter,corrAns,StimFile,Correct_StimFile,False_StimFile,DurationTrial,Correct,restartpractice.thisRepN,restartpractice.thisTrialN,restartpractice.thisN,restartpractice.thisIndex,trials_practice.thisRepN,trials_practice.thisTrialN,trials_practice.thisN,trials_practice.thisIndex,Blocks_loop.thisRepN,Blocks_loop.thisTrialN,Blocks_loop.thisN,Blocks_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Attempts,First_attempt,Stim.started,Stim.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
TMTstop-A_1_1.xlsx,0:26,1,['2'],TMTstop-A_1_1.png,TMTstop-A_1_1.png,TMTstop-A_1_1.png,10,,,,,,,,,,0,0,0,0,0,0,0,0,2,1,24.26139530004002,None,"['1', '2']",1,"[0.5565090000163764, 0.654548300197348]",24.26139530004002,None,,001,2022_Feb_02_1429,TMTAstop-A,2021.2.3,150.11295993628647,
TMTstop-A_1_1.xlsx,0:26,2,['1'],TMTstop-A_1_1.png,TMTstop-A_1_1firstgreen.png,TMTstop-A_1_1firstred.png,10,,,,,,,,,,0,0,0,0,0,1,1,1,2,1,25.024894299916923,None,"['3', '1']",1,"[0.011458999942988157, 0.1718422998674214]",25.024894299916923,None,,001,2022_Feb_02_1429,TMTAstop-A,2021.2.3,150.11295993628647,
TMTstop-A_1_1.xlsx,0:26,3,['2'],TMTstop-A_1_1linestimulus0.png,TMTstop-A_1_1greenlinestimulus0.png,TMTstop-A_1_1redlinestimulus0.png,10,,,,,,,,,,0,0,0,0,0,2,2,2,1,1,25.275183399906382,None,['2'],1,[-0.03044090000912547],25.275183399906382,None,,001,2022_Feb_02_1429,TMTAstop-A,2021.2.3,150.11295993628647,
TMTstop-A_1_1.xlsx,0:26,4,['3'],TMTstop-A_1_1linestimulus1.png,TMTstop-A_1_1greenlinestimulus1.png,TMTstop-A_1_1redlinestimulus1.png,10,,,,,,,,,,0,0,0,0,0,3,3,3,1,1,25.358825899893418,None,['3'],1,[0.004581699846312404],25.358825899893418,None,,001,2022_Feb_02_1429,TMTAstop-A,2021.2.3,150.11295993628647,
TMTstop-A_1_1.xlsx,0:26,5,['2'],TMTstop-A_1_1linestimulus2.png,TMTstop-A_1_1greenlinestimulus2.png,TMTstop-A_1_1redlinestimulus2.png,10,,,,,,,,,,0,0,0,0,0,4,4,4,2,1,25.4417132998351,None,"['1', '2']",1,"[0.09963979991152883, 0.16077680001035333]",25.4417132998351,None,,001,2022_Feb_02_1429,TMTAstop-A,2021.2.3,150.11295993628647,
TMTstop-A_1_1.xlsx,0:26,6,['3'],TMTstop-A_1_1linestimulus3.png,TMTstop-A_1_1greenlinestimulus3.png,TMTstop-A_1_1redlinestimulus3.png,10,,,,,,,,,,0,0,0,0,0,5,5,5,1,1,25.705669600050896,None,['3'],1,[0.005593299865722656],25.705669600050896,None,,001,2022_Feb_02_1429,TMTAstop-A,2021.2.3,150.11295993628647,
TMTstop-A_1_1.xlsx,0:26,7,['2'],TMTstop-A_1_1linestimulus4.png,TMTstop-A_1_1greenlinestimulus4.png,TMTstop-A_1_1redlinestimulus4.png,10,,,,,,,,,,0,0,0,0,0,6,6,6,2,1,25.789284399943426,None,"['1', '2']",1,"[0.08780690003186464, 0.14062280021607876]",25.789284399943426,None,,001,2022_Feb_02_1429,TMTAstop-A,2021.2.3,150.11295993628647,
TMTstop-A_1_1.xlsx,0:26,8,['1'],TMTstop-A_1_1linestimulus5.png,TMTstop-A_1_1greenlinestimulus5.png,TMTstop-A_1_1redlinestimulus5.png,10,,,,,,,,,,0,0,0,0,0,7,7,7,2,1,26.045978999929503,None,"['3', '1']",1,"[0.010768800042569637, 0.1743352001067251]",26.045978999929503,None,,001,2022_Feb_02_1429,TMTAstop-A,2021.2.3,150.11295993628647,
TMTstop-A_1_1.xlsx,0:26,9,['2'],TMTstop-A_1_1linestimulus6.png,TMTstop-A_1_1greenlinestimulus6.png,TMTstop-A_1_1redlinestimulus6.png,10,,,,,,,,,,0,0,0,0,0,8,8,8,1,1,26.30280749988742,None,['2'],1,[-0.026253100018948317],26.30280749988742,None,,001,2022_Feb_02_1429,TMTAstop-A,2021.2.3,150.11295993628647,
TMTstop-A_1_1.xlsx,0:26,10,['1'],TMTstop-A_1_1linestimulus7.png,TMTstop-A_1_1greenlinestimulus7.png,TMTstop-A_1_1redlinestimulus7.png,10,,,,,,,,,,0,0,0,0,0,9,9,9,2,1,26.379111599875614,None,"['3', '1']",1,"[0.023177300114184618, 0.20224820007570088]",26.379111599875614,None,,001,2022_Feb_02_1429,TMTAstop-A,2021.2.3,150.11295993628647,
TMTstop-A_1_1.xlsx,0:26,11,['2'],TMTstop-A_1_1linestimulus8.png,TMTstop-A_1_1greenlinestimulus8.png,TMTstop-A_1_1redlinestimulus8.png,10,,,,,,,,,,0,0,0,0,0,10,10,10,1,1,26.68467799993232,None,['2'],1,[-0.04532249993644655],26.68467799993232,None,,001,2022_Feb_02_1429,TMTAstop-A,2021.2.3,150.11295993628647,
TMTstop-A_1_1.xlsx,0:26,12,['3'],TMTstop-A_1_1linestimulus9.png,TMTstop-A_1_1greenlinestimulus9.png,TMTstop-A_1_1redlinestimulus9.png,10,,,,,,,,,,0,0,0,0,0,11,11,11,1,1,26.76180629990995,None,['3'],1,[0.002064199885353446],26.76180629990995,None,,001,2022_Feb_02_1429,TMTAstop-A,2021.2.3,150.11295993628647,
