trials_practice.thisRepN,trials_practice.thisTrialN,trials_practice.thisN,trials_practice.thisIndex,NumberLetter,corrAns,StimFile,Correct_StimFile,False_StimFile,DurationTrial,Instruct.started,Instruct.stopped,text_2.started,text_2.stopped,polygon.started,polygon.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,6.359240700003284,None,6.359240700003284,None,7.079618499999924,None,,,,,,,
