NumberLetter,corrAns,Correct,StimFile,Correct_StimFile,False_StimFile,DurationTrial,n,Stim.started_mean,Stim.started_raw,Stim.started_std,Stim.stopped_raw,key_resp_2.corr_mean,key_resp_2.corr_raw,key_resp_2.corr_std,key_resp_2.keys_raw,key_resp_2.rt_raw,key_resp_2.started_mean,key_resp_2.started_raw,key_resp_2.started_std,key_resp_2.stopped_raw,order
1,['2'],2,TMTstop-control_1_p.png,TMTstop-control_1_p.png,TMTstop-control_1_p.png,10,1.0,61.49664306640625,61.49664306640625,0.0,,1.0,1.0,0.0,2,2.499125999995158,61.49664306640625,61.49664306640625,0.0,,0.0
2,['1'],1,TMTstop-control_1_p.png,TMTstop-control_1_pfirstgreen.png,TMTstop-control_1_pfirstred.png,10,1.0,64.08040618896484,64.08040618896484,0.0,,1.0,1.0,0.0,1,0.4973431999969762,64.08040618896484,64.08040618896484,0.0,,1.0
3,['3'],3,TMTstop-control_1_plinestimulus0.png,TMTstop-control_1_pgreenlinestimulus0.png,TMTstop-control_1_predlinestimulus0.png,10,1.0,64.6495132446289,64.6495132446289,0.0,,1.0,1.0,0.0,3,0.6563472999987425,64.6495132446289,64.6495132446289,0.0,,2.0
4,['1'],1,TMTstop-control_1_plinestimulus1.png,TMTstop-control_1_pgreenlinestimulus1.png,TMTstop-control_1_predlinestimulus1.png,10,1.0,65.37869262695312,65.37869262695312,0.0,,1.0,1.0,0.0,1,0.47657149999577086,65.37869262695312,65.37869262695312,0.0,,3.0
5,['3'],3,TMTstop-control_1_plinestimulus2.png,TMTstop-control_1_pgreenlinestimulus2.png,TMTstop-control_1_predlinestimulus2.png,10,1.0,65.9412841796875,65.9412841796875,0.0,,1.0,1.0,0.0,3,0.35466709999309387,65.9412841796875,65.9412841796875,0.0,,4.0
6,['1'],1,TMTstop-control_1_plinestimulus3.png,TMTstop-control_1_pgreenlinestimulus3.png,TMTstop-control_1_predlinestimulus3.png,10,1.0,66.37853240966797,66.37853240966797,0.0,,1.0,1.0,0.0,1,0.29110109999601264,66.37853240966797,66.37853240966797,0.0,,5.0
7,['3'],3,TMTstop-control_1_plinestimulus4.png,TMTstop-control_1_pgreenlinestimulus4.png,TMTstop-control_1_predlinestimulus4.png,10,1.0,66.73990631103516,66.73990631103516,0.0,,1.0,1.0,0.0,3,0.36139259999617934,66.73990631103516,66.73990631103516,0.0,,6.0
8,['1'],1,TMTstop-control_1_plinestimulus4.png,TMTstop-control_1_pgreenlinestimulus5.png,TMTstop-control_1_predlinestimulus5.png,10,1.0,67.17719268798828,67.17719268798828,0.0,,1.0,1.0,0.0,1,0.3151771999982884,67.17719268798828,67.17719268798828,0.0,,7.0
9,['2'],2,TMTstop-control_1_plinestimulus6.png,TMTstop-control_1_pgreenlinestimulus6.png,TMTstop-control_1_predlinestimulus6.png,10,1.0,67.56614685058594,67.56614685058594,0.0,,1.0,1.0,0.0,2,0.19372420001309365,67.56614685058594,67.56614685058594,0.0,,8.0
10,['3'],3,TMTstop-control_1_plinestimulus7.png,TMTstop-control_1_pgreenlinestimulus7.png,TMTstop-control_1_predlinestimulus7.png,10,1.0,67.83009338378906,67.83009338378906,0.0,,1.0,1.0,0.0,3,0.27159990000654943,67.83009338378906,67.83009338378906,0.0,,9.0
11,['2'],2,TMTstop-control_1_plinestimulus8.png,TMTstop-control_1_pgreenlinestimulus8.png,TMTstop-control_1_predlinestimulus8.png,10,1.0,68.1771469116211,68.1771469116211,0.0,,1.0,1.0,0.0,1,2,0.11614179999742191,0.245671399999992,68.1771469116211,68.1771469116211,0.0,,10.0
12,['3'],3,TMTstop-control_1_plinestimulus9.png,TMTstop-control_1_pgreenlinestimulus9.png,TMTstop-control_1_predlinestimulus9.png,10,1.0,68.5248031616211,68.5248031616211,0.0,,1.0,1.0,0.0,3,0.007375700006377883,68.5248031616211,68.5248031616211,0.0,,11.0
