NumB_1_1erLetter,corrAns,StimFile,Correct_StimFile,False_StimFile,DurationTrial,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Instruct.started,Instruct.stopped,text_2.started,text_2.stopped,Stim.started,Stim.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
1,1,TMT-B_1_1.jpg,TMT-B_1_1.jpg,TMT-B_1_1.jpg,10,0,0,0,0,7.225037300002441,None,7.225037300002441,None,8.065329200002452,None,2,0,0.7212555000005523,8.065329200002452,None,,001,2021_Oct_27_1607,TMTAB,2021.2.3,144.01004614103442,
A,2,TMT-B_1_1.jpg,TMT-B_1_1firstgreen.jpg,TMT-B_1_1firstred.jpg,10,0,1,1,1,,,,,8.856944600000134,None,2,1,0.5037585999998555,8.856944600000134,None,,001,2021_Oct_27_1607,TMTAB,2021.2.3,144.01004614103442,
2,1,TMT-B_1_1linestimulus0.png,TMT-B_1_1greenlinestimulus0.png,TMT-B_1_1redlinestimulus0.png,10,0,2,2,2,,,,,9.439517700000579,None,2,0,0.38382540000020526,9.439517700000579,None,,001,2021_Oct_27_1607,TMTAB,2021.2.3,144.01004614103442,
B,3,TMT-B_1_1linestimulus1.png,TMT-B_1_1greenlinestimulus1.png,TMT-B_1_1redlinestimulus1.png,10,0,3,3,3,,,,,9.89783300000272,None,2,0,0.2220368000016606,9.89783300000272,None,,001,2021_Oct_27_1607,TMTAB,2021.2.3,144.01004614103442,
3,2,TMT-B_1_1linestimulus2.png,TMT-B_1_1greenlinestimulus2.png,TMT-B_1_1redlinestimulus2.png,10,0,4,4,4,,,,,10.189607400003297,None,2,1,0.2624102999980096,10.189607400003297,None,,001,2021_Oct_27_1607,TMTAB,2021.2.3,144.01004614103442,
C,1,TMT-B_1_1linestimulus3.png,TMT-B_1_1greenlinestimulus3.png,TMT-B_1_1redlinestimulus3.png,10,0,5,5,5,,,,,10.52310800000123,None,2,0,0.23766510000132257,10.52310800000123,None,,001,2021_Oct_27_1607,TMTAB,2021.2.3,144.01004614103442,
4,2,TMT-B_1_1linestimulus4.png,TMT-B_1_1greenlinestimulus4.png,TMT-B_1_1redlinestimulus4.png,10,0,6,6,6,,,,,10.849015900002996,None,2,1,0.2296980999999505,10.849015900002996,None,,001,2021_Oct_27_1607,TMTAB,2021.2.3,144.01004614103442,
D,3,TMT-B_1_1linestimulus5.png,TMT-B_1_1greenlinestimulus5.png,TMT-B_1_1redlinestimulus5.png,10,0,7,7,7,,,,,11.161581300002581,None,2,0,0.2999235999996017,11.161581300002581,None,,001,2021_Oct_27_1607,TMTAB,2021.2.3,144.01004614103442,
5,2,TMT-B_1_1linestimulus6.png,TMT-B_1_1greenlinestimulus6.png,TMT-B_1_1redlinestimulus6.png,10,0,8,8,8,,,,,11.536607000001823,None,2,1,0.341304499997932,11.536607000001823,None,,001,2021_Oct_27_1607,TMTAB,2021.2.3,144.01004614103442,
E,1,TMT-B_1_1linestimulus7.png,TMT-B_1_1greenlinestimulus7.png,TMT-B_1_1redlinestimulus7.png,10,0,9,9,9,,,,,11.960071000001335,None,2,0,0.8672928999985743,11.960071000001335,None,,001,2021_Oct_27_1607,TMTAB,2021.2.3,144.01004614103442,
6,2,TMT-B_1_1linestimulus8.png,TMT-B_1_1greenlinestimulus8.png,TMT-B_1_1redlinestimulus8.png,10,0,10,10,10,,,,,12.904635300001246,None,2,1,0.5421924000002036,12.904635300001246,None,,001,2021_Oct_27_1607,TMTAB,2021.2.3,144.01004614103442,
F,3,TMT-B_1_1linestimulus9.png,TMT-B_1_1greenlinestimulus9.png,TMT-B_1_1redlinestimulus9.png,10,0,11,11,11,,,,,13.515729100003227,None,2,0,1.4389360000022862,13.515729100003227,None,,001,2021_Oct_27_1607,TMTAB,2021.2.3,144.01004614103442,
None,None,None,TMT-B_1_1greenlinestimulus10.png,TMT-B_1_1redlinestimulus10.png,1,0,12,12,12,,,,,None,None,None,1,,None,None,,001,2021_Oct_27_1607,TMTAB,2021.2.3,144.01004614103442,
