NumberLetter,corrAns,Correct,StimFile,Correct_StimFile,False_StimFile,DurationTrial,n,Stim.started_mean,Stim.started_raw,Stim.started_std,Stim.stopped_raw,key_resp_2.corr_mean,key_resp_2.corr_raw,key_resp_2.corr_std,key_resp_2.keys_raw,key_resp_2.rt_raw,key_resp_2.started_mean,key_resp_2.started_raw,key_resp_2.started_std,key_resp_2.stopped_raw,order
1,['3'],3,TMTstop-B_1_p.png,TMTstop-B_1_p.png,TMTstop-B_1_p.png,10,1.0,122.83792114257812,122.83792114257812,0.0,,1.0,1.0,0.0,1,3,2.7367508999886923,3.970072500000242,122.83792114257812,122.83792114257812,0.0,,0.0
A,['1'],1,TMTstop-B_1_p.png,TMTstop-B_1_pfirstgreen.png,TMTstop-B_1_pfirstred.png,10,1.0,127.01171875,127.01171875,0.0,,1.0,1.0,0.0,1,1.1395415000151843,127.01171875,127.01171875,0.0,,1.0
2,['2'],2,TMTstop-B_1_plinestimulus0.png,TMTstop-B_1_pgreenlinestimulus0.png,TMTstop-B_1_predlinestimulus0.png,10,1.0,128.24468994140625,128.24468994140625,0.0,,1.0,1.0,0.0,2,1.3411381999612786,128.24468994140625,128.24468994140625,0.0,,2.0
B,['3'],3,TMTstop-B_1_plinestimulus1.png,TMTstop-B_1_pgreenlinestimulus1.png,TMTstop-B_1_predlinestimulus1.png,10,1.0,129.71910095214844,129.71910095214844,0.0,,1.0,1.0,0.0,3,4.211581900017336,129.71910095214844,129.71910095214844,0.0,,3.0
3,['1'],1,TMTstop-B_1_plinestimulus2.png,TMTstop-B_1_pgreenlinestimulus2.png,TMTstop-B_1_predlinestimulus2.png,10,1.0,134.04571533203125,134.04571533203125,0.0,,1.0,1.0,0.0,1,2.0803212000173517,134.04571533203125,134.04571533203125,0.0,,4.0
C,['3'],3,TMTstop-B_1_plinestimulus3.png,TMTstop-B_1_pgreenlinestimulus3.png,TMTstop-B_1_predlinestimulus3.png,10,1.0,136.2387237548828,136.2387237548828,0.0,,1.0,1.0,0.0,3,2.3408417000318877,136.2387237548828,136.2387237548828,0.0,,5.0
4,['1'],1,TMTstop-B_1_plinestimulus4.png,TMTstop-B_1_pgreenlinestimulus4.png,TMTstop-B_1_predlinestimulus4.png,10,1.0,138.6897430419922,138.6897430419922,0.0,,1.0,1.0,0.0,1,1.9225108999526128,138.6897430419922,138.6897430419922,0.0,,6.0
D,['3'],3,TMTstop-B_1_plinestimulus5.png,TMTstop-B_1_pgreenlinestimulus5.png,TMTstop-B_1_predlinestimulus5.png,10,1.0,140.72586059570312,140.72586059570312,0.0,,1.0,1.0,0.0,3,2.9288929000031203,140.72586059570312,140.72586059570312,0.0,,7.0
5,['2'],2,TMTstop-B_1_plinestimulus6.png,TMTstop-B_1_pgreenlinestimulus6.png,TMTstop-B_1_predlinestimulus6.png,10,1.0,143.772216796875,143.772216796875,0.0,,1.0,1.0,0.0,2,3.668947800004389,143.772216796875,143.772216796875,0.0,,8.0
E,['1'],1,TMTstop-B_1_plinestimulus7.png,TMTstop-B_1_pgreenlinestimulus7.png,TMTstop-B_1_predlinestimulus7.png,10,1.0,147.55010986328125,147.55010986328125,0.0,,1.0,1.0,0.0,1,0.8657693999703042,147.55010986328125,147.55010986328125,0.0,,9.0
6,['3'],3,TMTstop-B_1_plinestimulus8.png,TMTstop-B_1_pgreenlinestimulus8.png,TMTstop-B_1_predlinestimulus8.png,10,1.0,148.52212524414062,148.52212524414062,0.0,,1.0,1.0,0.0,3,1.8410395000246353,148.52212524414062,148.52212524414062,0.0,,10.0
F,['1'],1,TMTstop-B_1_plinestimulus9.png,TMTstop-B_1_pgreenlinestimulus9.png,TMTstop-B_1_predlinestimulus9.png,10,1.0,150.4988555908203,150.4988555908203,0.0,,1.0,1.0,0.0,1,0.8573372000246309,150.4988555908203,150.4988555908203,0.0,,11.0
7,['3'],3,TMTstop-B_1_plinestimulus10.png,TMTstop-B_1_pgreenlinestimulus10.png,TMTstop-B_1_predlinestimulus10.png,1,1.0,151.47019958496094,151.47019958496094,0.0,,1.0,1.0,0.0,3,2.1587847000337206,151.47019958496094,151.47019958496094,0.0,,12.0
G,['1'],1,TMTstop-B_1_plinestimulus11.png,TMTstop-B_1_pgreenlinestimulus11.png,TMTstop-B_1_predlinestimulus11.png,None,1.0,153.74676513671875,153.74676513671875,0.0,,1.0,1.0,0.0,1,0.838658900000155,153.74676513671875,153.74676513671875,0.0,,13.0
8,['2'],2,TMTstop-B_1_plinestimulus12.png,TMTstop-B_1_pgreenlinestimulus12.png,TMTstop-B_1_predlinestimulus12.png,None,1.0,154.69439697265625,154.69439697265625,0.0,,1.0,1.0,0.0,2,1.1425947999814525,154.69439697265625,154.69439697265625,0.0,,14.0
H,['3'],3,TMTstop-B_1_plinestimulus13.png,TMTstop-B_1_pgreenlinestimulus13.png,TMTstop-B_1_predlinestimulus13.png,None,1.0,155.9499053955078,155.9499053955078,0.0,,1.0,1.0,0.0,3,1.8755956000532024,155.9499053955078,155.9499053955078,0.0,,15.0
9,['2'],2,TMTstop-B_1_plinestimulus14.png,TMTstop-B_1_pgreenlinestimulus14.png,TMTstop-B_1_predlinestimulus14.png,None,1.0,157.93487548828125,157.93487548828125,0.0,,1.0,1.0,0.0,2,1.5701747999992222,157.93487548828125,157.93487548828125,0.0,,16.0
I,['3'],3,TMTstop-B_1_plinestimulus15.png,TMTstop-B_1_pgreenlinestimulus15.png,TMTstop-B_1_predlinestimulus15.png,None,1.0,159.63006591796875,159.63006591796875,0.0,,1.0,1.0,0.0,3,2.8566403000149876,159.63006591796875,159.63006591796875,0.0,,17.0
10,['1'],1,TMTstop-B_1_plinestimulus16.png,TMTstop-B_1_pgreenlinestimulus16.png,TMTstop-B_1_predlinestimulus16.png,None,1.0,162.60267639160156,162.60267639160156,0.0,,1.0,1.0,0.0,3,1,1.4755571999703534,4.924666100007016,162.60267639160156,162.60267639160156,0.0,,18.0
J,['3'],3,TMTstop-B_1_plinestimulus17.png,TMTstop-B_1_pgreenlinestimulus17.png,TMTstop-B_1_predlinestimulus17.png,None,1.0,167.68992614746094,167.68992614746094,0.0,,1.0,1.0,0.0,3,0.7883763000136241,167.68992614746094,167.68992614746094,0.0,,19.0
11,['1'],1,TMTstop-B_1_plinestimulus18.png,TMTstop-B_1_pgreenlinestimulus18.png,TMTstop-B_1_predlinestimulus18.png,None,1.0,168.60179138183594,168.60179138183594,0.0,,1.0,1.0,0.0,1,1.9052909000311047,168.60179138183594,168.60179138183594,0.0,,20.0
K,['3'],3,TMTstop-B_1_plinestimulus19.png,TMTstop-B_1_pgreenlinestimulus19.png,TMTstop-B_1_predlinestimulus19.png,None,1.0,170.61732482910156,170.61732482910156,0.0,,1.0,1.0,0.0,3,1.029461900005117,170.61732482910156,170.61732482910156,0.0,,21.0
12,['1'],1,TMTstop-B_1_plinestimulus20.png,TMTstop-B_1_pgreenlinestimulus20.png,TMTstop-B_1_predlinestimulus20.png,None,1.0,171.75843811035156,171.75843811035156,0.0,,1.0,1.0,0.0,1,1.3145509000169113,171.75843811035156,171.75843811035156,0.0,,22.0
L,['2'],2,TMTstop-B_1_plinestimulus21.png,TMTstop-B_1_pgreenlinestimulus21.png,TMTstop-B_1_predlinestimulus21.png,None,1.0,173.18997192382812,173.18997192382812,0.0,,1.0,1.0,0.0,2,2.030557800026145,173.18997192382812,173.18997192382812,0.0,,23.0
13,['3'],3,TMTstop-B_1_plinestimulus22.png,TMTstop-B_1_pgreenlinestimulus22.png,TMTstop-B_1_predlinestimulus22.png,None,1.0,175.3280029296875,175.3280029296875,0.0,,1.0,1.0,0.0,3,1.573937900015153,175.3280029296875,175.3280029296875,0.0,,24.0
None,None,None,TMTstop-B_1_plinestimulus23.png,TMTstop-B_1_pgreenlinestimulus23.png,TMTstop-B_1_predlinestimulus23.png,None,1.0,177.01319885253906,177.01319885253906,0.0,,1.0,1.0,0.0,,'--',177.01319885253906,177.01319885253906,0.0,,25.0

extraInfo
participant,
session,001
date,2022_Nov_21_1345
expName,TMT_practice
psychopyVersion,2021.2.3
frameRate,144.01979405684952
