NumberLetter,corrAns,Correct,StimFile,Correct_StimFile,False_StimFile,DurationTrial,trials_TMTControl.thisRepN,trials_TMTControl.thisTrialN,trials_TMTControl.thisN,trials_TMTControl.thisIndex,trials_TMTA.thisRepN,trials_TMTA.thisTrialN,trials_TMTA.thisN,trials_TMTA.thisIndex,trials_TMTB.thisRepN,trials_TMTB.thisTrialN,trials_TMTB.thisN,trials_TMTB.thisIndex,Attempts,First_attempt,Stim.started,Stim.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
22,['3'],3,TMTstop-control_1_plinestimulus19.png,TMTstop-control_1_pgreenlinestimulus19.png,TMTstop-control_1_predlinestimulus19.png,None,0,21,21,21,,,,,,,,,1,1,24.803313600001275,None,['3'],1,[0.04110539999965113],24.803313600001275,None,,001,2022_Nov_18_0110,TMT_practice,2021.2.3,119.88366487803789,
23,['2'],2,TMTstop-control_1_plinestimulus20.png,TMTstop-control_1_pgreenlinestimulus20.png,TMTstop-control_1_predlinestimulus20.png,None,0,22,22,22,,,,,,,,,1,1,24.947403900005156,None,['2'],1,[-0.0730699999985518],24.947403900005156,None,,001,2022_Nov_18_0110,TMT_practice,2021.2.3,119.88366487803789,
24,['1'],1,TMTstop-control_1_plinestimulus21.png,TMTstop-control_1_pgreenlinestimulus21.png,TMTstop-control_1_predlinestimulus21.png,None,0,23,23,23,,,,,,,,,1,1,25.037449300012668,None,['1'],1,[-0.04709160000493284],25.037449300012668,None,,001,2022_Nov_18_0110,TMT_practice,2021.2.3,119.88366487803789,
25,['3'],3,TMTstop-control_1_plinestimulus22.png,TMTstop-control_1_pgreenlinestimulus22.png,TMTstop-control_1_predlinestimulus22.png,None,0,24,24,24,,,,,,,,,1,1,25.124488700006623,None,['3'],1,[0.023151100001996383],25.124488700006623,None,,001,2022_Nov_18_0110,TMT_practice,2021.2.3,119.88366487803789,
None,None,None,TMTstop-control_1_plinestimulus23.png,TMTstop-control_1_pgreenlinestimulus23.png,TMTstop-control_1_predlinestimulus23.png,None,0,25,25,25,,,,,,,,,2,0,25.229352500013192,None,"['2', '1']",0,"[-0.054126800008816645, 0.0380552999995416]",25.229352500013192,None,,001,2022_Nov_18_0110,TMT_practice,2021.2.3,119.88366487803789,
1,['3'],3,TMTstop-A_1_p.png,TMTstop-A_1_p.png,TMTstop-A_1_p.png,10,,,,,0,0,0,0,,,,,1,1,33.436800500014215,None,['3'],1,[0.5753640999901108],33.436800500014215,None,,001,2022_Nov_18_0110,TMT_practice,2021.2.3,119.88366487803789,
2,['1'],1,TMTstop-A_1_p.png,TMTstop-A_1_pfirstgreen.png,TMTstop-A_1_pfirstred.png,10,,,,,0,1,1,1,,,,,2,0,34.09624510000867,None,"['2', '1']",1,"[-0.0599901000095997, 0.09429269999964163]",34.09624510000867,None,,001,2022_Nov_18_0110,TMT_practice,2021.2.3,119.88366487803789,
3,['2'],2,TMTstop-A_1_plinestimulus0.png,TMTstop-A_1_pgreenlinestimulus0.png,TMTstop-A_1_predlinestimulus0.png,10,,,,,0,2,2,2,,,,,2,0,34.28616190000321,None,"['3', '2']",1,"[0.06715590000385419, 0.11108590000367258]",34.28616190000321,None,,001,2022_Nov_18_0110,TMT_practice,2021.2.3,119.88366487803789,
4,['1'],1,TMTstop-A_1_plinestimulus1.png,TMTstop-A_1_pgreenlinestimulus1.png,TMTstop-A_1_predlinestimulus1.png,10,,,,,0,3,3,3,,,,,1,1,34.48450160000357,None,['1'],1,[0.019078999990597367],34.48450160000357,None,,001,2022_Nov_18_0110,TMT_practice,2021.2.3,119.88366487803789,
5,['2'],2,TMTstop-A_1_plinestimulus2.png,TMTstop-A_1_pgreenlinestimulus2.png,TMTstop-A_1_predlinestimulus2.png,10,,,,,0,4,4,4,,,,,2,0,34.592203600012,None,"['3', '2']",1,"[0.05788819999725092, 0.08114419999765232]",34.592203600012,None,,001,2022_Nov_18_0110,TMT_practice,2021.2.3,119.88366487803789,
6,['1'],1,TMTstop-A_1_plinestimulus3.png,TMTstop-A_1_pgreenlinestimulus3.png,TMTstop-A_1_predlinestimulus3.png,10,,,,,0,5,5,5,,,,,1,1,34.791072300009546,None,['1'],1,[0.004513299994869158],34.791072300009546,None,,001,2022_Nov_18_0110,TMT_practice,2021.2.3,119.88366487803789,
7,['2'],2,TMTstop-A_1_plinestimulus4.png,TMTstop-A_1_pgreenlinestimulus4.png,TMTstop-A_1_predlinestimulus4.png,10,,,,,0,6,6,6,,,,,2,0,34.89684980000311,None,"['3', '2']",1,"[0.033031000013579614, 0.06867750000674278]",34.89684980000311,None,,001,2022_Nov_18_0110,TMT_practice,2021.2.3,119.88366487803789,
8,['1'],1,TMTstop-A_1_plinestimulus5.png,TMTstop-A_1_pgreenlinestimulus5.png,TMTstop-A_1_predlinestimulus5.png,10,,,,,0,7,7,7,,,,,1,1,35.06268160000036,None,['1'],1,[0.022828900007880293],35.06268160000036,None,,001,2022_Nov_18_0110,TMT_practice,2021.2.3,119.88366487803789,
9,['2'],2,TMTstop-A_1_plinestimulus6.png,TMTstop-A_1_pgreenlinestimulus6.png,TMTstop-A_1_predlinestimulus6.png,10,,,,,0,8,8,8,,,,,2,0,35.17301360001147,None,"['3', '2']",1,"[0.05975669999315869, 0.09588609999627806]",35.17301360001147,None,,001,2022_Nov_18_0110,TMT_practice,2021.2.3,119.88366487803789,
10,['1'],1,TMTstop-A_1_plinestimulus7.png,TMTstop-A_1_pgreenlinestimulus7.png,TMTstop-A_1_predlinestimulus7.png,10,,,,,0,9,9,9,,,,,1,1,35.36459480000485,None,['1'],1,[0.02870999999868218],35.36459480000485,None,,001,2022_Nov_18_0110,TMT_practice,2021.2.3,119.88366487803789,
11,['2'],2,TMTstop-A_1_plinestimulus8.png,TMTstop-A_1_pgreenlinestimulus8.png,TMTstop-A_1_predlinestimulus8.png,10,,,,,0,10,10,10,,,,,2,0,35.492794900012086,None,"['3', '2']",1,"[0.114344900008291, 0.14258860000700224]",35.492794900012086,None,,001,2022_Nov_18_0110,TMT_practice,2021.2.3,119.88366487803789,
12,['1'],1,TMTstop-A_1_plinestimulus9.png,TMTstop-A_1_pgreenlinestimulus9.png,TMTstop-A_1_predlinestimulus9.png,10,,,,,0,11,11,11,,,,,1,1,35.76384570001392,None,['1'],1,[0.04719319999276195],35.76384570001392,None,,001,2022_Nov_18_0110,TMT_practice,2021.2.3,119.88366487803789,
13,['2'],2,TMTstop-A_1_plinestimulus10.png,TMTstop-A_1_pgreenlinestimulus10.png,TMTstop-A_1_predlinestimulus10.png,1,,,,,0,12,12,12,,,,,2,0,35.91672200000903,None,"['3', '2']",1,"[0.07429350000165869, 0.10063349999836646]",35.91672200000903,None,,001,2022_Nov_18_0110,TMT_practice,2021.2.3,119.88366487803789,
14,['3'],3,TMTstop-A_1_plinestimulus11.png,TMTstop-A_1_pgreenlinestimulus11.png,TMTstop-A_1_predlinestimulus11.png,None,,,,,0,13,13,13,,,,,2,0,36.13638090000313,None,"['1', '3']",1,"[0.013683500001206994, 0.16404820000752807]",36.13638090000313,None,,001,2022_Nov_18_0110,TMT_practice,2021.2.3,119.88366487803789,
15,['1'],1,TMTstop-A_1_plinestimulus12.png,TMTstop-A_1_pgreenlinestimulus12.png,TMTstop-A_1_predlinestimulus12.png,None,,,,,0,14,14,14,,,,,2,0,36.40281750001304,None,"['2', '1']",1,"[-0.07246319999103434, 0.051260599997476675]",36.40281750001304,None,,001,2022_Nov_18_0110,TMT_practice,2021.2.3,119.88366487803789,
16,['3'],3,TMTstop-A_1_plinestimulus13.png,TMTstop-A_1_pgreenlinestimulus13.png,TMTstop-A_1_predlinestimulus13.png,None,,,,,0,15,15,15,,,,,1,1,36.55401760000677,None,['3'],1,[0.043157599997357465],36.55401760000677,None,,001,2022_Nov_18_0110,TMT_practice,2021.2.3,119.88366487803789,
17,['1'],1,TMTstop-A_1_plinestimulus14.png,TMTstop-A_1_pgreenlinestimulus14.png,TMTstop-A_1_predlinestimulus14.png,None,,,,,0,16,16,16,,,,,2,0,36.68921530000807,None,"['2', '1']",1,"[-0.054897899986826815, 0.059175900008995086]",36.68921530000807,None,,001,2022_Nov_18_0110,TMT_practice,2021.2.3,119.88366487803789,
18,['2'],2,TMTstop-A_1_plinestimulus15.png,TMTstop-A_1_pgreenlinestimulus15.png,TMTstop-A_1_predlinestimulus15.png,None,,,,,0,17,17,17,,,,,2,0,36.88604330000817,None,"['3', '2']",1,"[0.01314039999851957, 0.04978149999806192]",36.88604330000817,None,,001,2022_Nov_18_0110,TMT_practice,2021.2.3,119.88366487803789,
19,['3'],3,TMTstop-A_1_plinestimulus16.png,TMTstop-A_1_pgreenlinestimulus16.png,TMTstop-A_1_predlinestimulus16.png,None,,,,,0,18,18,18,,,,,5,0,37.05876360001275,None,"['1', '3', '2', '1', '3']",1,"[-0.016856800008099526, 0.13826209999388084, 0.16526539999176748, 0.2821862999990117, 0.43674219999229535]",37.05876360001275,None,,001,2022_Nov_18_0110,TMT_practice,2021.2.3,119.88366487803789,
20,['2'],2,TMTstop-A_1_plinestimulus17.png,TMTstop-A_1_pgreenlinestimulus17.png,TMTstop-A_1_predlinestimulus17.png,None,,,,,0,19,19,19,,,,,1,1,37.59874740001396,None,['2'],1,[-0.058961100003216416],37.59874740001396,None,,001,2022_Nov_18_0110,TMT_practice,2021.2.3,119.88366487803789,
21,['3'],3,TMTstop-A_1_plinestimulus18.png,TMTstop-A_1_pgreenlinestimulus18.png,TMTstop-A_1_predlinestimulus18.png,None,,,,,0,20,20,20,,,,,2,0,37.68565770001442,None,"['1', '3']",1,"[-0.03933850000612438, 0.11994540000159759]",37.68565770001442,None,,001,2022_Nov_18_0110,TMT_practice,2021.2.3,119.88366487803789,
22,['1'],1,TMTstop-A_1_plinestimulus19.png,TMTstop-A_1_pgreenlinestimulus19.png,TMTstop-A_1_predlinestimulus19.png,None,,,,,0,21,21,21,,,,,2,0,37.90661090001231,None,"['2', '1']",1,"[-0.06851800000004005, 0.038967000000411645]",37.90661090001231,None,,001,2022_Nov_18_0110,TMT_practice,2021.2.3,119.88366487803789,
23,['2'],2,TMTstop-A_1_plinestimulus20.png,TMTstop-A_1_pgreenlinestimulus20.png,TMTstop-A_1_predlinestimulus20.png,None,,,,,0,22,22,22,,,,,2,0,38.062425400014035,None,"['3', '2']",1,"[0.047381800002767704, 0.07549290001043119]",38.062425400014035,None,,001,2022_Nov_18_0110,TMT_practice,2021.2.3,119.88366487803789,
24,['3'],3,TMTstop-A_1_plinestimulus21.png,TMTstop-A_1_pgreenlinestimulus21.png,TMTstop-A_1_predlinestimulus21.png,None,,,,,0,23,23,23,,,,,2,0,38.25405820000742,None,"['1', '3']",1,"[-0.012775800001691096, 0.15446829999564216]",38.25405820000742,None,,001,2022_Nov_18_0110,TMT_practice,2021.2.3,119.88366487803789,
25,['2'],2,TMTstop-A_1_plinestimulus22.png,TMTstop-A_1_pgreenlinestimulus22.png,TMTstop-A_1_predlinestimulus22.png,None,,,,,0,24,24,24,,,,,1,1,38.50796020000416,None,['2'],1,[-0.07873940000717994],38.50796020000416,None,,001,2022_Nov_18_0110,TMT_practice,2021.2.3,119.88366487803789,
None,None,None,TMTstop-A_1_plinestimulus23.png,TMTstop-A_1_pgreenlinestimulus23.png,TMTstop-A_1_predlinestimulus23.png,None,,,,,0,25,25,25,,,,,4,0,38.59170090001135,None,"['1', '3', '2', '1']",0,"[-0.034587500005727634, 0.11937939999916125, 0.1481223000009777, 0.27069559998926707]",38.59170090001135,None,,001,2022_Nov_18_0110,TMT_practice,2021.2.3,119.88366487803789,
1,['3'],3,TMTstop-B_1_p.png,TMTstop-B_1_p.png,TMTstop-B_1_p.png,10,,,,,,,,,0,0,0,0,1,1,60.39584170001035,None,['3'],1,[0.5413866000017151],60.39584170001035,None,,001,2022_Nov_18_0110,TMT_practice,2021.2.3,119.88366487803789,
A,['1'],1,TMTstop-B_1_p.png,TMTstop-B_1_pfirstgreen.png,TMTstop-B_1_pfirstred.png,10,,,,,,,,,0,1,1,1,1,1,61.01870180001424,None,['1'],1,[0.19009459999506362],61.01870180001424,None,,001,2022_Nov_18_0110,TMT_practice,2021.2.3,119.88366487803789,
2,['2'],2,TMTstop-B_1_plinestimulus0.png,TMTstop-B_1_pgreenlinestimulus0.png,TMTstop-B_1_predlinestimulus0.png,10,,,,,,,,,0,2,2,2,2,0,61.294466900013504,None,"['3', '2']",1,"[0.11490179999964312, 0.1805880000028992]",61.294466900013504,None,,001,2022_Nov_18_0110,TMT_practice,2021.2.3,119.88366487803789,
B,['3'],3,TMTstop-B_1_plinestimulus1.png,TMTstop-B_1_pgreenlinestimulus1.png,TMTstop-B_1_predlinestimulus1.png,10,,,,,,,,,0,3,3,3,2,0,61.58121210000536,None,"['1', '3']",1,"[0.0054176999983610585, 0.15635679999832064]",61.58121210000536,None,,001,2022_Nov_18_0110,TMT_practice,2021.2.3,119.88366487803789,
3,['1'],1,TMTstop-B_1_plinestimulus2.png,TMTstop-B_1_pgreenlinestimulus2.png,TMTstop-B_1_predlinestimulus2.png,10,,,,,,,,,0,4,4,4,2,0,61.820438100010506,None,"['2', '1']",1,"[-0.03374169999733567, 0.065278500012937]",61.820438100010506,None,,001,2022_Nov_18_0110,TMT_practice,2021.2.3,119.88366487803789,
C,['3'],3,TMTstop-B_1_plinestimulus3.png,TMTstop-B_1_pgreenlinestimulus3.png,TMTstop-B_1_predlinestimulus3.png,10,,,,,,,,,0,5,5,5,1,1,61.997526700011804,None,['3'],1,[0.04538009999669157],61.997526700011804,None,,001,2022_Nov_18_0110,TMT_practice,2021.2.3,119.88366487803789,
4,['1'],1,TMTstop-B_1_plinestimulus4.png,TMTstop-B_1_pgreenlinestimulus4.png,TMTstop-B_1_predlinestimulus4.png,10,,,,,,,,,0,6,6,6,2,0,62.14054430001124,None,"['2', '1']",1,"[-0.05872510001063347, 0.05587089998880401]",62.14054430001124,None,,001,2022_Nov_18_0110,TMT_practice,2021.2.3,119.88366487803789,
D,['3'],3,TMTstop-B_1_plinestimulus5.png,TMTstop-B_1_pgreenlinestimulus5.png,TMTstop-B_1_predlinestimulus5.png,10,,,,,,,,,0,7,7,7,1,1,62.315649000011035,None,['3'],1,[0.026702599992859177],62.315649000011035,None,,001,2022_Nov_18_0110,TMT_practice,2021.2.3,119.88366487803789,
5,['2'],2,TMTstop-B_1_plinestimulus6.png,TMTstop-B_1_pgreenlinestimulus6.png,TMTstop-B_1_predlinestimulus6.png,10,,,,,,,,,0,8,8,8,1,1,62.44074040000851,None,['2'],1,[-0.06051949999528006],62.44074040000851,None,,001,2022_Nov_18_0110,TMT_practice,2021.2.3,119.88366487803789,
E,['1'],1,TMTstop-B_1_plinestimulus7.png,TMTstop-B_1_pgreenlinestimulus7.png,TMTstop-B_1_predlinestimulus7.png,10,,,,,,,,,0,9,9,9,1,1,62.525117300014244,None,['1'],1,[-0.03314300000783987],62.525117300014244,None,,001,2022_Nov_18_0110,TMT_practice,2021.2.3,119.88366487803789,
6,['3'],3,TMTstop-B_1_plinestimulus8.png,TMTstop-B_1_pgreenlinestimulus8.png,TMTstop-B_1_predlinestimulus8.png,10,,,,,,,,,0,10,10,10,1,1,62.60402620000241,None,['3'],1,[0.05615419999230653],62.60402620000241,None,,001,2022_Nov_18_0110,TMT_practice,2021.2.3,119.88366487803789,
F,['1'],1,TMTstop-B_1_plinestimulus9.png,TMTstop-B_1_pgreenlinestimulus9.png,TMTstop-B_1_predlinestimulus9.png,10,,,,,,,,,0,11,11,11,2,0,62.75536390001071,None,"['2', '1']",1,"[-0.06628559999808203, 0.04710979999799747]",62.75536390001071,None,,001,2022_Nov_18_0110,TMT_practice,2021.2.3,119.88366487803789,
7,['3'],3,TMTstop-B_1_plinestimulus10.png,TMTstop-B_1_pgreenlinestimulus10.png,TMTstop-B_1_predlinestimulus10.png,1,,,,,,,,,0,12,12,12,1,1,62.896743300007074,None,['3'],1,[0.06760450000001583],62.896743300007074,None,,001,2022_Nov_18_0110,TMT_practice,2021.2.3,119.88366487803789,
G,['1'],1,TMTstop-B_1_plinestimulus11.png,TMTstop-B_1_pgreenlinestimulus11.png,TMTstop-B_1_predlinestimulus11.png,None,,,,,,,,,0,13,13,13,2,0,63.05547320000187,None,"['2', '1']",1,"[-0.057625400004326366, 0.058749399991938844]",63.05547320000187,None,,001,2022_Nov_18_0110,TMT_practice,2021.2.3,119.88366487803789,
8,['2'],2,TMTstop-B_1_plinestimulus12.png,TMTstop-B_1_pgreenlinestimulus12.png,TMTstop-B_1_predlinestimulus12.png,None,,,,,,,,,0,14,14,14,2,0,63.240078400005586,None,"['3', '2']",1,"[0.047307799992267974, 0.07703049998963252]",63.240078400005586,None,,001,2022_Nov_18_0110,TMT_practice,2021.2.3,119.88366487803789,
H,['3'],3,TMTstop-B_1_plinestimulus13.png,TMTstop-B_1_pgreenlinestimulus13.png,TMTstop-B_1_predlinestimulus13.png,None,,,,,,,,,0,15,15,15,5,0,63.4527928000025,None,"['1', '3', '2', '1', '3']",1,"[-0.015506299998378381, 0.1580991999944672, 0.1883205999911297, 0.31749699999636505, 0.4896098999888636]",63.4527928000025,None,,001,2022_Nov_18_0110,TMT_practice,2021.2.3,119.88366487803789,
9,['2'],2,TMTstop-B_1_plinestimulus14.png,TMTstop-B_1_pgreenlinestimulus14.png,TMTstop-B_1_predlinestimulus14.png,None,,,,,,,,,0,16,16,16,1,1,64.05434310001147,None,['2'],1,[-0.0811554999963846],64.05434310001147,None,,001,2022_Nov_18_0110,TMT_practice,2021.2.3,119.88366487803789,
I,['3'],3,TMTstop-B_1_plinestimulus15.png,TMTstop-B_1_pgreenlinestimulus15.png,TMTstop-B_1_predlinestimulus15.png,None,,,,,,,,,0,17,17,17,15,0,64.14836050001031,None,"['1', '3', '2', '1', '3', '2', '1', '2', '1', '3', '2', '1', '2', '1', '3']",1,"[-0.04703529999824241, 0.13815060000342783, 0.155743800001801, 0.2831318999960786, 0.4591020999941975, 0.4825741999957245, 0.6197809000004781, 0.8350802000059048, 0.9118562000076054, 1.1251575000060257, 1.1476373000041349, 1.2837854999961564, 1.78535780000675, 2.054868599996553, 2.4671802000084426]",64.14836050001031,None,,001,2022_Nov_18_0110,TMT_practice,2021.2.3,119.88366487803789,
10,['1'],1,TMTstop-B_1_plinestimulus16.png,TMTstop-B_1_pgreenlinestimulus16.png,TMTstop-B_1_predlinestimulus16.png,None,,,,,,,,,0,18,18,18,1,1,66.71486310000182,None,['1'],1,[1.363479699997697],66.71486310000182,None,,001,2022_Nov_18_0110,TMT_practice,2021.2.3,119.88366487803789,
J,['3'],3,TMTstop-B_1_plinestimulus17.png,TMTstop-B_1_pgreenlinestimulus17.png,TMTstop-B_1_predlinestimulus17.png,None,,,,,,,,,0,19,19,19,1,1,68.16094580000208,None,['3'],1,[0.7030040999961784],68.16094580000208,None,,001,2022_Nov_18_0110,TMT_practice,2021.2.3,119.88366487803789,
11,['1'],1,TMTstop-B_1_plinestimulus18.png,TMTstop-B_1_pgreenlinestimulus18.png,TMTstop-B_1_predlinestimulus18.png,None,,,,,,,,,0,20,20,20,1,1,68.9596761000139,None,['1'],1,[1.2525327000039397],68.9596761000139,None,,001,2022_Nov_18_0110,TMT_practice,2021.2.3,119.88366487803789,
K,['3'],3,TMTstop-B_1_plinestimulus19.png,TMTstop-B_1_pgreenlinestimulus19.png,TMTstop-B_1_predlinestimulus19.png,None,,,,,,,,,0,21,21,21,1,1,70.31040390000271,None,['3'],1,[1.3622847000078764],70.31040390000271,None,,001,2022_Nov_18_0110,TMT_practice,2021.2.3,119.88366487803789,
