NumberLetter,corrAns,StimFile,Correct_StimFile,False_StimFile,DurationTrial,Block_file,Condition_rows,Correct,restartpractice.thisRepN,restartpractice.thisTrialN,restartpractice.thisN,restartpractice.thisIndex,trials_practice.thisRepN,trials_practice.thisTrialN,trials_practice.thisN,trials_practice.thisIndex,Blocks_loop.thisRepN,Blocks_loop.thisTrialN,Blocks_loop.thisN,Blocks_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,Stim_practice.started,Stim_practice.stopped,key_resp_practice.keys,key_resp_practice.rt,key_resp_practice.started,key_resp_practice.stopped,key_resp_5.keys,key_resp_5.rt,Attempts,First_attempt,Stim.started,Stim.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
9,['2'],TMTstop-A_1_2linestimulus6.png,TMTstop-A_1_2greenlinestimulus6.png,TMTstop-A_1_2redlinestimulus6.png,10,TMTstop-A_1_2.xlsx,26:52,2,,,,,,,,,0,1,1,1,0,8,8,8,,,,,,,,,,,,,1,1,31.185385899967514,None,['2'],1,[-0.03049130004364997],31.185385899967514,None,,001,2022_Jan_24_1516,TMTAstop-A,2021.2.3,59.919923018984306,
10,['3'],TMTstop-A_1_2linestimulus7.png,TMTstop-A_1_2greenlinestimulus7.png,TMTstop-A_1_2redlinestimulus7.png,10,TMTstop-A_1_2.xlsx,26:52,3,,,,,,,,,0,1,1,1,0,9,9,9,,,,,,,,,,,,,1,1,31.268869400024414,None,['3'],1,[-0.021548699936829507],31.268869400024414,None,,001,2022_Jan_24_1516,TMTAstop-A,2021.2.3,59.919923018984306,
11,['1'],TMTstop-A_1_2linestimulus8.png,TMTstop-A_1_2greenlinestimulus8.png,TMTstop-A_1_2redlinestimulus8.png,10,TMTstop-A_1_2.xlsx,26:52,1,,,,,,,,,0,1,1,1,0,10,10,10,,,,,,,,,,,,,1,1,31.35274809994735,None,['1'],1,[-0.0006439000135287642],31.35274809994735,None,,001,2022_Jan_24_1516,TMTAstop-A,2021.2.3,59.919923018984306,
12,['2'],TMTstop-A_1_2linestimulus9.png,TMTstop-A_1_2greenlinestimulus9.png,TMTstop-A_1_2redlinestimulus9.png,10,TMTstop-A_1_2.xlsx,26:52,2,,,,,,,,,0,1,1,1,0,11,11,11,,,,,,,,,,,,,1,1,31.419170500012115,None,['2'],1,[0.021249899989925325],31.419170500012115,None,,001,2022_Jan_24_1516,TMTAstop-A,2021.2.3,59.919923018984306,
13,['3'],TMTstop-A_1_2linestimulus10.png,TMTstop-A_1_2greenlinestimulus10.png,TMTstop-A_1_2redlinestimulus10.png,1,TMTstop-A_1_2.xlsx,26:52,3,,,,,,,,,0,1,1,1,0,12,12,12,,,,,,,,,,,,,1,1,31.535744299995713,None,['3'],1,[-0.02699639997445047],31.535744299995713,None,,001,2022_Jan_24_1516,TMTAstop-A,2021.2.3,59.919923018984306,
14,['1'],TMTstop-A_1_2linestimulus11.png,TMTstop-A_1_2greenlinestimulus11.png,TMTstop-A_1_2redlinestimulus11.png,None,TMTstop-A_1_2.xlsx,26:52,1,,,,,,,,,0,1,1,1,0,13,13,13,,,,,,,,,,,,,1,1,31.60207000002265,None,['1'],1,[0.02446280000731349],31.60207000002265,None,,001,2022_Jan_24_1516,TMTAstop-A,2021.2.3,59.919923018984306,
15,['3'],TMTstop-A_1_2linestimulus12.png,TMTstop-A_1_2greenlinestimulus12.png,TMTstop-A_1_2redlinestimulus12.png,None,TMTstop-A_1_2.xlsx,26:52,3,,,,,,,,,0,1,1,1,0,14,14,14,,,,,,,,,,,,,2,1,31.719007699983194,None,"['2', '3']",1,"[-0.031284800032153726, 0.06012659997213632]",31.719007699983194,None,,001,2022_Jan_24_1516,TMTAstop-A,2021.2.3,59.919923018984306,
16,['1'],TMTstop-A_1_2linestimulus13.png,TMTstop-A_1_2greenlinestimulus13.png,TMTstop-A_1_2redlinestimulus13.png,None,TMTstop-A_1_2.xlsx,26:52,1,,,,,,,,,0,1,1,1,0,15,15,15,,,,,,,,,,,,,1,1,31.885986399953254,None,['1'],1,[0.0026781000196933746],31.885986399953254,None,,001,2022_Jan_24_1516,TMTAstop-A,2021.2.3,59.919923018984306,
17,['2'],TMTstop-A_1_2linestimulus14.png,TMTstop-A_1_2greenlinestimulus14.png,TMTstop-A_1_2redlinestimulus14.png,None,TMTstop-A_1_2.xlsx,26:52,2,,,,,,,,,0,1,1,1,0,16,16,16,,,,,,,,,,,,,1,1,31.985950500005856,None,['2'],1,[-0.015905899927020073],31.985950500005856,None,,001,2022_Jan_24_1516,TMTAstop-A,2021.2.3,59.919923018984306,
18,['1'],TMTstop-A_1_2linestimulus15.png,TMTstop-A_1_2greenlinestimulus15.png,TMTstop-A_1_2redlinestimulus15.png,None,TMTstop-A_1_2.xlsx,26:52,1,,,,,,,,,0,1,1,1,0,17,17,17,,,,,,,,,,,,,2,1,32.069494700059295,None,"['3', '1']",1,"[-0.016385599970817566, 0.09225049999076873]",32.069494700059295,None,,001,2022_Jan_24_1516,TMTAstop-A,2021.2.3,59.919923018984306,
19,['3'],TMTstop-A_1_2linestimulus16.png,TMTstop-A_1_2greenlinestimulus16.png,TMTstop-A_1_2redlinestimulus16.png,None,TMTstop-A_1_2.xlsx,26:52,3,,,,,,,,,0,1,1,1,0,18,18,18,,,,,,,,,,,,,2,1,32.23622590000741,None,"['2', '3']",1,"[0.0034524000948294997, 0.10203400009777397]",32.23622590000741,None,,001,2022_Jan_24_1516,TMTAstop-A,2021.2.3,59.919923018984306,
20,['1'],TMTstop-A_1_2linestimulus17.png,TMTstop-A_1_2greenlinestimulus17.png,TMTstop-A_1_2redlinestimulus17.png,None,TMTstop-A_1_2.xlsx,26:52,1,,,,,,,,,0,1,1,1,0,19,19,19,,,,,,,,,,,,,1,1,32.436391000053845,None,['1'],1,[0.006193000008352101],32.436391000053845,None,,001,2022_Jan_24_1516,TMTAstop-A,2021.2.3,59.919923018984306,
21,['2'],TMTstop-A_1_2linestimulus18.png,TMTstop-A_1_2greenlinestimulus18.png,TMTstop-A_1_2redlinestimulus18.png,None,TMTstop-A_1_2.xlsx,26:52,2,,,,,,,,,0,1,1,1,0,20,20,20,,,,,,,,,,,,,1,1,32.53613869997207,None,['2'],1,[-0.008448400069028139],32.53613869997207,None,,001,2022_Jan_24_1516,TMTAstop-A,2021.2.3,59.919923018984306,
22,['1'],TMTstop-A_1_2linestimulus19.png,TMTstop-A_1_2greenlinestimulus19.png,TMTstop-A_1_2redlinestimulus19.png,None,TMTstop-A_1_2.xlsx,26:52,1,,,,,,,,,0,1,1,1,0,21,21,21,,,,,,,,,,,,,2,1,32.61968230002094,None,"['3', '1']",1,"[0.003766800044104457, 0.1184287000214681]",32.61968230002094,None,,001,2022_Jan_24_1516,TMTAstop-A,2021.2.3,59.919923018984306,
23,['2'],TMTstop-A_1_2linestimulus20.png,TMTstop-A_1_2greenlinestimulus20.png,TMTstop-A_1_2redlinestimulus20.png,None,TMTstop-A_1_2.xlsx,26:52,2,,,,,,,,,0,1,1,1,0,22,22,22,,,,,,,,,,,,,1,1,32.869679800001904,None,['2'],1,[-0.04933309997431934],32.869679800001904,None,,001,2022_Jan_24_1516,TMTAstop-A,2021.2.3,59.919923018984306,
24,['1'],TMTstop-A_1_2linestimulus21.png,TMTstop-A_1_2greenlinestimulus21.png,TMTstop-A_1_2redlinestimulus21.png,None,TMTstop-A_1_2.xlsx,26:52,1,,,,,,,,,0,1,1,1,0,23,23,23,,,,,,,,,,,,,2,1,32.953123199986294,None,"['3', '1']",1,"[-0.02044289989862591, 0.10693390003871173]",32.953123199986294,None,,001,2022_Jan_24_1516,TMTAstop-A,2021.2.3,59.919923018984306,
25,['2'],TMTstop-A_1_2linestimulus22.png,TMTstop-A_1_2greenlinestimulus22.png,TMTstop-A_1_2redlinestimulus22.png,None,TMTstop-A_1_2.xlsx,26:52,2,,,,,,,,,0,1,1,1,0,24,24,24,,,,,,,,,,,,,1,1,33.186475199996494,None,['2'],1,[-0.05912599992007017],33.186475199996494,None,,001,2022_Jan_24_1516,TMTAstop-A,2021.2.3,59.919923018984306,
None,None,TMTstop-A_1_2linestimulus23.png,TMTstop-A_1_2greenlinestimulus23.png,TMTstop-A_1_2redlinestimulus23.png,None,TMTstop-A_1_2.xlsx,26:52,None,,,,,,,,,0,1,1,1,0,25,25,25,,,,,,,,,,,,,7,1,33.26992680004332,None,"['3', '1', '2', '3', '1', '2', '3']",0,"[-0.022266500047408044, 0.096078300033696, 0.16887209995184094, 0.2883913000114262, 0.4126811999594793, 0.501900100032799, 0.59717930003535]",33.26992680004332,None,,001,2022_Jan_24_1516,TMTAstop-A,2021.2.3,59.919923018984306,
1,['2'],TMTstop-A_1_3.png,TMTstop-A_1_3.png,TMTstop-A_1_3.png,10,TMTstop-A_1_3.xlsx,52:78,2,,,,,,,,,0,2,2,2,0,0,0,0,,,,,,,,,,,,,2,1,37.355119699961506,None,"['1', '2']",1,"[0.4053545999340713, 0.4683851000154391]",37.355119699961506,None,,001,2022_Jan_24_1516,TMTAstop-A,2021.2.3,59.919923018984306,
2,['1'],TMTstop-A_1_3.png,TMTstop-A_1_3firstgreen.png,TMTstop-A_1_3firstred.png,10,TMTstop-A_1_3.xlsx,52:78,1,,,,,,,,,0,2,2,2,0,1,1,1,,,,,,,,,,,,,2,1,37.905237999977544,None,"['3', '1']",1,"[0.01845779991708696, 0.15531979990191758]",37.905237999977544,None,,001,2022_Jan_24_1516,TMTAstop-A,2021.2.3,59.919923018984306,
3,['3'],TMTstop-A_1_3linestimulus0.png,TMTstop-A_1_3greenlinestimulus0.png,TMTstop-A_1_3redlinestimulus0.png,10,TMTstop-A_1_3.xlsx,52:78,3,,,,,,,,,0,2,2,2,0,2,2,2,,,,,,,,,,,,,2,1,38.139138799975626,None,"['2', '3']",1,"[-0.011846800101920962, 0.06842289993073791]",38.139138799975626,None,,001,2022_Jan_24_1516,TMTAstop-A,2021.2.3,59.919923018984306,
4,['2'],TMTstop-A_1_3linestimulus1.png,TMTstop-A_1_3greenlinestimulus1.png,TMTstop-A_1_3redlinestimulus1.png,10,TMTstop-A_1_3.xlsx,52:78,2,,,,,,,,,0,2,2,2,0,3,3,3,,,,,,,,,,,,,2,1,38.3222826999845,None,"['1', '2']",1,"[0.014587100013159215, 0.06823910004459321]",38.3222826999845,None,,001,2022_Jan_24_1516,TMTAstop-A,2021.2.3,59.919923018984306,
5,['3'],TMTstop-A_1_3linestimulus2.png,TMTstop-A_1_3greenlinestimulus2.png,TMTstop-A_1_3redlinestimulus2.png,10,TMTstop-A_1_3.xlsx,52:78,3,,,,,,,,,0,2,2,2,0,4,4,4,,,,,,,,,,,,,1,1,38.52238490001764,None,['3'],1,[-0.04308490001130849],38.52238490001764,None,,001,2022_Jan_24_1516,TMTAstop-A,2021.2.3,59.919923018984306,
6,['2'],TMTstop-A_1_3linestimulus3.png,TMTstop-A_1_3greenlinestimulus3.png,TMTstop-A_1_3redlinestimulus3.png,10,TMTstop-A_1_3.xlsx,52:78,2,,,,,,,,,0,2,2,2,0,5,5,5,,,,,,,,,,,,,2,1,38.60564720002003,None,"['1', '2']",1,"[0.01779549999628216, 0.06637640006374568]",38.60564720002003,None,,001,2022_Jan_24_1516,TMTAstop-A,2021.2.3,59.919923018984306,
7,['1'],TMTstop-A_1_3linestimulus4.png,TMTstop-A_1_3greenlinestimulus4.png,TMTstop-A_1_3redlinestimulus4.png,10,TMTstop-A_1_3.xlsx,52:78,1,,,,,,,,,0,2,2,2,0,6,6,6,,,,,,,,,,,,,2,1,38.739141099969856,None,"['3', '1']",1,"[0.02576059999410063, 0.18660789995919913]",38.739141099969856,None,,001,2022_Jan_24_1516,TMTAstop-A,2021.2.3,59.919923018984306,
8,['2'],TMTstop-A_1_3linestimulus5.png,TMTstop-A_1_3greenlinestimulus5.png,TMTstop-A_1_3redlinestimulus5.png,10,TMTstop-A_1_3.xlsx,52:78,2,,,,,,,,,0,2,2,2,0,7,7,7,,,,,,,,,,,,,1,1,39.05587929999456,None,['2'],1,[-0.06664079998154193],39.05587929999456,None,,001,2022_Jan_24_1516,TMTAstop-A,2021.2.3,59.919923018984306,
9,['3'],TMTstop-A_1_3linestimulus6.png,TMTstop-A_1_3greenlinestimulus6.png,TMTstop-A_1_3redlinestimulus6.png,10,TMTstop-A_1_3.xlsx,52:78,3,,,,,,,,,0,2,2,2,0,8,8,8,,,,,,,,,,,,,1,1,39.13947549997829,None,['3'],1,[-0.05287360004149377],39.13947549997829,None,,001,2022_Jan_24_1516,TMTAstop-A,2021.2.3,59.919923018984306,
10,['2'],TMTstop-A_1_3linestimulus7.png,TMTstop-A_1_3greenlinestimulus7.png,TMTstop-A_1_3redlinestimulus7.png,10,TMTstop-A_1_3.xlsx,52:78,2,,,,,,,,,0,2,2,2,0,9,9,9,,,,,,,,,,,,,2,1,39.22258089995012,None,"['1', '2']",1,"[0.00800809997599572, 0.07920979999471456]",39.22258089995012,None,,001,2022_Jan_24_1516,TMTAstop-A,2021.2.3,59.919923018984306,
11,['3'],TMTstop-A_1_3linestimulus8.png,TMTstop-A_1_3greenlinestimulus8.png,TMTstop-A_1_3redlinestimulus8.png,10,TMTstop-A_1_3.xlsx,52:78,3,,,,,,,,,0,2,2,2,0,10,10,10,,,,,,,,,,,,,1,1,39.422763900016434,None,['3'],1,[-0.035742999985814095],39.422763900016434,None,,001,2022_Jan_24_1516,TMTAstop-A,2021.2.3,59.919923018984306,
12,['2'],TMTstop-A_1_3linestimulus9.png,TMTstop-A_1_3greenlinestimulus9.png,TMTstop-A_1_3redlinestimulus9.png,10,TMTstop-A_1_3.xlsx,52:78,2,,,,,,,,,0,2,2,2,0,11,11,11,,,,,,,,,,,,,2,1,39.50828599999659,None,"['1', '2']",1,"[0.01140840002335608, 0.0717521000187844]",39.50828599999659,None,,001,2022_Jan_24_1516,TMTAstop-A,2021.2.3,59.919923018984306,
13,['1'],TMTstop-A_1_3linestimulus10.png,TMTstop-A_1_3greenlinestimulus10.png,TMTstop-A_1_3redlinestimulus10.png,1,TMTstop-A_1_3.xlsx,52:78,1,,,,,,,,,0,2,2,2,0,12,12,12,,,,,,,,,,,,,2,1,39.706172300037,None,"['3', '1']",1,"[-0.025393999996595085, 0.08848849998321384]",39.706172300037,None,,001,2022_Jan_24_1516,TMTAstop-A,2021.2.3,59.919923018984306,
14,['2'],TMTstop-A_1_3linestimulus11.png,TMTstop-A_1_3greenlinestimulus11.png,TMTstop-A_1_3redlinestimulus11.png,None,TMTstop-A_1_3.xlsx,52:78,2,,,,,,,,,0,2,2,2,0,13,13,13,,,,,,,,,,,,,1,1,39.88976669998374,None,['2'],1,[-0.02191139990463853],39.88976669998374,None,,001,2022_Jan_24_1516,TMTAstop-A,2021.2.3,59.919923018984306,
15,['1'],TMTstop-A_1_3linestimulus12.png,TMTstop-A_1_3greenlinestimulus12.png,TMTstop-A_1_3redlinestimulus12.png,None,TMTstop-A_1_3.xlsx,52:78,1,,,,,,,,,0,2,2,2,0,14,14,14,,,,,,,,,,,,,2,1,39.97295980004128,None,"['3', '1']",1,"[-0.007889900007285178, 0.12438419996760786]",39.97295980004128,None,,001,2022_Jan_24_1516,TMTAstop-A,2021.2.3,59.919923018984306,
16,['2'],TMTstop-A_1_3linestimulus13.png,TMTstop-A_1_3greenlinestimulus13.png,TMTstop-A_1_3redlinestimulus13.png,None,TMTstop-A_1_3.xlsx,52:78,2,,,,,,,,,0,2,2,2,0,15,15,15,,,,,,,,,,,,,1,1,40.223237100057304,None,['2'],1,[-0.07835820002947003],40.223237100057304,None,,001,2022_Jan_24_1516,TMTAstop-A,2021.2.3,59.919923018984306,
17,['3'],TMTstop-A_1_3linestimulus14.png,TMTstop-A_1_3greenlinestimulus14.png,TMTstop-A_1_3redlinestimulus14.png,None,TMTstop-A_1_3.xlsx,52:78,3,,,,,,,,,0,2,2,2,0,16,16,16,,,,,,,,,,,,,1,1,40.308290499961004,None,['3'],1,[-0.0416863999562338],40.308290499961004,None,,001,2022_Jan_24_1516,TMTAstop-A,2021.2.3,59.919923018984306,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,
