NumberLetter,corrAns,Correct,StimFile,Correct_StimFile,False_StimFile,DurationTrial,n,Stim.started_mean,Stim.started_raw,Stim.started_std,Stim.stopped_raw,key_resp_2.corr_mean,key_resp_2.corr_raw,key_resp_2.corr_std,key_resp_2.keys_raw,key_resp_2.rt_raw,key_resp_2.started_mean,key_resp_2.started_raw,key_resp_2.started_std,key_resp_2.stopped_raw,order
21,['3'],3,TMTstop-A_1_plinestimulus18.png,TMTstop-A_1_pgreenlinestimulus18.png,TMTstop-A_1_predlinestimulus18.png,None,1.0,217.68751525878906,217.68751525878906,0.0,,1.0,1.0,0.0,1,3,0.7512019000132568,1.2772717000043485,217.68751525878906,217.68751525878906,0.0,,20.0
22,['1'],1,TMTstop-A_1_plinestimulus19.png,TMTstop-A_1_pgreenlinestimulus19.png,TMTstop-A_1_predlinestimulus19.png,None,1.0,219.06918334960938,219.06918334960938,0.0,,1.0,1.0,0.0,1,1.2239384000131395,219.06918334960938,219.06918334960938,0.0,,21.0
23,['2'],2,TMTstop-A_1_plinestimulus20.png,TMTstop-A_1_pgreenlinestimulus20.png,TMTstop-A_1_predlinestimulus20.png,None,1.0,220.4181365966797,220.4181365966797,0.0,,1.0,1.0,0.0,2,1.158157099998789,220.4181365966797,220.4181365966797,0.0,,22.0
24,['3'],3,TMTstop-A_1_plinestimulus21.png,TMTstop-A_1_pgreenlinestimulus21.png,TMTstop-A_1_predlinestimulus21.png,None,1.0,221.66650390625,221.66650390625,0.0,,1.0,1.0,0.0,3,0.9402744999970309,221.66650390625,221.66650390625,0.0,,23.0
25,['2'],2,TMTstop-A_1_plinestimulus22.png,TMTstop-A_1_pgreenlinestimulus22.png,TMTstop-A_1_predlinestimulus22.png,None,1.0,222.69459533691406,222.69459533691406,0.0,,1.0,1.0,0.0,1,3,2,0.8956341999873985,1.9152378999860957,2.276084199984325,222.69459533691406,222.69459533691406,0.0,,24.0
None,None,None,TMTstop-A_1_plinestimulus23.png,TMTstop-A_1_pgreenlinestimulus23.png,TMTstop-A_1_predlinestimulus23.png,None,1.0,225.0569305419922,225.0569305419922,0.0,,1.0,1.0,0.0,,'--',225.0569305419922,225.0569305419922,0.0,,25.0

extraInfo
participant,
session,001
date,2022_Apr_29_1103
expName,TMT_practice
psychopyVersion,2021.2.3
frameRate,141.50436120379786
