NumberLetter,corrAns,StimFile,Correct_StimFile,False_StimFile,DurationTrial,Block_file,Condition_rows,Correct,restartpractice.thisRepN,restartpractice.thisTrialN,restartpractice.thisN,restartpractice.thisIndex,trials_practice.thisRepN,trials_practice.thisTrialN,trials_practice.thisN,trials_practice.thisIndex,Blocks_loop.thisRepN,Blocks_loop.thisTrialN,Blocks_loop.thisN,Blocks_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,Stim_practice.started,Stim_practice.stopped,key_resp_practice.keys,key_resp_practice.rt,key_resp_practice.started,key_resp_practice.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,Keypress_count,Stim.started,Stim.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
11,['1'],TMTstop-A_1_2linestimulus8.png,TMTstop-A_1_2greenlinestimulus8.png,TMTstop-A_1_2redlinestimulus8.png,10,TMTstop-A_1_2.xlsx,26:52,1,,,,,,,,,0,1,1,1,0,10,10,10,,,,,,,,,,,,,,,115,32.288133100024424,None,['1'],1,[0.025561199989169836],32.288133100024424,None,,001,2022_Jan_24_1444,TMTAstop-A,2021.2.3,59.9514633305028,
12,['2'],TMTstop-A_1_2linestimulus9.png,TMTstop-A_1_2greenlinestimulus9.png,TMTstop-A_1_2redlinestimulus9.png,10,TMTstop-A_1_2.xlsx,26:52,2,,,,,,,,,0,1,1,1,0,11,11,11,,,,,,,,,,,,,,,116,32.40535090002231,None,['2'],1,[0.0002517999382689595],32.40535090002231,None,,001,2022_Jan_24_1444,TMTAstop-A,2021.2.3,59.9514633305028,
13,['3'],TMTstop-A_1_2linestimulus10.png,TMTstop-A_1_2greenlinestimulus10.png,TMTstop-A_1_2redlinestimulus10.png,1,TMTstop-A_1_2.xlsx,26:52,3,,,,,,,,,0,1,1,1,0,12,12,12,,,,,,,,,,,,,,,117,32.488399599911645,None,['3'],1,[-0.005790199968032539],32.488399599911645,None,,001,2022_Jan_24_1444,TMTAstop-A,2021.2.3,59.9514633305028,
14,['1'],TMTstop-A_1_2linestimulus11.png,TMTstop-A_1_2greenlinestimulus11.png,TMTstop-A_1_2redlinestimulus11.png,None,TMTstop-A_1_2.xlsx,26:52,1,,,,,,,,,0,1,1,1,0,13,13,13,,,,,,,,,,,,,,,118,32.5716839999659,None,['1'],1,[0.06788860005326569],32.5716839999659,None,,001,2022_Jan_24_1444,TMTAstop-A,2021.2.3,59.9514633305028,
15,['3'],TMTstop-A_1_2linestimulus12.png,TMTstop-A_1_2greenlinestimulus12.png,TMTstop-A_1_2redlinestimulus12.png,None,TMTstop-A_1_2.xlsx,26:52,3,,,,,,,,,0,1,1,1,0,14,14,14,,,,,,,,,,,,,,,121,32.72160829999484,None,"['2', '3']",1,"[0.04660890006925911, 0.11415150004904717]",32.72160829999484,None,,001,2022_Jan_24_1444,TMTAstop-A,2021.2.3,59.9514633305028,
16,['1'],TMTstop-A_1_2linestimulus13.png,TMTstop-A_1_2greenlinestimulus13.png,TMTstop-A_1_2redlinestimulus13.png,None,TMTstop-A_1_2.xlsx,26:52,1,,,,,,,,,0,1,1,1,0,15,15,15,,,,,,,,,,,,,,,122,32.955209699925035,None,['1'],1,[0.03138669999316335],32.955209699925035,None,,001,2022_Jan_24_1444,TMTAstop-A,2021.2.3,59.9514633305028,
17,['2'],TMTstop-A_1_2linestimulus14.png,TMTstop-A_1_2greenlinestimulus14.png,TMTstop-A_1_2redlinestimulus14.png,None,TMTstop-A_1_2.xlsx,26:52,2,,,,,,,,,0,1,1,1,0,16,16,16,,,,,,,,,,,,,,,123,33.07179550000001,None,['2'],1,[0.031274800072424114],33.07179550000001,None,,001,2022_Jan_24_1444,TMTAstop-A,2021.2.3,59.9514633305028,
18,['1'],TMTstop-A_1_2linestimulus15.png,TMTstop-A_1_2greenlinestimulus15.png,TMTstop-A_1_2redlinestimulus15.png,None,TMTstop-A_1_2.xlsx,26:52,1,,,,,,,,,0,1,1,1,0,17,17,17,,,,,,,,,,,,,,,128,33.189689100021496,None,"['3', '1']",1,"[0.026397099951282144, 0.18824689998291433]",33.189689100021496,None,,001,2022_Jan_24_1444,TMTAstop-A,2021.2.3,59.9514633305028,
19,['3'],TMTstop-A_1_2linestimulus16.png,TMTstop-A_1_2greenlinestimulus16.png,TMTstop-A_1_2redlinestimulus16.png,None,TMTstop-A_1_2.xlsx,26:52,3,,,,,,,,,0,1,1,1,0,18,18,18,,,,,,,,,,,,,,,131,33.50550299999304,None,"['2', '3']",1,"[-0.046449100016616285, 0.063481800025329]",33.50550299999304,None,,001,2022_Jan_24_1444,TMTAstop-A,2021.2.3,59.9514633305028,
20,['1'],TMTstop-A_1_2linestimulus17.png,TMTstop-A_1_2greenlinestimulus17.png,TMTstop-A_1_2redlinestimulus17.png,None,TMTstop-A_1_2.xlsx,26:52,1,,,,,,,,,0,1,1,1,0,19,19,19,,,,,,,,,,,,,,,132,33.688755100010894,None,['1'],1,[0.03510950005147606],33.688755100010894,None,,001,2022_Jan_24_1444,TMTAstop-A,2021.2.3,59.9514633305028,
21,['2'],TMTstop-A_1_2linestimulus18.png,TMTstop-A_1_2greenlinestimulus18.png,TMTstop-A_1_2redlinestimulus18.png,None,TMTstop-A_1_2.xlsx,26:52,2,,,,,,,,,0,1,1,1,0,20,20,20,,,,,,,,,,,,,,,133,33.80554759991355,None,['2'],1,[-0.008773299981839955],33.80554759991355,None,,001,2022_Jan_24_1444,TMTAstop-A,2021.2.3,59.9514633305028,
22,['1'],TMTstop-A_1_2linestimulus19.png,TMTstop-A_1_2greenlinestimulus19.png,TMTstop-A_1_2redlinestimulus19.png,None,TMTstop-A_1_2.xlsx,26:52,1,,,,,,,,,0,1,1,1,0,21,21,21,,,,,,,,,,,,,,,137,33.88938279997092,None,"['3', '1']",1,"[0.012287399964407086, 0.160022999974899]",33.88938279997092,None,,001,2022_Jan_24_1444,TMTAstop-A,2021.2.3,59.9514633305028,
23,['2'],TMTstop-A_1_2linestimulus20.png,TMTstop-A_1_2greenlinestimulus20.png,TMTstop-A_1_2redlinestimulus20.png,None,TMTstop-A_1_2.xlsx,26:52,2,,,,,,,,,0,1,1,1,0,22,22,22,,,,,,,,,,,,,,,138,34.15581249992829,None,['2'],1,[-0.03767130000051111],34.15581249992829,None,,001,2022_Jan_24_1444,TMTAstop-A,2021.2.3,59.9514633305028,
24,['1'],TMTstop-A_1_2linestimulus21.png,TMTstop-A_1_2greenlinestimulus21.png,TMTstop-A_1_2redlinestimulus21.png,None,TMTstop-A_1_2.xlsx,26:52,1,,,,,,,,,0,1,1,1,0,23,23,23,,,,,,,,,,,,,,,142,34.239352499949746,None,"['3', '1']",1,"[-0.003760899999178946, 0.14250800001900643]",34.239352499949746,None,,001,2022_Jan_24_1444,TMTAstop-A,2021.2.3,59.9514633305028,
25,['2'],TMTstop-A_1_2linestimulus22.png,TMTstop-A_1_2greenlinestimulus22.png,TMTstop-A_1_2redlinestimulus22.png,None,TMTstop-A_1_2.xlsx,26:52,2,,,,,,,,,0,1,1,1,0,24,24,24,,,,,,,,,,,,,,,143,34.473011999973096,None,['2'],1,[-0.027703700005076826],34.473011999973096,None,,001,2022_Jan_24_1444,TMTAstop-A,2021.2.3,59.9514633305028,
None,None,TMTstop-A_1_2linestimulus23.png,TMTstop-A_1_2greenlinestimulus23.png,TMTstop-A_1_2redlinestimulus23.png,None,TMTstop-A_1_2.xlsx,26:52,None,,,,,,,,,0,1,1,1,0,25,25,25,,,,,,,,,,,,,,,,34.555917499936186,None,"['3', '1', '2']",0,"[0.038720199954696, 0.20981429994571954, 0.30714519997127354]",34.555917499936186,None,,001,2022_Jan_24_1444,TMTAstop-A,2021.2.3,59.9514633305028,
,,,,,,TMTstop-A_1_2.xlsx,26:52,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Jan_24_1444,TMTAstop-A,2021.2.3,59.9514633305028,
1,['2'],TMTstop-A_1_3.png,TMTstop-A_1_3.png,TMTstop-A_1_3.png,10,TMTstop-A_1_3.xlsx,52:78,2,,,,,,,,,0,2,2,2,0,0,0,0,,,,,,,,,,,,,,,167,38.64111650001723,None,"['1', '2']",1,"[0.5544245999772102, 0.6822479999391362]",38.64111650001723,None,,001,2022_Jan_24_1444,TMTAstop-A,2021.2.3,59.9514633305028,
2,['1'],TMTstop-A_1_3.png,TMTstop-A_1_3firstgreen.png,TMTstop-A_1_3firstred.png,10,TMTstop-A_1_3.xlsx,52:78,1,,,,,,,,,0,2,2,2,0,1,1,1,,,,,,,,,,,,,,,171,39.44129639992025,None,"['3', '1']",1,"[-0.0246671000495553, 0.14017060003243387]",39.44129639992025,None,,001,2022_Jan_24_1444,TMTAstop-A,2021.2.3,59.9514633305028,
3,['3'],TMTstop-A_1_3linestimulus0.png,TMTstop-A_1_3greenlinestimulus0.png,TMTstop-A_1_3redlinestimulus0.png,10,TMTstop-A_1_3.xlsx,52:78,3,,,,,,,,,0,2,2,2,0,2,2,2,,,,,,,,,,,,,,,174,39.675864699995145,None,"['2', '3']",1,"[-0.012602100032381713, 0.07928219996392727]",39.675864699995145,None,,001,2022_Jan_24_1444,TMTAstop-A,2021.2.3,59.9514633305028,
4,['2'],TMTstop-A_1_3linestimulus1.png,TMTstop-A_1_3greenlinestimulus1.png,TMTstop-A_1_3redlinestimulus1.png,10,TMTstop-A_1_3.xlsx,52:78,2,,,,,,,,,0,2,2,2,0,3,3,3,,,,,,,,,,,,,,,177,39.858293899917044,None,"['1', '2']",1,"[0.040802499977871776, 0.11283380002714694]",39.858293899917044,None,,001,2022_Jan_24_1444,TMTAstop-A,2021.2.3,59.9514633305028,
5,['3'],TMTstop-A_1_3linestimulus2.png,TMTstop-A_1_3greenlinestimulus2.png,TMTstop-A_1_3redlinestimulus2.png,10,TMTstop-A_1_3.xlsx,52:78,3,,,,,,,,,0,2,2,2,0,4,4,4,,,,,,,,,,,,,,,178,40.09196949994657,None,['3'],1,[-0.011566899949684739],40.09196949994657,None,,001,2022_Jan_24_1444,TMTAstop-A,2021.2.3,59.9514633305028,
6,['2'],TMTstop-A_1_3linestimulus3.png,TMTstop-A_1_3greenlinestimulus3.png,TMTstop-A_1_3redlinestimulus3.png,10,TMTstop-A_1_3.xlsx,52:78,2,,,,,,,,,0,2,2,2,0,5,5,5,,,,,,,,,,,,,,,181,40.17521329992451,None,"['1', '2']",1,"[0.03341789997648448, 0.11903489998076111]",40.17521329992451,None,,001,2022_Jan_24_1444,TMTAstop-A,2021.2.3,59.9514633305028,
7,['1'],TMTstop-A_1_3linestimulus4.png,TMTstop-A_1_3greenlinestimulus4.png,TMTstop-A_1_3redlinestimulus4.png,10,TMTstop-A_1_3.xlsx,52:78,1,,,,,,,,,0,2,2,2,0,6,6,6,,,,,,,,,,,,,,,185,40.39174599992111,None,"['3', '1']",1,"[-0.002493700012564659, 0.12258720002137125]",40.39174599992111,None,,001,2022_Jan_24_1444,TMTAstop-A,2021.2.3,59.9514633305028,
8,['2'],TMTstop-A_1_3linestimulus5.png,TMTstop-A_1_3greenlinestimulus5.png,TMTstop-A_1_3redlinestimulus5.png,10,TMTstop-A_1_3.xlsx,52:78,2,,,,,,,,,0,2,2,2,0,7,7,7,,,,,,,,,,,,,,,186,40.62546889996156,None,['2'],1,[-0.07043789990711957],40.62546889996156,None,,001,2022_Jan_24_1444,TMTAstop-A,2021.2.3,59.9514633305028,
