NumberLetter,corrAns,Correct,StimFile,Correct_StimFile,False_StimFile,DurationTrial,trials_TMTControl.thisRepN,trials_TMTControl.thisTrialN,trials_TMTControl.thisN,trials_TMTControl.thisIndex,trials_TMTA.thisRepN,trials_TMTA.thisTrialN,trials_TMTA.thisN,trials_TMTA.thisIndex,trials_TMTB.thisRepN,trials_TMTB.thisTrialN,trials_TMTB.thisN,trials_TMTB.thisIndex,Stim.started,key_resp_2.started,Attempts,First_attempt,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,participant,session,date,expName,psychopyVersion,frameRate,
11,['2'],2,TMTstop-control_1_plinestimulus8.png,TMTstop-control_1_pgreenlinestimulus8.png,TMTstop-control_1_predlinestimulus8.png,10,0,10,10,10,,,,,,,,,33.901446599999986,33.901446599999986,1,1,['2'],1,[0.21676699999994753],,001,2023-02-27_15h11.00.236,TMT_practice,2022.2.5,60.195744522053126,
12,['3'],3,TMTstop-control_1_plinestimulus9.png,TMTstop-control_1_pgreenlinestimulus9.png,TMTstop-control_1_predlinestimulus9.png,10,0,11,11,11,,,,,,,,,34.20590749999997,34.20590749999997,1,1,['3'],1,[0.3010727999999858],,001,2023-02-27_15h11.00.236,TMT_practice,2022.2.5,60.195744522053126,
13,['1'],1,TMTstop-control_1_plinestimulus10.png,TMTstop-control_1_pgreenlinestimulus10.png,TMTstop-control_1_predlinestimulus10.png,1,0,12,12,12,,,,,,,,,34.58230190000006,34.58230190000006,1,1,['1'],1,[0.2678598000000534],,001,2023-02-27_15h11.00.236,TMT_practice,2022.2.5,60.195744522053126,
14,['2'],2,TMTstop-control_1_plinestimulus11.png,TMTstop-control_1_pgreenlinestimulus11.png,TMTstop-control_1_predlinestimulus11.png,None,0,13,13,13,,,,,,,,,34.94664769999997,34.94664769999997,1,1,['2'],1,[0.22149789999997438],,001,2023-02-27_15h11.00.236,TMT_practice,2022.2.5,60.195744522053126,
15,['3'],3,TMTstop-control_1_plinestimulus12.png,TMTstop-control_1_pgreenlinestimulus12.png,TMTstop-control_1_predlinestimulus12.png,None,0,14,14,14,,,,,,,,,35.28758960000005,35.28758960000005,1,1,['3'],1,[0.22697590000001355],,001,2023-02-27_15h11.00.236,TMT_practice,2022.2.5,60.195744522053126,
16,['1'],1,TMTstop-control_1_plinestimulus13.png,TMTstop-control_1_pgreenlinestimulus13.png,TMTstop-control_1_predlinestimulus13.png,None,0,15,15,15,,,,,,,,,35.58209380000005,35.58209380000005,1,1,['1'],1,[0.32086989999999105],,001,2023-02-27_15h11.00.236,TMT_practice,2022.2.5,60.195744522053126,
17,['3'],3,TMTstop-control_1_plinestimulus14.png,TMTstop-control_1_pgreenlinestimulus14.png,TMTstop-control_1_predlinestimulus14.png,None,0,16,16,16,,,,,,,,,35.9824337,35.9824337,1,1,['3'],1,[0.2925551000000155],,001,2023-02-27_15h11.00.236,TMT_practice,2022.2.5,60.195744522053126,
18,['1'],1,TMTstop-control_1_plinestimulus15.png,TMTstop-control_1_pgreenlinestimulus15.png,TMTstop-control_1_predlinestimulus15.png,None,0,17,17,17,,,,,,,,,36.34824809999998,36.34824809999998,1,1,['1'],1,[0.2352882999999224],,001,2023-02-27_15h11.00.236,TMT_practice,2022.2.5,60.195744522053126,
19,['3'],3,TMTstop-control_1_plinestimulus16.png,TMTstop-control_1_pgreenlinestimulus16.png,TMTstop-control_1_predlinestimulus16.png,None,0,18,18,18,,,,,,,,,36.66591740000001,36.66591740000001,1,1,['3'],1,[0.2692786999999157],,001,2023-02-27_15h11.00.236,TMT_practice,2022.2.5,60.195744522053126,
20,['2'],2,TMTstop-control_1_plinestimulus17.png,TMTstop-control_1_pgreenlinestimulus17.png,TMTstop-control_1_predlinestimulus17.png,None,0,19,19,19,,,,,,,,,37.01517530000001,37.01517530000001,1,1,['2'],1,[0.2919165999999791],,001,2023-02-27_15h11.00.236,TMT_practice,2022.2.5,60.195744522053126,
21,['1'],1,TMTstop-control_1_plinestimulus18.png,TMTstop-control_1_pgreenlinestimulus18.png,TMTstop-control_1_predlinestimulus18.png,None,0,20,20,20,,,,,,,,,37.391489200000024,37.391489200000024,1,1,['1'],1,[0.22527519999999868],,001,2023-02-27_15h11.00.236,TMT_practice,2022.2.5,60.195744522053126,
22,['3'],3,TMTstop-control_1_plinestimulus19.png,TMTstop-control_1_pgreenlinestimulus19.png,TMTstop-control_1_predlinestimulus19.png,None,0,21,21,21,,,,,,,,,37.70093910000003,37.70093910000003,1,1,['3'],1,[0.2394241000000079],,001,2023-02-27_15h11.00.236,TMT_practice,2022.2.5,60.195744522053126,
23,['2'],2,TMTstop-control_1_plinestimulus20.png,TMTstop-control_1_pgreenlinestimulus20.png,TMTstop-control_1_predlinestimulus20.png,None,0,22,22,22,,,,,,,,,38.036660600000005,38.036660600000005,1,1,['2'],1,[0.366142899999943],,001,2023-02-27_15h11.00.236,TMT_practice,2022.2.5,60.195744522053126,
24,['1'],1,TMTstop-control_1_plinestimulus21.png,TMTstop-control_1_pgreenlinestimulus21.png,TMTstop-control_1_predlinestimulus21.png,None,0,23,23,23,,,,,,,,,38.49985990000005,38.49985990000005,1,1,['1'],1,[0.2575712999999382],,001,2023-02-27_15h11.00.236,TMT_practice,2022.2.5,60.195744522053126,
25,['3'],3,TMTstop-control_1_plinestimulus22.png,TMTstop-control_1_pgreenlinestimulus22.png,TMTstop-control_1_predlinestimulus22.png,None,0,24,24,24,,,,,,,,,38.835042600000065,38.835042600000065,1,1,['3'],1,[0.3291869000000247],,001,2023-02-27_15h11.00.236,TMT_practice,2022.2.5,60.195744522053126,
None,None,None,TMTstop-control_1_plinestimulus23.png,TMTstop-control_1_pgreenlinestimulus23.png,TMTstop-control_1_predlinestimulus23.png,None,0,25,25,25,,,,,,,,,39.24132840000004,39.24132840000004,0,0,None,1,,,001,2023-02-27_15h11.00.236,TMT_practice,2022.2.5,60.195744522053126,
1,['3'],3,TMTstop-A_1_p.png,TMTstop-A_1_p.png,TMTstop-A_1_p.png,10,,,,,0,0,0,0,,,,,61.35948059999998,61.35948059999998,1,1,['3'],1,[1.8647280999999225],,001,2023-02-27_15h11.00.236,TMT_practice,2022.2.5,60.195744522053126,
2,['1'],1,TMTstop-A_1_p.png,TMTstop-A_1_pfirstgreen.png,TMTstop-A_1_pfirstred.png,10,,,,,0,1,1,1,,,,,63.29732020000006,63.29732020000006,1,1,['1'],1,[0.40821259999989934],,001,2023-02-27_15h11.00.236,TMT_practice,2022.2.5,60.195744522053126,
3,['2'],2,TMTstop-A_1_plinestimulus0.png,TMTstop-A_1_pgreenlinestimulus0.png,TMTstop-A_1_predlinestimulus0.png,10,,,,,0,2,2,2,,,,,63.792813799999976,63.792813799999976,1,1,['2'],1,[0.10508769999995593],,001,2023-02-27_15h11.00.236,TMT_practice,2022.2.5,60.195744522053126,
4,['1'],1,TMTstop-A_1_plinestimulus1.png,TMTstop-A_1_pgreenlinestimulus1.png,TMTstop-A_1_predlinestimulus1.png,10,,,,,0,3,3,3,,,,,63.979518100000064,63.979518100000064,2,0,"['3', '1']",1,"[0.048256799999933264, 0.28738999999990256]",,001,2023-02-27_15h11.00.236,TMT_practice,2022.2.5,60.195744522053126,
5,['2'],2,TMTstop-A_1_plinestimulus2.png,TMTstop-A_1_pgreenlinestimulus2.png,TMTstop-A_1_predlinestimulus2.png,10,,,,,0,4,4,4,,,,,64.35365679999995,64.35365679999995,1,1,['2'],1,[0.02886839999990798],,001,2023-02-27_15h11.00.236,TMT_practice,2022.2.5,60.195744522053126,
6,['1'],1,TMTstop-A_1_plinestimulus3.png,TMTstop-A_1_pgreenlinestimulus3.png,TMTstop-A_1_predlinestimulus3.png,10,,,,,0,5,5,5,,,,,64.46524420000003,64.46524420000003,2,0,"['3', '1']",1,"[-0.014892300000099112, 0.21646119999996927]",,001,2023-02-27_15h11.00.236,TMT_practice,2022.2.5,60.195744522053126,
7,['2'],2,TMTstop-A_1_plinestimulus4.png,TMTstop-A_1_pgreenlinestimulus4.png,TMTstop-A_1_predlinestimulus4.png,10,,,,,0,6,6,6,,,,,64.78612729999998,64.78612729999998,1,1,['2'],1,[0.017252399999904355],,001,2023-02-27_15h11.00.236,TMT_practice,2022.2.5,60.195744522053126,
8,['1'],1,TMTstop-A_1_plinestimulus5.png,TMTstop-A_1_pgreenlinestimulus5.png,TMTstop-A_1_predlinestimulus5.png,10,,,,,0,7,7,7,,,,,64.88503290000006,64.88503290000006,2,0,"['3', '1']",1,"[-0.045811600000035924, 0.22346160000000737]",,001,2023-02-27_15h11.00.236,TMT_practice,2022.2.5,60.195744522053126,
9,['2'],2,TMTstop-A_1_plinestimulus6.png,TMTstop-A_1_pgreenlinestimulus6.png,TMTstop-A_1_predlinestimulus6.png,10,,,,,0,8,8,8,,,,,65.197543,65.197543,1,1,['2'],1,[0.050669799999980114],,001,2023-02-27_15h11.00.236,TMT_practice,2022.2.5,60.195744522053126,
10,['1'],1,TMTstop-A_1_plinestimulus7.png,TMTstop-A_1_pgreenlinestimulus7.png,TMTstop-A_1_predlinestimulus7.png,10,,,,,0,9,9,9,,,,,65.36048040000003,65.36048040000003,2,0,"['3', '1']",1,"[-0.06808050000012145, 0.17782729999993308]",,001,2023-02-27_15h11.00.236,TMT_practice,2022.2.5,60.195744522053126,
11,['2'],2,TMTstop-A_1_plinestimulus8.png,TMTstop-A_1_pgreenlinestimulus8.png,TMTstop-A_1_predlinestimulus8.png,10,,,,,0,10,10,10,,,,,65.63893159999998,65.63893159999998,1,1,['2'],1,[0.004504899999972167],,001,2023-02-27_15h11.00.236,TMT_practice,2022.2.5,60.195744522053126,
12,['1'],1,TMTstop-A_1_plinestimulus9.png,TMTstop-A_1_pgreenlinestimulus9.png,TMTstop-A_1_predlinestimulus9.png,10,,,,,0,11,11,11,,,,,65.71573309999997,65.71573309999997,2,0,"['3', '1']",1,"[-0.02160400000008167, 0.22687189999993507]",,001,2023-02-27_15h11.00.236,TMT_practice,2022.2.5,60.195744522053126,
13,['2'],2,TMTstop-A_1_plinestimulus10.png,TMTstop-A_1_pgreenlinestimulus10.png,TMTstop-A_1_predlinestimulus10.png,1,,,,,0,12,12,12,,,,,66.02881390000005,66.02881390000005,1,1,['2'],1,[-0.02330550000004905],,001,2023-02-27_15h11.00.236,TMT_practice,2022.2.5,60.195744522053126,
14,['3'],3,TMTstop-A_1_plinestimulus11.png,TMTstop-A_1_pgreenlinestimulus11.png,TMTstop-A_1_predlinestimulus11.png,None,,,,,0,13,13,13,,,,,66.11312139999995,66.11312139999995,1,1,['3'],1,[0.0037700999999401574],,001,2023-02-27_15h11.00.236,TMT_practice,2022.2.5,60.195744522053126,
15,['1'],1,TMTstop-A_1_plinestimulus12.png,TMTstop-A_1_pgreenlinestimulus12.png,TMTstop-A_1_predlinestimulus12.png,None,,,,,0,14,14,14,,,,,66.20522540000002,66.20522540000002,1,1,['1'],1,[0.15149649999995063],,001,2023-02-27_15h11.00.236,TMT_practice,2022.2.5,60.195744522053126,
16,['3'],3,TMTstop-A_1_plinestimulus13.png,TMTstop-A_1_pgreenlinestimulus13.png,TMTstop-A_1_predlinestimulus13.png,None,,,,,0,15,15,15,,,,,66.43206469999996,66.43206469999996,2,0,"['2', '3']",1,"[-0.015516699999977845, 0.11769469999995863]",,001,2023-02-27_15h11.00.236,TMT_practice,2022.2.5,60.195744522053126,
17,['1'],1,TMTstop-A_1_plinestimulus14.png,TMTstop-A_1_pgreenlinestimulus14.png,TMTstop-A_1_predlinestimulus14.png,None,,,,,0,16,16,16,,,,,66.65910570000005,66.65910570000005,1,1,['1'],1,[0.12053669999994554],,001,2023-02-27_15h11.00.236,TMT_practice,2022.2.5,60.195744522053126,
18,['2'],2,TMTstop-A_1_plinestimulus15.png,TMTstop-A_1_pgreenlinestimulus15.png,TMTstop-A_1_predlinestimulus15.png,None,,,,,0,17,17,17,,,,,66.89253880000001,66.89253880000001,1,1,['2'],1,[-0.02037599999999884],,001,2023-02-27_15h11.00.236,TMT_practice,2022.2.5,60.195744522053126,
19,['3'],3,TMTstop-A_1_plinestimulus16.png,TMTstop-A_1_pgreenlinestimulus16.png,TMTstop-A_1_predlinestimulus16.png,None,,,,,0,18,18,18,,,,,66.98097129999996,66.98097129999996,1,1,['3'],1,[-0.0534815999999978],,001,2023-02-27_15h11.00.236,TMT_practice,2022.2.5,60.195744522053126,
20,['2'],2,TMTstop-A_1_plinestimulus17.png,TMTstop-A_1_pgreenlinestimulus17.png,TMTstop-A_1_predlinestimulus17.png,None,,,,,0,19,19,19,,,,,67.06788900000004,67.06788900000004,2,0,"['1', '2']",1,"[0.11997549999995272, 0.13302960000004305]",,001,2023-02-27_15h11.00.236,TMT_practice,2022.2.5,60.195744522053126,
21,['3'],3,TMTstop-A_1_plinestimulus18.png,TMTstop-A_1_pgreenlinestimulus18.png,TMTstop-A_1_predlinestimulus18.png,None,,,,,0,20,20,20,,,,,67.3769734,67.3769734,1,1,['3'],1,[0.02604219999994939],,001,2023-02-27_15h11.00.236,TMT_practice,2022.2.5,60.195744522053126,
22,['1'],1,TMTstop-A_1_plinestimulus19.png,TMTstop-A_1_pgreenlinestimulus19.png,TMTstop-A_1_predlinestimulus19.png,None,,,,,0,21,21,21,,,,,67.4860827,67.4860827,1,1,['1'],1,[0.21619409999988193],,001,2023-02-27_15h11.00.236,TMT_practice,2022.2.5,60.195744522053126,
23,['2'],2,TMTstop-A_1_plinestimulus20.png,TMTstop-A_1_pgreenlinestimulus20.png,TMTstop-A_1_predlinestimulus20.png,None,,,,,0,22,22,22,,,,,67.78514500000006,67.78514500000006,1,1,['2'],1,[-0.018766400000060912],,001,2023-02-27_15h11.00.236,TMT_practice,2022.2.5,60.195744522053126,
24,['3'],3,TMTstop-A_1_plinestimulus21.png,TMTstop-A_1_pgreenlinestimulus21.png,TMTstop-A_1_predlinestimulus21.png,None,,,,,0,23,23,23,,,,,67.86576490000004,67.86576490000004,1,1,['3'],1,[-0.057502700000043205],,001,2023-02-27_15h11.00.236,TMT_practice,2022.2.5,60.195744522053126,
25,['2'],2,TMTstop-A_1_plinestimulus22.png,TMTstop-A_1_pgreenlinestimulus22.png,TMTstop-A_1_predlinestimulus22.png,None,,,,,0,24,24,24,,,,,67.93244010000001,67.93244010000001,2,0,"['1', '2']",1,"[0.25752210000001696, 0.3147025000000099]",,001,2023-02-27_15h11.00.236,TMT_practice,2022.2.5,60.195744522053126,
None,None,None,TMTstop-A_1_plinestimulus23.png,TMTstop-A_1_pgreenlinestimulus23.png,TMTstop-A_1_predlinestimulus23.png,None,,,,,0,25,25,25,,,,,68.3533946,68.3533946,1,1,['3'],0,[0.006621299999949315],,001,2023-02-27_15h11.00.236,TMT_practice,2022.2.5,60.195744522053126,
1,['3'],3,TMTstop-B_1_p.png,TMTstop-B_1_p.png,TMTstop-B_1_p.png,10,,,,,,,,,0,0,0,0,82.20152930000006,82.20152930000006,1,1,['3'],1,[1.4396931999999083],,001,2023-02-27_15h11.00.236,TMT_practice,2022.2.5,60.195744522053126,
A,['1'],1,TMTstop-B_1_p.png,TMTstop-B_1_pfirstgreen.png,TMTstop-B_1_pfirstred.png,10,,,,,,,,,0,1,1,1,83.72506220000002,83.72506220000002,1,1,['1'],1,[0.9888902999999232],,001,2023-02-27_15h11.00.236,TMT_practice,2022.2.5,60.195744522053126,
2,['2'],2,TMTstop-B_1_plinestimulus0.png,TMTstop-B_1_pgreenlinestimulus0.png,TMTstop-B_1_predlinestimulus0.png,10,,,,,,,,,0,2,2,2,84.79521750000004,84.79521750000004,1,1,['2'],1,[0.2328745999998887],,001,2023-02-27_15h11.00.236,TMT_practice,2022.2.5,60.195744522053126,
B,['3'],3,TMTstop-B_1_plinestimulus1.png,TMTstop-B_1_pgreenlinestimulus1.png,TMTstop-B_1_predlinestimulus1.png,10,,,,,,,,,0,3,3,3,85.12114900000006,85.12114900000006,3,0,"['1', '2', '3']",1,"[0.26020749999992177, 0.36814359999999624, 0.40830919999990556]",,001,2023-02-27_15h11.00.236,TMT_practice,2022.2.5,60.195744522053126,
3,['1'],1,TMTstop-B_1_plinestimulus2.png,TMTstop-B_1_pgreenlinestimulus2.png,TMTstop-B_1_predlinestimulus2.png,10,,,,,,,,,0,4,4,4,85.66234970000005,85.66234970000005,1,1,['1'],1,[0.12872759999987693],,001,2023-02-27_15h11.00.236,TMT_practice,2022.2.5,60.195744522053126,
C,['3'],3,TMTstop-B_1_plinestimulus3.png,TMTstop-B_1_pgreenlinestimulus3.png,TMTstop-B_1_predlinestimulus3.png,10,,,,,,,,,0,5,5,5,85.86175830000002,85.86175830000002,2,0,"['2', '3']",1,"[0.043237999999917065, 0.1097180999999523]",,001,2023-02-27_15h11.00.236,TMT_practice,2022.2.5,60.195744522053126,
4,['1'],1,TMTstop-B_1_plinestimulus4.png,TMTstop-B_1_pgreenlinestimulus4.png,TMTstop-B_1_predlinestimulus4.png,10,,,,,,,,,0,6,6,6,86.07836799999995,86.07836799999995,1,1,['1'],1,[0.13014500000002727],,001,2023-02-27_15h11.00.236,TMT_practice,2022.2.5,60.195744522053126,
D,['3'],3,TMTstop-B_1_plinestimulus5.png,TMTstop-B_1_pgreenlinestimulus5.png,TMTstop-B_1_predlinestimulus5.png,10,,,,,,,,,0,7,7,7,86.27993219999996,86.27993219999996,2,0,"['2', '3']",1,"[-0.012529700000015964, 0.08593609999996943]",,001,2023-02-27_15h11.00.236,TMT_practice,2022.2.5,60.195744522053126,
5,['2'],2,TMTstop-B_1_plinestimulus6.png,TMTstop-B_1_pgreenlinestimulus6.png,TMTstop-B_1_predlinestimulus6.png,10,,,,,,,,,0,8,8,8,86.47783730000003,86.47783730000003,2,0,"['1', '2']",1,"[0.12516639999995505, 0.1961985999999456]",,001,2023-02-27_15h11.00.236,TMT_practice,2022.2.5,60.195744522053126,
E,['1'],1,TMTstop-B_1_plinestimulus7.png,TMTstop-B_1_pgreenlinestimulus7.png,TMTstop-B_1_predlinestimulus7.png,10,,,,,,,,,0,9,9,9,86.74675760000002,86.74675760000002,5,0,"['3', '1', '2', '3', '1']",1,"[-0.009563700000001063, 0.24933369999990873, 0.25699769999988575, 0.420102399999962, 0.6539182999999298]",,001,2023-02-27_15h11.00.236,TMT_practice,2022.2.5,60.195744522053126,
6,['3'],3,TMTstop-B_1_plinestimulus8.png,TMTstop-B_1_pgreenlinestimulus8.png,TMTstop-B_1_predlinestimulus8.png,10,,,,,,,,,0,10,10,10,87.49159220000001,87.49159220000001,2,0,"['2', '3']",1,"[-0.01108670000002121, 0.07129329999992251]",,001,2023-02-27_15h11.00.236,TMT_practice,2022.2.5,60.195744522053126,
F,['1'],1,TMTstop-B_1_plinestimulus9.png,TMTstop-B_1_pgreenlinestimulus9.png,TMTstop-B_1_predlinestimulus9.png,10,,,,,,,,,0,11,11,11,87.64094369999998,87.64094369999998,1,1,['1'],1,[0.1920942999999511],,001,2023-02-27_15h11.00.236,TMT_practice,2022.2.5,60.195744522053126,
7,['3'],3,TMTstop-B_1_plinestimulus10.png,TMTstop-B_1_pgreenlinestimulus10.png,TMTstop-B_1_predlinestimulus10.png,1,,,,,,,,,0,12,12,12,87.91296929999999,87.91296929999999,2,0,"['2', '3']",1,"[-0.01901350000008506, 0.061186799999916275]",,001,2023-02-27_15h11.00.236,TMT_practice,2022.2.5,60.195744522053126,
G,['1'],1,TMTstop-B_1_plinestimulus11.png,TMTstop-B_1_pgreenlinestimulus11.png,TMTstop-B_1_predlinestimulus11.png,None,,,,,,,,,0,13,13,13,88.06236580000007,88.06236580000007,1,1,['1'],1,[0.17696559999995998],,001,2023-02-27_15h11.00.236,TMT_practice,2022.2.5,60.195744522053126,
8,['2'],2,TMTstop-B_1_plinestimulus12.png,TMTstop-B_1_pgreenlinestimulus12.png,TMTstop-B_1_predlinestimulus12.png,None,,,,,,,,,0,14,14,14,88.31243840000002,88.31243840000002,1,1,['2'],1,[-0.01023749999995971],,001,2023-02-27_15h11.00.236,TMT_practice,2022.2.5,60.195744522053126,
H,['3'],3,TMTstop-B_1_plinestimulus13.png,TMTstop-B_1_pgreenlinestimulus13.png,TMTstop-B_1_predlinestimulus13.png,None,,,,,,,,,0,15,15,15,88.39254589999996,88.39254589999996,1,1,['3'],1,[-0.013382299999932457],,001,2023-02-27_15h11.00.236,TMT_practice,2022.2.5,60.195744522053126,
9,['2'],2,TMTstop-B_1_plinestimulus14.png,TMTstop-B_1_pgreenlinestimulus14.png,TMTstop-B_1_predlinestimulus14.png,None,,,,,,,,,0,16,16,16,88.4728394,88.4728394,2,0,"['1', '2']",1,"[0.16906959999988658, 0.19909369999987803]",,001,2023-02-27_15h11.00.236,TMT_practice,2022.2.5,60.195744522053126,
I,['3'],3,TMTstop-B_1_plinestimulus15.png,TMTstop-B_1_pgreenlinestimulus15.png,TMTstop-B_1_predlinestimulus15.png,None,,,,,,,,,0,17,17,17,88.75307850000002,88.75307850000002,1,1,['3'],1,[0.031417999999973745],,001,2023-02-27_15h11.00.236,TMT_practice,2022.2.5,60.195744522053126,
10,['1'],1,TMTstop-B_1_plinestimulus16.png,TMTstop-B_1_pgreenlinestimulus16.png,TMTstop-B_1_predlinestimulus16.png,None,,,,,,,,,0,18,18,18,88.86274319999995,88.86274319999995,1,1,['1'],1,[0.17379659999988917],,001,2023-02-27_15h11.00.236,TMT_practice,2022.2.5,60.195744522053126,
J,['3'],3,TMTstop-B_1_plinestimulus17.png,TMTstop-B_1_pgreenlinestimulus17.png,TMTstop-B_1_predlinestimulus17.png,None,,,,,,,,,0,19,19,19,89.11375729999997,89.11375729999997,2,0,"['2', '3']",1,"[-0.025257100000033006, 0.044639699999891036]",,001,2023-02-27_15h11.00.236,TMT_practice,2022.2.5,60.195744522053126,
11,['1'],1,TMTstop-B_1_plinestimulus18.png,TMTstop-B_1_pgreenlinestimulus18.png,TMTstop-B_1_predlinestimulus18.png,None,,,,,,,,,0,20,20,20,89.27085850000003,89.27085850000003,1,1,['1'],1,[0.15164239999995743],,001,2023-02-27_15h11.00.236,TMT_practice,2022.2.5,60.195744522053126,
K,['3'],3,TMTstop-B_1_plinestimulus19.png,TMTstop-B_1_pgreenlinestimulus19.png,TMTstop-B_1_predlinestimulus19.png,None,,,,,,,,,0,21,21,21,89.49428499999999,89.49428499999999,2,0,"['2', '3']",1,"[-0.05092330000007905, 0.07088449999986324]",,001,2023-02-27_15h11.00.236,TMT_practice,2022.2.5,60.195744522053126,
12,['1'],1,TMTstop-B_1_plinestimulus20.png,TMTstop-B_1_pgreenlinestimulus20.png,TMTstop-B_1_predlinestimulus20.png,None,,,,,,,,,0,22,22,22,89.66214579999996,89.66214579999996,1,1,['1'],1,[0.1278329999999528],,001,2023-02-27_15h11.00.236,TMT_practice,2022.2.5,60.195744522053126,
L,['2'],2,TMTstop-B_1_plinestimulus21.png,TMTstop-B_1_pgreenlinestimulus21.png,TMTstop-B_1_predlinestimulus21.png,None,,,,,,,,,0,23,23,23,89.85944459999996,89.85944459999996,1,1,['2'],1,[-0.05671760000012682],,001,2023-02-27_15h11.00.236,TMT_practice,2022.2.5,60.195744522053126,
13,['3'],3,TMTstop-B_1_plinestimulus22.png,TMTstop-B_1_pgreenlinestimulus22.png,TMTstop-B_1_predlinestimulus22.png,None,,,,,,,,,0,24,24,24,89.92647480000005,89.92647480000005,1,1,['3'],1,[0.0011254000000349151],,001,2023-02-27_15h11.00.236,TMT_practice,2022.2.5,60.195744522053126,
None,None,None,TMTstop-B_1_plinestimulus23.png,TMTstop-B_1_pgreenlinestimulus23.png,TMTstop-B_1_predlinestimulus23.png,None,,,,,,,,,0,25,25,25,90.01258400000006,90.01258400000006,3,0,"['1', '2', '3']",0,"[0.4387258999999517, 0.44502469999991945, 0.5510919999999828]",,001,2023-02-27_15h11.00.236,TMT_practice,2022.2.5,60.195744522053126,
