Block_file,Condition_rows,NumberLetter,corrAns,Correct,StimFile,Correct_StimFile,False_StimFile,Block,TrialNumber_session,Blocks_TMTControl.thisRepN,Blocks_TMTControl.thisTrialN,Blocks_TMTControl.thisN,Blocks_TMTControl.thisIndex,trials_TMTControl.thisRepN,trials_TMTControl.thisTrialN,trials_TMTControl.thisN,trials_TMTControl.thisIndex,Blocks_TMTA.thisRepN,Blocks_TMTA.thisTrialN,Blocks_TMTA.thisN,Blocks_TMTA.thisIndex,trials_TMTA.thisRepN,trials_TMTA.thisTrialN,trials_TMTA.thisN,trials_TMTA.thisIndex,Blocks_TMTB.thisRepN,Blocks_TMTB.thisTrialN,Blocks_TMTB.thisN,Blocks_TMTB.thisIndex,trials_TMTB.thisRepN,trials_TMTB.thisTrialN,trials_TMTB.thisN,trials_TMTB.thisIndex,Attempts,First_attempt,Stim.started,Stim.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
TMTstop-Control_1_1.xlsx,0:26,23,['3'],3,TMTstop-control_1_1linestimulus20.png,TMTstop-control_1_1greenlinestimulus20.png,TMTstop-control_1_1redlinestimulus20.png,1,23,0,0,0,0,0,22,22,22,,,,,,,,,,,,,,,,,2,0,22.335752200102434,None,"['2', '3']",1,"[-0.01851900015026331, 0.09738179994747043]",22.335752200102434,None,,001,2022_Feb_02_1703,TMTAstop-A,2021.2.3,145.11702956511184,
TMTstop-Control_1_1.xlsx,0:26,24,['1'],1,TMTstop-control_1_1linestimulus21.png,TMTstop-control_1_1greenlinestimulus21.png,TMTstop-control_1_1redlinestimulus21.png,1,24,0,0,0,0,0,23,23,23,,,,,,,,,,,,,,,,,1,1,22.53012440004386,None,['1'],1,[0.049041599966585636],22.53012440004386,None,,001,2022_Feb_02_1703,TMTAstop-A,2021.2.3,145.11702956511184,
TMTstop-Control_1_1.xlsx,0:26,25,['3'],3,TMTstop-control_1_1linestimulus22.png,TMTstop-control_1_1greenlinestimulus22.png,TMTstop-control_1_1redlinestimulus22.png,1,25,0,0,0,0,0,24,24,24,,,,,,,,,,,,,,,,,2,0,22.662439200095832,None,"['2', '3']",1,"[-0.04373560007661581, 0.07270619994960725]",22.662439200095832,None,,001,2022_Feb_02_1703,TMTAstop-A,2021.2.3,145.11702956511184,
TMTstop-Control_1_1.xlsx,0:26,None,None,None,TMTstop-control_1_1linestimulus23.png,TMTstop-control_1_1greenlinestimulus23.png,TMTstop-control_1_1redlinestimulus23.png,1,Feedback_last,0,0,0,0,0,25,25,25,,,,,,,,,,,,,,,,,3,0,22.821765300119296,None,"['1', '2', '3']",0,"[0.05120839993469417, 0.11251899995841086, 0.21094870008528233]",22.821765300119296,None,,001,2022_Feb_02_1703,TMTAstop-A,2021.2.3,145.11702956511184,
TMTstop-Control_1_2.xlsx,26:52,1,['1'],1,TMTstop-control_1_2.png,TMTstop-control_1_2.png,TMTstop-control_1_2.png,2,26,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,1,1,26.989257500041276,None,['1'],1,[0.5488293000962585],26.989257500041276,None,,001,2022_Feb_02_1703,TMTAstop-A,2021.2.3,145.11702956511184,
TMTstop-Control_1_2.xlsx,26:52,2,['3'],3,TMTstop-control_1_2.png,TMTstop-control_1_2firstgreen.png,TMTstop-control_1_2firstred.png,2,27,0,1,1,1,0,1,1,1,,,,,,,,,,,,,,,,,2,0,27.614026400027797,None,"['2', '3']",1,"[-0.038700300035998225, 0.0749205001629889]",27.614026400027797,None,,001,2022_Feb_02_1703,TMTAstop-A,2021.2.3,145.11702956511184,
TMTstop-Control_1_2.xlsx,26:52,3,['2'],2,TMTstop-control_1_2linestimulus0.png,TMTstop-control_1_2greenlinestimulus0.png,TMTstop-control_1_2redlinestimulus0.png,2,28,0,1,1,1,0,2,2,2,,,,,,,,,,,,,,,,,2,0,27.772879700176418,None,"['1', '2']",1,"[0.062994500156492, 0.08507370017468929]",27.772879700176418,None,,001,2022_Feb_02_1703,TMTAstop-A,2021.2.3,145.11702956511184,
TMTstop-Control_1_2.xlsx,26:52,4,['3'],3,TMTstop-control_1_2linestimulus1.png,TMTstop-control_1_2greenlinestimulus1.png,TMTstop-control_1_2redlinestimulus1.png,2,29,0,1,1,1,0,3,3,3,,,,,,,,,,,,,,,,,1,1,27.953453400172293,None,['3'],1,[0.0063304000068455935],27.953453400172293,None,,001,2022_Feb_02_1703,TMTAstop-A,2021.2.3,145.11702956511184,
TMTstop-Control_1_2.xlsx,26:52,5,['1'],1,TMTstop-control_1_2linestimulus2.png,TMTstop-control_1_2greenlinestimulus2.png,TMTstop-control_1_2redlinestimulus2.png,2,30,0,1,1,1,0,4,4,4,,,,,,,,,,,,,,,,,1,1,28.045048700179905,None,['1'],1,[0.044024999951943755],28.045048700179905,None,,001,2022_Feb_02_1703,TMTAstop-A,2021.2.3,145.11702956511184,
TMTstop-Control_1_2.xlsx,26:52,6,['3'],3,TMTstop-control_1_2linestimulus3.png,TMTstop-control_1_2greenlinestimulus3.png,TMTstop-control_1_2redlinestimulus3.png,2,31,0,1,1,1,0,5,5,5,,,,,,,,,,,,,,,,,2,0,28.161964600207284,None,"['2', '3']",1,"[-0.036550800083205104, 0.052107400028035045]",28.161964600207284,None,,001,2022_Feb_02_1703,TMTAstop-A,2021.2.3,145.11702956511184,
