NumberLetter,corrAns,StimFile,Correct_StimFile,False_StimFile,DurationTrial,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Instruct.started,Instruct.stopped,text_2.started,text_2.stopped,Stim.started,Stim.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
1,['2'],TMTstop-B_1_1.png,TMTstop-B_1_1.png,TMTstop-B_1_1.png,10,0,0,0,0,5.9616072999779135,None,5.9616072999779135,None,7.189585999934934,None,['2'],1,[0.8469435001024976],7.189585999934934,None,,001,2021_Nov_03_1538,TMTAB,2021.2.3,144.4539784198239,
A,['1'],TMTstop-B_1_1.png,TMTstop-B_1_1firstgreen.png,TMTstop-B_1_1.png,10,0,1,1,1,,,,,8.126955599989742,None,['1'],1,[0.8224150000605732],8.126955599989742,None,,001,2021_Nov_03_1538,TMTAB,2021.2.3,144.4539784198239,
2,['3'],TMTstop-B_1_1linestimulus0.png,TMTstop-B_1_1greenlinestimulus0.png,TMTstop-B_1_1firstred.png,10,0,2,2,2,,,,,9.030149099999107,None,['3'],1,[0.6054420999716967],9.030149099999107,None,,001,2021_Nov_03_1538,TMTAB,2021.2.3,144.4539784198239,
B,['2'],TMTstop-B_1_1linestimulus1.png,TMTstop-B_1_1greenlinestimulus1.png,TMTstop-B_1_1redlinestimulus0.png,10,0,3,3,3,,,,,9.717879200004973,None,['2'],1,[0.3917444000253454],9.717879200004973,None,,001,2021_Nov_03_1538,TMTAB,2021.2.3,144.4539784198239,
3,['1'],TMTstop-B_1_1linestimulus2.png,TMTstop-B_1_1greenlinestimulus2.png,TMTstop-B_1_1redlinestimulus1.png,10,0,4,4,4,,,,,10.190069800009951,None,"['2', '2', '1']",1,"[0.9603784999344498, 1.5148930000141263, 2.072984099970199]",10.190069800009951,None,,001,2021_Nov_03_1538,TMTAB,2021.2.3,144.4539784198239,
C,['2'],TMTstop-B_1_1linestimulus3.png,TMTstop-B_1_1greenlinestimulus3.png,TMTstop-B_1_1redlinestimulus2.png,10,0,5,5,5,,,,,12.335804900038056,None,"['3', '2']",1,"[0.6651042000157759, 0.9640684999758378]",12.335804900038056,None,,001,2021_Nov_03_1538,TMTAB,2021.2.3,144.4539784198239,
4,['1'],TMTstop-B_1_1linestimulus4.png,TMTstop-B_1_1greenlinestimulus4.png,TMTstop-B_1_1redlinestimulus3.png,10,0,6,6,6,,,,,13.377297300030477,None,"['2', '3', '1']",1,"[0.42451549996621907, 0.7526918000075966, 0.9306424999376759]",13.377297300030477,None,,001,2021_Nov_03_1538,TMTAB,2021.2.3,144.4539784198239,
D,['2'],TMTstop-B_1_1linestimulus5.png,TMTstop-B_1_1greenlinestimulus5.png,TMTstop-B_1_1redlinestimulus4.png,10,0,7,7,7,,,,,14.384859699988738,None,['2'],1,[0.05805630004033446],14.384859699988738,None,,001,2021_Nov_03_1538,TMTAB,2021.2.3,144.4539784198239,
5,['3'],TMTstop-B_1_1linestimulus6.png,TMTstop-B_1_1greenlinestimulus6.png,TMTstop-B_1_1redlinestimulus5.png,10,0,8,8,8,,,,,14.523287300020456,None,['3'],1,[0.0736645000288263],14.523287300020456,None,,001,2021_Nov_03_1538,TMTAB,2021.2.3,144.4539784198239,
E,['1'],TMTstop-B_1_1linestimulus7.png,TMTstop-B_1_1greenlinestimulus7.png,TMTstop-B_1_1redlinestimulus6.png,10,0,9,9,9,,,,,14.683221300016157,None,['1'],1,[0.07752689998596907],14.683221300016157,None,,001,2021_Nov_03_1538,TMTAB,2021.2.3,144.4539784198239,
6,['3'],TMTstop-B_1_1linestimulus8.png,TMTstop-B_1_1greenlinestimulus8.png,TMTstop-B_1_1redlinestimulus7.png,10,0,10,10,10,,,,,14.8425794999348,None,"['2', '3']",1,"[0.06168529996648431, 0.2936300999717787]",14.8425794999348,None,,001,2021_Nov_03_1538,TMTAB,2021.2.3,144.4539784198239,
F,['2'],TMTstop-B_1_1linestimulus9.png,TMTstop-B_1_1greenlinestimulus9.png,TMTstop-B_1_1redlinestimulus8.png,10,0,11,11,11,,,,,15.224961700034328,None,"['1', '2']",1,"[0.05663529993034899, 0.14814239996485412]",15.224961700034328,None,,001,2021_Nov_03_1538,TMTAB,2021.2.3,144.4539784198239,
7,['1'],TMTstop-B_1_1linestimulus10.png,TMTstop-B_1_1greenlinestimulus10.png,TMTstop-B_1_1redlinestimulus9.png,1,0,12,12,12,,,,,15.454411400016397,None,"['3', '1']",1,"[0.006539899972267449, 0.13956729997880757]",15.454411400016397,None,,001,2021_Nov_03_1538,TMTAB,2021.2.3,144.4539784198239,
G,['3'],TMTstop-B_1_1linestimulus11.png,TMTstop-B_1_1greenlinestimulus11.png,TMTstop-B_1_1redlinestimulus10.png,None,0,13,13,13,,,,,15.6760546999285,None,"['2', '3']",1,"[-0.021972700022161007, 0.05439119995571673]",15.6760546999285,None,,001,2021_Nov_03_1538,TMTAB,2021.2.3,144.4539784198239,
