Block_file,Condition_rows,NumberLetter,corrAns,Correct,StimFile,Correct_StimFile,False_StimFile,Block,TrialNumber_session,restartpractice.thisRepN,restartpractice.thisTrialN,restartpractice.thisN,restartpractice.thisIndex,trials_practice.thisRepN,trials_practice.thisTrialN,trials_practice.thisN,trials_practice.thisIndex,Blocks_loop.thisRepN,Blocks_loop.thisTrialN,Blocks_loop.thisN,Blocks_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Attempts,First_attempt,Stim.started,Stim.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
TMTstop-A_1_1.xlsx,0:26,1,['2'],2,TMTstop-A_1_1.png,TMTstop-A_1_1.png,TMTstop-A_1_1.png,1,1,,,,,,,,,0,0,0,0,0,0,0,0,2,1,19.175091000040993,None,"['1', '2']",1,"[0.3718693000264466, 0.4795452000107616]",19.175091000040993,None,,001,2022_Feb_02_1501,TMTAstop-A,2021.2.3,144.71340213994173,
TMTstop-A_1_1.xlsx,0:26,2,['1'],1,TMTstop-A_1_1.png,TMTstop-A_1_1firstgreen.png,TMTstop-A_1_1firstred.png,1,2,,,,,,,,,0,0,0,0,0,1,1,1,2,1,19.755807999987155,None,"['3', '1']",1,"[-0.03898759977892041, 0.11712670000270009]",19.755807999987155,None,,001,2022_Feb_02_1501,TMTAstop-A,2021.2.3,144.71340213994173,
TMTstop-A_1_1.xlsx,0:26,3,['2'],2,TMTstop-A_1_1linestimulus0.png,TMTstop-A_1_1greenlinestimulus0.png,TMTstop-A_1_1redlinestimulus0.png,1,3,,,,,,,,,0,0,0,0,0,2,2,2,1,1,19.957741199992597,None,['2'],1,[-0.025844499934464693],19.957741199992597,None,,001,2022_Feb_02_1501,TMTAstop-A,2021.2.3,144.71340213994173,
TMTstop-A_1_1.xlsx,0:26,4,['3'],3,TMTstop-A_1_1linestimulus1.png,TMTstop-A_1_1greenlinestimulus1.png,TMTstop-A_1_1redlinestimulus1.png,1,4,,,,,,,,,0,0,0,0,0,3,3,3,1,1,20.04043689998798,None,['3'],1,[-0.02572619984857738],20.04043689998798,None,,001,2022_Feb_02_1501,TMTAstop-A,2021.2.3,144.71340213994173,
TMTstop-A_1_1.xlsx,0:26,5,['2'],2,TMTstop-A_1_1linestimulus2.png,TMTstop-A_1_1greenlinestimulus2.png,TMTstop-A_1_1redlinestimulus2.png,1,5,,,,,,,,,0,0,0,0,0,4,4,4,2,1,20.116903600050136,None,"['1', '2']",1,"[0.03903879993595183, 0.09560150001198053]",20.116903600050136,None,,001,2022_Feb_02_1501,TMTAstop-A,2021.2.3,144.71340213994173,
TMTstop-A_1_1.xlsx,0:26,6,['3'],3,TMTstop-A_1_1linestimulus3.png,TMTstop-A_1_1greenlinestimulus3.png,TMTstop-A_1_1redlinestimulus3.png,1,6,,,,,,,,,0,0,0,0,0,5,5,5,1,1,20.32010730006732,None,['3'],1,[-0.003770099952816963],20.32010730006732,None,,001,2022_Feb_02_1501,TMTAstop-A,2021.2.3,144.71340213994173,
TMTstop-A_1_1.xlsx,0:26,7,['2'],2,TMTstop-A_1_1linestimulus4.png,TMTstop-A_1_1greenlinestimulus4.png,TMTstop-A_1_1redlinestimulus4.png,1,7,,,,,,,,,0,0,0,0,0,6,6,6,2,1,20.400814600056037,None,"['1', '2']",1,"[0.0492956000380218, 0.1258702001068741]",20.400814600056037,None,,001,2022_Feb_02_1501,TMTAstop-A,2021.2.3,144.71340213994173,
TMTstop-A_1_1.xlsx,0:26,8,['1'],1,TMTstop-A_1_1linestimulus5.png,TMTstop-A_1_1greenlinestimulus5.png,TMTstop-A_1_1redlinestimulus5.png,1,8,,,,,,,,,0,0,0,0,0,7,7,7,2,1,20.616820099996403,None,"['3', '1']",1,"[-0.0024554000701755285, 0.1312241000123322]",20.616820099996403,None,,001,2022_Feb_02_1501,TMTAstop-A,2021.2.3,144.71340213994173,
TMTstop-A_1_1.xlsx,0:26,9,['2'],2,TMTstop-A_1_1linestimulus6.png,TMTstop-A_1_1greenlinestimulus6.png,TMTstop-A_1_1redlinestimulus6.png,1,9,,,,,,,,,0,0,0,0,0,8,8,8,1,1,20.826000300003216,None,['2'],1,[0.013267200207337737],20.826000300003216,None,,001,2022_Feb_02_1501,TMTAstop-A,2021.2.3,144.71340213994173,
TMTstop-A_1_1.xlsx,0:26,10,['1'],1,TMTstop-A_1_1linestimulus7.png,TMTstop-A_1_1greenlinestimulus7.png,TMTstop-A_1_1redlinestimulus7.png,1,10,,,,,,,,,0,0,0,0,0,9,9,9,2,1,20.915427800035104,None,"['3', '1']",1,"[0.00503610004670918, 0.1569626999553293]",20.915427800035104,None,,001,2022_Feb_02_1501,TMTAstop-A,2021.2.3,144.71340213994173,
TMTstop-A_1_1.xlsx,0:26,11,['2'],2,TMTstop-A_1_1linestimulus8.png,TMTstop-A_1_1greenlinestimulus8.png,TMTstop-A_1_1redlinestimulus8.png,1,11,,,,,,,,,0,0,0,0,0,10,10,10,1,1,21.17251339997165,None,['2'],1,[-0.032336900010704994],21.17251339997165,None,,001,2022_Feb_02_1501,TMTAstop-A,2021.2.3,144.71340213994173,
TMTstop-A_1_1.xlsx,0:26,12,['3'],3,TMTstop-A_1_1linestimulus9.png,TMTstop-A_1_1greenlinestimulus9.png,TMTstop-A_1_1redlinestimulus9.png,1,12,,,,,,,,,0,0,0,0,0,11,11,11,1,1,21.248785899952054,None,['3'],1,[0.0026223999448120594],21.248785899952054,None,,001,2022_Feb_02_1501,TMTAstop-A,2021.2.3,144.71340213994173,
TMTstop-A_1_1.xlsx,0:26,13,['2'],2,TMTstop-A_1_1linestimulus10.png,TMTstop-A_1_1greenlinestimulus10.png,TMTstop-A_1_1redlinestimulus10.png,1,13,,,,,,,,,0,0,0,0,0,12,12,12,2,1,21.339210599893704,None,"['1', '2']",1,"[0.05432510003447533, 0.1543068999890238]",21.339210599893704,None,,001,2022_Feb_02_1501,TMTAstop-A,2021.2.3,144.71340213994173,
TMTstop-A_1_1.xlsx,0:26,14,['3'],3,TMTstop-A_1_1linestimulus11.png,TMTstop-A_1_1greenlinestimulus11.png,TMTstop-A_1_1redlinestimulus11.png,1,14,,,,,,,,,0,0,0,0,0,13,13,13,1,1,21.596603200072423,None,['3'],1,[-0.019265000009909272],21.596603200072423,None,,001,2022_Feb_02_1501,TMTAstop-A,2021.2.3,144.71340213994173,
TMTstop-A_1_1.xlsx,0:26,15,['1'],1,TMTstop-A_1_1linestimulus12.png,TMTstop-A_1_1greenlinestimulus12.png,TMTstop-A_1_1redlinestimulus12.png,1,15,,,,,,,,,0,0,0,0,0,14,14,14,1,1,21.67339439992793,None,['1'],1,[0.059908200055360794],21.67339439992793,None,,001,2022_Feb_02_1501,TMTAstop-A,2021.2.3,144.71340213994173,
TMTstop-A_1_1.xlsx,0:26,16,['3'],3,TMTstop-A_1_1linestimulus13.png,TMTstop-A_1_1greenlinestimulus13.png,TMTstop-A_1_1redlinestimulus13.png,1,16,,,,,,,,,0,0,0,0,0,15,15,15,2,1,21.812296899966896,None,"['2', '3']",1,"[0.006659599952399731, 0.11187849985435605]",21.812296899966896,None,,001,2022_Feb_02_1501,TMTAstop-A,2021.2.3,144.71340213994173,
TMTstop-A_1_1.xlsx,0:26,17,['2'],2,TMTstop-A_1_1linestimulus14.png,TMTstop-A_1_1greenlinestimulus14.png,TMTstop-A_1_1redlinestimulus14.png,1,17,,,,,,,,,0,0,0,0,0,16,16,16,2,1,22.040849899873137,None,"['1', '2']",1,"[0.04348180000670254, 0.09459130000323057]",22.040849899873137,None,,001,2022_Feb_02_1501,TMTAstop-A,2021.2.3,144.71340213994173,
TMTstop-A_1_1.xlsx,0:26,18,['3'],3,TMTstop-A_1_1linestimulus15.png,TMTstop-A_1_1greenlinestimulus15.png,TMTstop-A_1_1redlinestimulus15.png,1,18,,,,,,,,,0,0,0,0,0,17,17,17,1,1,22.248770100064576,None,['3'],1,[0.011657200055196881],22.248770100064576,None,,001,2022_Feb_02_1501,TMTAstop-A,2021.2.3,144.71340213994173,
TMTstop-A_1_1.xlsx,0:26,19,['1'],1,TMTstop-A_1_1linestimulus16.png,TMTstop-A_1_1greenlinestimulus16.png,TMTstop-A_1_1redlinestimulus16.png,1,19,,,,,,,,,0,0,0,0,0,18,18,18,1,1,22.339245999930426,None,['1'],1,[0.07079549995251],22.339245999930426,None,,001,2022_Feb_02_1501,TMTAstop-A,2021.2.3,144.71340213994173,
TMTstop-A_1_1.xlsx,0:26,20,['3'],3,TMTstop-A_1_1linestimulus17.png,TMTstop-A_1_1greenlinestimulus17.png,TMTstop-A_1_1redlinestimulus17.png,1,20,,,,,,,,,0,0,0,0,0,19,19,19,2,1,22.49887160002254,None,"['2', '3']",1,"[-0.037302999990060925, 0.09618690004572272]",22.49887160002254,None,,001,2022_Feb_02_1501,TMTAstop-A,2021.2.3,144.71340213994173,
TMTstop-A_1_1.xlsx,0:26,21,['1'],1,TMTstop-A_1_1linestimulus18.png,TMTstop-A_1_1greenlinestimulus18.png,TMTstop-A_1_1redlinestimulus18.png,1,21,,,,,,,,,0,0,0,0,0,20,20,20,1,1,22.714082200080156,None,['1'],1,[0.025251700077205896],22.714082200080156,None,,001,2022_Feb_02_1501,TMTAstop-A,2021.2.3,144.71340213994173,
TMTstop-A_1_1.xlsx,0:26,22,['3'],3,TMTstop-A_1_1linestimulus19.png,TMTstop-A_1_1greenlinestimulus19.png,TMTstop-A_1_1redlinestimulus19.png,1,22,,,,,,,,,0,0,0,0,0,21,21,21,2,1,22.826013199985027,None,"['2', '3']",1,"[-0.0035166998859494925, 0.1302776001393795]",22.826013199985027,None,,001,2022_Feb_02_1501,TMTAstop-A,2021.2.3,144.71340213994173,
TMTstop-A_1_1.xlsx,0:26,23,['1'],1,TMTstop-A_1_1linestimulus20.png,TMTstop-A_1_1greenlinestimulus20.png,TMTstop-A_1_1redlinestimulus20.png,1,23,,,,,,,,,0,0,0,0,0,22,22,22,1,1,23.033541299868375,None,['1'],1,[0.45754180010408163],23.033541299868375,None,,001,2022_Feb_02_1501,TMTAstop-A,2021.2.3,144.71340213994173,
TMTstop-A_1_1.xlsx,0:26,24,['2'],2,TMTstop-A_1_1linestimulus21.png,TMTstop-A_1_1greenlinestimulus21.png,TMTstop-A_1_1redlinestimulus21.png,1,24,,,,,,,,,0,0,0,0,0,23,23,23,1,1,23.584172900067642,None,['2'],1,[0.6872680999804288],23.584172900067642,None,,001,2022_Feb_02_1501,TMTAstop-A,2021.2.3,144.71340213994173,
TMTstop-A_1_1.xlsx,0:26,25,['3'],3,TMTstop-A_1_1linestimulus22.png,TMTstop-A_1_1greenlinestimulus22.png,TMTstop-A_1_1redlinestimulus22.png,1,25,,,,,,,,,0,0,0,0,0,24,24,24,1,1,24.359794500051066,None,['3'],1,[0.8331138999201357],24.359794500051066,None,,001,2022_Feb_02_1501,TMTAstop-A,2021.2.3,144.71340213994173,
TMTstop-A_1_1.xlsx,0:26,None,None,None,TMTstop-A_1_1linestimulus23.png,TMTstop-A_1_1greenlinestimulus23.png,TMTstop-A_1_1redlinestimulus23.png,1,None,,,,,,,,,0,0,0,0,0,25,25,25,0,1,25.27655979990959,None,None,1,,25.27655979990959,None,,001,2022_Feb_02_1501,TMTAstop-A,2021.2.3,144.71340213994173,
TMTstop-A_1_2.xlsx,26:52,1,['3'],3,TMTstop-A_1_2.png,TMTstop-A_1_2.png,TMTstop-A_1_2.png,2,26,,,,,,,,,0,1,1,1,0,0,0,0,0,1,29.379511899896897,None,None,0,,29.379511899896897,None,,001,2022_Feb_02_1501,TMTAstop-A,2021.2.3,144.71340213994173,
