NumB_1_1erLetter,corrAns,StimFile,Correct_StimFile,False_StimFile,DurationTrial,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Instruct.started,Instruct.stopped,text_2.started,text_2.stopped,Stim.started,Stim.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
1,1,TMT-B_1_1.png,TMT-B_1_1.png,TMT-B_1_1.png,10,0,0,0,0,10.695826600000146,None,10.695826600000146,None,11.532183400006033,None,1,1,1.0435065999918152,11.532183400006033,None,,001,2021_Oct_28_1604,TMTAB,2021.2.3,None,
A,2,TMT-B_1_1.png,TMT-B_1_1firstgreen.png,TMT-B_1_1firstred.png,10,0,1,1,1,,,,,12.660811800006195,None,None,0,,12.660811800006195,None,,001,2021_Oct_28_1604,TMTAB,2021.2.3,None,
2,1,TMT-B_1_1linestimulus0.png,TMT-B_1_1greenlinestimulus0.png,TMT-B_1_1redlinestimulus0.png,10,0,2,2,2,,,,,12.794810499995947,None,1,1,1.115662299998803,12.794810499995947,None,,001,2021_Oct_28_1604,TMTAB,2021.2.3,None,
B,3,TMT-B_1_1linestimulus1.png,TMT-B_1_1greenlinestimulus1.png,TMT-B_1_1redlinestimulus1.png,10,0,3,3,3,,,,,14.00669970001618,None,None,0,,14.00669970001618,None,,001,2021_Oct_28_1604,TMTAB,2021.2.3,None,
