NumberLetter,corrAns,StimFile,Correct_StimFile,False_StimFile,DurationTrial,restartpractice.thisRepN,restartpractice.thisTrialN,restartpractice.thisN,restartpractice.thisIndex,trials_practice.thisRepN,trials_practice.thisTrialN,trials_practice.thisN,trials_practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Instruct.started,Instruct.stopped,text_2.started,text_2.stopped,polygon.started,polygon.stopped,Stim_practice.started,Stim_practice.stopped,key_resp_practice.keys,key_resp_practice.rt,key_resp_practice.started,key_resp_practice.stopped,text_5.started,text_5.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,participant,session,date,expName,psychopyVersion,frameRate,
1,['1'],TMTstop-A_1_practice.png,TMTstop-A_1_practice.png,TMTstop-A_1_practice.png,10,0,0,0,0,0,0,0,0,,,,,6.371112200002244,None,6.371112200002244,None,12.688789399995585,None,15.739120899997943,None,1,0.8958624000006239,15.739120899997943,None,,,,,,,,001,2021_Nov_15_1435,TMTAB,2021.2.3,143.22379576802396,
2,['2'],TMTstop-A_1_practice.png,TMTstop-A_1_practicefirstgreen.png,TMTstop-A_1_practicefirstred.png,10,0,0,0,0,0,1,1,1,,,,,,,,,,,16.711415599995235,None,2,0.1409090999950422,16.711415599995235,None,,,,,,,,001,2021_Nov_15_1435,TMTAB,2021.2.3,143.22379576802396,
3,['3'],TMTstop-A_1_practicelinestimulus0.png,TMTstop-A_1_practicegreenlinestimulus0.png,TMTstop-A_1_practiceredlinestimulus0.png,10,0,0,0,0,0,2,2,2,,,,,,,,,,,16.93433979999827,None,3,0.3962059999976191,16.93433979999827,None,,,,,,,,001,2021_Nov_15_1435,TMTAB,2021.2.3,143.22379576802396,
4,['1'],TMTstop-A_1_practicelinestimulus1.png,TMTstop-A_1_practicegreenlinestimulus1.png,TMTstop-A_1_practiceredlinestimulus1.png,10,0,0,0,0,0,3,3,3,,,,,,,,,,,17.426606799999718,None,1,0.03602890000183834,17.426606799999718,None,,,,,,,,001,2021_Nov_15_1435,TMTAB,2021.2.3,143.22379576802396,
5,['2'],TMTstop-A_1_practicelinestimulus2.png,TMTstop-A_1_practicegreenlinestimulus2.png,TMTstop-A_1_practiceredlinestimulus2.png,10,0,0,0,0,0,4,4,4,,,,,,,,,,,17.544899499996973,None,2,0.3153913000060129,17.544899499996973,None,,,,,,,,001,2021_Nov_15_1435,TMTAB,2021.2.3,143.22379576802396,
6,['3'],TMTstop-A_1_practicelinestimulus3.png,TMTstop-A_1_practicegreenlinestimulus3.png,TMTstop-A_1_practiceredlinestimulus3.png,10,0,0,0,0,0,5,5,5,,,,,,,,,,,17.968507599995064,None,3,0.2846999999965192,17.968507599995064,None,,,,,,,,001,2021_Nov_15_1435,TMTAB,2021.2.3,143.22379576802396,
7,['1'],TMTstop-A_1_practicelinestimulus4.png,TMTstop-A_1_practicegreenlinestimulus4.png,TMTstop-A_1_practiceredlinestimulus4.png,10,0,0,0,0,0,6,6,6,,,,,,,,,,,18.336465799999132,None,1,0.09521910000330536,18.336465799999132,None,,,,,,,,001,2021_Nov_15_1435,TMTAB,2021.2.3,143.22379576802396,
8,['3'],TMTstop-A_1_practicelinestimulus5.png,TMTstop-A_1_practicegreenlinestimulus5.png,TMTstop-A_1_practiceredlinestimulus5.png,10,0,0,0,0,0,7,7,7,,,,,,,,,,,18.510883199996897,None,3,1.0946171000032336,18.510883199996897,None,,,,,,,,001,2021_Nov_15_1435,TMTAB,2021.2.3,143.22379576802396,
9,['2'],TMTstop-A_1_practicelinestimulus6.png,TMTstop-A_1_practicegreenlinestimulus6.png,TMTstop-A_1_practiceredlinestimulus6.png,10,0,0,0,0,0,8,8,8,,,,,,,,,,,19.70486159999564,None,2,0.5319780999998329,19.70486159999564,None,,,,,,,,001,2021_Nov_15_1435,TMTAB,2021.2.3,143.22379576802396,
10,['3'],TMTstop-A_1_practicelinestimulus7.png,TMTstop-A_1_practicegreenlinestimulus7.png,TMTstop-A_1_practiceredlinestimulus7.png,10,0,0,0,0,0,9,9,9,,,,,,,,,,,20.34432640000159,None,3,0.15064410000195494,20.34432640000159,None,,,,,,,,001,2021_Nov_15_1435,TMTAB,2021.2.3,143.22379576802396,
11,['1'],TMTstop-A_1_practicelinestimulus8.png,TMTstop-A_1_practicegreenlinestimulus8.png,TMTstop-A_1_practiceredlinestimulus8.png,10,0,0,0,0,0,10,10,10,,,,,,,,,,,20.56581279999955,None,1,0.29797749999852385,20.56581279999955,None,,,,,,,,001,2021_Nov_15_1435,TMTAB,2021.2.3,143.22379576802396,
12,['2'],TMTstop-A_1_practicelinestimulus9.png,TMTstop-A_1_practicegreenlinestimulus9.png,TMTstop-A_1_practiceredlinestimulus9.png,10,0,0,0,0,0,11,11,11,,,,,,,,,,,20.940874399995664,None,2,0.3626541999983601,20.940874399995664,None,,,,,,,,001,2021_Nov_15_1435,TMTAB,2021.2.3,143.22379576802396,
None,None,TMTstop-A_1_practicelinestimulus10.png,TMTstop-A_1_practicegreenlinestimulus10.png,TMTstop-A_1_practiceredlinestimulus10.png,None,0,0,0,0,0,12,12,12,,,,,,,,,,,21.378375599997526,None,None,,21.378375599997526,None,,,,,,,,001,2021_Nov_15_1435,TMTAB,2021.2.3,143.22379576802396,
,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,22.376279399999476,None,x,1.9898506999961683,22.376279399999476,None,,001,2021_Nov_15_1435,TMTAB,2021.2.3,143.22379576802396,
,,,,,,,,,,,,,,,,,,,,,,24.38284069999645,None,,,,,,,,,,,,,,,,,,,
