NumberLetter,corrAns,StimFile,Correct_StimFile,False_StimFile,DurationTrial,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Instruct.started,Instruct.stopped,text_2.started,text_2.stopped,Stim.started,Stim.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
1,['2'],TMTstop-B_1_1.png,TMTstop-B_1_1.png,TMTstop-B_1_1.png,10,0,0,0,0,6.283308699959889,None,6.283308699959889,None,7.441852199961431,None,['2'],1,[1.0796952000819147],7.441852199961431,None,,001,2021_Nov_03_1527,TMTAB,2021.2.3,144.72471177298198,
A,['1'],TMTstop-B_1_1.png,TMTstop-B_1_1firstgreen.png,TMTstop-B_1_1.png,10,0,1,1,1,,,,,8.657682899967767,None,"['3', '1']",0,"[0.6888247000752017, 1.0088520999997854]",8.657682899967767,None,,001,2021_Nov_03_1527,TMTAB,2021.2.3,144.72471177298198,
2,['3'],TMTstop-B_1_1linestimulus0.png,TMTstop-B_1_1greenlinestimulus0.png,TMTstop-B_1_1firstred.png,10,0,2,2,2,,,,,9.796661600004882,None,"['2', '2', '3']",0,"[0.11520620004739612, 0.6668080999515951, 1.0216316999867558]",9.796661600004882,None,,001,2021_Nov_03_1527,TMTAB,2021.2.3,144.72471177298198,
B,['2'],TMTstop-B_1_1linestimulus1.png,TMTstop-B_1_1greenlinestimulus1.png,TMTstop-B_1_1redlinestimulus0.png,10,0,3,3,3,,,,,10.913975900039077,None,"['3', '3', '3', '3', '3']",0,"[1.949799899943173, 2.771134699927643, 3.4781866000266746, 4.137641199980862, 4.772844500024803]",10.913975900039077,None,,001,2021_Nov_03_1527,TMTAB,2021.2.3,144.72471177298198,
3,['1'],TMTstop-B_1_1linestimulus2.png,TMTstop-B_1_1greenlinestimulus2.png,TMTstop-B_1_1redlinestimulus1.png,10,0,4,4,4,,,,,15.775153000024147,None,"['3', '3', '3', '3', '3']",0,"[0.5494471000274643, 1.1614167999941856, 1.7169599999906495, 2.6018984999973327, 3.0066409000428393]",15.775153000024147,None,,001,2021_Nov_03_1527,TMTAB,2021.2.3,144.72471177298198,
C,['2'],TMTstop-B_1_1linestimulus3.png,TMTstop-B_1_1greenlinestimulus3.png,TMTstop-B_1_1redlinestimulus2.png,10,0,5,5,5,,,,,18.879278199980035,None,"['3', '3', '3', '3', '3']",0,"[0.3054026000900194, 0.6544351000338793, 1.040199900045991, 1.3971445000497624, 1.7510439000325277]",18.879278199980035,None,,001,2021_Nov_03_1527,TMTAB,2021.2.3,144.72471177298198,
4,['1'],TMTstop-B_1_1linestimulus4.png,TMTstop-B_1_1greenlinestimulus4.png,TMTstop-B_1_1redlinestimulus3.png,10,0,6,6,6,,,,,20.698821699945256,None,"['3', '3', '3', '3', '3']",0,"[0.3135224999859929, 0.6558104999130592, 1.004423899925314, 1.339819599990733, 1.682872899924405]",20.698821699945256,None,,001,2021_Nov_03_1527,TMTAB,2021.2.3,144.72471177298198,
D,['2'],TMTstop-B_1_1linestimulus5.png,TMTstop-B_1_1greenlinestimulus5.png,TMTstop-B_1_1redlinestimulus4.png,10,0,7,7,7,,,,,22.47661180002615,None,"['3', '3', '3', '3', '3']",0,"[0.3505796999670565, 0.7286565999966115, 1.1261364000383765, 2.5697976000374183, 2.99649159994442]",22.47661180002615,None,,001,2021_Nov_03_1527,TMTAB,2021.2.3,144.72471177298198,
5,['3'],TMTstop-B_1_1linestimulus6.png,TMTstop-B_1_1greenlinestimulus6.png,TMTstop-B_1_1redlinestimulus5.png,10,0,8,8,8,,,,,25.56699680001475,None,"['2', '3']",0,"[3.1005335999652743, 4.318007400026545]",25.56699680001475,None,,001,2021_Nov_03_1527,TMTAB,2021.2.3,144.72471177298198,
E,['1'],TMTstop-B_1_1linestimulus7.png,TMTstop-B_1_1greenlinestimulus7.png,TMTstop-B_1_1redlinestimulus6.png,10,0,9,9,9,,,,,29.976263000047766,None,['1'],1,[2.3411111999303102],29.976263000047766,None,,001,2021_Nov_03_1527,TMTAB,2021.2.3,144.72471177298198,
