Block_file,Condition_rows,NumberLetter,corrAns,StimFile,Correct_StimFile,False_StimFile,DurationTrial,Correct,restartpractice.thisRepN,restartpractice.thisTrialN,restartpractice.thisN,restartpractice.thisIndex,trials_practice.thisRepN,trials_practice.thisTrialN,trials_practice.thisN,trials_practice.thisIndex,Blocks_loop.thisRepN,Blocks_loop.thisTrialN,Blocks_loop.thisN,Blocks_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,Stim_practice.started,Stim_practice.stopped,key_resp_practice.keys,key_resp_practice.rt,key_resp_practice.started,key_resp_practice.stopped,key_resp_5.keys,key_resp_5.rt,Attempts,First_attempt,Stim.started,Stim.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
TMTstop-A_1_1.xlsx,0:26,24,['2'],TMTstop-A_1_1linestimulus21.png,TMTstop-A_1_1greenlinestimulus21.png,TMTstop-A_1_1redlinestimulus21.png,None,,,,,,,,,,0,0,0,0,0,23,23,23,,,,,,,,,,,,,1,1,24.61570359999314,None,['2'],1,[-0.01817309996113181],24.61570359999314,None,,001,2022_Feb_02_1215,TMTAstop-A,2021.2.3,149.4125100940747,
TMTstop-A_1_1.xlsx,0:26,25,['3'],TMTstop-A_1_1linestimulus22.png,TMTstop-A_1_1greenlinestimulus22.png,TMTstop-A_1_1redlinestimulus22.png,None,,,,,,,,,,0,0,0,0,0,24,24,24,,,,,,,,,,,,,1,1,24.692105500027537,None,['3'],1,[0.01660310011357069],24.692105500027537,None,,001,2022_Feb_02_1215,TMTAstop-A,2021.2.3,149.4125100940747,
TMTstop-A_1_1.xlsx,0:26,None,None,TMTstop-A_1_1linestimulus23.png,TMTstop-A_1_1greenlinestimulus23.png,TMTstop-A_1_1redlinestimulus23.png,None,,,,,,,,,,0,0,0,0,0,25,25,25,,,,,,,,,,,,,3,1,24.796227799961343,None,"['1', '2', '3']",0,"[0.06720079993829131, 0.15413030004128814, 0.23954869993031025]",24.796227799961343,None,,001,2022_Feb_02_1215,TMTAstop-A,2021.2.3,149.4125100940747,
TMTstop-A_1_2.xlsx,26:52,1,['3'],TMTstop-A_1_2.png,TMTstop-A_1_2.png,TMTstop-A_1_2.png,10,3,,,,,,,,,0,1,1,1,0,0,0,0,,,,,,,,,,,,,3,1,28.89352979999967,None,"['2', '2', '3']",1,"[0.3394615000579506, 0.7387453999835998, 0.9577675999607891]",28.89352979999967,None,,001,2022_Feb_02_1215,TMTAstop-A,2021.2.3,149.4125100940747,
TMTstop-A_1_2.xlsx,26:52,2,['2'],TMTstop-A_1_2.png,TMTstop-A_1_2firstgreen.png,TMTstop-A_1_2firstred.png,10,2,,,,,,,,,0,1,1,1,0,1,1,1,,,,,,,,,,,,,2,1,29.959218099946156,None,"['1', '2']",1,"[0.30982139986008406, 0.7839732998982072]",29.959218099946156,None,,001,2022_Feb_02_1215,TMTAstop-A,2021.2.3,149.4125100940747,
TMTstop-A_1_2.xlsx,26:52,3,['3'],TMTstop-A_1_2linestimulus0.png,TMTstop-A_1_2greenlinestimulus0.png,TMTstop-A_1_2redlinestimulus0.png,10,3,,,,,,,,,0,1,1,1,0,2,2,2,,,,,,,,,,,,,2,1,30.831977299880236,None,"['2', '3']",1,"[0.3714034000877291, 0.9462229001801461]",30.831977299880236,None,,001,2022_Feb_02_1215,TMTAstop-A,2021.2.3,149.4125100940747,
TMTstop-A_1_2.xlsx,26:52,4,['1'],TMTstop-A_1_2linestimulus1.png,TMTstop-A_1_2greenlinestimulus1.png,TMTstop-A_1_2redlinestimulus1.png,10,1,,,,,,,,,0,1,1,1,0,3,3,3,,,,,,,,,,,,,1,1,31.868855699896812,None,['1'],1,[0.14811509987339377],31.868855699896812,None,,001,2022_Feb_02_1215,TMTAstop-A,2021.2.3,149.4125100940747,
TMTstop-A_1_2.xlsx,26:52,5,['2'],TMTstop-A_1_2linestimulus2.png,TMTstop-A_1_2greenlinestimulus2.png,TMTstop-A_1_2redlinestimulus2.png,10,2,,,,,,,,,0,1,1,1,0,4,4,4,,,,,,,,,,,,,1,1,32.0877562998794,None,['2'],1,[0.13886280008591712],32.0877562998794,None,,001,2022_Feb_02_1215,TMTAstop-A,2021.2.3,149.4125100940747,
TMTstop-A_1_2.xlsx,26:52,6,['3'],TMTstop-A_1_2linestimulus3.png,TMTstop-A_1_2greenlinestimulus3.png,TMTstop-A_1_2redlinestimulus3.png,10,3,,,,,,,,,0,1,1,1,0,5,5,5,,,,,,,,,,,,,1,1,32.352556800004095,None,['3'],1,[0.03538680006749928],32.352556800004095,None,,001,2022_Feb_02_1215,TMTAstop-A,2021.2.3,149.4125100940747,
TMTstop-A_1_2.xlsx,26:52,7,['2'],TMTstop-A_1_2linestimulus4.png,TMTstop-A_1_2greenlinestimulus4.png,TMTstop-A_1_2redlinestimulus4.png,10,2,,,,,,,,,0,1,1,1,0,6,6,6,,,,,,,,,,,,,2,1,32.46986259985715,None,"['1', '2']",1,"[0.1878752000629902, 0.2604861001018435]",32.46986259985715,None,,001,2022_Feb_02_1215,TMTAstop-A,2021.2.3,149.4125100940747,
TMTstop-A_1_2.xlsx,26:52,8,['1'],TMTstop-A_1_2linestimulus5.png,TMTstop-A_1_2greenlinestimulus5.png,TMTstop-A_1_2redlinestimulus5.png,10,1,,,,,,,,,0,1,1,1,0,7,7,7,,,,,,,,,,,,,4,1,32.81786309997551,None,"['3', '2', '3', '1']",1,"[0.11010139994323254, 0.4498878000304103, 0.828518700087443, 1.3123236999381334]",32.81786309997551,None,,001,2022_Feb_02_1215,TMTAstop-A,2021.2.3,149.4125100940747,
TMTstop-A_1_2.xlsx,26:52,9,['2'],TMTstop-A_1_2linestimulus6.png,TMTstop-A_1_2greenlinestimulus6.png,TMTstop-A_1_2redlinestimulus6.png,10,2,,,,,,,,,0,1,1,1,0,8,8,8,,,,,,,,,,,,,1,1,34.24411959992722,None,['2'],1,[-0.0725082999560982],34.24411959992722,None,,001,2022_Feb_02_1215,TMTAstop-A,2021.2.3,149.4125100940747,
TMTstop-A_1_2.xlsx,26:52,10,['3'],TMTstop-A_1_2linestimulus7.png,TMTstop-A_1_2greenlinestimulus7.png,TMTstop-A_1_2redlinestimulus7.png,10,3,,,,,,,,,0,1,1,1,0,9,9,9,,,,,,,,,,,,,1,1,34.309726800071076,None,['3'],1,[0.03825940005481243],34.309726800071076,None,,001,2022_Feb_02_1215,TMTAstop-A,2021.2.3,149.4125100940747,
TMTstop-A_1_2.xlsx,26:52,11,['1'],TMTstop-A_1_2linestimulus8.png,TMTstop-A_1_2greenlinestimulus8.png,TMTstop-A_1_2redlinestimulus8.png,10,1,,,,,,,,,0,1,1,1,0,10,10,10,,,,,,,,,,,,,1,1,34.42072819988243,None,['1'],1,[0.5191327000502497],34.42072819988243,None,,001,2022_Feb_02_1215,TMTAstop-A,2021.2.3,149.4125100940747,
TMTstop-A_1_2.xlsx,26:52,12,['2'],TMTstop-A_1_2linestimulus9.png,TMTstop-A_1_2greenlinestimulus9.png,TMTstop-A_1_2redlinestimulus9.png,10,2,,,,,,,,,0,1,1,1,0,11,11,11,,,,,,,,,,,,,2,1,35.018216599943116,None,"['1', '2']",1,"[0.4564247999805957, 0.6016468000598252]",35.018216599943116,None,,001,2022_Feb_02_1215,TMTAstop-A,2021.2.3,149.4125100940747,
TMTstop-A_1_2.xlsx,26:52,13,['3'],TMTstop-A_1_2linestimulus10.png,TMTstop-A_1_2greenlinestimulus10.png,TMTstop-A_1_2redlinestimulus10.png,1,3,,,,,,,,,0,1,1,1,0,12,12,12,,,,,,,,,,,,,1,1,35.71257869992405,None,['3'],1,[0.04292749986052513],35.71257869992405,None,,001,2022_Feb_02_1215,TMTAstop-A,2021.2.3,149.4125100940747,
TMTstop-A_1_2.xlsx,26:52,14,['1'],TMTstop-A_1_2linestimulus11.png,TMTstop-A_1_2greenlinestimulus11.png,TMTstop-A_1_2redlinestimulus11.png,None,1,,,,,,,,,0,1,1,1,0,13,13,13,,,,,,,,,,,,,1,1,35.83258960000239,None,['1'],1,[0.17686200002208352],35.83258960000239,None,,001,2022_Feb_02_1215,TMTAstop-A,2021.2.3,149.4125100940747,
TMTstop-A_1_2.xlsx,26:52,15,['3'],TMTstop-A_1_2linestimulus12.png,TMTstop-A_1_2greenlinestimulus12.png,TMTstop-A_1_2redlinestimulus12.png,None,3,,,,,,,,,0,1,1,1,0,14,14,14,,,,,,,,,,,,,2,1,36.08768819994293,None,"['2', '3']",1,"[0.03595710010267794, 0.1464146999642253]",36.08768819994293,None,,001,2022_Feb_02_1215,TMTAstop-A,2021.2.3,149.4125100940747,
TMTstop-A_1_2.xlsx,26:52,16,['1'],TMTstop-A_1_2linestimulus13.png,TMTstop-A_1_2greenlinestimulus13.png,TMTstop-A_1_2redlinestimulus13.png,None,1,,,,,,,,,0,1,1,1,0,15,15,15,,,,,,,,,,,,,1,1,36.33056219993159,None,['1'],1,[0.09553800011053681],36.33056219993159,None,,001,2022_Feb_02_1215,TMTAstop-A,2021.2.3,149.4125100940747,
TMTstop-A_1_2.xlsx,26:52,17,['2'],TMTstop-A_1_2linestimulus14.png,TMTstop-A_1_2greenlinestimulus14.png,TMTstop-A_1_2redlinestimulus14.png,None,2,,,,,,,,,0,1,1,1,0,16,16,16,,,,,,,,,,,,,1,1,36.49803889985196,None,['2'],1,[-0.008256200002506375],36.49803889985196,None,,001,2022_Feb_02_1215,TMTAstop-A,2021.2.3,149.4125100940747,
TMTstop-A_1_2.xlsx,26:52,18,['1'],TMTstop-A_1_2linestimulus15.png,TMTstop-A_1_2greenlinestimulus15.png,TMTstop-A_1_2redlinestimulus15.png,None,1,,,,,,,,,0,1,1,1,0,17,17,17,,,,,,,,,,,,,2,1,36.5749494000338,None,"['3', '1']",1,"[0.028291899943724275, 0.20664130011573434]",36.5749494000338,None,,001,2022_Feb_02_1215,TMTAstop-A,2021.2.3,149.4125100940747,
TMTstop-A_1_2.xlsx,26:52,19,['3'],TMTstop-A_1_2linestimulus16.png,TMTstop-A_1_2greenlinestimulus16.png,TMTstop-A_1_2redlinestimulus16.png,None,3,,,,,,,,,0,1,1,1,0,18,18,18,,,,,,,,,,,,,2,1,36.85157449985854,None,"['2', '3']",1,"[0.022636699955910444, 0.12631900003179908]",36.85157449985854,None,,001,2022_Feb_02_1215,TMTAstop-A,2021.2.3,149.4125100940747,
TMTstop-A_1_2.xlsx,26:52,20,['1'],TMTstop-A_1_2linestimulus17.png,TMTstop-A_1_2greenlinestimulus17.png,TMTstop-A_1_2redlinestimulus17.png,None,1,,,,,,,,,0,1,1,1,0,19,19,19,,,,,,,,,,,,,1,1,37.08105659997091,None,['1'],1,[0.32873680000193417],37.08105659997091,None,,001,2022_Feb_02_1215,TMTAstop-A,2021.2.3,149.4125100940747,
TMTstop-A_1_2.xlsx,26:52,21,['2'],TMTstop-A_1_2linestimulus18.png,TMTstop-A_1_2greenlinestimulus18.png,TMTstop-A_1_2redlinestimulus18.png,None,2,,,,,,,,,0,1,1,1,0,20,20,20,,,,,,,,,,,,,1,1,37.49148239986971,None,['2'],1,[-0.012846499914303422],37.49148239986971,None,,001,2022_Feb_02_1215,TMTAstop-A,2021.2.3,149.4125100940747,
TMTstop-A_1_2.xlsx,26:52,22,['1'],TMTstop-A_1_2linestimulus19.png,TMTstop-A_1_2greenlinestimulus19.png,TMTstop-A_1_2redlinestimulus19.png,None,1,,,,,,,,,0,1,1,1,0,21,21,21,,,,,,,,,,,,,2,1,37.55970890005119,None,"['3', '1']",1,"[0.05216700001619756, 0.25270650000311434]",37.55970890005119,None,,001,2022_Feb_02_1215,TMTAstop-A,2021.2.3,149.4125100940747,
TMTstop-A_1_2.xlsx,26:52,23,['2'],TMTstop-A_1_2linestimulus20.png,TMTstop-A_1_2greenlinestimulus20.png,TMTstop-A_1_2redlinestimulus20.png,None,2,,,,,,,,,0,1,1,1,0,22,22,22,,,,,,,,,,,,,1,1,37.89334249985404,None,['2'],1,[-0.03033089987002313],37.89334249985404,None,,001,2022_Feb_02_1215,TMTAstop-A,2021.2.3,149.4125100940747,
TMTstop-A_1_2.xlsx,26:52,24,['1'],TMTstop-A_1_2linestimulus21.png,TMTstop-A_1_2greenlinestimulus21.png,TMTstop-A_1_2redlinestimulus21.png,None,1,,,,,,,,,0,1,1,1,0,23,23,23,,,,,,,,,,,,,2,1,37.962691799970344,None,"['3', '1']",1,"[0.029293200001120567, 0.18489000014960766]",37.962691799970344,None,,001,2022_Feb_02_1215,TMTAstop-A,2021.2.3,149.4125100940747,
TMTstop-A_1_2.xlsx,26:52,25,['2'],TMTstop-A_1_2linestimulus22.png,TMTstop-A_1_2greenlinestimulus22.png,TMTstop-A_1_2redlinestimulus22.png,None,2,,,,,,,,,0,1,1,1,0,24,24,24,,,,,,,,,,,,,1,1,38.23336169985123,None,['2'],1,[-0.03716569999232888],38.23336169985123,None,,001,2022_Feb_02_1215,TMTAstop-A,2021.2.3,149.4125100940747,
TMTstop-A_1_2.xlsx,26:52,None,None,TMTstop-A_1_2linestimulus23.png,TMTstop-A_1_2greenlinestimulus23.png,TMTstop-A_1_2redlinestimulus23.png,None,None,,,,,,,,,0,1,1,1,0,25,25,25,,,,,,,,,,,,,1,1,38.30963819986209,None,['3'],0,[0.043152600061148405],38.30963819986209,None,,001,2022_Feb_02_1215,TMTAstop-A,2021.2.3,149.4125100940747,
TMTstop-A_1_3.xlsx,52:78,1,['2'],TMTstop-A_1_3.png,TMTstop-A_1_3.png,TMTstop-A_1_3.png,10,2,,,,,,,,,0,2,2,2,0,0,0,0,,,,,,,,,,,,,1,1,42.39256579987705,None,['2'],1,[0.985306299990043],42.39256579987705,None,,001,2022_Feb_02_1215,TMTAstop-A,2021.2.3,149.4125100940747,
TMTstop-A_1_3.xlsx,52:78,2,['1'],TMTstop-A_1_3.png,TMTstop-A_1_3firstgreen.png,TMTstop-A_1_3firstred.png,10,1,,,,,,,,,0,2,2,2,0,1,1,1,,,,,,,,,,,,,2,1,43.449693700065836,None,"['3', '1']",1,"[0.23761640000157058, 0.5676576998084784]",43.449693700065836,None,,001,2022_Feb_02_1215,TMTAstop-A,2021.2.3,149.4125100940747,
TMTstop-A_1_3.xlsx,52:78,3,['3'],TMTstop-A_1_3linestimulus0.png,TMTstop-A_1_3greenlinestimulus0.png,TMTstop-A_1_3redlinestimulus0.png,10,3,,,,,,,,,0,2,2,2,0,2,2,2,,,,,,,,,,,,,2,1,44.087739599868655,None,"['2', '3']",1,"[0.17046900000423193, 0.3962220000103116]",44.087739599868655,None,,001,2022_Feb_02_1215,TMTAstop-A,2021.2.3,149.4125100940747,
TMTstop-A_1_3.xlsx,52:78,4,['2'],TMTstop-A_1_3linestimulus1.png,TMTstop-A_1_3greenlinestimulus1.png,TMTstop-A_1_3redlinestimulus1.png,10,2,,,,,,,,,0,2,2,2,0,3,3,3,,,,,,,,,,,,,2,1,44.581624399870634,None,"['1', '2']",1,"[0.08509059995412827, 0.2175984000787139]",44.581624399870634,None,,001,2022_Feb_02_1215,TMTAstop-A,2021.2.3,149.4125100940747,
TMTstop-A_1_3.xlsx,52:78,5,['3'],TMTstop-A_1_3linestimulus2.png,TMTstop-A_1_3greenlinestimulus2.png,TMTstop-A_1_3redlinestimulus2.png,10,3,,,,,,,,,0,2,2,2,0,4,4,4,,,,,,,,,,,,,1,1,44.8931199000217,None,['3'],1,[0.011908699991181493],44.8931199000217,None,,001,2022_Feb_02_1215,TMTAstop-A,2021.2.3,149.4125100940747,
TMTstop-A_1_3.xlsx,52:78,6,['2'],TMTstop-A_1_3linestimulus3.png,TMTstop-A_1_3greenlinestimulus3.png,TMTstop-A_1_3redlinestimulus3.png,10,2,,,,,,,,,0,2,2,2,0,5,5,5,,,,,,,,,,,,,2,1,44.976708200061694,None,"['1', '2']",1,"[0.09677709988318384, 0.14511109981685877]",44.976708200061694,None,,001,2022_Feb_02_1215,TMTAstop-A,2021.2.3,149.4125100940747,
TMTstop-A_1_3.xlsx,52:78,7,['1'],TMTstop-A_1_3linestimulus4.png,TMTstop-A_1_3greenlinestimulus4.png,TMTstop-A_1_3redlinestimulus4.png,10,1,,,,,,,,,0,2,2,2,0,6,6,6,,,,,,,,,,,,,2,1,45.22737289988436,None,"['3', '1']",1,"[-0.008434999966993928, 0.1562024001032114]",45.22737289988436,None,,001,2022_Feb_02_1215,TMTAstop-A,2021.2.3,149.4125100940747,
TMTstop-A_1_3.xlsx,52:78,8,['2'],TMTstop-A_1_3linestimulus5.png,TMTstop-A_1_3greenlinestimulus5.png,TMTstop-A_1_3redlinestimulus5.png,10,2,,,,,,,,,0,2,2,2,0,7,7,7,,,,,,,,,,,,,1,1,45.46231759991497,None,['2'],1,[-0.025864999974146485],45.46231759991497,None,,001,2022_Feb_02_1215,TMTAstop-A,2021.2.3,149.4125100940747,
TMTstop-A_1_3.xlsx,52:78,9,['3'],TMTstop-A_1_3linestimulus6.png,TMTstop-A_1_3greenlinestimulus6.png,TMTstop-A_1_3redlinestimulus6.png,10,3,,,,,,,,,0,2,2,2,0,8,8,8,,,,,,,,,,,,,1,1,45.532716299872845,None,['3'],1,[-0.004165099933743477],45.532716299872845,None,,001,2022_Feb_02_1215,TMTAstop-A,2021.2.3,149.4125100940747,
TMTstop-A_1_3.xlsx,52:78,10,['2'],TMTstop-A_1_3linestimulus7.png,TMTstop-A_1_3greenlinestimulus7.png,TMTstop-A_1_3redlinestimulus7.png,10,2,,,,,,,,,0,2,2,2,0,9,9,9,,,,,,,,,,,,,2,1,45.60129790008068,None,"['1', '2']",1,"[0.1019977000541985, 0.16964949993416667]",45.60129790008068,None,,001,2022_Feb_02_1215,TMTAstop-A,2021.2.3,149.4125100940747,
TMTstop-A_1_3.xlsx,52:78,11,['3'],TMTstop-A_1_3linestimulus8.png,TMTstop-A_1_3greenlinestimulus8.png,TMTstop-A_1_3redlinestimulus8.png,10,3,,,,,,,,,0,2,2,2,0,10,10,10,,,,,,,,,,,,,1,1,45.8531736000441,None,['3'],1,[0.02564199990592897],45.8531736000441,None,,001,2022_Feb_02_1215,TMTAstop-A,2021.2.3,149.4125100940747,
TMTstop-A_1_3.xlsx,52:78,12,['2'],TMTstop-A_1_3linestimulus9.png,TMTstop-A_1_3greenlinestimulus9.png,TMTstop-A_1_3redlinestimulus9.png,10,2,,,,,,,,,0,2,2,2,0,11,11,11,,,,,,,,,,,,,2,1,45.95553919998929,None,"['1', '2']",1,"[0.0805602001491934, 0.14225880010053515]",45.95553919998929,None,,001,2022_Feb_02_1215,TMTAstop-A,2021.2.3,149.4125100940747,
TMTstop-A_1_3.xlsx,52:78,13,['1'],TMTstop-A_1_3linestimulus10.png,TMTstop-A_1_3greenlinestimulus10.png,TMTstop-A_1_3redlinestimulus10.png,1,1,,,,,,,,,0,2,2,2,0,12,12,12,,,,,,,,,,,,,2,1,46.19163629994728,None,"['3', '1']",1,"[0.00857710000127554, 0.1774829002097249]",46.19163629994728,None,,001,2022_Feb_02_1215,TMTAstop-A,2021.2.3,149.4125100940747,
TMTstop-A_1_3.xlsx,52:78,14,['2'],TMTstop-A_1_3linestimulus11.png,TMTstop-A_1_3greenlinestimulus11.png,TMTstop-A_1_3redlinestimulus11.png,None,2,,,,,,,,,0,2,2,2,0,13,13,13,,,,,,,,,,,,,1,1,46.44831519993022,None,['2'],1,[-0.019827600102871656],46.44831519993022,None,,001,2022_Feb_02_1215,TMTAstop-A,2021.2.3,149.4125100940747,
TMTstop-A_1_3.xlsx,52:78,15,['1'],TMTstop-A_1_3linestimulus12.png,TMTstop-A_1_3greenlinestimulus12.png,TMTstop-A_1_3redlinestimulus12.png,None,1,,,,,,,,,0,2,2,2,0,14,14,14,,,,,,,,,,,,,2,1,46.51831869990565,None,"['3', '1']",1,"[0.03566669998690486, 0.19523700000718236]",46.51831869990565,None,,001,2022_Feb_02_1215,TMTAstop-A,2021.2.3,149.4125100940747,
TMTstop-A_1_3.xlsx,52:78,16,['2'],TMTstop-A_1_3linestimulus13.png,TMTstop-A_1_3greenlinestimulus13.png,TMTstop-A_1_3redlinestimulus13.png,None,2,,,,,,,,,0,2,2,2,0,15,15,15,,,,,,,,,,,,,1,1,46.78911149990745,None,['2'],1,[-0.024344900157302618],46.78911149990745,None,,001,2022_Feb_02_1215,TMTAstop-A,2021.2.3,149.4125100940747,
TMTstop-A_1_3.xlsx,52:78,17,['3'],TMTstop-A_1_3linestimulus14.png,TMTstop-A_1_3greenlinestimulus14.png,TMTstop-A_1_3redlinestimulus14.png,None,3,,,,,,,,,0,2,2,2,0,16,16,16,,,,,,,,,,,,,1,1,46.858817300060764,None,['3'],1,[0.03276890004053712],46.858817300060764,None,,001,2022_Feb_02_1215,TMTAstop-A,2021.2.3,149.4125100940747,
TMTstop-A_1_3.xlsx,52:78,18,['2'],TMTstop-A_1_3linestimulus15.png,TMTstop-A_1_3greenlinestimulus15.png,TMTstop-A_1_3redlinestimulus15.png,None,2,,,,,,,,,0,2,2,2,0,17,17,17,,,,,,,,,,,,,2,1,46.976365899899974,None,"['1', '2']",1,"[0.07137819984927773, 0.13369260006584227]",46.976365899899974,None,,001,2022_Feb_02_1215,TMTAstop-A,2021.2.3,149.4125100940747,
TMTstop-A_1_3.xlsx,52:78,19,['1'],TMTstop-A_1_3linestimulus16.png,TMTstop-A_1_3greenlinestimulus16.png,TMTstop-A_1_3redlinestimulus16.png,None,1,,,,,,,,,0,2,2,2,0,18,18,18,,,,,,,,,,,,,2,1,47.19847800000571,None,"['3', '1']",1,"[0.02838160004466772, 0.18291920004412532]",47.19847800000571,None,,001,2022_Feb_02_1215,TMTAstop-A,2021.2.3,149.4125100940747,
TMTstop-A_1_3.xlsx,52:78,20,['2'],TMTstop-A_1_3linestimulus17.png,TMTstop-A_1_3greenlinestimulus17.png,TMTstop-A_1_3redlinestimulus17.png,None,2,,,,,,,,,0,2,2,2,0,19,19,19,,,,,,,,,,,,,1,1,47.476125499932095,None,['2'],1,[-0.03619430004619062],47.476125499932095,None,,001,2022_Feb_02_1215,TMTAstop-A,2021.2.3,149.4125100940747,
TMTstop-A_1_3.xlsx,52:78,21,['3'],TMTstop-A_1_3linestimulus18.png,TMTstop-A_1_3greenlinestimulus18.png,TMTstop-A_1_3redlinestimulus18.png,None,3,,,,,,,,,0,2,2,2,0,20,20,20,,,,,,,,,,,,,1,1,47.55294750002213,None,['3'],1,[-0.01545940013602376],47.55294750002213,None,,001,2022_Feb_02_1215,TMTAstop-A,2021.2.3,149.4125100940747,
TMTstop-A_1_3.xlsx,52:78,22,['1'],TMTstop-A_1_3linestimulus19.png,TMTstop-A_1_3greenlinestimulus19.png,TMTstop-A_1_3redlinestimulus19.png,None,1,,,,,,,,,0,2,2,2,0,21,21,21,,,,,,,,,,,,,2,1,47.62226119986735,None,"['3', '1']",1,"[3.175182200036943, 3.2950883000157773]",47.62226119986735,None,,001,2022_Feb_02_1215,TMTAstop-A,2021.2.3,149.4125100940747,
TMTstop-A_1_3.xlsx,52:78,23,['3'],TMTstop-A_1_3linestimulus20.png,TMTstop-A_1_3greenlinestimulus20.png,TMTstop-A_1_3redlinestimulus20.png,None,3,,,,,,,,,0,2,2,2,0,22,22,22,,,,,,,,,,,,,2,1,50.99696210003458,None,"['2', '3']",1,"[0.027149999979883432, 0.13562539988197386]",50.99696210003458,None,,001,2022_Feb_02_1215,TMTAstop-A,2021.2.3,149.4125100940747,
TMTstop-A_1_3.xlsx,52:78,24,['1'],TMTstop-A_1_3linestimulus21.png,TMTstop-A_1_3greenlinestimulus21.png,TMTstop-A_1_3redlinestimulus21.png,None,1,,,,,,,,,0,2,2,2,0,23,23,23,,,,,,,,,,,,,2,1,51.226754500065,None,"['3', '1']",1,"[0.3450023999903351, 0.6622257998678833]",51.226754500065,None,,001,2022_Feb_02_1215,TMTAstop-A,2021.2.3,149.4125100940747,
TMTstop-A_1_3.xlsx,52:78,25,['3'],TMTstop-A_1_3linestimulus22.png,TMTstop-A_1_3greenlinestimulus22.png,TMTstop-A_1_3redlinestimulus22.png,None,3,,,,,,,,,0,2,2,2,0,24,24,24,,,,,,,,,,,,,2,1,51.989917299943045,None,"['2', '3']",1,"[0.0342863998375833, 0.5400948999449611]",51.989917299943045,None,,001,2022_Feb_02_1215,TMTAstop-A,2021.2.3,149.4125100940747,
TMTstop-A_1_3.xlsx,52:78,None,None,TMTstop-A_1_3linestimulus23.png,TMTstop-A_1_3greenlinestimulus23.png,TMTstop-A_1_3redlinestimulus23.png,None,None,,,,,,,,,0,2,2,2,0,25,25,25,,,,,,,,,,,,,0,1,52.61503669992089,None,None,1,,52.61503669992089,None,,001,2022_Feb_02_1215,TMTAstop-A,2021.2.3,149.4125100940747,
TMTstop-A_1_4.xlsx,78:104,1,['3'],TMTstop-A_1_4.png,TMTstop-A_1_4.png,TMTstop-A_1_4.png,10,,,,,,,,,,0,3,3,3,0,0,0,0,,,,,,,,,,,,,3,1,56.677305799908936,None,"['1', '2', '3']",1,"[0.5466495000291616, 0.6501537000294775, 0.7228131999727339]",56.677305799908936,None,,001,2022_Feb_02_1215,TMTAstop-A,2021.2.3,149.4125100940747,
