NumberLetter,corrAns,StimFile,Correct_StimFile,False_StimFile,DurationTrial,restartpractice.thisRepN,restartpractice.thisTrialN,restartpractice.thisN,restartpractice.thisIndex,trials_practice.thisRepN,trials_practice.thisTrialN,trials_practice.thisN,trials_practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Instruct.started,Instruct.stopped,image_2.started,image_2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,polygon.started,polygon.stopped,Stim_practice.started,Stim_practice.stopped,key_resp_practice.keys,key_resp_practice.rt,key_resp_practice.started,key_resp_practice.stopped,text_5.started,text_5.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,Stim.started,Stim.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
17,['2'],TMTstop-A_1_1linestimulus14.png,TMTstop-A_1_1greenlinestimulus14.png,TMTstop-A_1_1redlinestimulus14.png,None,,,,,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,29.926296199904755,None,"['1', '2']",1,"[0.038002800196409225, 0.13309690007008612]",29.926296199904755,None,,001,2022_Jan_12_1638,TMTAstop-A,2021.2.3,144.1077926712815,
18,['3'],TMTstop-A_1_1linestimulus15.png,TMTstop-A_1_1greenlinestimulus15.png,TMTstop-A_1_1redlinestimulus15.png,None,,,,,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,30.162032599793747,None,['3'],1,[0.012455900199711323],30.162032599793747,None,,001,2022_Jan_12_1638,TMTAstop-A,2021.2.3,144.1077926712815,
19,['1'],TMTstop-A_1_1linestimulus16.png,TMTstop-A_1_1greenlinestimulus16.png,TMTstop-A_1_1redlinestimulus16.png,None,,,,,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,30.246070900000632,None,['1'],1,[0.07543289987370372],30.246070900000632,None,,001,2022_Jan_12_1638,TMTAstop-A,2021.2.3,144.1077926712815,
20,['3'],TMTstop-A_1_1linestimulus17.png,TMTstop-A_1_1greenlinestimulus17.png,TMTstop-A_1_1redlinestimulus17.png,None,,,,,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,30.4051994998008,None,"['2', '3']",1,"[-0.025490100029855967, 0.08971420000307262]",30.4051994998008,None,,001,2022_Jan_12_1638,TMTAstop-A,2021.2.3,144.1077926712815,
21,['1'],TMTstop-A_1_1linestimulus18.png,TMTstop-A_1_1greenlinestimulus18.png,TMTstop-A_1_1redlinestimulus18.png,None,,,,,,,,,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,30.606672199908644,None,['1'],1,[0.029809500090777874],30.606672199908644,None,,001,2022_Jan_12_1638,TMTAstop-A,2021.2.3,144.1077926712815,
22,['3'],TMTstop-A_1_1linestimulus19.png,TMTstop-A_1_1greenlinestimulus19.png,TMTstop-A_1_1redlinestimulus19.png,None,,,,,,,,,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,30.717897599795833,None,"['2', '3']",1,"[-0.027212999993935227, 0.0972961001098156]",30.717897599795833,None,,001,2022_Jan_12_1638,TMTAstop-A,2021.2.3,144.1077926712815,
23,['1'],TMTstop-A_1_1linestimulus20.png,TMTstop-A_1_1greenlinestimulus20.png,TMTstop-A_1_1redlinestimulus20.png,None,,,,,,,,,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,30.919145199935883,None,['1'],1,[0.0328426999039948],30.919145199935883,None,,001,2022_Jan_12_1638,TMTAstop-A,2021.2.3,144.1077926712815,
24,['2'],TMTstop-A_1_1linestimulus21.png,TMTstop-A_1_1greenlinestimulus21.png,TMTstop-A_1_1redlinestimulus21.png,None,,,,,,,,,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,,31.03721829992719,None,['2'],1,[-0.010450099827721715],31.03721829992719,None,,001,2022_Jan_12_1638,TMTAstop-A,2021.2.3,144.1077926712815,
25,['3'],TMTstop-A_1_1linestimulus22.png,TMTstop-A_1_1greenlinestimulus22.png,TMTstop-A_1_1redlinestimulus22.png,None,,,,,,,,,0,24,24,24,,,,,,,,,,,,,,,,,,,,,,,31.113961499882862,None,['3'],1,[0.6261227000504732],31.113961499882862,None,,001,2022_Jan_12_1638,TMTAstop-A,2021.2.3,144.1077926712815,
None,None,TMTstop-A_1_1linestimulus23.png,TMTstop-A_1_1greenlinestimulus23.png,TMTstop-A_1_1redlinestimulus23.png,None,,,,,,,,,0,25,25,25,,,,,,,,,,,,,,,,,,,,,,,31.814989999867976,None,None,1,,31.814989999867976,None,,001,2022_Jan_12_1638,TMTAstop-A,2021.2.3,144.1077926712815,
