NumberLetter,corrAns,StimFile,Correct_StimFile,False_StimFile,DurationTrial,restartpractice.thisRepN,restartpractice.thisTrialN,restartpractice.thisN,restartpractice.thisIndex,trials_practice.thisRepN,trials_practice.thisTrialN,trials_practice.thisN,trials_practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Instruct.started,Instruct.stopped,image_2.started,image_2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,polygon.started,polygon.stopped,Stim_practice.started,Stim_practice.stopped,key_resp_practice.keys,key_resp_practice.rt,key_resp_practice.started,key_resp_practice.stopped,text_5.started,text_5.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,Stim.started,Stim.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
1,['2'],TMTstop-A_1_1.png,TMTstop-A_1_1.png,TMTstop-A_1_1.png,10,,,,,,,,,1,0,26,0,,,,,,,,,,,,,,,,,,,,,,,32.87728899996728,None,"['3', '1', '2']",1,"[0.5502392998896539, 0.6860767998732626, 0.7892330999020487]",32.87728899996728,None,,001,2022_Jan_12_1638,TMTAstop-A,2021.2.3,144.1077926712815,
2,['1'],TMTstop-A_1_1.png,TMTstop-A_1_1firstgreen.png,TMTstop-A_1_1firstred.png,10,,,,,,,,,1,1,27,1,,,,,,,,,,,,,,,,,,,,,,,33.766107599949464,None,"['3', '1']",1,"[0.023266799980774522, 0.1764295999892056]",33.766107599949464,None,,001,2022_Jan_12_1638,TMTAstop-A,2021.2.3,144.1077926712815,
3,['2'],TMTstop-A_1_1linestimulus0.png,TMTstop-A_1_1greenlinestimulus0.png,TMTstop-A_1_1redlinestimulus0.png,10,,,,,,,,,1,2,28,2,,,,,,,,,,,,,,,,,,,,,,,34.023209099890664,None,['2'],1,[-0.04162240005098283],34.023209099890664,None,,001,2022_Jan_12_1638,TMTAstop-A,2021.2.3,144.1077926712815,
4,['3'],TMTstop-A_1_1linestimulus1.png,TMTstop-A_1_1greenlinestimulus1.png,TMTstop-A_1_1redlinestimulus1.png,10,,,,,,,,,1,3,29,3,,,,,,,,,,,,,,,,,,,,,,,34.092590999789536,None,['3'],1,[0.02713089995086193],34.092590999789536,None,,001,2022_Jan_12_1638,TMTAstop-A,2021.2.3,144.1077926712815,
5,['2'],TMTstop-A_1_1linestimulus2.png,TMTstop-A_1_1greenlinestimulus2.png,TMTstop-A_1_1redlinestimulus2.png,10,,,,,,,,,1,4,30,4,,,,,,,,,,,,,,,,,,,,,,,34.190059499815106,None,"['1', '2']",1,"[0.0848511999938637, 0.12625149986706674]",34.190059499815106,None,,001,2022_Jan_12_1638,TMTAstop-A,2021.2.3,144.1077926712815,
6,['3'],TMTstop-A_1_1linestimulus3.png,TMTstop-A_1_1greenlinestimulus3.png,TMTstop-A_1_1redlinestimulus3.png,10,,,,,,,,,1,5,31,5,,,,,,,,,,,,,,,,,,,,,,,34.39147699996829,None,['3'],1,[0.062020699959248304],34.39147699996829,None,,001,2022_Jan_12_1638,TMTAstop-A,2021.2.3,144.1077926712815,
7,['2'],TMTstop-A_1_1linestimulus4.png,TMTstop-A_1_1greenlinestimulus4.png,TMTstop-A_1_1redlinestimulus4.png,10,,,,,,,,,1,6,32,6,,,,,,,,,,,,,,,,,,,,,,,34.53032469982281,None,"['1', '2']",1,"[0.13219040003605187, 0.145946100121364]",34.53032469982281,None,,001,2022_Jan_12_1638,TMTAstop-A,2021.2.3,144.1077926712815,
8,['1'],TMTstop-A_1_1linestimulus5.png,TMTstop-A_1_1greenlinestimulus5.png,TMTstop-A_1_1redlinestimulus5.png,10,,,,,,,,,1,7,33,7,,,,,,,,,,,,,,,,,,,,,,,34.780197399901226,None,"['3', '1']",1,"[0.032862799940630794, 0.21628910000436008]",34.780197399901226,None,,001,2022_Jan_12_1638,TMTAstop-A,2021.2.3,144.1077926712815,
9,['2'],TMTstop-A_1_1linestimulus6.png,TMTstop-A_1_1greenlinestimulus6.png,TMTstop-A_1_1redlinestimulus6.png,10,,,,,,,,,1,8,34,8,,,,,,,,,,,,,,,,,,,,,,,35.09977119998075,None,['2'],1,[-0.02343040006235242],35.09977119998075,None,,001,2022_Jan_12_1638,TMTAstop-A,2021.2.3,144.1077926712815,
10,['1'],TMTstop-A_1_1linestimulus7.png,TMTstop-A_1_1greenlinestimulus7.png,TMTstop-A_1_1redlinestimulus7.png,10,,,,,,,,,1,9,35,9,,,,,,,,,,,,,,,,,,,,,,,35.16988359997049,None,"['3', '3', '3', '1']",1,"[-0.021341799991205335, 0.27870249981060624, 0.4811662998981774, 0.63382270000875]",35.16988359997049,None,,001,2022_Jan_12_1638,TMTAstop-A,2021.2.3,144.1077926712815,
11,['2'],TMTstop-A_1_1linestimulus8.png,TMTstop-A_1_1greenlinestimulus8.png,TMTstop-A_1_1redlinestimulus8.png,10,,,,,,,,,1,10,36,10,,,,,,,,,,,,,,,,,,,,,,,35.91901669977233,None,"['1', '1', '2']",1,"[0.15128679992631078, 0.3941095001064241, 0.5689022999722511]",35.91901669977233,None,,001,2022_Jan_12_1638,TMTAstop-A,2021.2.3,144.1077926712815,
12,['3'],TMTstop-A_1_1linestimulus9.png,TMTstop-A_1_1greenlinestimulus9.png,TMTstop-A_1_1redlinestimulus9.png,10,,,,,,,,,1,11,37,11,,,,,,,,,,,,,,,,,,,,,,,36.57272719987668,None,"['2', '2', '2', '3']",1,"[0.15768889989703894, 0.3404792998917401, 0.5523129000794142, 0.7880903000477701]",36.57272719987668,None,,001,2022_Jan_12_1638,TMTAstop-A,2021.2.3,144.1077926712815,
13,['2'],TMTstop-A_1_1linestimulus10.png,TMTstop-A_1_1greenlinestimulus10.png,TMTstop-A_1_1redlinestimulus10.png,1,,,,,,,,,1,12,38,12,,,,,,,,,,,,,,,,,,,,,,,37.4604926998727,None,"['1', '2']",1,"[0.10212030005641282, 0.1788876000791788]",37.4604926998727,None,,001,2022_Jan_12_1638,TMTAstop-A,2021.2.3,144.1077926712815,
14,['3'],TMTstop-A_1_1linestimulus11.png,TMTstop-A_1_1greenlinestimulus11.png,TMTstop-A_1_1redlinestimulus11.png,None,,,,,,,,,1,13,39,13,,,,,,,,,,,,,,,,,,,,,,,37.72451079986058,None,['3'],1,[0.03427970013581216],37.72451079986058,None,,001,2022_Jan_12_1638,TMTAstop-A,2021.2.3,144.1077926712815,
15,['1'],TMTstop-A_1_1linestimulus12.png,TMTstop-A_1_1greenlinestimulus12.png,TMTstop-A_1_1redlinestimulus12.png,None,,,,,,,,,1,14,40,14,,,,,,,,,,,,,,,,,,,,,,,37.843358899932355,None,['1'],1,[0.06667379988357425],37.843358899932355,None,,001,2022_Jan_12_1638,TMTAstop-A,2021.2.3,144.1077926712815,
16,['3'],TMTstop-A_1_1linestimulus13.png,TMTstop-A_1_1greenlinestimulus13.png,TMTstop-A_1_1redlinestimulus13.png,None,,,,,,,,,1,15,41,15,,,,,,,,,,,,,,,,,,,,,,,37.98864989983849,None,"['2', '3']",1,"[-0.014190600020810962, 0.07080890005454421]",37.98864989983849,None,,001,2022_Jan_12_1638,TMTAstop-A,2021.2.3,144.1077926712815,
17,['2'],TMTstop-A_1_1linestimulus14.png,TMTstop-A_1_1greenlinestimulus14.png,TMTstop-A_1_1redlinestimulus14.png,None,,,,,,,,,1,16,42,16,,,,,,,,,,,,,,,,,,,,,,,38.141667399788275,None,"['1', '2']",1,"[0.07834509992972016, 0.18875920004211366]",38.141667399788275,None,,001,2022_Jan_12_1638,TMTAstop-A,2021.2.3,144.1077926712815,
18,['3'],TMTstop-A_1_1linestimulus15.png,TMTstop-A_1_1greenlinestimulus15.png,TMTstop-A_1_1redlinestimulus15.png,None,,,,,,,,,1,17,43,17,,,,,,,,,,,,,,,,,,,,,,,38.41874539991841,None,['3'],1,[-0.014646699884906411],38.41874539991841,None,,001,2022_Jan_12_1638,TMTAstop-A,2021.2.3,144.1077926712815,
19,['1'],TMTstop-A_1_1linestimulus16.png,TMTstop-A_1_1greenlinestimulus16.png,TMTstop-A_1_1redlinestimulus16.png,None,,,,,,,,,1,18,44,18,,,,,,,,,,,,,,,,,,,,,,,38.49538029986434,None,['1'],1,[0.06024559983052313],38.49538029986434,None,,001,2022_Jan_12_1638,TMTAstop-A,2021.2.3,144.1077926712815,
20,['3'],TMTstop-A_1_1linestimulus17.png,TMTstop-A_1_1greenlinestimulus17.png,TMTstop-A_1_1redlinestimulus17.png,None,,,,,,,,,1,19,45,19,,,,,,,,,,,,,,,,,,,,,,,38.63445519981906,None,"['2', '3']",1,"[0.025958499871194363, 0.10555119998753071]",38.63445519981906,None,,001,2022_Jan_12_1638,TMTAstop-A,2021.2.3,144.1077926712815,
21,['1'],TMTstop-A_1_1linestimulus18.png,TMTstop-A_1_1greenlinestimulus18.png,TMTstop-A_1_1redlinestimulus18.png,None,,,,,,,,,1,20,46,20,,,,,,,,,,,,,,,,,,,,,,,38.82180209993385,None,['1'],1,[0.0910511000547558],38.82180209993385,None,,001,2022_Jan_12_1638,TMTAstop-A,2021.2.3,144.1077926712815,
22,['3'],TMTstop-A_1_1linestimulus19.png,TMTstop-A_1_1greenlinestimulus19.png,TMTstop-A_1_1redlinestimulus19.png,None,,,,,,,,,1,21,47,21,,,,,,,,,,,,,,,,,,,,,,,38.988537499913946,None,"['2', '3']",1,"[-0.018573599867522717, 0.09286270011216402]",38.988537499913946,None,,001,2022_Jan_12_1638,TMTAstop-A,2021.2.3,144.1077926712815,
23,['1'],TMTstop-A_1_1linestimulus20.png,TMTstop-A_1_1greenlinestimulus20.png,TMTstop-A_1_1redlinestimulus20.png,None,,,,,,,,,1,22,48,22,,,,,,,,,,,,,,,,,,,,,,,39.19124549999833,None,['1'],1,[0.03137089987285435],39.19124549999833,None,,001,2022_Jan_12_1638,TMTAstop-A,2021.2.3,144.1077926712815,
24,['2'],TMTstop-A_1_1linestimulus21.png,TMTstop-A_1_1greenlinestimulus21.png,TMTstop-A_1_1redlinestimulus21.png,None,,,,,,,,,1,23,49,23,,,,,,,,,,,,,,,,,,,,,,,39.30125049990602,None,['2'],1,[0.021912800148129463],39.30125049990602,None,,001,2022_Jan_12_1638,TMTAstop-A,2021.2.3,144.1077926712815,
25,['3'],TMTstop-A_1_1linestimulus22.png,TMTstop-A_1_1greenlinestimulus22.png,TMTstop-A_1_1redlinestimulus22.png,None,,,,,,,,,1,24,50,24,,,,,,,,,,,,,,,,,,,,,,,39.398290399927646,None,['3'],1,[0.6450660000555217],39.398290399927646,None,,001,2022_Jan_12_1638,TMTAstop-A,2021.2.3,144.1077926712815,
