Block_file,Condition_rows,NumberLetter,corrAns,Correct,StimFile,Correct_StimFile,False_StimFile,Version,Block,TrialNumber_session,Blocks_TMTControl.thisRepN,Blocks_TMTControl.thisTrialN,Blocks_TMTControl.thisN,Blocks_TMTControl.thisIndex,trials_TMTControl.thisRepN,trials_TMTControl.thisTrialN,trials_TMTControl.thisN,trials_TMTControl.thisIndex,Attempts,First_attempt,Stim.started,Stim.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
TMTstop-Control_1_1.xlsx,0:26,1,['2'],2,TMTstop-control_1_1.png,TMTstop-control_1_1.png,TMTstop-control_1_1.png,TMT-Control,1,1,0,0,0,0,0,0,0,0,1,1,11.986526699969545,None,['2'],1,[0.8106624998617917],11.986526699969545,None,,001,2022_Feb_02_1727,TMT_fmri,2021.2.3,148.21555877189027,
TMTstop-Control_1_1.xlsx,0:26,2,['1'],1,TMTstop-control_1_1.png,TMTstop-control_1_1firstgreen.png,TMTstop-control_1_1firstred.png,TMT-Control,1,2,0,0,0,0,0,1,1,1,1,1,12.868764399783686,None,['1'],1,[0.023158099967986345],12.868764399783686,None,,001,2022_Feb_02_1727,TMT_fmri,2021.2.3,148.21555877189027,
TMTstop-Control_1_1.xlsx,0:26,3,['2'],2,TMTstop-control_1_1linestimulus0.png,TMTstop-control_1_1greenlinestimulus0.png,TMTstop-control_1_1redlinestimulus0.png,TMT-Control,1,3,0,0,0,0,0,2,2,2,3,0,12.966835599858314,None,"['3', '1', '2']",1,"[0.05408159992657602, 0.19633139995858073, 0.24567720014601946]",12.966835599858314,None,,001,2022_Feb_02_1727,TMT_fmri,2021.2.3,148.21555877189027,
TMTstop-Control_1_1.xlsx,0:26,4,['3'],3,TMTstop-control_1_1linestimulus1.png,TMTstop-control_1_1greenlinestimulus1.png,TMTstop-control_1_1redlinestimulus1.png,TMT-Control,1,4,0,0,0,0,0,3,3,3,1,1,13.313031499972567,None,['3'],1,[0.010626400122419],13.313031499972567,None,,001,2022_Feb_02_1727,TMT_fmri,2021.2.3,148.21555877189027,
TMTstop-Control_1_1.xlsx,0:26,5,['2'],2,TMTstop-control_1_1linestimulus2.png,TMTstop-control_1_1greenlinestimulus2.png,TMTstop-control_1_1redlinestimulus2.png,TMT-Control,1,5,0,0,0,0,0,4,4,4,2,0,13.397245100000873,None,"['1', '2']",1,"[0.05870809988118708, 0.1232914999127388]",13.397245100000873,None,,001,2022_Feb_02_1727,TMT_fmri,2021.2.3,148.21555877189027,
TMTstop-Control_1_1.xlsx,0:26,6,['1'],1,TMTstop-control_1_1linestimulus3.png,TMTstop-control_1_1greenlinestimulus3.png,TMTstop-control_1_1redlinestimulus3.png,TMT-Control,1,6,0,0,0,0,0,5,5,5,2,0,13.612457499839365,None,"['3', '1']",1,"[0.018741399981081486, 0.36885169986635447]",13.612457499839365,None,,001,2022_Feb_02_1727,TMT_fmri,2021.2.3,148.21555877189027,
TMTstop-Control_1_1.xlsx,0:26,7,['3'],3,TMTstop-control_1_1linestimulus4.png,TMTstop-control_1_1greenlinestimulus4.png,TMTstop-control_1_1redlinestimulus4.png,TMT-Control,1,7,0,0,0,0,0,6,6,6,2,0,14.083955899812281,None,"['2', '3']",1,"[-0.06732729985378683, 0.062893700087443]",14.083955899812281,None,,001,2022_Feb_02_1727,TMT_fmri,2021.2.3,148.21555877189027,
TMTstop-Control_1_1.xlsx,0:26,8,['2'],2,TMTstop-control_1_1linestimulus4.png,TMTstop-control_1_1greenlinestimulus5.png,TMTstop-control_1_1redlinestimulus5.png,TMT-Control,1,8,0,0,0,0,0,7,7,7,2,0,14.236816899850965,None,"['1', '2']",1,"[0.06704639992676675, 0.08870640001259744]",14.236816899850965,None,,001,2022_Feb_02_1727,TMT_fmri,2021.2.3,148.21555877189027,
TMTstop-Control_1_1.xlsx,0:26,9,['3'],3,TMTstop-control_1_1linestimulus6.png,TMTstop-control_1_1greenlinestimulus6.png,TMTstop-control_1_1redlinestimulus6.png,TMT-Control,1,9,0,0,0,0,0,8,8,8,1,1,14.41750320000574,None,['3'],1,[0.025174699956551194],14.41750320000574,None,,001,2022_Feb_02_1727,TMT_fmri,2021.2.3,148.21555877189027,
TMTstop-Control_1_1.xlsx,0:26,10,['2'],2,TMTstop-control_1_1linestimulus7.png,TMTstop-control_1_1greenlinestimulus7.png,TMTstop-control_1_1redlinestimulus7.png,TMT-Control,1,10,0,0,0,0,0,9,9,9,2,0,14.521701199933887,None,"['1', '2']",1,"[0.06027830019593239, 0.09186100005172193]",14.521701199933887,None,,001,2022_Feb_02_1727,TMT_fmri,2021.2.3,148.21555877189027,
TMTstop-Control_1_1.xlsx,0:26,11,['3'],3,TMTstop-control_1_1linestimulus8.png,TMTstop-control_1_1greenlinestimulus8.png,TMTstop-control_1_1redlinestimulus8.png,TMT-Control,1,11,0,0,0,0,0,10,10,10,1,1,14.702327399980277,None,['3'],1,[0.015323699917644262],14.702327399980277,None,,001,2022_Feb_02_1727,TMT_fmri,2021.2.3,148.21555877189027,
TMTstop-Control_1_1.xlsx,0:26,12,['1'],1,TMTstop-control_1_1linestimulus9.png,TMTstop-control_1_1greenlinestimulus9.png,TMTstop-control_1_1redlinestimulus9.png,TMT-Control,1,12,0,0,0,0,0,11,11,11,1,1,14.78537299996242,None,['1'],1,[0.0670533999800682],14.78537299996242,None,,001,2022_Feb_02_1727,TMT_fmri,2021.2.3,148.21555877189027,
