NumberLetter,corrAns,StimFile,Correct_StimFile,False_StimFile,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Instruct.started,Instruct.stopped,text_2.started,text_2.stopped,Stim.started,Stim.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
1,2,TMT-B.jpg,TMT-B.jpg,TMT-B.jpg,0,0,0,0,6.263377699999978,None,6.263377699999978,None,9.034208299999932,None,1,0,7.17279869999993,9.034208299999932,None,,001,2021_Oct_27_1125,TMTAB,2021.2.3,144.34784365969148,
A,3,TMT-B.jpg,TMT-B.jpg,TMT-B.jpg,0,1,1,1,,,,,16.26307529999997,None,2,0,0.6460982999999487,16.26307529999997,None,,001,2021_Oct_27_1125,TMTAB,2021.2.3,144.34784365969148,
2,2,TMT-B_linestimulus0.png,TMT-B_greenlinestimulus0.png,TMT-B_redlinestimulus0.png,0,2,2,2,,,,,16.97827589999997,None,3,0,1.560454400000026,16.97827589999997,None,,001,2021_Oct_27_1125,TMTAB,2021.2.3,144.34784365969148,
B,3,TMT-B_linestimulus1.png,TMT-B_greenlinestimulus1.png,TMT-B_redlinestimulus1.png,0,3,3,3,,,,,18.61028209999995,None,2,0,0.25475919999996677,18.61028209999995,None,,001,2021_Oct_27_1125,TMTAB,2021.2.3,144.34784365969148,
3,1,TMT-B_linestimulus2.png,TMT-B_greenlinestimulus2.png,TMT-B_redlinestimulus2.png,0,4,4,4,,,,,18.936497799999984,None,3,0,0.37974309999992784,18.936497799999984,None,,001,2021_Oct_27_1125,TMTAB,2021.2.3,144.34784365969148,
C,2,TMT-B_linestimulus3.png,TMT-B_greenlinestimulus3.png,TMT-B_redlinestimulus3.png,0,5,5,5,,,,,19.39476659999991,None,1,0,0.36140100000000075,19.39476659999991,None,,001,2021_Oct_27_1125,TMTAB,2021.2.3,144.34784365969148,
4,1,TMT-B_linestimulus4.png,TMT-B_greenlinestimulus4.png,TMT-B_redlinestimulus4.png,0,6,6,6,,,,,19.825352799999905,None,2,0,0.17191060000004654,19.825352799999905,None,,001,2021_Oct_27_1125,TMTAB,2021.2.3,144.34784365969148,
D,2,TMT-B_linestimulus5.png,TMT-B_greenlinestimulus5.png,TMT-B_redlinestimulus5.png,0,7,7,7,,,,,20.068354899999918,None,3,0,0.22978710000006686,20.068354899999918,None,,001,2021_Oct_27_1125,TMTAB,2021.2.3,144.34784365969148,
