NumberLetter,corrAns,StimFile,Correct_StimFile,False_StimFile,DurationTrial,restartpractice.thisRepN,restartpractice.thisTrialN,restartpractice.thisN,restartpractice.thisIndex,trials_practice.thisRepN,trials_practice.thisTrialN,trials_practice.thisN,trials_practice.thisIndex,Instruct.started,Instruct.stopped,text_2.started,text_2.stopped,polygon.started,polygon.stopped,Stim_practice.started,Stim_practice.stopped,key_resp_practice.keys,key_resp_practice.rt,key_resp_practice.started,key_resp_practice.stopped,participant,session,date,expName,psychopyVersion,frameRate,
1,['1'],TMTstop-A_1_practice.png,TMTstop-A_1_practice.png,TMTstop-A_1_practice.png,10,0,0,0,0,0,0,0,0,6.249905399999989,None,6.249905399999989,None,6.752394200000708,None,9.856053299999985,None,1,0.7298761000001832,9.856053299999985,None,,001,2021_Nov_16_1840,TMTAB,2021.2.3,59.91672773181376,
2,['2'],TMTstop-A_1_practice.png,TMTstop-A_1_practicefirstgreen.png,TMTstop-A_1_practicefirstred.png,10,0,0,0,0,0,1,1,1,,,,,,,10.656766699999935,None,2,0.2650838000008662,10.656766699999935,None,,001,2021_Nov_16_1840,TMTAB,2021.2.3,59.91672773181376,
3,['3'],TMTstop-A_1_practicelinestimulus0.png,TMTstop-A_1_practicegreenlinestimulus0.png,TMTstop-A_1_practiceredlinestimulus0.png,10,0,0,0,0,0,2,2,2,,,,,,,11.023630500001673,None,3,0.2837409999992815,11.023630500001673,None,,001,2021_Nov_16_1840,TMTAB,2021.2.3,59.91672773181376,
4,['1'],TMTstop-A_1_practicelinestimulus1.png,TMTstop-A_1_practicegreenlinestimulus1.png,TMTstop-A_1_practiceredlinestimulus1.png,10,0,0,0,0,0,3,3,3,,,,,,,11.390444700000444,None,1,0.04740050000145857,11.390444700000444,None,,001,2021_Nov_16_1840,TMTAB,2021.2.3,59.91672773181376,
5,['2'],TMTstop-A_1_practicelinestimulus2.png,TMTstop-A_1_practicegreenlinestimulus2.png,TMTstop-A_1_practiceredlinestimulus2.png,10,0,0,0,0,0,4,4,4,,,,,,,11.523888200001238,None,2,0.014670499998828745,11.523888200001238,None,,001,2021_Nov_16_1840,TMTAB,2021.2.3,59.91672773181376,
6,['3'],TMTstop-A_1_practicelinestimulus3.png,TMTstop-A_1_practicegreenlinestimulus3.png,TMTstop-A_1_practiceredlinestimulus3.png,10,0,0,0,0,0,5,5,5,,,,,,,11.606620300000941,None,3,0.3015489000008529,11.606620300000941,None,,001,2021_Nov_16_1840,TMTAB,2021.2.3,59.91672773181376,
7,['1'],TMTstop-A_1_practicelinestimulus4.png,TMTstop-A_1_practicegreenlinestimulus4.png,TMTstop-A_1_practiceredlinestimulus4.png,10,0,0,0,0,0,6,6,6,,,,,,,12.0068437000009,None,1,0.025638600000092993,12.0068437000009,None,,001,2021_Nov_16_1840,TMTAB,2021.2.3,59.91672773181376,
8,['3'],TMTstop-A_1_practicelinestimulus5.png,TMTstop-A_1_practicegreenlinestimulus5.png,TMTstop-A_1_practiceredlinestimulus5.png,10,0,0,0,0,0,7,7,7,,,,,,,12.107718900000691,None,3,0.10652850000042235,12.107718900000691,None,,001,2021_Nov_16_1840,TMTAB,2021.2.3,59.91672773181376,
9,['2'],TMTstop-A_1_practicelinestimulus6.png,TMTstop-A_1_practicegreenlinestimulus6.png,TMTstop-A_1_practiceredlinestimulus6.png,10,0,0,0,0,0,8,8,8,,,,,,,12.307533799999874,None,2,0.7584096999999019,12.307533799999874,None,,001,2021_Nov_16_1840,TMTAB,2021.2.3,59.91672773181376,
10,['3'],TMTstop-A_1_practicelinestimulus7.png,TMTstop-A_1_practicegreenlinestimulus7.png,TMTstop-A_1_practiceredlinestimulus7.png,10,0,0,0,0,0,9,9,9,,,,,,,13.17450749999989,None,3,0.025848100000075647,13.17450749999989,None,,001,2021_Nov_16_1840,TMTAB,2021.2.3,59.91672773181376,
11,['1'],TMTstop-A_1_practicelinestimulus8.png,TMTstop-A_1_practicegreenlinestimulus8.png,TMTstop-A_1_practiceredlinestimulus8.png,10,0,0,0,0,0,10,10,10,,,,,,,13.27472940000007,None,1,0.6766539999989618,13.27472940000007,None,,001,2021_Nov_16_1840,TMTAB,2021.2.3,59.91672773181376,
12,['2'],TMTstop-A_1_practicelinestimulus9.png,TMTstop-A_1_practicegreenlinestimulus9.png,TMTstop-A_1_practiceredlinestimulus9.png,10,0,0,0,0,0,11,11,11,,,,,,,14.025047000000995,None,2,0.40581209999982093,14.025047000000995,None,,001,2021_Nov_16_1840,TMTAB,2021.2.3,59.91672773181376,
None,None,TMTstop-A_1_practicelinestimulus10.png,TMTstop-A_1_practicegreenlinestimulus10.png,TMTstop-A_1_practiceredlinestimulus10.png,None,0,0,0,0,0,12,12,12,,,,,,,14.508101299999907,None,None,,14.508101299999907,None,,001,2021_Nov_16_1840,TMTAB,2021.2.3,59.91672773181376,
