NumberLetter,corrAns,Correct,StimFile,Correct_StimFile,False_StimFile,DurationTrial,trials_TMTControl.thisRepN,trials_TMTControl.thisTrialN,trials_TMTControl.thisN,trials_TMTControl.thisIndex,trials_TMTA.thisRepN,trials_TMTA.thisTrialN,trials_TMTA.thisN,trials_TMTA.thisIndex,trials_TMTB.thisRepN,trials_TMTB.thisTrialN,trials_TMTB.thisN,trials_TMTB.thisIndex,Attempts,First_attempt,Stim.started,Stim.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
1,['2'],2,TMTstop-control_1_p.png,TMTstop-control_1_p.png,TMTstop-control_1_p.png,10,0,0,0,0,,,,,,,,,1,1,29.045386800018605,None,['2'],1,[2.298400599975139],29.045386800018605,None,,001,2022_Nov_21_1345,TMT_practice,2021.2.3,144.01979405684952,
2,['1'],1,TMTstop-control_1_p.png,TMTstop-control_1_pfirstgreen.png,TMTstop-control_1_pfirstred.png,10,0,1,1,1,,,,,,,,,1,1,31.49279510002816,None,['1'],1,[0.6752072000526823],31.49279510002816,None,,001,2022_Nov_21_1345,TMT_practice,2021.2.3,144.01979405684952,
3,['3'],3,TMTstop-control_1_plinestimulus0.png,TMTstop-control_1_pgreenlinestimulus0.png,TMTstop-control_1_predlinestimulus0.png,10,0,2,2,2,,,,,,,,,1,1,32.26759250002215,None,['3'],1,[0.6308498000144027],32.26759250002215,None,,001,2022_Nov_21_1345,TMT_practice,2021.2.3,144.01979405684952,
4,['1'],1,TMTstop-control_1_plinestimulus1.png,TMTstop-control_1_pgreenlinestimulus1.png,TMTstop-control_1_predlinestimulus1.png,10,0,3,3,3,,,,,,,,,1,1,33.01239910000004,None,['1'],1,[0.42995119997067377],33.01239910000004,None,,001,2022_Nov_21_1345,TMT_practice,2021.2.3,144.01979405684952,
5,['3'],3,TMTstop-control_1_plinestimulus2.png,TMTstop-control_1_pgreenlinestimulus2.png,TMTstop-control_1_predlinestimulus2.png,10,0,4,4,4,,,,,,,,,1,1,33.548094300029334,None,['3'],1,[0.3220335000078194],33.548094300029334,None,,001,2022_Nov_21_1345,TMT_practice,2021.2.3,144.01979405684952,
6,['1'],1,TMTstop-control_1_plinestimulus3.png,TMTstop-control_1_pgreenlinestimulus3.png,TMTstop-control_1_predlinestimulus3.png,10,0,5,5,5,,,,,,,,,1,1,33.992316400050186,None,['1'],1,[0.34224249998806044],33.992316400050186,None,,001,2022_Nov_21_1345,TMT_practice,2021.2.3,144.01979405684952,
7,['3'],3,TMTstop-control_1_plinestimulus4.png,TMTstop-control_1_pgreenlinestimulus4.png,TMTstop-control_1_predlinestimulus4.png,10,0,6,6,6,,,,,,,,,1,1,34.44512350001605,None,['3'],1,[0.33525669999653473],34.44512350001605,None,,001,2022_Nov_21_1345,TMT_practice,2021.2.3,144.01979405684952,
8,['1'],1,TMTstop-control_1_plinestimulus4.png,TMTstop-control_1_pgreenlinestimulus5.png,TMTstop-control_1_predlinestimulus5.png,10,0,7,7,7,,,,,,,,,1,1,34.89262900000904,None,['1'],1,[0.31039230001624674],34.89262900000904,None,,001,2022_Nov_21_1345,TMT_practice,2021.2.3,144.01979405684952,
9,['2'],2,TMTstop-control_1_plinestimulus6.png,TMTstop-control_1_pgreenlinestimulus6.png,TMTstop-control_1_predlinestimulus6.png,10,0,8,8,8,,,,,,,,,1,1,35.31230360001791,None,['2'],1,[0.5243132999748923],35.31230360001791,None,,001,2022_Nov_21_1345,TMT_practice,2021.2.3,144.01979405684952,
10,['3'],3,TMTstop-control_1_plinestimulus7.png,TMTstop-control_1_pgreenlinestimulus7.png,TMTstop-control_1_predlinestimulus7.png,10,0,9,9,9,,,,,,,,,1,1,35.93977040000027,None,['3'],1,[0.2203056999715045],35.93977040000027,None,,001,2022_Nov_21_1345,TMT_practice,2021.2.3,144.01979405684952,
11,['2'],2,TMTstop-control_1_plinestimulus8.png,TMTstop-control_1_pgreenlinestimulus8.png,TMTstop-control_1_predlinestimulus8.png,10,0,10,10,10,,,,,,,,,1,1,36.26544380001724,None,['2'],1,[0.3366476999945007],36.26544380001724,None,,001,2022_Nov_21_1345,TMT_practice,2021.2.3,144.01979405684952,
12,['3'],3,TMTstop-control_1_plinestimulus9.png,TMTstop-control_1_pgreenlinestimulus9.png,TMTstop-control_1_predlinestimulus9.png,10,0,11,11,11,,,,,,,,,1,1,36.70527120004408,None,['3'],1,[0.36136229999829084],36.70527120004408,None,,001,2022_Nov_21_1345,TMT_practice,2021.2.3,144.01979405684952,
13,['1'],1,TMTstop-control_1_plinestimulus10.png,TMTstop-control_1_pgreenlinestimulus10.png,TMTstop-control_1_predlinestimulus10.png,1,0,12,12,12,,,,,,,,,1,1,37.17522170004668,None,['1'],1,[0.36830919998465106],37.17522170004668,None,,001,2022_Nov_21_1345,TMT_practice,2021.2.3,144.01979405684952,
14,['2'],2,TMTstop-control_1_plinestimulus11.png,TMTstop-control_1_pgreenlinestimulus11.png,TMTstop-control_1_predlinestimulus11.png,None,0,13,13,13,,,,,,,,,1,1,37.6582616000087,None,['2'],1,[0.2683004999998957],37.6582616000087,None,,001,2022_Nov_21_1345,TMT_practice,2021.2.3,144.01979405684952,
15,['3'],3,TMTstop-control_1_plinestimulus12.png,TMTstop-control_1_pgreenlinestimulus12.png,TMTstop-control_1_predlinestimulus12.png,None,0,14,14,14,,,,,,,,,1,1,38.040077200043015,None,['3'],1,[0.2605784999905154],38.040077200043015,None,,001,2022_Nov_21_1345,TMT_practice,2021.2.3,144.01979405684952,
16,['1'],1,TMTstop-control_1_plinestimulus13.png,TMTstop-control_1_pgreenlinestimulus13.png,TMTstop-control_1_predlinestimulus13.png,None,0,15,15,15,,,,,,,,,1,1,38.40166970004793,None,['1'],1,[0.37560449994634837],38.40166970004793,None,,001,2022_Nov_21_1345,TMT_practice,2021.2.3,144.01979405684952,
17,['3'],3,TMTstop-control_1_plinestimulus14.png,TMTstop-control_1_pgreenlinestimulus14.png,TMTstop-control_1_predlinestimulus14.png,None,0,16,16,16,,,,,,,,,1,1,38.906057200045325,None,['3'],1,[0.28149170003598556],38.906057200045325,None,,001,2022_Nov_21_1345,TMT_practice,2021.2.3,144.01979405684952,
18,['1'],1,TMTstop-control_1_plinestimulus15.png,TMTstop-control_1_pgreenlinestimulus15.png,TMTstop-control_1_predlinestimulus15.png,None,0,17,17,17,,,,,,,,,1,1,39.31840849999571,None,['1'],1,[0.18137549998937175],39.31840849999571,None,,001,2022_Nov_21_1345,TMT_practice,2021.2.3,144.01979405684952,
19,['3'],3,TMTstop-control_1_plinestimulus16.png,TMTstop-control_1_pgreenlinestimulus16.png,TMTstop-control_1_predlinestimulus16.png,None,0,18,18,18,,,,,,,,,1,1,39.632738600019366,None,['3'],1,[0.2000908999470994],39.632738600019366,None,,001,2022_Nov_21_1345,TMT_practice,2021.2.3,144.01979405684952,
20,['2'],2,TMTstop-control_1_plinestimulus17.png,TMTstop-control_1_pgreenlinestimulus17.png,TMTstop-control_1_predlinestimulus17.png,None,0,19,19,19,,,,,,,,,1,1,39.9719489000272,None,['2'],1,[0.31094860000303015],39.9719489000272,None,,001,2022_Nov_21_1345,TMT_practice,2021.2.3,144.01979405684952,
21,['1'],1,TMTstop-control_1_plinestimulus18.png,TMTstop-control_1_pgreenlinestimulus18.png,TMTstop-control_1_predlinestimulus18.png,None,0,20,20,20,,,,,,,,,1,1,40.389231400040444,None,['1'],1,[0.21790459996555],40.389231400040444,None,,001,2022_Nov_21_1345,TMT_practice,2021.2.3,144.01979405684952,
22,['3'],3,TMTstop-control_1_plinestimulus19.png,TMTstop-control_1_pgreenlinestimulus19.png,TMTstop-control_1_predlinestimulus19.png,None,0,21,21,21,,,,,,,,,1,1,40.723341200035065,None,['3'],1,[0.2591715000453405],40.723341200035065,None,,001,2022_Nov_21_1345,TMT_practice,2021.2.3,144.01979405684952,
23,['2'],2,TMTstop-control_1_plinestimulus20.png,TMTstop-control_1_pgreenlinestimulus20.png,TMTstop-control_1_predlinestimulus20.png,None,0,22,22,22,,,,,,,,,1,1,41.082776900031604,None,['2'],1,[0.24952429998666048],41.082776900031604,None,,001,2022_Nov_21_1345,TMT_practice,2021.2.3,144.01979405684952,
24,['1'],1,TMTstop-control_1_plinestimulus21.png,TMTstop-control_1_pgreenlinestimulus21.png,TMTstop-control_1_predlinestimulus21.png,None,0,23,23,23,,,,,,,,,1,1,41.434780000010505,None,['1'],1,[0.19200699997600168],41.434780000010505,None,,001,2022_Nov_21_1345,TMT_practice,2021.2.3,144.01979405684952,
25,['3'],3,TMTstop-control_1_plinestimulus22.png,TMTstop-control_1_pgreenlinestimulus22.png,TMTstop-control_1_predlinestimulus22.png,None,0,24,24,24,,,,,,,,,1,1,41.72999320004601,None,['3'],1,[0.5879458999843337],41.72999320004601,None,,001,2022_Nov_21_1345,TMT_practice,2021.2.3,144.01979405684952,
None,None,None,TMTstop-control_1_plinestimulus23.png,TMTstop-control_1_pgreenlinestimulus23.png,TMTstop-control_1_predlinestimulus23.png,None,0,25,25,25,,,,,,,,,0,0,42.42521970003145,None,None,1,,42.42521970003145,None,,001,2022_Nov_21_1345,TMT_practice,2021.2.3,144.01979405684952,
1,['3'],3,TMTstop-A_1_p.png,TMTstop-A_1_p.png,TMTstop-A_1_p.png,10,,,,,0,0,0,0,,,,,1,1,59.23694750003051,None,['3'],1,[3.085025599983055],59.23694750003051,None,,001,2022_Nov_21_1345,TMT_practice,2021.2.3,144.01979405684952,
2,['1'],1,TMTstop-A_1_p.png,TMTstop-A_1_pfirstgreen.png,TMTstop-A_1_pfirstred.png,10,,,,,0,1,1,1,,,,,1,1,62.441057400021236,None,['1'],1,[1.2612433999893256],62.441057400021236,None,,001,2022_Nov_21_1345,TMT_practice,2021.2.3,144.01979405684952,
3,['2'],2,TMTstop-A_1_plinestimulus0.png,TMTstop-A_1_pgreenlinestimulus0.png,TMTstop-A_1_predlinestimulus0.png,10,,,,,0,2,2,2,,,,,1,1,63.83683350001229,None,['2'],1,[1.0728404999827035],63.83683350001229,None,,001,2022_Nov_21_1345,TMT_practice,2021.2.3,144.01979405684952,
4,['1'],1,TMTstop-A_1_plinestimulus1.png,TMTstop-A_1_pgreenlinestimulus1.png,TMTstop-A_1_predlinestimulus1.png,10,,,,,0,3,3,3,,,,,1,1,65.04403119999915,None,['1'],1,[4.699153899971861],65.04403119999915,None,,001,2022_Nov_21_1345,TMT_practice,2021.2.3,144.01979405684952,
5,['2'],2,TMTstop-A_1_plinestimulus2.png,TMTstop-A_1_pgreenlinestimulus2.png,TMTstop-A_1_predlinestimulus2.png,10,,,,,0,4,4,4,,,,,1,1,69.90553780004848,None,['2'],1,[0.9608234000043012],69.90553780004848,None,,001,2022_Nov_21_1345,TMT_practice,2021.2.3,144.01979405684952,
6,['1'],1,TMTstop-A_1_plinestimulus3.png,TMTstop-A_1_pgreenlinestimulus3.png,TMTstop-A_1_predlinestimulus3.png,10,,,,,0,5,5,5,,,,,1,1,71.02195460000075,None,['1'],1,[3.52297729998827],71.02195460000075,None,,001,2022_Nov_21_1345,TMT_practice,2021.2.3,144.01979405684952,
7,['2'],2,TMTstop-A_1_plinestimulus4.png,TMTstop-A_1_pgreenlinestimulus4.png,TMTstop-A_1_predlinestimulus4.png,10,,,,,0,6,6,6,,,,,1,1,74.66243800002849,None,['2'],1,[1.0015031000366434],74.66243800002849,None,,001,2022_Nov_21_1345,TMT_practice,2021.2.3,144.01979405684952,
8,['1'],1,TMTstop-A_1_plinestimulus5.png,TMTstop-A_1_pgreenlinestimulus5.png,TMTstop-A_1_predlinestimulus5.png,10,,,,,0,7,7,7,,,,,1,1,75.77575390000129,None,['1'],1,[0.6512515000067651],75.77575390000129,None,,001,2022_Nov_21_1345,TMT_practice,2021.2.3,144.01979405684952,
9,['2'],2,TMTstop-A_1_plinestimulus6.png,TMTstop-A_1_pgreenlinestimulus6.png,TMTstop-A_1_predlinestimulus6.png,10,,,,,0,8,8,8,,,,,1,1,76.53059320000466,None,['2'],1,[0.5614205000456423],76.53059320000466,None,,001,2022_Nov_21_1345,TMT_practice,2021.2.3,144.01979405684952,
10,['1'],1,TMTstop-A_1_plinestimulus7.png,TMTstop-A_1_pgreenlinestimulus7.png,TMTstop-A_1_predlinestimulus7.png,10,,,,,0,9,9,9,,,,,1,1,77.20358740002848,None,['1'],1,[0.8186891000368632],77.20358740002848,None,,001,2022_Nov_21_1345,TMT_practice,2021.2.3,144.01979405684952,
11,['2'],2,TMTstop-A_1_plinestimulus8.png,TMTstop-A_1_pgreenlinestimulus8.png,TMTstop-A_1_predlinestimulus8.png,10,,,,,0,10,10,10,,,,,1,1,78.12975380005082,None,['2'],1,[1.0509765000315383],78.12975380005082,None,,001,2022_Nov_21_1345,TMT_practice,2021.2.3,144.01979405684952,
12,['1'],1,TMTstop-A_1_plinestimulus9.png,TMTstop-A_1_pgreenlinestimulus9.png,TMTstop-A_1_predlinestimulus9.png,10,,,,,0,11,11,11,,,,,1,1,79.29402030003257,None,['1'],1,[0.5154869999969378],79.29402030003257,None,,001,2022_Nov_21_1345,TMT_practice,2021.2.3,144.01979405684952,
13,['2'],2,TMTstop-A_1_plinestimulus10.png,TMTstop-A_1_pgreenlinestimulus10.png,TMTstop-A_1_predlinestimulus10.png,1,,,,,0,12,12,12,,,,,1,1,79.93396380002378,None,['2'],1,[1.5145867999526672],79.93396380002378,None,,001,2022_Nov_21_1345,TMT_practice,2021.2.3,144.01979405684952,
14,['3'],3,TMTstop-A_1_plinestimulus11.png,TMTstop-A_1_pgreenlinestimulus11.png,TMTstop-A_1_predlinestimulus11.png,None,,,,,0,13,13,13,,,,,1,1,81.55931450001663,None,['3'],1,[0.5078403999796137],81.55931450001663,None,,001,2022_Nov_21_1345,TMT_practice,2021.2.3,144.01979405684952,
