NumberLetter,corrAns,StimFile,Correct_StimFile,False_StimFile,DurationTrial,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Instruct.started,Instruct.stopped,text_2.started,text_2.stopped,Stim.started,Stim.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
1,2,TMTstop-B_1_1.png,TMTstop-B_1_1.png,TMTstop-B_1_1.png,10,0,0,0,0,6.349392300006002,None,6.349392300006002,None,7.690330700017512,None,['1'],0,[0.6382799999555573],7.690330700017512,None,,001,2021_Nov_03_1315,TMTAB,2021.2.3,143.1602335548167,
A,1,TMTstop-B_1_1.png,TMTstop-B_1_1firstgreen.png,TMTstop-B_1_1firstred.png,10,0,1,1,1,,,,,8.412824900005944,None,['2'],0,[0.21358589990995824],8.412824900005944,None,,001,2021_Nov_03_1315,TMTAB,2021.2.3,143.1602335548167,
2,3,TMTstop-B_1_1linestimulus0.png,TMTstop-B_1_1greenlinestimulus0.png,TMTstop-B_1_1redlinestimulus0.png,10,0,2,2,2,,,,,8.703855899977498,None,['3'],0,[0.16643550002481788],8.703855899977498,None,,001,2021_Nov_03_1315,TMTAB,2021.2.3,143.1602335548167,
B,2,TMTstop-B_1_1linestimulus1.png,TMTstop-B_1_1greenlinestimulus1.png,TMTstop-B_1_1redlinestimulus1.png,10,0,3,3,3,,,,,8.940088899922557,None,['1'],0,[0.04813000001013279],8.940088899922557,None,,001,2021_Nov_03_1315,TMTAB,2021.2.3,143.1602335548167,
3,1,TMTstop-B_1_1linestimulus2.png,TMTstop-B_1_1greenlinestimulus2.png,TMTstop-B_1_1redlinestimulus2.png,10,0,4,4,4,,,,,9.065122399944812,None,['2'],0,[0.046018099994398654],9.065122399944812,None,,001,2021_Nov_03_1315,TMTAB,2021.2.3,143.1602335548167,
C,2,TMTstop-B_1_1linestimulus3.png,TMTstop-B_1_1greenlinestimulus3.png,TMTstop-B_1_1redlinestimulus3.png,10,0,5,5,5,,,,,9.190166999935172,None,['3'],0,[-0.00629229994956404],9.190166999935172,None,,001,2021_Nov_03_1315,TMTAB,2021.2.3,143.1602335548167,
4,1,TMTstop-B_1_1linestimulus4.png,TMTstop-B_1_1greenlinestimulus4.png,TMTstop-B_1_1redlinestimulus4.png,10,0,6,6,6,,,,,9.280232799937949,None,['1'],0,[0.041891900007613],9.280232799937949,None,,001,2021_Nov_03_1315,TMTAB,2021.2.3,143.1602335548167,
D,2,TMTstop-B_1_1linestimulus5.png,TMTstop-B_1_1greenlinestimulus5.png,TMTstop-B_1_1redlinestimulus5.png,10,0,7,7,7,,,,,9.398679499980062,None,['2'],0,[-0.03208519995678216],9.398679499980062,None,,001,2021_Nov_03_1315,TMTAB,2021.2.3,143.1602335548167,
5,3,TMTstop-B_1_1linestimulus6.png,TMTstop-B_1_1greenlinestimulus6.png,TMTstop-B_1_1redlinestimulus6.png,10,0,8,8,8,,,,,9.474554099957459,None,['2'],0,[0.17503789998590946],9.474554099957459,None,,001,2021_Nov_03_1315,TMTAB,2021.2.3,143.1602335548167,
E,1,TMTstop-B_1_1linestimulus7.png,TMTstop-B_1_1greenlinestimulus7.png,TMTstop-B_1_1redlinestimulus7.png,10,0,9,9,9,,,,,9.731581599917263,None,['2'],0,[0.12765590008348227],9.731581599917263,None,,001,2021_Nov_03_1315,TMTAB,2021.2.3,143.1602335548167,
