Block_file,Condition_rows,NumberLetter,corrAns,Correct,StimFile,Correct_StimFile,False_StimFile,Version,Block,TrialNumber_session,Blocks_TMTControl.thisRepN,Blocks_TMTControl.thisTrialN,Blocks_TMTControl.thisN,Blocks_TMTControl.thisIndex,trials_TMTControl.thisRepN,trials_TMTControl.thisTrialN,trials_TMTControl.thisN,trials_TMTControl.thisIndex,Attempts,First_attempt,Stim.started,Stim.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
TMTstop-Control_1_1.xlsx,0:26,20,['1'],1,TMTstop-control_1_1linestimulus17.png,TMTstop-control_1_1greenlinestimulus17.png,TMTstop-control_1_1redlinestimulus17.png,TMT_Control,1,20,0,0,0,0,0,19,19,19,1,1,36.42720800009556,None,['1'],1,[-0.014118299819529057],36.42720800009556,None,,001,2022_Feb_02_1833,TMT_fmri,2021.2.3,None,
TMTstop-Control_1_1.xlsx,0:26,21,['3'],3,TMTstop-control_1_1linestimulus18.png,TMTstop-control_1_1greenlinestimulus18.png,TMTstop-control_1_1redlinestimulus18.png,TMT_Control,1,21,0,0,0,0,0,20,20,20,2,0,36.53585480013862,None,"['2', '3']",1,"[-0.09314149990677834, 0.03027360001578927]",36.53585480013862,None,,001,2022_Feb_02_1833,TMT_fmri,2021.2.3,None,
TMTstop-Control_1_1.xlsx,0:26,22,['1'],1,TMTstop-control_1_1linestimulus19.png,TMTstop-control_1_1greenlinestimulus19.png,TMTstop-control_1_1redlinestimulus19.png,TMT_Control,1,22,0,0,0,0,0,21,21,21,1,1,36.71013900008984,None,['1'],1,[-0.00537390005774796],36.71013900008984,None,,001,2022_Feb_02_1833,TMT_fmri,2021.2.3,None,
TMTstop-Control_1_1.xlsx,0:26,23,['3'],3,TMTstop-control_1_1linestimulus20.png,TMTstop-control_1_1greenlinestimulus20.png,TMTstop-control_1_1redlinestimulus20.png,TMT_Control,1,23,0,0,0,0,0,22,22,22,2,0,36.856337500037625,None,"['2', '3']",1,"[-0.1253285000566393, -0.005269699962809682]",36.856337500037625,None,,001,2022_Feb_02_1833,TMT_fmri,2021.2.3,None,
TMTstop-Control_1_1.xlsx,0:26,24,['1'],1,TMTstop-control_1_1linestimulus21.png,TMTstop-control_1_1greenlinestimulus21.png,TMTstop-control_1_1redlinestimulus21.png,TMT_Control,1,24,0,0,0,0,0,23,23,23,1,1,36.981410700129345,None,['1'],1,[0.021511999890208244],36.981410700129345,None,,001,2022_Feb_02_1833,TMT_fmri,2021.2.3,None,
TMTstop-Control_1_1.xlsx,0:26,25,['3'],3,TMTstop-control_1_1linestimulus22.png,TMTstop-control_1_1greenlinestimulus22.png,TMTstop-control_1_1redlinestimulus22.png,TMT_Control,1,25,0,0,0,0,0,24,24,24,2,0,37.119608000153676,None,"['2', '3']",1,"[-0.08509080018848181, 0.04361399984918535]",37.119608000153676,None,,001,2022_Feb_02_1833,TMT_fmri,2021.2.3,None,
TMTstop-Control_1_1.xlsx,0:26,None,None,None,TMTstop-control_1_1linestimulus23.png,TMTstop-control_1_1greenlinestimulus23.png,TMTstop-control_1_1redlinestimulus23.png,TMT_Control,1,Feedback_last,0,0,0,0,0,25,25,25,3,0,37.29279009997845,None,"['1', '2', '3']",0,"[-0.0019127000123262405, 0.0333207999356091, 0.18460829998366535]",37.29279009997845,None,,001,2022_Feb_02_1833,TMT_fmri,2021.2.3,None,
TMTstop-Control_1_2.xlsx,26:52,1,['1'],1,TMTstop-control_1_2.png,TMTstop-control_1_2.png,TMTstop-control_1_2.png,TMT_Control,2,26,0,1,1,1,0,0,0,0,1,1,41.52679600007832,None,['1'],1,[0.39717200002633035],41.52679600007832,None,,001,2022_Feb_02_1833,TMT_fmri,2021.2.3,None,
TMTstop-Control_1_2.xlsx,26:52,2,['3'],3,TMTstop-control_1_2.png,TMTstop-control_1_2firstgreen.png,TMTstop-control_1_2firstred.png,TMT_Control,2,27,0,1,1,1,0,1,1,1,2,0,42.042709700064734,None,"['2', '3']",1,"[0.019681600155308843, 0.054577800212427974]",42.042709700064734,None,,001,2022_Feb_02_1833,TMT_fmri,2021.2.3,None,
TMTstop-Control_1_2.xlsx,26:52,3,['2'],2,TMTstop-control_1_2linestimulus0.png,TMTstop-control_1_2greenlinestimulus0.png,TMTstop-control_1_2redlinestimulus0.png,TMT_Control,2,28,0,1,1,1,0,2,2,2,2,0,42.24616040010005,None,"['1', '2']",1,"[-0.0063646999187767506, 0.04197999997995794]",42.24616040010005,None,,001,2022_Feb_02_1833,TMT_fmri,2021.2.3,None,
TMTstop-Control_1_2.xlsx,26:52,4,['3'],3,TMTstop-control_1_2linestimulus1.png,TMTstop-control_1_2greenlinestimulus1.png,TMTstop-control_1_2redlinestimulus1.png,TMT_Control,2,29,0,1,1,1,0,3,3,3,1,1,42.42505710013211,None,['3'],1,[-0.02454150002449751],42.42505710013211,None,,001,2022_Feb_02_1833,TMT_fmri,2021.2.3,None,
,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,
