Block_file,Condition_rows,NumberLetter,corrAns,Correct,StimFile,Correct_StimFile,False_StimFile,Version,Block,TrialNumber_session,Blocks_TMTControl.thisRepN,Blocks_TMTControl.thisTrialN,Blocks_TMTControl.thisN,Blocks_TMTControl.thisIndex,trials_TMTControl.thisRepN,trials_TMTControl.thisTrialN,trials_TMTControl.thisN,trials_TMTControl.thisIndex,Attempts,First_attempt,Stim.started,Stim.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
TMTstop-Control_1_1.xlsx,0:26,1,['2'],2,TMTstop-control_1_1.png,TMTstop-control_1_1.png,TMTstop-control_1_1.png,TMT_Control,1,1,0,0,0,0,0,0,0,0,2,0,32.792937700171024,None,"['1', '2']",1,"[0.44151700008660555, 0.526522200088948]",32.792937700171024,None,,001,2022_Feb_02_1833,TMT_fmri,2021.2.3,None,
TMTstop-Control_1_1.xlsx,0:26,2,['1'],1,TMTstop-control_1_1.png,TMTstop-control_1_1firstgreen.png,TMTstop-control_1_1firstred.png,TMT_Control,1,2,0,0,0,0,0,1,1,1,2,0,33.50025809998624,None,"['3', '1']",1,"[-0.09607659978792071, 0.029510200023651123]",33.50025809998624,None,,001,2022_Feb_02_1833,TMT_fmri,2021.2.3,None,
TMTstop-Control_1_1.xlsx,0:26,3,['2'],2,TMTstop-control_1_1linestimulus0.png,TMTstop-control_1_1greenlinestimulus0.png,TMTstop-control_1_1redlinestimulus0.png,TMT_Control,1,3,0,0,0,0,0,2,2,2,4,0,33.675368500174955,None,"['2', '3', '1', '2']",1,"[-0.10777270002290606, -0.0004412999842315912, 0.1275675999931991, 0.15789829986169934]",33.675368500174955,None,,001,2022_Feb_02_1833,TMT_fmri,2021.2.3,None,
TMTstop-Control_1_1.xlsx,0:26,4,['3'],3,TMTstop-control_1_1linestimulus1.png,TMTstop-control_1_1greenlinestimulus1.png,TMTstop-control_1_1redlinestimulus1.png,TMT_Control,1,4,0,0,0,0,0,3,3,3,1,1,34.00716769997962,None,['3'],1,[-0.06088650017045438],34.00716769997962,None,,001,2022_Feb_02_1833,TMT_fmri,2021.2.3,None,
TMTstop-Control_1_1.xlsx,0:26,5,['2'],2,TMTstop-control_1_1linestimulus2.png,TMTstop-control_1_1greenlinestimulus2.png,TMTstop-control_1_1redlinestimulus2.png,TMT_Control,1,5,0,0,0,0,0,4,4,4,2,0,34.1199026000686,None,"['1', '2']",1,"[-0.04078089981339872, 0.038389099994674325]",34.1199026000686,None,,001,2022_Feb_02_1833,TMT_fmri,2021.2.3,None,
TMTstop-Control_1_1.xlsx,0:26,6,['1'],1,TMTstop-control_1_1linestimulus3.png,TMTstop-control_1_1greenlinestimulus3.png,TMTstop-control_1_1redlinestimulus3.png,TMT_Control,1,6,0,0,0,0,0,5,5,5,2,0,34.30017900001258,None,"['3', '1']",1,"[-0.06879499997012317, 0.07211780012585223]",34.30017900001258,None,,001,2022_Feb_02_1833,TMT_fmri,2021.2.3,None,
TMTstop-Control_1_1.xlsx,0:26,7,['3'],3,TMTstop-control_1_1linestimulus4.png,TMTstop-control_1_1greenlinestimulus4.png,TMTstop-control_1_1redlinestimulus4.png,TMT_Control,1,7,0,0,0,0,0,6,6,6,2,0,34.50893420004286,None,"['2', '3']",1,"[-0.10028690006583929, -0.01757170003838837]",34.50893420004286,None,,001,2022_Feb_02_1833,TMT_fmri,2021.2.3,None,
TMTstop-Control_1_1.xlsx,0:26,8,['2'],2,TMTstop-control_1_1linestimulus4.png,TMTstop-control_1_1greenlinestimulus5.png,TMTstop-control_1_1redlinestimulus5.png,TMT_Control,1,8,0,0,0,0,0,7,7,7,2,0,34.62077120016329,None,"['1', '2']",1,"[0.03146289987489581, 0.049600299913436174]",34.62077120016329,None,,001,2022_Feb_02_1833,TMT_fmri,2021.2.3,None,
TMTstop-Control_1_1.xlsx,0:26,9,['3'],3,TMTstop-control_1_1linestimulus6.png,TMTstop-control_1_1greenlinestimulus6.png,TMTstop-control_1_1redlinestimulus6.png,TMT_Control,1,9,0,0,0,0,0,8,8,8,1,1,34.85426040017046,None,['3'],1,[-0.06398189999163151],34.85426040017046,None,,001,2022_Feb_02_1833,TMT_fmri,2021.2.3,None,
TMTstop-Control_1_1.xlsx,0:26,10,['2'],2,TMTstop-control_1_1linestimulus7.png,TMTstop-control_1_1greenlinestimulus7.png,TMTstop-control_1_1redlinestimulus7.png,TMT_Control,1,10,0,0,0,0,0,9,9,9,2,0,34.96712499996647,None,"['1', '2']",1,"[-0.028834600001573563, 0.00034989998675882816]",34.96712499996647,None,,001,2022_Feb_02_1833,TMT_fmri,2021.2.3,None,
TMTstop-Control_1_1.xlsx,0:26,11,['3'],3,TMTstop-control_1_1linestimulus8.png,TMTstop-control_1_1greenlinestimulus8.png,TMTstop-control_1_1redlinestimulus8.png,TMT_Control,1,11,0,0,0,0,0,10,10,10,1,1,35.07951289997436,None,['3'],1,[-0.010091400006785989],35.07951289997436,None,,001,2022_Feb_02_1833,TMT_fmri,2021.2.3,None,
TMTstop-Control_1_1.xlsx,0:26,12,['1'],1,TMTstop-control_1_1linestimulus9.png,TMTstop-control_1_1greenlinestimulus9.png,TMTstop-control_1_1redlinestimulus9.png,TMT_Control,1,12,0,0,0,0,0,11,11,11,1,1,35.19428179995157,None,['1'],1,[0.003507999936118722],35.19428179995157,None,,001,2022_Feb_02_1833,TMT_fmri,2021.2.3,None,
TMTstop-Control_1_1.xlsx,0:26,13,['3'],3,TMTstop-control_1_1linestimulus10.png,TMTstop-control_1_1greenlinestimulus10.png,TMTstop-control_1_1redlinestimulus10.png,TMT_Control,1,13,0,0,0,0,0,12,12,12,2,0,35.319672000128776,None,"['2', '3']",1,"[-0.08073450019583106, 0.031070899916812778]",35.319672000128776,None,,001,2022_Feb_02_1833,TMT_fmri,2021.2.3,None,
TMTstop-Control_1_1.xlsx,0:26,14,['1'],1,TMTstop-control_1_1linestimulus11.png,TMTstop-control_1_1greenlinestimulus11.png,TMTstop-control_1_1redlinestimulus11.png,TMT_Control,1,14,0,0,0,0,0,13,13,13,1,1,35.49546950007789,None,['1'],1,[0.014299600152298808],35.49546950007789,None,,001,2022_Feb_02_1833,TMT_fmri,2021.2.3,None,
TMTstop-Control_1_1.xlsx,0:26,15,['3'],3,TMTstop-control_1_1linestimulus12.png,TMTstop-control_1_1greenlinestimulus12.png,TMTstop-control_1_1redlinestimulus12.png,TMT_Control,1,15,0,0,0,0,0,14,14,14,2,0,35.625261100009084,None,"['2', '3']",1,"[-0.09260720014572144, 0.02490449999459088]",35.625261100009084,None,,001,2022_Feb_02_1833,TMT_fmri,2021.2.3,None,
TMTstop-Control_1_1.xlsx,0:26,16,['1'],1,TMTstop-control_1_1linestimulus13.png,TMTstop-control_1_1greenlinestimulus13.png,TMTstop-control_1_1redlinestimulus13.png,TMT_Control,1,16,0,0,0,0,0,15,15,15,1,1,35.80972629995085,None,['1'],1,[0.005131799960508943],35.80972629995085,None,,001,2022_Feb_02_1833,TMT_fmri,2021.2.3,None,
TMTstop-Control_1_1.xlsx,0:26,17,['2'],2,TMTstop-control_1_1linestimulus14.png,TMTstop-control_1_1greenlinestimulus14.png,TMTstop-control_1_1redlinestimulus14.png,TMT_Control,1,17,0,0,0,0,0,16,16,16,1,1,35.95973760006018,None,['2'],1,[-0.1022164998576045],35.95973760006018,None,,001,2022_Feb_02_1833,TMT_fmri,2021.2.3,None,
TMTstop-Control_1_1.xlsx,0:26,18,['1'],1,TMTstop-control_1_1linestimulus15.png,TMTstop-control_1_1greenlinestimulus15.png,TMTstop-control_1_1redlinestimulus15.png,TMT_Control,1,18,0,0,0,0,0,17,17,17,2,0,36.0764627000317,None,"['3', '1']",1,"[-0.1079437998123467, 0.012931300094351172]",36.0764627000317,None,,001,2022_Feb_02_1833,TMT_fmri,2021.2.3,None,
TMTstop-Control_1_1.xlsx,0:26,19,['3'],3,TMTstop-control_1_1linestimulus16.png,TMTstop-control_1_1greenlinestimulus16.png,TMTstop-control_1_1redlinestimulus16.png,TMT_Control,1,19,0,0,0,0,0,18,18,18,2,0,36.245846800040454,None,"['2', '3']",1,"[-0.08998910011723638, 0.024667999939993024]",36.245846800040454,None,,001,2022_Feb_02_1833,TMT_fmri,2021.2.3,None,
