NumberLetter,corrAns,StimFile,Correct_StimFile,False_StimFile,DurationTrial,restartpractice.thisRepN,restartpractice.thisTrialN,restartpractice.thisN,restartpractice.thisIndex,trials_practice.thisRepN,trials_practice.thisTrialN,trials_practice.thisN,trials_practice.thisIndex,Instruct.started,Instruct.stopped,text_2.started,text_2.stopped,polygon.started,polygon.stopped,Stim_practice.started,Stim_practice.stopped,key_resp_practice.keys,key_resp_practice.rt,key_resp_practice.started,key_resp_practice.stopped,participant,session,date,expName,psychopyVersion,frameRate,
1,['1'],TMTstop-A_1_practice.png,TMTstop-A_1_practice.png,TMTstop-A_1_practice.png,10,0,0,0,0,0,0,0,0,5.821638299996266,None,5.821638299996266,None,6.576855599996634,None,9.627180600000429,None,1,0.38677129999996396,9.627180600000429,None,,001,2021_Nov_15_1501,TMTAB,2021.2.3,144.24581794245333,
2,['2'],TMTstop-A_1_practice.png,TMTstop-A_1_practicefirstgreen.png,TMTstop-A_1_practicefirstred.png,10,0,0,0,0,0,1,1,1,,,,,,,10.099951199998031,None,2,0.013838999999279622,10.099951199998031,None,,001,2021_Nov_15_1501,TMTAB,2021.2.3,144.24581794245333,
3,['3'],TMTstop-A_1_practicelinestimulus0.png,TMTstop-A_1_practicegreenlinestimulus0.png,TMTstop-A_1_practiceredlinestimulus0.png,10,0,0,0,0,0,2,2,2,,,,,,,10.183195899997372,None,3,0.03318299999955343,10.183195899997372,None,,001,2021_Nov_15_1501,TMTAB,2021.2.3,144.24581794245333,
4,['1'],TMTstop-A_1_practicelinestimulus1.png,TMTstop-A_1_practicegreenlinestimulus1.png,TMTstop-A_1_practiceredlinestimulus1.png,10,0,0,0,0,0,3,3,3,,,,,,,10.287602899996273,None,1,0.06214860000181943,10.287602899996273,None,,001,2021_Nov_15_1501,TMTAB,2021.2.3,144.24581794245333,
5,['2'],TMTstop-A_1_practicelinestimulus2.png,TMTstop-A_1_practicegreenlinestimulus2.png,TMTstop-A_1_practiceredlinestimulus2.png,10,0,0,0,0,0,4,4,4,,,,,,,10.426218099994003,None,2,0.2549360000048182,10.426218099994003,None,,001,2021_Nov_15_1501,TMTAB,2021.2.3,144.24581794245333,
6,['3'],TMTstop-A_1_practicelinestimulus3.png,TMTstop-A_1_practicegreenlinestimulus3.png,TMTstop-A_1_practiceredlinestimulus3.png,10,0,0,0,0,0,5,5,5,,,,,,,10.773283199996513,None,3,0.041858199998387136,10.773283199996513,None,,001,2021_Nov_15_1501,TMTAB,2021.2.3,144.24581794245333,
7,['1'],TMTstop-A_1_practicelinestimulus4.png,TMTstop-A_1_practicegreenlinestimulus4.png,TMTstop-A_1_practiceredlinestimulus4.png,10,0,0,0,0,0,6,6,6,,,,,,,10.89157609999529,None,1,0.06302580000192393,10.89157609999529,None,,001,2021_Nov_15_1501,TMTAB,2021.2.3,144.24581794245333,
8,['3'],TMTstop-A_1_practicelinestimulus5.png,TMTstop-A_1_practicegreenlinestimulus5.png,TMTstop-A_1_practiceredlinestimulus5.png,10,0,0,0,0,0,7,7,7,,,,,,,11.030457999993814,None,3,0.11364719999983208,11.030457999993814,None,,001,2021_Nov_15_1501,TMTAB,2021.2.3,144.24581794245333,
9,['2'],TMTstop-A_1_practicelinestimulus6.png,TMTstop-A_1_practicegreenlinestimulus6.png,TMTstop-A_1_practiceredlinestimulus6.png,10,0,0,0,0,0,8,8,8,,,,,,,11.252580099993793,None,2,0.12976830000116024,11.252580099993793,None,,001,2021_Nov_15_1501,TMTAB,2021.2.3,144.24581794245333,
10,['3'],TMTstop-A_1_practicelinestimulus7.png,TMTstop-A_1_practicegreenlinestimulus7.png,TMTstop-A_1_practiceredlinestimulus7.png,10,0,0,0,0,0,9,9,9,,,,,,,11.461222199999611,None,3,0.020494399999734014,11.461222199999611,None,,001,2021_Nov_15_1501,TMTAB,2021.2.3,144.24581794245333,
11,['1'],TMTstop-A_1_practicelinestimulus8.png,TMTstop-A_1_practicegreenlinestimulus8.png,TMTstop-A_1_practiceredlinestimulus8.png,10,0,0,0,0,0,10,10,10,,,,,,,11.558059799994226,None,1,0.40075380000052974,11.558059799994226,None,,001,2021_Nov_15_1501,TMTAB,2021.2.3,144.24581794245333,
12,['2'],TMTstop-A_1_practicelinestimulus9.png,TMTstop-A_1_practicegreenlinestimulus9.png,TMTstop-A_1_practiceredlinestimulus9.png,10,0,0,0,0,0,11,11,11,,,,,,,12.037609399994835,None,2,1.049129200000607,12.037609399994835,None,,001,2021_Nov_15_1501,TMTAB,2021.2.3,144.24581794245333,
None,None,TMTstop-A_1_practicelinestimulus10.png,TMTstop-A_1_practicegreenlinestimulus10.png,TMTstop-A_1_practiceredlinestimulus10.png,None,0,0,0,0,0,12,12,12,,,,,,,13.169393799995305,None,None,,13.169393799995305,None,,001,2021_Nov_15_1501,TMTAB,2021.2.3,144.24581794245333,
