NumberLetter,corrAns,StimFile,Correct_StimFile,False_StimFile,DurationTrial,restartpractice.thisRepN,restartpractice.thisTrialN,restartpractice.thisN,restartpractice.thisIndex,trials_practice.thisRepN,trials_practice.thisTrialN,trials_practice.thisN,trials_practice.thisIndex,Instruct.started,Instruct.stopped,text_2.started,text_2.stopped,polygon.started,polygon.stopped,Stim_practice.started,Stim_practice.stopped,key_resp_practice.keys,key_resp_practice.rt,key_resp_practice.started,key_resp_practice.stopped,participant,session,date,expName,psychopyVersion,frameRate,
1,['1'],TMTstop-A_1_practice.png,TMTstop-A_1_practice.png,TMTstop-A_1_practice.png,10,0,0,0,0,0,0,0,0,6.065628399999696,None,6.065628399999696,None,6.459442999999737,None,9.5100706000012,None,1,0.6304330999992089,9.5100706000012,None,,001,2021_Nov_15_1452,TMTAB,2021.2.3,143.1176169254165,
2,['2'],TMTstop-A_1_practice.png,TMTstop-A_1_practicefirstgreen.png,TMTstop-A_1_practicefirstred.png,10,0,0,0,0,0,1,1,1,,,,,,,10.225428000005195,None,2,0.47650859999703243,10.225428000005195,None,,001,2021_Nov_15_1452,TMTAB,2021.2.3,143.1176169254165,
3,['3'],TMTstop-A_1_practicelinestimulus0.png,TMTstop-A_1_practicegreenlinestimulus0.png,TMTstop-A_1_practiceredlinestimulus0.png,10,0,0,0,0,0,2,2,2,,,,,,,10.794896800005517,None,3,0.046798200004559476,10.794896800005517,None,,001,2021_Nov_15_1452,TMTAB,2021.2.3,143.1176169254165,
4,['1'],TMTstop-A_1_practicelinestimulus1.png,TMTstop-A_1_practicegreenlinestimulus1.png,TMTstop-A_1_practiceredlinestimulus1.png,10,0,0,0,0,0,3,3,3,,,,,,,10.919922000000952,None,1,0.044935400001122616,10.919922000000952,None,,001,2021_Nov_15_1452,TMTAB,2021.2.3,143.1176169254165,
5,['2'],TMTstop-A_1_practicelinestimulus2.png,TMTstop-A_1_practicegreenlinestimulus2.png,TMTstop-A_1_practiceredlinestimulus2.png,10,0,0,0,0,0,4,4,4,,,,,,,11.044724900006258,None,2,0.044708300003549084,11.044724900006258,None,,001,2021_Nov_15_1452,TMTAB,2021.2.3,143.1176169254165,
6,['3'],TMTstop-A_1_practicelinestimulus3.png,TMTstop-A_1_practicegreenlinestimulus3.png,TMTstop-A_1_practiceredlinestimulus3.png,10,0,0,0,0,0,5,5,5,,,,,,,11.163015700003598,None,3,0.03253390000463696,11.163015700003598,None,,001,2021_Nov_15_1452,TMTAB,2021.2.3,143.1176169254165,
7,['1'],TMTstop-A_1_practicelinestimulus4.png,TMTstop-A_1_practicegreenlinestimulus4.png,TMTstop-A_1_practiceredlinestimulus4.png,10,0,0,0,0,0,6,6,6,,,,,,,11.274075600005744,None,1,0.05226789999869652,11.274075600005744,None,,001,2021_Nov_15_1452,TMTAB,2021.2.3,143.1176169254165,
8,['3'],TMTstop-A_1_practicelinestimulus5.png,TMTstop-A_1_practicegreenlinestimulus5.png,TMTstop-A_1_practiceredlinestimulus5.png,10,0,0,0,0,0,7,7,7,,,,,,,11.399532100003853,None,3,0.14334320000489242,11.399532100003853,None,,001,2021_Nov_15_1452,TMTAB,2021.2.3,143.1176169254165,
9,['2'],TMTstop-A_1_practicelinestimulus6.png,TMTstop-A_1_practicegreenlinestimulus6.png,TMTstop-A_1_practiceredlinestimulus6.png,10,0,0,0,0,0,8,8,8,,,,,,,11.621487800002797,None,2,0.5023308000018005,11.621487800002797,None,,001,2021_Nov_15_1452,TMTAB,2021.2.3,143.1176169254165,
10,['3'],TMTstop-A_1_practicelinestimulus7.png,TMTstop-A_1_practicegreenlinestimulus7.png,TMTstop-A_1_practiceredlinestimulus7.png,10,0,0,0,0,0,9,9,9,,,,,,,12.204300500001409,None,3,0.6543695000000298,12.204300500001409,None,,001,2021_Nov_15_1452,TMTAB,2021.2.3,143.1176169254165,
11,['1'],TMTstop-A_1_practicelinestimulus8.png,TMTstop-A_1_practicegreenlinestimulus8.png,TMTstop-A_1_practiceredlinestimulus8.png,10,0,0,0,0,0,10,10,10,,,,,,,12.96858610000345,None,1,0.11859560000448255,12.96858610000345,None,,001,2021_Nov_15_1452,TMTAB,2021.2.3,143.1176169254165,
12,['2'],TMTstop-A_1_practicelinestimulus9.png,TMTstop-A_1_practicegreenlinestimulus9.png,TMTstop-A_1_practiceredlinestimulus9.png,10,0,0,0,0,0,11,11,11,,,,,,,13.15604280000116,None,2,0.6611034000015934,13.15604280000116,None,,001,2021_Nov_15_1452,TMTAB,2021.2.3,143.1176169254165,
None,None,TMTstop-A_1_practicelinestimulus10.png,TMTstop-A_1_practicegreenlinestimulus10.png,TMTstop-A_1_practiceredlinestimulus10.png,None,0,0,0,0,0,12,12,12,,,,,,,13.899428700002318,None,None,,13.899428700002318,None,,001,2021_Nov_15_1452,TMTAB,2021.2.3,143.1176169254165,
