NumberLetter,corrAns,StimFile,Correct_StimFile,False_StimFile,DurationTrial,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Instruct.started,Instruct.stopped,text_2.started,text_2.stopped,Stim.started,Stim.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
1,['2'],TMTstop-B_1_1.png,TMTstop-B_1_1.png,TMTstop-B_1_1.png,10,0,0,0,0,6.284133399953134,None,6.284133399953134,None,6.893882400006987,None,['2'],1,[0.651971900020726],6.893882400006987,None,,001,2021_Nov_03_1510,TMTAB,2021.2.3,144.74985037697303,
A,['1'],TMTstop-B_1_1.png,TMTstop-B_1_1firstgreen.png,TMTstop-B_1_1.png,10,0,1,1,1,,,,,7.616463599959388,None,['1'],1,[1.3517146999947727],7.616463599959388,None,,001,2021_Nov_03_1510,TMTAB,2021.2.3,144.74985037697303,
2,['3'],TMTstop-B_1_1linestimulus0.png,TMTstop-B_1_1greenlinestimulus0.png,TMTstop-B_1_1firstred.png,10,0,2,2,2,,,,,9.0398775000358,None,['3'],1,[1.708818499930203],9.0398775000358,None,,001,2021_Nov_03_1510,TMTAB,2021.2.3,144.74985037697303,
B,['2'],TMTstop-B_1_1linestimulus1.png,TMTstop-B_1_1greenlinestimulus1.png,TMTstop-B_1_1redlinestimulus0.png,10,0,3,3,3,,,,,10.81805300002452,None,"['1', '3', '1', '2']",0,"[2.539983500028029, 3.501399499946274, 4.421026999945752, 5.106161199975759]",10.81805300002452,None,,001,2021_Nov_03_1510,TMTAB,2021.2.3,144.74985037697303,
3,['1'],TMTstop-B_1_1linestimulus2.png,TMTstop-B_1_1greenlinestimulus2.png,TMTstop-B_1_1redlinestimulus1.png,10,0,4,4,4,,,,,15.997902899980545,None,"['2', '3', '1']",0,"[2.702290700050071, 3.3972832000581548, 3.8728538000723347]",15.997902899980545,None,,001,2021_Nov_03_1510,TMTAB,2021.2.3,144.74985037697303,
C,['2'],TMTstop-B_1_1linestimulus3.png,TMTstop-B_1_1greenlinestimulus3.png,TMTstop-B_1_1redlinestimulus2.png,10,0,5,5,5,,,,,19.94258519995492,None,"['3', '2']",0,"[4.838152999989688, 5.655103800003417]",19.94258519995492,None,,001,2021_Nov_03_1510,TMTAB,2021.2.3,144.74985037697303,
4,['1'],TMTstop-B_1_1linestimulus4.png,TMTstop-B_1_1greenlinestimulus4.png,TMTstop-B_1_1redlinestimulus3.png,10,0,6,6,6,,,,,25.67150599998422,None,['1'],1,[3.6391294000204653],25.67150599998422,None,,001,2021_Nov_03_1510,TMTAB,2021.2.3,144.74985037697303,
D,['2'],TMTstop-B_1_1linestimulus5.png,TMTstop-B_1_1greenlinestimulus5.png,TMTstop-B_1_1redlinestimulus4.png,10,0,7,7,7,,,,,29.386693499982357,None,['2'],1,[1.0085098000708967],29.386693499982357,None,,001,2021_Nov_03_1510,TMTAB,2021.2.3,144.74985037697303,
5,['3'],TMTstop-B_1_1linestimulus6.png,TMTstop-B_1_1greenlinestimulus6.png,TMTstop-B_1_1redlinestimulus5.png,10,0,8,8,8,,,,,30.470234400010668,None,"['2', '3']",0,"[0.8979769999859855, 1.9142445999896154]",30.470234400010668,None,,001,2021_Nov_03_1510,TMTAB,2021.2.3,144.74985037697303,
E,['1'],TMTstop-B_1_1linestimulus7.png,TMTstop-B_1_1greenlinestimulus7.png,TMTstop-B_1_1redlinestimulus6.png,10,0,9,9,9,,,,,32.462884600041434,None,['1'],1,[0.34231600002385676],32.462884600041434,None,,001,2021_Nov_03_1510,TMTAB,2021.2.3,144.74985037697303,
6,['3'],TMTstop-B_1_1linestimulus8.png,TMTstop-B_1_1greenlinestimulus8.png,TMTstop-B_1_1redlinestimulus7.png,10,0,10,10,10,,,,,32.887003000010736,None,"['2', '3']",0,"[0.13218359998427331, 0.2579105000477284]",32.887003000010736,None,,001,2021_Nov_03_1510,TMTAB,2021.2.3,144.74985037697303,
F,['2'],TMTstop-B_1_1linestimulus9.png,TMTstop-B_1_1greenlinestimulus9.png,TMTstop-B_1_1redlinestimulus8.png,10,0,11,11,11,,,,,33.233676000032574,None,"['3', '1', '2']",0,"[4.148982599959709, 8.480378399952315, 9.356872900039889]",33.233676000032574,None,,001,2021_Nov_03_1510,TMTAB,2021.2.3,144.74985037697303,
7,['1'],TMTstop-B_1_1linestimulus10.png,TMTstop-B_1_1greenlinestimulus10.png,TMTstop-B_1_1redlinestimulus9.png,1,0,12,12,12,,,,,42.68456700001843,None,"['3', '2', '1']",0,"[4.366545700002462, 5.058320699958131, 5.733676100033335]",42.68456700001843,None,,001,2021_Nov_03_1510,TMTAB,2021.2.3,144.74985037697303,
G,['3'],TMTstop-B_1_1linestimulus11.png,TMTstop-B_1_1greenlinestimulus11.png,TMTstop-B_1_1redlinestimulus10.png,None,0,13,13,13,,,,,48.504907199996524,None,"['2', '2', '1', '3']",0,"[4.746952699963003, 5.149279600009322, 5.54210449999664, 5.915143599966541]",48.504907199996524,None,,001,2021_Nov_03_1510,TMTAB,2021.2.3,144.74985037697303,
8,['1'],TMTstop-B_1_1linestimulus12.png,TMTstop-B_1_1greenlinestimulus12.png,TMTstop-B_1_1redlinestimulus11.png,None,0,14,14,14,,,,,54.51069170003757,None,"['2', '1']",0,"[0.5845772000029683, 1.0740236999699846]",54.51069170003757,None,,001,2021_Nov_03_1510,TMTAB,2021.2.3,144.74985037697303,
H,['2'],TMTstop-B_1_1linestimulus13.png,TMTstop-B_1_1greenlinestimulus13.png,TMTstop-B_1_1redlinestimulus12.png,None,0,15,15,15,,,,,55.67092069995124,None,['2'],1,[0.9296123998938128],55.67092069995124,None,,001,2021_Nov_03_1510,TMTAB,2021.2.3,144.74985037697303,
