NumberLetter,corrAns,StimFile,Correct_StimFile,False_StimFile,DurationTrial,restartpractice.thisRepN,restartpractice.thisTrialN,restartpractice.thisN,restartpractice.thisIndex,trials_practice.thisRepN,trials_practice.thisTrialN,trials_practice.thisN,trials_practice.thisIndex,Instruct.started,Instruct.stopped,text_2.started,text_2.stopped,polygon.started,polygon.stopped,Stim_practice.started,Stim_practice.stopped,key_resp_practice.keys,key_resp_practice.rt,key_resp_practice.started,key_resp_practice.stopped,participant,session,date,expName,psychopyVersion,frameRate,
1,['1'],TMTstop-A_1_practice.png,TMTstop-A_1_practice.png,TMTstop-A_1_practice.png,10,0,0,0,0,0,0,0,0,6.358634200001688,None,6.358634200001688,None,7.4939960000010615,None,10.595557300001019,None,1,0.4810151000001497,10.595557300001019,None,,001,2021_Nov_16_1852,TMTAB,2021.2.3,60.01104203176055,
2,['2'],TMTstop-A_1_practice.png,TMTstop-A_1_practicefirstgreen.png,TMTstop-A_1_practicefirstred.png,10,0,0,0,0,0,1,1,1,,,,,,,11.146987699999954,None,2,0.023189300000012736,11.146987699999954,None,,001,2021_Nov_16_1852,TMTAB,2021.2.3,60.01104203176055,
3,['3'],TMTstop-A_1_practicelinestimulus0.png,TMTstop-A_1_practicegreenlinestimulus0.png,TMTstop-A_1_practiceredlinestimulus0.png,10,0,0,0,0,0,2,2,2,,,,,,,11.247608900001069,None,3,0.010451899999679881,11.247608900001069,None,,001,2021_Nov_16_1852,TMTAB,2021.2.3,60.01104203176055,
4,['1'],TMTstop-A_1_practicelinestimulus1.png,TMTstop-A_1_practicegreenlinestimulus1.png,TMTstop-A_1_practiceredlinestimulus1.png,10,0,0,0,0,0,3,3,3,,,,,,,11.329435200001171,None,1,0.0628790000009758,11.329435200001171,None,,001,2021_Nov_16_1852,TMTAB,2021.2.3,60.01104203176055,
5,['2'],TMTstop-A_1_practicelinestimulus2.png,TMTstop-A_1_practicegreenlinestimulus2.png,TMTstop-A_1_practiceredlinestimulus2.png,10,0,0,0,0,0,4,4,4,,,,,,,11.46348080000098,None,2,0.020237599999745726,11.46348080000098,None,,001,2021_Nov_16_1852,TMTAB,2021.2.3,60.01104203176055,
6,['3'],TMTstop-A_1_practicelinestimulus3.png,TMTstop-A_1_practicegreenlinestimulus3.png,TMTstop-A_1_practiceredlinestimulus3.png,10,0,0,0,0,0,5,5,5,,,,,,,11.563391600000614,None,3,0.009926700000505662,11.563391600000614,None,,001,2021_Nov_16_1852,TMTAB,2021.2.3,60.01104203176055,
7,['1'],TMTstop-A_1_practicelinestimulus4.png,TMTstop-A_1_practicegreenlinestimulus4.png,TMTstop-A_1_practiceredlinestimulus4.png,10,0,0,0,0,0,6,6,6,,,,,,,11.663458200000605,None,1,0.021260600000459817,11.663458200000605,None,,001,2021_Nov_16_1852,TMTAB,2021.2.3,60.01104203176055,
8,['3'],TMTstop-A_1_practicelinestimulus5.png,TMTstop-A_1_practicegreenlinestimulus5.png,TMTstop-A_1_practiceredlinestimulus5.png,10,0,0,0,0,0,7,7,7,,,,,,,11.76394960000107,None,3,0.09563030000026629,11.76394960000107,None,,001,2021_Nov_16_1852,TMTAB,2021.2.3,60.01104203176055,
9,['2'],TMTstop-A_1_practicelinestimulus6.png,TMTstop-A_1_practicegreenlinestimulus6.png,TMTstop-A_1_practiceredlinestimulus6.png,10,0,0,0,0,0,8,8,8,,,,,,,11.93027080000138,None,2,0.1532564999997703,11.93027080000138,None,,001,2021_Nov_16_1852,TMTAB,2021.2.3,60.01104203176055,
10,['3'],TMTstop-A_1_practicelinestimulus7.png,TMTstop-A_1_practicegreenlinestimulus7.png,TMTstop-A_1_practiceredlinestimulus7.png,10,0,0,0,0,0,9,9,9,,,,,,,12.197079000001395,None,3,0.7122541000007914,12.197079000001395,None,,001,2021_Nov_16_1852,TMTAB,2021.2.3,60.01104203176055,
11,['1'],TMTstop-A_1_practicelinestimulus8.png,TMTstop-A_1_practicegreenlinestimulus8.png,TMTstop-A_1_practiceredlinestimulus8.png,10,0,0,0,0,0,10,10,10,,,,,,,12.99730830000044,None,1,0.3459624999995867,12.99730830000044,None,,001,2021_Nov_16_1852,TMTAB,2021.2.3,60.01104203176055,
12,['2'],TMTstop-A_1_practicelinestimulus9.png,TMTstop-A_1_practicegreenlinestimulus9.png,TMTstop-A_1_practiceredlinestimulus9.png,10,0,0,0,0,0,11,11,11,,,,,,,13.414440700000341,None,2,1.1233606000005238,13.414440700000341,None,,001,2021_Nov_16_1852,TMTAB,2021.2.3,60.01104203176055,
None,None,TMTstop-A_1_practicelinestimulus10.png,TMTstop-A_1_practicegreenlinestimulus10.png,TMTstop-A_1_practiceredlinestimulus10.png,None,0,0,0,0,0,12,12,12,,,,,,,14.614389400001528,None,None,,14.614389400001528,None,,001,2021_Nov_16_1852,TMTAB,2021.2.3,60.01104203176055,
