NumberLetter,corrAns,StimFile,Correct_StimFile,False_StimFile,DurationTrial,restartpractice.thisRepN,restartpractice.thisTrialN,restartpractice.thisN,restartpractice.thisIndex,trials_practice.thisRepN,trials_practice.thisTrialN,trials_practice.thisN,trials_practice.thisIndex,Instruct.started,Instruct.stopped,text_2.started,text_2.stopped,polygon.started,polygon.stopped,Stim_practice.started,Stim_practice.stopped,key_resp_practice.keys,key_resp_practice.rt,key_resp_practice.started,key_resp_practice.stopped,participant,session,date,expName,psychopyVersion,frameRate,
1,['1'],TMTstop-A_1_practice.png,TMTstop-A_1_practice.png,TMTstop-A_1_practice.png,10,0,0,0,0,0,0,0,0,5.834856400004355,None,5.834856400004355,None,6.3118121000006795,None,9.362200300005497,None,1,0.9577822999999626,9.362200300005497,None,,001,2021_Nov_15_1812,TMTAB,2021.2.3,143.61068864777792,
2,['2'],TMTstop-A_1_practice.png,TMTstop-A_1_practicefirstgreen.png,TMTstop-A_1_practicefirstred.png,10,0,0,0,0,0,1,1,1,,,,,,,10.41082330000063,None,2,0.44154600000183564,10.41082330000063,None,,001,2021_Nov_15_1812,TMTAB,2021.2.3,143.61068864777792,
3,['3'],TMTstop-A_1_practicelinestimulus0.png,TMTstop-A_1_practicegreenlinestimulus0.png,TMTstop-A_1_practiceredlinestimulus0.png,10,0,0,0,0,0,2,2,2,,,,,,,10.931973500002641,None,3,0.045707299999776296,10.931973500002641,None,,001,2021_Nov_15_1812,TMTAB,2021.2.3,143.61068864777792,
4,['1'],TMTstop-A_1_practicelinestimulus1.png,TMTstop-A_1_practicegreenlinestimulus1.png,TMTstop-A_1_practiceredlinestimulus1.png,10,0,0,0,0,0,3,3,3,,,,,,,11.049989000006462,None,1,0.05658709999988787,11.049989000006462,None,,001,2021_Nov_15_1812,TMTAB,2021.2.3,143.61068864777792,
5,['2'],TMTstop-A_1_practicelinestimulus2.png,TMTstop-A_1_practicegreenlinestimulus2.png,TMTstop-A_1_practiceredlinestimulus2.png,10,0,0,0,0,0,4,4,4,,,,,,,11.182173299996066,None,2,0.024363399992580526,11.182173299996066,None,,001,2021_Nov_15_1812,TMTAB,2021.2.3,143.61068864777792,
6,['3'],TMTstop-A_1_practicelinestimulus3.png,TMTstop-A_1_practicegreenlinestimulus3.png,TMTstop-A_1_practiceredlinestimulus3.png,10,0,0,0,0,0,5,5,5,,,,,,,11.28603380000277,None,3,0.29602429999795277,11.28603380000277,None,,001,2021_Nov_15_1812,TMTAB,2021.2.3,143.61068864777792,
7,['1'],TMTstop-A_1_practicelinestimulus4.png,TMTstop-A_1_practicegreenlinestimulus4.png,TMTstop-A_1_practiceredlinestimulus4.png,10,0,0,0,0,0,6,6,6,,,,,,,11.688746100000571,None,1,0.031807000006665476,11.688746100000571,None,,001,2021_Nov_15_1812,TMTAB,2021.2.3,143.61068864777792,
8,['3'],TMTstop-A_1_practicelinestimulus5.png,TMTstop-A_1_practicegreenlinestimulus5.png,TMTstop-A_1_practiceredlinestimulus5.png,10,0,0,0,0,0,7,7,7,,,,,,,11.799940600001719,None,3,0.10501869999279734,11.799940600001719,None,,001,2021_Nov_15_1812,TMTAB,2021.2.3,143.61068864777792,
9,['2'],TMTstop-A_1_practicelinestimulus6.png,TMTstop-A_1_practicegreenlinestimulus6.png,TMTstop-A_1_practiceredlinestimulus6.png,10,0,0,0,0,0,8,8,8,,,,,,,11.97368359999382,None,2,0.3939840999955777,11.97368359999382,None,,001,2021_Nov_15_1812,TMTAB,2021.2.3,143.61068864777792,
10,['3'],TMTstop-A_1_practicelinestimulus7.png,TMTstop-A_1_practicegreenlinestimulus7.png,TMTstop-A_1_practiceredlinestimulus7.png,10,0,0,0,0,0,9,9,9,,,,,,,12.453153700000257,None,3,1.4847095000004629,12.453153700000257,None,,001,2021_Nov_15_1812,TMTAB,2021.2.3,143.61068864777792,
11,['1'],TMTstop-A_1_practicelinestimulus8.png,TMTstop-A_1_practicegreenlinestimulus8.png,TMTstop-A_1_practiceredlinestimulus8.png,10,0,0,0,0,0,10,10,10,,,,,,,14.029450500005623,None,1,1.0206532000011066,14.029450500005623,None,,001,2021_Nov_15_1812,TMTAB,2021.2.3,143.61068864777792,
12,['2'],TMTstop-A_1_practicelinestimulus9.png,TMTstop-A_1_practicegreenlinestimulus9.png,TMTstop-A_1_practiceredlinestimulus9.png,10,0,0,0,0,0,11,11,11,,,,,,,15.14736869999615,None,2,0.5222396000026492,15.14736869999615,None,,001,2021_Nov_15_1812,TMTAB,2021.2.3,143.61068864777792,
None,None,TMTstop-A_1_practicelinestimulus10.png,TMTstop-A_1_practicegreenlinestimulus10.png,TMTstop-A_1_practiceredlinestimulus10.png,None,0,0,0,0,0,12,12,12,,,,,,,15.744397600006778,None,None,,15.744397600006778,None,,001,2021_Nov_15_1812,TMTAB,2021.2.3,143.61068864777792,
