NumberLetter,corrAns,StimFile,Correct_StimFile,False_StimFile,DurationTrial,restartpractice.thisRepN,restartpractice.thisTrialN,restartpractice.thisN,restartpractice.thisIndex,trials_practice.thisRepN,trials_practice.thisTrialN,trials_practice.thisN,trials_practice.thisIndex,Instruct.started,Instruct.stopped,text_2.started,text_2.stopped,polygon.started,polygon.stopped,Stim_practice.started,Stim_practice.stopped,key_resp_practice.keys,key_resp_practice.rt,key_resp_practice.started,key_resp_practice.stopped,participant,session,date,expName,psychopyVersion,frameRate,
1,['1'],TMTstop-A_1_practice.png,TMTstop-A_1_practice.png,TMTstop-A_1_practice.png,10,0,0,0,0,0,0,0,0,5.921009999998205,None,5.921009999998205,None,6.384620000004361,None,9.434879100001126,None,1,0.7924542000037036,9.434879100001126,None,,001,2021_Nov_15_1454,TMTAB,2021.2.3,144.32242784669214,
2,['2'],TMTstop-A_1_practice.png,TMTstop-A_1_practicefirstgreen.png,TMTstop-A_1_practicefirstred.png,10,0,0,0,0,0,1,1,1,,,,,,,10.310737799998606,None,2,0.5857582000026014,10.310737799998606,None,,001,2021_Nov_15_1454,TMTAB,2021.2.3,144.32242784669214,
3,['3'],TMTstop-A_1_practicelinestimulus0.png,TMTstop-A_1_practicegreenlinestimulus0.png,TMTstop-A_1_practiceredlinestimulus0.png,10,0,0,0,0,0,2,2,2,,,,,,,10.997783799997706,None,3,0.08181729999341769,10.997783799997706,None,,001,2021_Nov_15_1454,TMTAB,2021.2.3,144.32242784669214,
4,['1'],TMTstop-A_1_practicelinestimulus1.png,TMTstop-A_1_practicegreenlinestimulus1.png,TMTstop-A_1_practiceredlinestimulus1.png,10,0,0,0,0,0,3,3,3,,,,,,,11.150615799997468,None,1,0.08913939999911236,11.150615799997468,None,,001,2021_Nov_15_1454,TMTAB,2021.2.3,144.32242784669214,
5,['2'],TMTstop-A_1_practicelinestimulus2.png,TMTstop-A_1_practicegreenlinestimulus2.png,TMTstop-A_1_practiceredlinestimulus2.png,10,0,0,0,0,0,4,4,4,,,,,,,11.317215100003523,None,2,0.034318800004257355,11.317215100003523,None,,001,2021_Nov_15_1454,TMTAB,2021.2.3,144.32242784669214,
6,['3'],TMTstop-A_1_practicelinestimulus3.png,TMTstop-A_1_practicegreenlinestimulus3.png,TMTstop-A_1_practiceredlinestimulus3.png,10,0,0,0,0,0,5,5,5,,,,,,,11.442258900002344,None,3,0.018222099999547936,11.442258900002344,None,,001,2021_Nov_15_1454,TMTAB,2021.2.3,144.32242784669214,
7,['1'],TMTstop-A_1_practicelinestimulus4.png,TMTstop-A_1_practicegreenlinestimulus4.png,TMTstop-A_1_practiceredlinestimulus4.png,10,0,0,0,0,0,6,6,6,,,,,,,11.539513499999885,None,1,0.07097429999703309,11.539513499999885,None,,001,2021_Nov_15_1454,TMTAB,2021.2.3,144.32242784669214,
8,['3'],TMTstop-A_1_practicelinestimulus5.png,TMTstop-A_1_practicegreenlinestimulus5.png,TMTstop-A_1_practiceredlinestimulus5.png,10,0,0,0,0,0,7,7,7,,,,,,,11.692222400000901,None,3,0.4768900000053691,11.692222400000901,None,,001,2021_Nov_15_1454,TMTAB,2021.2.3,144.32242784669214,
9,['2'],TMTstop-A_1_practicelinestimulus6.png,TMTstop-A_1_practicegreenlinestimulus6.png,TMTstop-A_1_practiceredlinestimulus6.png,10,0,0,0,0,0,8,8,8,,,,,,,12.248439299997699,None,2,0.1654363000052399,12.248439299997699,None,,001,2021_Nov_15_1454,TMTAB,2021.2.3,144.32242784669214,
10,['3'],TMTstop-A_1_practicelinestimulus7.png,TMTstop-A_1_practicegreenlinestimulus7.png,TMTstop-A_1_practiceredlinestimulus7.png,10,0,0,0,0,0,9,9,9,,,,,,,12.51180690000183,None,3,0.0040836000043782406,12.51180690000183,None,,001,2021_Nov_15_1454,TMTAB,2021.2.3,144.32242784669214,
11,['1'],TMTstop-A_1_practicelinestimulus8.png,TMTstop-A_1_practicegreenlinestimulus8.png,TMTstop-A_1_practiceredlinestimulus8.png,10,0,0,0,0,0,10,10,10,,,,,,,12.581139100002474,None,1,0.10353870000108145,12.581139100002474,None,,001,2021_Nov_15_1454,TMTAB,2021.2.3,144.32242784669214,
12,['2'],TMTstop-A_1_practicelinestimulus9.png,TMTstop-A_1_practicegreenlinestimulus9.png,TMTstop-A_1_practiceredlinestimulus9.png,10,0,0,0,0,0,11,11,11,,,,,,,12.754771500003699,None,2,0.539162100001704,12.754771500003699,None,,001,2021_Nov_15_1454,TMTAB,2021.2.3,144.32242784669214,
None,None,TMTstop-A_1_practicelinestimulus10.png,TMTstop-A_1_practicegreenlinestimulus10.png,TMTstop-A_1_practiceredlinestimulus10.png,None,0,0,0,0,0,12,12,12,,,,,,,13.365853700001026,None,None,,13.365853700001026,None,,001,2021_Nov_15_1454,TMTAB,2021.2.3,144.32242784669214,
