NumberLetter,corrAns,StimFile,Correct_StimFile,False_StimFile,DurationTrial,Correct,restartpractice.thisRepN,restartpractice.thisTrialN,restartpractice.thisN,restartpractice.thisIndex,trials_practice.thisRepN,trials_practice.thisTrialN,trials_practice.thisN,trials_practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,Instruct.started,Instruct.stopped,image_2.started,image_2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,polygon.started,polygon.stopped,Stim_practice.started,Stim_practice.stopped,key_resp_practice.keys,key_resp_practice.rt,key_resp_practice.started,key_resp_practice.stopped,text_5.started,text_5.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,Stim.started,Stim.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
12,['2'],TMTstop-A_1_2linestimulus9.png,TMTstop-A_1_2greenlinestimulus9.png,TMTstop-A_1_2redlinestimulus9.png,10,2,,,,,,,,,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,32.9110952001065,None,['2'],1,[-0.01725510018877685],32.9110952001065,None,,001,2022_Jan_11_1400,TMTAB,2021.2.3,59.88665855330819,
13,['3'],TMTstop-A_1_2linestimulus10.png,TMTstop-A_1_2greenlinestimulus10.png,TMTstop-A_1_2redlinestimulus10.png,1,3,,,,,,,,,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,32.99463510001078,None,['3'],1,[0.0011573999654501677],32.99463510001078,None,,001,2022_Jan_11_1400,TMTAB,2021.2.3,59.88665855330819,
14,['1'],TMTstop-A_1_2linestimulus11.png,TMTstop-A_1_2greenlinestimulus11.png,TMTstop-A_1_2redlinestimulus11.png,None,1,,,,,,,,,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,33.07820089999586,None,"['2', '2', '3', '1']",1,"[0.5728444999549538, 0.9807555000297725, 1.199623600114137, 1.304543900070712]",33.07820089999586,None,,001,2022_Jan_11_1400,TMTAB,2021.2.3,59.88665855330819,
15,['3'],TMTstop-A_1_2linestimulus12.png,TMTstop-A_1_2greenlinestimulus12.png,TMTstop-A_1_2redlinestimulus12.png,None,3,,,,,,,,,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,34.49499720009044,None,"['2', '3']",1,"[0.01878779986873269, 0.10197039996273816]",34.49499720009044,None,,001,2022_Jan_11_1400,TMTAB,2021.2.3,59.88665855330819,
16,['1'],TMTstop-A_1_2linestimulus13.png,TMTstop-A_1_2greenlinestimulus13.png,TMTstop-A_1_2redlinestimulus13.png,None,1,,,,,,,,,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,34.71194209996611,None,['1'],1,[0.04529860010370612],34.71194209996611,None,,001,2022_Jan_11_1400,TMTAB,2021.2.3,59.88665855330819,
17,['2'],TMTstop-A_1_2linestimulus14.png,TMTstop-A_1_2greenlinestimulus14.png,TMTstop-A_1_2redlinestimulus14.png,None,2,,,,,,,,,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,34.845424300059676,None,['2'],1,[-0.006343399873003364],34.845424300059676,None,,001,2022_Jan_11_1400,TMTAB,2021.2.3,59.88665855330819,
18,['1'],TMTstop-A_1_2linestimulus15.png,TMTstop-A_1_2greenlinestimulus15.png,TMTstop-A_1_2redlinestimulus15.png,None,1,,,,,,,,,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,34.912104999879375,None,"['3', '1']",1,"[0.028620600001886487, 0.15617680014111102]",34.912104999879375,None,,001,2022_Jan_11_1400,TMTAB,2021.2.3,59.88665855330819,
19,['3'],TMTstop-A_1_2linestimulus16.png,TMTstop-A_1_2greenlinestimulus16.png,TMTstop-A_1_2redlinestimulus16.png,None,3,,,,,,,,,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,35.17867169994861,None,"['2', '3']",1,"[-0.029955099802464247, 0.06727330014109612]",35.17867169994861,None,,001,2022_Jan_11_1400,TMTAB,2021.2.3,59.88665855330819,
20,['1'],TMTstop-A_1_2linestimulus17.png,TMTstop-A_1_2greenlinestimulus17.png,TMTstop-A_1_2redlinestimulus17.png,None,1,,,,,,,,,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,35.36218459997326,None,['1'],1,[0.009921899996697903],35.36218459997326,None,,001,2022_Jan_11_1400,TMTAB,2021.2.3,59.88665855330819,
21,['2'],TMTstop-A_1_2linestimulus18.png,TMTstop-A_1_2greenlinestimulus18.png,TMTstop-A_1_2redlinestimulus18.png,None,2,,,,,,,,,,,,,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,35.462140100076795,None,['2'],1,[-0.015458399895578623],35.462140100076795,None,,001,2022_Jan_11_1400,TMTAB,2021.2.3,59.88665855330819,
22,['1'],TMTstop-A_1_2linestimulus19.png,TMTstop-A_1_2greenlinestimulus19.png,TMTstop-A_1_2redlinestimulus19.png,None,1,,,,,,,,,,,,,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,35.54551399988122,None,"['3', '1']",1,"[0.005584199912846088, 0.13419779995456338]",35.54551399988122,None,,001,2022_Jan_11_1400,TMTAB,2021.2.3,59.88665855330819,
23,['2'],TMTstop-A_1_2linestimulus20.png,TMTstop-A_1_2greenlinestimulus20.png,TMTstop-A_1_2redlinestimulus20.png,None,2,,,,,,,,,,,,,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,35.79558199993335,None,['2'],1,[-0.03918570000678301],35.79558199993335,None,,001,2022_Jan_11_1400,TMTAB,2021.2.3,59.88665855330819,
24,['1'],TMTstop-A_1_2linestimulus21.png,TMTstop-A_1_2greenlinestimulus21.png,TMTstop-A_1_2redlinestimulus21.png,None,1,,,,,,,,,,,,,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,35.87912940001115,None,"['3', '1']",1,"[-0.020232300041243434, 0.10156470001675189]",35.87912940001115,None,,001,2022_Jan_11_1400,TMTAB,2021.2.3,59.88665855330819,
25,['2'],TMTstop-A_1_2linestimulus22.png,TMTstop-A_1_2greenlinestimulus22.png,TMTstop-A_1_2redlinestimulus22.png,None,2,,,,,,,,,,,,,0,24,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,36.112459799973294,None,['2'],1,[-0.023713000118732452],36.112459799973294,None,,001,2022_Jan_11_1400,TMTAB,2021.2.3,59.88665855330819,
None,None,TMTstop-A_1_2linestimulus23.png,TMTstop-A_1_2greenlinestimulus23.png,TMTstop-A_1_2redlinestimulus23.png,None,None,,,,,,,,,,,,,0,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,36.19594329991378,None,"['3', '1', '2', '3', '1', '2', '3', '1']",0,"[-0.029990199953317642, 0.09262280003167689, 0.1796252999920398, 0.26785219996236265, 0.38289309991523623, 0.46687710005789995, 0.5566785999108106, 0.6854177999775857]",36.19594329991378,None,,001,2022_Jan_11_1400,TMTAB,2021.2.3,59.88665855330819,
1,['1'],TMTstop-A_1_3.png,TMTstop-A_1_3.png,TMTstop-A_1_3.png,10,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,37.24440609989688,None,,,,,,,,,,,,,40.28105270001106,None,"['2', '3', '2', '3', '1']",1,"[1.6014689998701215, 1.7674416999798268, 2.053406999912113, 2.1337029999122024, 3.2949333998840302]",40.28105270001106,None,,001,2022_Jan_11_1400,TMTAB,2021.2.3,59.88665855330819,
2,['3'],TMTstop-A_1_3.png,TMTstop-A_1_3firstgreen.png,TMTstop-A_1_3firstred.png,10,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,43.668077300069854,None,"['2', '3']",1,"[0.1234821998514235, 0.26330249989405274]",43.668077300069854,None,,001,2022_Jan_11_1400,TMTAB,2021.2.3,59.88665855330819,
3,['1'],TMTstop-A_1_3linestimulus0.png,TMTstop-A_1_3greenlinestimulus0.png,TMTstop-A_1_3redlinestimulus0.png,10,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,44.032704199897125,None,['1'],1,[0.06594949983991683],44.032704199897125,None,,001,2022_Jan_11_1400,TMTAB,2021.2.3,59.88665855330819,
4,['3'],TMTstop-A_1_3linestimulus1.png,TMTstop-A_1_3greenlinestimulus1.png,TMTstop-A_1_3redlinestimulus1.png,10,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,44.182840700028464,None,"['2', '3']",1,"[0.02214849996380508, 0.11688440013676882]",44.182840700028464,None,,001,2022_Jan_11_1400,TMTAB,2021.2.3,59.88665855330819,
5,['1'],TMTstop-A_1_3linestimulus2.png,TMTstop-A_1_3greenlinestimulus2.png,TMTstop-A_1_3redlinestimulus2.png,10,,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,44.39976330008358,None,['1'],1,[0.0021138000302016735],44.39976330008358,None,,001,2022_Jan_11_1400,TMTAB,2021.2.3,59.88665855330819,
6,['2'],TMTstop-A_1_3linestimulus3.png,TMTstop-A_1_3greenlinestimulus3.png,TMTstop-A_1_3redlinestimulus3.png,10,,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,44.499622999923304,None,['2'],1,[0.0049103000201284885],44.499622999923304,None,,001,2022_Jan_11_1400,TMTAB,2021.2.3,59.88665855330819,
7,['3'],TMTstop-A_1_3linestimulus4.png,TMTstop-A_1_3greenlinestimulus4.png,TMTstop-A_1_3redlinestimulus4.png,10,,,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,44.59969089995138,None,['3'],1,[-0.023005499970167875],44.59969089995138,None,,001,2022_Jan_11_1400,TMTAB,2021.2.3,59.88665855330819,
8,['2'],TMTstop-A_1_3linestimulus5.png,TMTstop-A_1_3greenlinestimulus5.png,TMTstop-A_1_3redlinestimulus5.png,10,,,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,44.70219759992324,None,"['1', '2']",1,"[0.013330599991604686, 0.09543030010536313]",44.70219759992324,None,,001,2022_Jan_11_1400,TMTAB,2021.2.3,59.88665855330819,
9,['3'],TMTstop-A_1_3linestimulus6.png,TMTstop-A_1_3greenlinestimulus6.png,TMTstop-A_1_3redlinestimulus6.png,10,,,,,,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,44.89993009995669,None,['3'],1,[-0.02393839997239411],44.89993009995669,None,,001,2022_Jan_11_1400,TMTAB,2021.2.3,59.88665855330819,
10,['2'],TMTstop-A_1_3linestimulus7.png,TMTstop-A_1_3greenlinestimulus7.png,TMTstop-A_1_3redlinestimulus7.png,10,,,,,,,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,44.98347430001013,None,"['1', '3', '2']",1,"[0.15436800010502338, 0.17910109995864332, 0.299693200038746]",44.98347430001013,None,,001,2022_Jan_11_1400,TMTAB,2021.2.3,59.88665855330819,
11,['3'],TMTstop-A_1_3linestimulus8.png,TMTstop-A_1_3greenlinestimulus8.png,TMTstop-A_1_3redlinestimulus8.png,10,,,,,,,,,,,,,,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,45.38344220002182,None,"['1', '2', '3']",1,"[0.15145990019664168, 0.21679780003614724, 0.3354306002147496]",45.38344220002182,None,,001,2022_Jan_11_1400,TMTAB,2021.2.3,59.88665855330819,
12,['1'],TMTstop-A_1_3linestimulus9.png,TMTstop-A_1_3greenlinestimulus9.png,TMTstop-A_1_3redlinestimulus9.png,10,,,,,,,,,,,,,,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,45.83351860009134,None,['1'],1,[0.08712469995953143],45.83351860009134,None,,001,2022_Jan_11_1400,TMTAB,2021.2.3,59.88665855330819,
13,['3'],TMTstop-A_1_3linestimulus10.png,TMTstop-A_1_3greenlinestimulus10.png,TMTstop-A_1_3redlinestimulus10.png,1,,,,,,,,,,,,,,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,46.01724989991635,None,"['2', '3']",1,"[-0.023601099848747253, 0.11853490001522005]",46.01724989991635,None,,001,2022_Jan_11_1400,TMTAB,2021.2.3,59.88665855330819,
14,['1'],TMTstop-A_1_3linestimulus11.png,TMTstop-A_1_3greenlinestimulus11.png,TMTstop-A_1_3redlinestimulus11.png,None,,,,,,,,,,,,,,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,46.25082410010509,None,['1'],1,[6.322596499929205],46.25082410010509,None,,001,2022_Jan_11_1400,TMTAB,2021.2.3,59.88665855330819,
15,['3'],TMTstop-A_1_3linestimulus12.png,TMTstop-A_1_3greenlinestimulus12.png,TMTstop-A_1_3redlinestimulus12.png,None,,,,,,,,,,,,,,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,52.670094300061464,None,"['2', '3']",1,"[1.3875917000696063, 1.6731867000926286]",52.670094300061464,None,,001,2022_Jan_11_1400,TMTAB,2021.2.3,59.88665855330819,
16,['2'],TMTstop-A_1_3linestimulus13.png,TMTstop-A_1_3greenlinestimulus13.png,TMTstop-A_1_3redlinestimulus13.png,None,,,,,,,,,,,,,,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,54.45422769989818,None,"['1', '2']",1,"[0.13224479998461902, 0.2800511000677943]",54.45422769989818,None,,001,2022_Jan_11_1400,TMTAB,2021.2.3,59.88665855330819,
17,['3'],TMTstop-A_1_3linestimulus14.png,TMTstop-A_1_3greenlinestimulus14.png,TMTstop-A_1_3redlinestimulus14.png,None,,,,,,,,,,,,,,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,54.82104089995846,None,['3'],1,[0.04015929996967316],54.82104089995846,None,,001,2022_Jan_11_1400,TMTAB,2021.2.3,59.88665855330819,
18,['2'],TMTstop-A_1_3linestimulus15.png,TMTstop-A_1_3greenlinestimulus15.png,TMTstop-A_1_3redlinestimulus15.png,None,,,,,,,,,,,,,,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,54.954586799954996,None,"['1', '2']",1,"[0.145154400030151, 0.2661027000285685]",54.954586799954996,None,,001,2022_Jan_11_1400,TMTAB,2021.2.3,59.88665855330819,
19,['1'],TMTstop-A_1_3linestimulus16.png,TMTstop-A_1_3greenlinestimulus16.png,TMTstop-A_1_3redlinestimulus16.png,None,,,,,,,,,,,,,,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,55.33808479993604,None,"['3', '1']",1,"[-0.0045044999569654465, 0.22757029999047518]",55.33808479993604,None,,001,2022_Jan_11_1400,TMTAB,2021.2.3,59.88665855330819,
20,['3'],TMTstop-A_1_3linestimulus17.png,TMTstop-A_1_3greenlinestimulus17.png,TMTstop-A_1_3redlinestimulus17.png,None,,,,,,,,,,,,,,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,55.671598199987784,None,"['2', '3']",1,"[0.008440699893981218, 0.09346619993448257]",55.671598199987784,None,,001,2022_Jan_11_1400,TMTAB,2021.2.3,59.88665855330819,
