NumberLetter,corrAns,Correct,StimFile,Correct_StimFile,False_StimFile,DurationTrial,n,Stim.started_mean,Stim.started_raw,Stim.started_std,Stim.stopped_raw,key_resp_2.corr_mean,key_resp_2.corr_raw,key_resp_2.corr_std,key_resp_2.keys_raw,key_resp_2.rt_raw,key_resp_2.started_mean,key_resp_2.started_raw,key_resp_2.started_std,key_resp_2.stopped_raw,order
1,['3'],3,TMTstop-B_1_p.png,TMTstop-B_1_p.png,TMTstop-B_1_p.png,10,1.0,75.26461791992188,75.26461791992188,0.0,,1.0,1.0,0.0,3,1,3,2,1,3,2,1,2,3,-1.2716491000028327,-1.0881105000007665,-0.8726185000050464,-0.8263130999985151,-0.7526950000028592,33.36845789999643,33.37598189999699,33.58417379999446,33.87929620000068,34.07436130000133,75.26461791992188,75.26461791992188,0.0,,0.0
A,['1'],1,TMTstop-B_1_p.png,TMTstop-B_1_pfirstgreen.png,TMTstop-B_1_pfirstred.png,10,1.0,109.42930603027344,109.42930603027344,0.0,,1.0,1.0,0.0,1,0.04931460000079824,109.42930603027344,109.42930603027344,0.0,,1.0
2,['2'],2,TMTstop-B_1_plinestimulus0.png,TMTstop-B_1_pgreenlinestimulus0.png,TMTstop-B_1_predlinestimulus0.png,10,1.0,109.55325317382812,109.55325317382812,0.0,,1.0,1.0,0.0,3,2,0.043045999998867046,0.0653426999997464,109.55325317382812,109.55325317382812,0.0,,2.0
B,['3'],3,TMTstop-B_1_plinestimulus1.png,TMTstop-B_1_pgreenlinestimulus1.png,TMTstop-B_1_predlinestimulus1.png,10,1.0,109.70384979248047,109.70384979248047,0.0,,1.0,1.0,0.0,1,3,2,1,3,0.08417800000461284,0.2182680000041728,0.221397799999977,0.3642401000033715,0.5033458000034443,109.70384979248047,109.70384979248047,0.0,,3.0
3,['1'],1,TMTstop-B_1_plinestimulus2.png,TMTstop-B_1_pgreenlinestimulus2.png,TMTstop-B_1_predlinestimulus2.png,10,1.0,110.29825592041016,110.29825592041016,0.0,,1.0,1.0,0.0,2,1,-0.05067770000459859,0.09157959999720333,110.29825592041016,110.29825592041016,0.0,,4.0
C,['3'],3,TMTstop-B_1_plinestimulus3.png,TMTstop-B_1_pgreenlinestimulus3.png,TMTstop-B_1_predlinestimulus3.png,10,1.0,110.47551727294922,110.47551727294922,0.0,,1.0,1.0,0.0,3,0.039966700001969,110.47551727294922,110.47551727294922,0.0,,5.0
4,['1'],1,TMTstop-B_1_plinestimulus4.png,TMTstop-B_1_pgreenlinestimulus4.png,TMTstop-B_1_predlinestimulus4.png,10,1.0,110.59060668945312,110.59060668945312,0.0,,1.0,1.0,0.0,2,1,-0.049687799997627735,0.08818230000179028,110.59060668945312,110.59060668945312,0.0,,6.0
D,['3'],3,TMTstop-B_1_plinestimulus5.png,TMTstop-B_1_pgreenlinestimulus5.png,TMTstop-B_1_predlinestimulus5.png,10,1.0,110.77562713623047,110.77562713623047,0.0,,1.0,1.0,0.0,3,0.015090700006112456,110.77562713623047,110.77562713623047,0.0,,7.0
5,['2'],2,TMTstop-B_1_plinestimulus6.png,TMTstop-B_1_pgreenlinestimulus6.png,TMTstop-B_1_predlinestimulus6.png,10,1.0,110.85990142822266,110.85990142822266,0.0,,1.0,1.0,0.0,2,-0.03570169999875361,110.85990142822266,110.85990142822266,0.0,,8.0
E,['1'],1,TMTstop-B_1_plinestimulus7.png,TMTstop-B_1_pgreenlinestimulus7.png,TMTstop-B_1_predlinestimulus7.png,10,1.0,110.95569610595703,110.95569610595703,0.0,,1.0,1.0,0.0,1,0.010227999999187887,110.95569610595703,110.95569610595703,0.0,,9.0
6,['3'],3,TMTstop-B_1_plinestimulus8.png,TMTstop-B_1_pgreenlinestimulus8.png,TMTstop-B_1_predlinestimulus8.png,10,1.0,111.04366302490234,111.04366302490234,0.0,,1.0,1.0,0.0,3,0.03818239999964135,111.04366302490234,111.04366302490234,0.0,,10.0
F,['1'],1,TMTstop-B_1_plinestimulus9.png,TMTstop-B_1_pgreenlinestimulus9.png,TMTstop-B_1_predlinestimulus9.png,10,1.0,111.15145111083984,111.15145111083984,0.0,,1.0,1.0,0.0,2,1,-0.04315109999879496,0.09353340000234311,111.15145111083984,111.15145111083984,0.0,,11.0
