NumberLetter,corrAns,StimFile,Correct_StimFile,False_StimFile,DurationTrial,restartpractice.thisRepN,restartpractice.thisTrialN,restartpractice.thisN,restartpractice.thisIndex,trials_practice.thisRepN,trials_practice.thisTrialN,trials_practice.thisN,trials_practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,trials_6.thisRepN,trials_6.thisTrialN,trials_6.thisN,trials_6.thisIndex,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials_8.thisRepN,trials_8.thisTrialN,trials_8.thisN,trials_8.thisIndex,Instruct.started,Instruct.stopped,image_2.started,image_2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,polygon.started,polygon.stopped,Stim_practice.started,Stim_practice.stopped,key_resp_practice.keys,key_resp_practice.corr,key_resp_practice.rt,key_resp_practice.started,key_resp_practice.stopped,text_5.started,text_5.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,Stim.started,Stim.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,text.started,text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
None,None,TMTstop-control_1_blinestimulus23.png,TMTstop-control_1_bgreenlinestimulus23.png,TMTstop-control_1_bredlinestimulus23.png,None,,,,,,,,,,,,,,,,,,,,,0,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.37872819999757,None,None,1,,64.37872819999757,None,,,,001,2021_Nov_17_1833,TMTAB,2021.2.3,None,
1,['3'],TMTstop-control_1_3.png,TMTstop-control_1_3.png,TMTstop-control_1_3.png,10,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,65.36590469999646,None,,,,,,,,,,,,,,68.52229390000866,None,"['2', '3', '1']",0,"[-2.4971451000019442, -2.2885222000040812, -1.8320174999971641]",68.52229390000866,None,,,,001,2021_Nov_17_1833,TMTAB,2021.2.3,None,
2,['1'],TMTstop-control_1_3.png,TMTstop-control_1_3firstgreen.png,TMTstop-control_1_3firstred.png,10,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.66054540000914,None,['3'],0,[0.7980493999930331],68.66054540000914,None,,,,001,2021_Nov_17_1833,TMTAB,2021.2.3,None,
3,['3'],TMTstop-control_1_3linestimulus0.png,TMTstop-control_1_3greenlinestimulus0.png,TMTstop-control_1_3redlinestimulus0.png,10,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.62948139999935,None,['1'],0,[0.20981489999394398],69.62948139999935,None,,,,001,2021_Nov_17_1833,TMTAB,2021.2.3,None,
4,['1'],TMTstop-control_1_3linestimulus1.png,TMTstop-control_1_3greenlinestimulus1.png,TMTstop-control_1_3redlinestimulus1.png,10,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.04463699999906,None,['2'],0,[0.05227849999209866],70.04463699999906,None,,,,001,2021_Nov_17_1833,TMTAB,2021.2.3,None,
5,['3'],TMTstop-control_1_3linestimulus2.png,TMTstop-control_1_3greenlinestimulus2.png,TMTstop-control_1_3redlinestimulus2.png,10,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.1839980000077,None,['3'],1,[0.07360819999303203],70.1839980000077,None,,,,001,2021_Nov_17_1833,TMTAB,2021.2.3,None,
6,['2'],TMTstop-control_1_3linestimulus3.png,TMTstop-control_1_3greenlinestimulus3.png,TMTstop-control_1_3redlinestimulus3.png,10,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.45947889999661,None,['1'],0,[0.007384899989119731],70.45947889999661,None,,,,001,2021_Nov_17_1833,TMTAB,2021.2.3,None,
7,['1'],TMTstop-control_1_3linestimulus4.png,TMTstop-control_1_3greenlinestimulus4.png,TMTstop-control_1_3redlinestimulus4.png,10,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.59740440000314,None,['2'],0,[-0.06156659999396652],70.59740440000314,None,,,,001,2021_Nov_17_1833,TMTAB,2021.2.3,None,
8,['3'],TMTstop-control_1_3linestimulus4.png,TMTstop-control_1_3greenlinestimulus5.png,TMTstop-control_1_3redlinestimulus5.png,10,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.73560500000895,None,['3'],1,[-0.057397900003707036],70.73560500000895,None,,,,001,2021_Nov_17_1833,TMTAB,2021.2.3,None,
9,['2'],TMTstop-control_1_3linestimulus6.png,TMTstop-control_1_3greenlinestimulus6.png,TMTstop-control_1_3redlinestimulus6.png,10,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.87453300000925,None,['1'],0,[0.5058036999980686],70.87453300000925,None,,,,001,2021_Nov_17_1833,TMTAB,2021.2.3,None,
10,['3'],TMTstop-control_1_3linestimulus7.png,TMTstop-control_1_3greenlinestimulus7.png,TMTstop-control_1_3redlinestimulus7.png,10,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.50455710000824,None,['2'],0,[0.017108199986978434],71.50455710000824,None,,,,001,2021_Nov_17_1833,TMTAB,2021.2.3,None,
11,['2'],TMTstop-control_1_3linestimulus8.png,TMTstop-control_1_3greenlinestimulus8.png,TMTstop-control_1_3redlinestimulus8.png,10,,,,,,,,,,,,,,,,,,,,,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.63980750000337,None,['3'],0,[-0.04769089999899734],71.63980750000337,None,,,,001,2021_Nov_17_1833,TMTAB,2021.2.3,None,
12,['1'],TMTstop-control_1_3linestimulus9.png,TMTstop-control_1_3greenlinestimulus9.png,TMTstop-control_1_3redlinestimulus9.png,10,,,,,,,,,,,,,,,,,,,,,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.76659919999656,None,['1'],1,[0.012859199996455573],71.76659919999656,None,,,,001,2021_Nov_17_1833,TMTAB,2021.2.3,None,
13,['2'],TMTstop-control_1_3linestimulus10.png,TMTstop-control_1_3greenlinestimulus10.png,TMTstop-control_1_3redlinestimulus10.png,1,,,,,,,,,,,,,,,,,,,,,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.90399800000887,None,['2'],1,[-0.040941300001577474],71.90399800000887,None,,,,001,2021_Nov_17_1833,TMTAB,2021.2.3,None,
14,['3'],TMTstop-control_1_3linestimulus11.png,TMTstop-control_1_3greenlinestimulus11.png,TMTstop-control_1_3redlinestimulus11.png,None,,,,,,,,,,,,,,,,,,,,,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.04136790000484,None,['3'],1,[-0.06996229999640491],72.04136790000484,None,,,,001,2021_Nov_17_1833,TMTAB,2021.2.3,None,
15,['2'],TMTstop-control_1_3linestimulus12.png,TMTstop-control_1_3greenlinestimulus12.png,TMTstop-control_1_3redlinestimulus12.png,None,,,,,,,,,,,,,,,,,,,,,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.17949670000235,None,['1'],0,[-0.060446600007708184],72.17949670000235,None,,,,001,2021_Nov_17_1833,TMTAB,2021.2.3,None,
16,['1'],TMTstop-control_1_3linestimulus13.png,TMTstop-control_1_3greenlinestimulus13.png,TMTstop-control_1_3redlinestimulus13.png,None,,,,,,,,,,,,,,,,,,,,,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.31879089999711,None,"['2', '3']",0,"[-0.11402710000402294, -0.037372100006905384]",72.31879089999711,None,,,,001,2021_Nov_17_1833,TMTAB,2021.2.3,None,
17,['2'],TMTstop-control_1_3linestimulus14.png,TMTstop-control_1_3greenlinestimulus14.png,TMTstop-control_1_3redlinestimulus14.png,None,,,,,,,,,,,,,,,,,,,,,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.45684850000544,None,['1'],0,[-0.0160050999984378],72.45684850000544,None,,,,001,2021_Nov_17_1833,TMTAB,2021.2.3,None,
18,['3'],TMTstop-control_1_3linestimulus15.png,TMTstop-control_1_3greenlinestimulus15.png,TMTstop-control_1_3redlinestimulus15.png,None,,,,,,,,,,,,,,,,,,,,,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.59501109999837,None,['2'],0,[-0.08277540000563022],72.59501109999837,None,,,,001,2021_Nov_17_1833,TMTAB,2021.2.3,None,
19,['1'],TMTstop-control_1_3linestimulus16.png,TMTstop-control_1_3greenlinestimulus16.png,TMTstop-control_1_3redlinestimulus16.png,None,,,,,,,,,,,,,,,,,,,,,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.73403170000529,None,['3'],0,[-0.135107699999935],72.73403170000529,None,,,,001,2021_Nov_17_1833,TMTAB,2021.2.3,None,
20,['2'],TMTstop-control_1_3linestimulus17.png,TMTstop-control_1_3greenlinestimulus17.png,TMTstop-control_1_3redlinestimulus17.png,None,,,,,,,,,,,,,,,,,,,,,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.87211850000313,None,['1'],0,[-0.10324690000561532],72.87211850000313,None,,,,001,2021_Nov_17_1833,TMTAB,2021.2.3,None,
21,['3'],TMTstop-control_1_3linestimulus18.png,TMTstop-control_1_3greenlinestimulus18.png,TMTstop-control_1_3redlinestimulus18.png,None,,,,,,,,,,,,,,,,,,,,,,,,,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.01070250000339,None,['2'],0,[-0.11941489999298938],73.01070250000339,None,,,,001,2021_Nov_17_1833,TMTAB,2021.2.3,None,
22,['2'],TMTstop-control_1_3linestimulus19.png,TMTstop-control_1_3greenlinestimulus19.png,TMTstop-control_1_3redlinestimulus19.png,None,,,,,,,,,,,,,,,,,,,,,,,,,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.15060059999814,None,['1'],0,[0.6284187999990536],73.15060059999814,None,,,,001,2021_Nov_17_1833,TMTAB,2021.2.3,None,
23,['1'],TMTstop-control_1_3linestimulus20.png,TMTstop-control_1_3greenlinestimulus20.png,TMTstop-control_1_3redlinestimulus20.png,None,,,,,,,,,,,,,,,,,,,,,,,,,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.98014830000466,None,['2'],0,[-0.029906499999924563],73.98014830000466,None,,,,001,2021_Nov_17_1833,TMTAB,2021.2.3,None,
24,['3'],TMTstop-control_1_3linestimulus21.png,TMTstop-control_1_3greenlinestimulus21.png,TMTstop-control_1_3redlinestimulus21.png,None,,,,,,,,,,,,,,,,,,,,,,,,,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.11851460000616,None,['3'],1,[-0.09746749998885207],74.11851460000616,None,,,,001,2021_Nov_17_1833,TMTAB,2021.2.3,None,
25,['1'],TMTstop-control_1_3linestimulus22.png,TMTstop-control_1_3greenlinestimulus22.png,TMTstop-control_1_3redlinestimulus22.png,None,,,,,,,,,,,,,,,,,,,,,,,,,0,24,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.25842680000642,None,['1'],1,[-0.03812669999024365],74.25842680000642,None,,,,001,2021_Nov_17_1833,TMTAB,2021.2.3,None,
None,None,TMTstop-control_1_3linestimulus23.png,TMTstop-control_1_3greenlinestimulus23.png,TMTstop-control_1_3redlinestimulus23.png,None,,,,,,,,,,,,,,,,,,,,,,,,,0,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.39631280000322,None,['2'],0,[-0.010927800001809373],74.39631280000322,None,,,,001,2021_Nov_17_1833,TMTAB,2021.2.3,None,
A,['2'],TMTstop-control_1_c.png,TMTstop-control_1_c.png,TMTstop-control_1_c.png,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,74.41834469999594,None,,,,,,,,,,,,,,77.49046129999624,None,['1'],0,[0.5398817999957828],77.49046129999624,None,,,,001,2021_Nov_17_1833,TMTAB,2021.2.3,None,
B,['1'],TMTstop-control_1_c.png,TMTstop-control_1_cfirstgreen.png,TMTstop-control_1_cfirstred.png,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.12166140000045,None,['2'],0,[-0.03642640000907704],78.12166140000045,None,,,,001,2021_Nov_17_1833,TMTAB,2021.2.3,None,
C,['2'],TMTstop-control_1_clinestimulus0.png,TMTstop-control_1_cgreenlinestimulus0.png,TMTstop-control_1_credlinestimulus0.png,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.25930499999959,None,['3'],0,[-0.06287540000630543],78.25930499999959,None,,,,001,2021_Nov_17_1833,TMTAB,2021.2.3,None,
D,['3'],TMTstop-control_1_clinestimulus1.png,TMTstop-control_1_cgreenlinestimulus1.png,TMTstop-control_1_credlinestimulus1.png,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.39659000000393,None,['1'],0,[-0.007664299992029555],78.39659000000393,None,,,,001,2021_Nov_17_1833,TMTAB,2021.2.3,None,
E,['2'],TMTstop-control_1_clinestimulus2.png,TMTstop-control_1_cgreenlinestimulus2.png,TMTstop-control_1_credlinestimulus2.png,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.53453590000572,None,['2'],1,[-0.10679669999808539],78.53453590000572,None,,,,001,2021_Nov_17_1833,TMTAB,2021.2.3,None,
F,['3'],TMTstop-control_1_clinestimulus3.png,TMTstop-control_1_cgreenlinestimulus3.png,TMTstop-control_1_credlinestimulus3.png,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.67337099999713,None,['3'],1,[-0.13372050000180025],78.67337099999713,None,,,,001,2021_Nov_17_1833,TMTAB,2021.2.3,None,
G,['1'],TMTstop-control_1_clinestimulus4.png,TMTstop-control_1_cgreenlinestimulus4.png,TMTstop-control_1_credlinestimulus4.png,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.81194890000916,None,"['1', '2']",0,"[-0.0961405999987619, -0.0597630999982357]",78.81194890000916,None,,,,001,2021_Nov_17_1833,TMTAB,2021.2.3,None,
H,['3'],TMTstop-control_1_clinestimulus5.png,TMTstop-control_1_cgreenlinestimulus5.png,TMTstop-control_1_credlinestimulus5.png,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.94997260000673,None,['3'],1,[-0.05208850000053644],78.94997260000673,None,,,,001,2021_Nov_17_1833,TMTAB,2021.2.3,None,
I,['1'],TMTstop-control_1_clinestimulus6.png,TMTstop-control_1_cgreenlinestimulus6.png,TMTstop-control_1_credlinestimulus6.png,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.08819429999858,None,['1'],1,[-0.0642529999895487],79.08819429999858,None,,,,001,2021_Nov_17_1833,TMTAB,2021.2.3,None,
J,['2'],TMTstop-control_1_clinestimulus7.png,TMTstop-control_1_cgreenlinestimulus7.png,TMTstop-control_1_credlinestimulus7.png,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.22601670000586,None,"['2', '3']",0,"[-0.12823599998955615, -0.046525999990990385]",79.22601670000586,None,,,,001,2021_Nov_17_1833,TMTAB,2021.2.3,None,
K,['3'],TMTstop-control_1_clinestimulus8.png,TMTstop-control_1_cgreenlinestimulus8.png,TMTstop-control_1_credlinestimulus8.png,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.36488280000049,None,['1'],0,[-0.0517349000001559],79.36488280000049,None,,,,001,2021_Nov_17_1833,TMTAB,2021.2.3,None,
L,['2'],TMTstop-control_1_clinestimulus9.png,TMTstop-control_1_cgreenlinestimulus9.png,TMTstop-control_1_credlinestimulus9.png,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.5039214999997,None,"['2', '3']",0,"[-0.10920590000750963, -0.028734699997585267]",79.5039214999997,None,,,,001,2021_Nov_17_1833,TMTAB,2021.2.3,None,
M,['3'],TMTstop-control_1_clinestimulus10.png,TMTstop-control_1_cgreenlinestimulus10.png,TMTstop-control_1_credlinestimulus10.png,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.64237129999674,None,['1'],0,[-0.03694339998764917],79.64237129999674,None,,,,001,2021_Nov_17_1833,TMTAB,2021.2.3,None,
N,['1'],TMTstop-control_1_clinestimulus11.png,TMTstop-control_1_cgreenlinestimulus11.png,TMTstop-control_1_credlinestimulus11.png,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.780983500008,None,"['2', '3']",0,"[-0.10474850000173319, -0.026043500009109266]",79.780983500008,None,,,,001,2021_Nov_17_1833,TMTAB,2021.2.3,None,
O,['3'],TMTstop-control_1_clinestimulus12.png,TMTstop-control_1_cgreenlinestimulus12.png,TMTstop-control_1_credlinestimulus12.png,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.9181729999982,None,['1'],0,[-0.017807099997298792],79.9181729999982,None,,,,001,2021_Nov_17_1833,TMTAB,2021.2.3,None,
P,['2'],TMTstop-control_1_clinestimulus13.png,TMTstop-control_1_cgreenlinestimulus13.png,TMTstop-control_1_credlinestimulus13.png,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.05703779999749,None,['2'],1,[-0.03765669999120291],80.05703779999749,None,,,,001,2021_Nov_17_1833,TMTAB,2021.2.3,None,
Q,['3'],TMTstop-control_1_clinestimulus14.png,TMTstop-control_1_cgreenlinestimulus14.png,TMTstop-control_1_credlinestimulus14.png,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.1953358000028,None,['3'],1,[-0.12397419998887926],80.1953358000028,None,,,,001,2021_Nov_17_1833,TMTAB,2021.2.3,None,
R,['2'],TMTstop-control_1_clinestimulus15.png,TMTstop-control_1_cgreenlinestimulus15.png,TMTstop-control_1_credlinestimulus15.png,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.32054190000053,None,"['1', '2']",0,"[-0.0994537000078708, -0.03379510001104791]",80.32054190000053,None,,,,001,2021_Nov_17_1833,TMTAB,2021.2.3,None,
S,['3'],TMTstop-control_1_clinestimulus16.png,TMTstop-control_1_cgreenlinestimulus16.png,TMTstop-control_1_credlinestimulus16.png,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.45796169999812,None,['3'],1,[-0.06663469999330118],80.45796169999812,None,,,,001,2021_Nov_17_1833,TMTAB,2021.2.3,None,
T,['2'],TMTstop-control_1_clinestimulus17.png,TMTstop-control_1_cgreenlinestimulus17.png,TMTstop-control_1_credlinestimulus17.png,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.59664810000686,None,"['1', '2']",0,"[-0.09805040000355802, -0.004927500005578622]",80.59664810000686,None,,,,001,2021_Nov_17_1833,TMTAB,2021.2.3,None,
U,['3'],TMTstop-control_1_clinestimulus18.png,TMTstop-control_1_cgreenlinestimulus18.png,TMTstop-control_1_credlinestimulus18.png,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.7345243000018,None,['3'],1,[-0.0543727000040235],80.7345243000018,None,,,,001,2021_Nov_17_1833,TMTAB,2021.2.3,None,
V,['1'],TMTstop-control_1_clinestimulus19.png,TMTstop-control_1_cgreenlinestimulus19.png,TMTstop-control_1_credlinestimulus19.png,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.87353399999847,None,['1'],1,[-0.053681700010201894],80.87353399999847,None,,,,001,2021_Nov_17_1833,TMTAB,2021.2.3,None,
W,['3'],TMTstop-control_1_clinestimulus20.png,TMTstop-control_1_cgreenlinestimulus20.png,TMTstop-control_1_credlinestimulus20.png,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.01105309999548,None,"['3', '2']",0,"[-0.04884950000268873, -0.006848500008345582]",81.01105309999548,None,,,,001,2021_Nov_17_1833,TMTAB,2021.2.3,None,
X,['2'],TMTstop-control_1_clinestimulus21.png,TMTstop-control_1_cgreenlinestimulus21.png,TMTstop-control_1_credlinestimulus21.png,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.14968309999676,None,['1'],0,[-0.03781100000196602],81.14968309999676,None,,,,001,2021_Nov_17_1833,TMTAB,2021.2.3,None,
Y,['3'],TMTstop-control_1_clinestimulus22.png,TMTstop-control_1_cgreenlinestimulus22.png,TMTstop-control_1_credlinestimulus22.png,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,24,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.28789140000299,None,['2'],0,[-0.07769539998844266],81.28789140000299,None,,,,001,2021_Nov_17_1833,TMTAB,2021.2.3,None,
None,None,TMTstop-control_1_clinestimulus23.png,TMTstop-control_1_cgreenlinestimulus23.png,TMTstop-control_1_credlinestimulus23.png,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.42602260000422,None,None,1,,81.42602260000422,None,,,,001,2021_Nov_17_1833,TMTAB,2021.2.3,None,
1,['2'],TMTstop-control_1_4.png,TMTstop-control_1_4.png,TMTstop-control_1_4.png,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,82.40712250000797,None,,,,,,,,,,,,,,85.51103140000487,None,['1'],0,[0.47378690000914503],85.51103140000487,None,,,,001,2021_Nov_17_1833,TMTAB,2021.2.3,None,
2,['1'],TMTstop-control_1_4.png,TMTstop-control_1_4firstgreen.png,TMTstop-control_1_4firstred.png,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.19933790000505,None,"['2', '3']",0,"[-0.09245050000026822, -0.05490640000789426]",86.19933790000505,None,,,,001,2021_Nov_17_1833,TMTAB,2021.2.3,None,
3,['3'],TMTstop-control_1_4linestimulus0.png,TMTstop-control_1_4greenlinestimulus0.png,TMTstop-control_1_4redlinestimulus0.png,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.33763090000139,None,['1'],0,[-0.014562099997419864],86.33763090000139,None,,,,001,2021_Nov_17_1833,TMTAB,2021.2.3,None,
4,['1'],TMTstop-control_1_4linestimulus1.png,TMTstop-control_1_4greenlinestimulus1.png,TMTstop-control_1_4redlinestimulus1.png,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.47604310000315,None,['2'],0,[-0.10168950000661425],86.47604310000315,None,,,,001,2021_Nov_17_1833,TMTAB,2021.2.3,None,
5,['2'],TMTstop-control_1_4linestimulus2.png,TMTstop-control_1_4greenlinestimulus2.png,TMTstop-control_1_4redlinestimulus2.png,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.61378450000484,None,['3'],0,[-0.12112349999370053],86.61378450000484,None,,,,001,2021_Nov_17_1833,TMTAB,2021.2.3,None,
6,['1'],TMTstop-control_1_4linestimulus3.png,TMTstop-control_1_4greenlinestimulus3.png,TMTstop-control_1_4redlinestimulus3.png,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.7515071999951,None,['1'],1,[0.005402399998274632],86.7515071999951,None,,,,001,2021_Nov_17_1833,TMTAB,2021.2.3,None,
7,['3'],TMTstop-control_1_4linestimulus4.png,TMTstop-control_1_4greenlinestimulus4.png,TMTstop-control_1_4redlinestimulus4.png,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.89036099999794,None,"['2', '3']",0,"[0.0034887999936472625, 0.02187719999346882]",86.89036099999794,None,,,,001,2021_Nov_17_1833,TMTAB,2021.2.3,None,
8,['1'],TMTstop-control_1_4linestimulus4.png,TMTstop-control_1_4greenlinestimulus5.png,TMTstop-control_1_4redlinestimulus5.png,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.02767599999788,None,['1'],1,[0.036199299996951595],87.02767599999788,None,,,,001,2021_Nov_17_1833,TMTAB,2021.2.3,None,
9,['2'],TMTstop-control_1_4linestimulus6.png,TMTstop-control_1_4greenlinestimulus6.png,TMTstop-control_1_4redlinestimulus6.png,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.16764369999873,None,['2'],1,[-0.051022800005739555],87.16764369999873,None,,,,001,2021_Nov_17_1833,TMTAB,2021.2.3,None,
