NumberLetter,corrAns,StimFile,Correct_StimFile,False_StimFile,DurationTrial,restartpractice.thisRepN,restartpractice.thisTrialN,restartpractice.thisN,restartpractice.thisIndex,trials_practice.thisRepN,trials_practice.thisTrialN,trials_practice.thisN,trials_practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,trials_6.thisRepN,trials_6.thisTrialN,trials_6.thisN,trials_6.thisIndex,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials_8.thisRepN,trials_8.thisTrialN,trials_8.thisN,trials_8.thisIndex,Instruct.started,Instruct.stopped,image_2.started,image_2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,polygon.started,polygon.stopped,Stim_practice.started,Stim_practice.stopped,key_resp_practice.keys,key_resp_practice.corr,key_resp_practice.rt,key_resp_practice.started,key_resp_practice.stopped,text_5.started,text_5.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,Stim.started,Stim.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,text.started,text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
P,['3'],TMTstop-control_1_alinestimulus13.png,TMTstop-control_1_agreenlinestimulus13.png,TMTstop-control_1_aredlinestimulus13.png,None,,,,,,,,,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.84721069999796,None,"['1', '2']",0,"[-0.08663530000194442, -0.022149699987494387]",44.84721069999796,None,,,,001,2021_Nov_17_1833,TMTAB,2021.2.3,None,
Q,['2'],TMTstop-control_1_alinestimulus14.png,TMTstop-control_1_agreenlinestimulus14.png,TMTstop-control_1_aredlinestimulus14.png,None,,,,,,,,,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.986830399997416,None,['3'],0,[-0.027069800009485334],44.986830399997416,None,,,,001,2021_Nov_17_1833,TMTAB,2021.2.3,None,
R,['3'],TMTstop-control_1_alinestimulus15.png,TMTstop-control_1_agreenlinestimulus15.png,TMTstop-control_1_aredlinestimulus15.png,None,,,,,,,,,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.12366959999781,None,"['1', '2']",0,"[0.07706660000258125, 0.09807340000406839]",45.12366959999781,None,,,,001,2021_Nov_17_1833,TMTAB,2021.2.3,None,
S,['2'],TMTstop-control_1_alinestimulus16.png,TMTstop-control_1_agreenlinestimulus16.png,TMTstop-control_1_aredlinestimulus16.png,None,,,,,,,,,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.386475399995106,None,['3'],0,[0.008058099992922507],45.386475399995106,None,,,,001,2021_Nov_17_1833,TMTAB,2021.2.3,None,
T,['1'],TMTstop-control_1_alinestimulus17.png,TMTstop-control_1_agreenlinestimulus17.png,TMTstop-control_1_aredlinestimulus17.png,None,,,,,,,,,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.52451139999903,None,"['1', '2']",0,"[0.0734608000057051, 0.12830830000166316]",45.52451139999903,None,,,,001,2021_Nov_17_1833,TMTAB,2021.2.3,None,
U,['3'],TMTstop-control_1_alinestimulus18.png,TMTstop-control_1_agreenlinestimulus18.png,TMTstop-control_1_aredlinestimulus18.png,None,,,,,,,,,,,,,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.802180900005624,None,['3'],1,[-0.0019629000016720966],45.802180900005624,None,,,,001,2021_Nov_17_1833,TMTAB,2021.2.3,None,
V,['2'],TMTstop-control_1_alinestimulus19.png,TMTstop-control_1_agreenlinestimulus19.png,TMTstop-control_1_aredlinestimulus19.png,None,,,,,,,,,,,,,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.94097860000329,None,"['1', '2']",0,"[0.07789969998702873, 0.1295133999956306]",45.94097860000329,None,,,,001,2021_Nov_17_1833,TMTAB,2021.2.3,None,
W,['1'],TMTstop-control_1_alinestimulus20.png,TMTstop-control_1_agreenlinestimulus20.png,TMTstop-control_1_aredlinestimulus20.png,None,,,,,,,,,,,,,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.21654390000913,None,['3'],0,[0.04266279999865219],46.21654390000913,None,,,,001,2021_Nov_17_1833,TMTAB,2021.2.3,None,
X,['2'],TMTstop-control_1_alinestimulus21.png,TMTstop-control_1_agreenlinestimulus21.png,TMTstop-control_1_aredlinestimulus21.png,None,,,,,,,,,,,,,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.35938540000643,None,['1'],0,[0.10689599999750499],46.35938540000643,None,,,,001,2021_Nov_17_1833,TMTAB,2021.2.3,None,
Y,['1'],TMTstop-control_1_alinestimulus22.png,TMTstop-control_1_agreenlinestimulus22.png,TMTstop-control_1_aredlinestimulus22.png,None,,,,,,,,,,,,,0,24,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.63059410000278,None,['1'],1,[0.6547844000015175],46.63059410000278,None,,,,001,2021_Nov_17_1833,TMTAB,2021.2.3,None,
None,None,TMTstop-control_1_alinestimulus23.png,TMTstop-control_1_agreenlinestimulus23.png,TMTstop-control_1_aredlinestimulus23.png,None,,,,,,,,,,,,,0,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.45923180000682,None,None,1,,47.45923180000682,None,,,,001,2021_Nov_17_1833,TMTAB,2021.2.3,None,
1,['1'],TMTstop-control_1_2.png,TMTstop-control_1_2.png,TMTstop-control_1_2.png,10,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.4413429999986,None,,,,,,,,,,,,,,51.61302240000805,None,"['1', '2']",0,"[0.6116804000048432, 0.6868161000020336]",51.61302240000805,None,,,,001,2021_Nov_17_1833,TMTAB,2021.2.3,None,
2,['3'],TMTstop-control_1_2.png,TMTstop-control_1_2firstgreen.png,TMTstop-control_1_2firstred.png,10,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.44113419999485,None,['3'],1,[-0.04207789999782108],52.44113419999485,None,,,,001,2021_Nov_17_1833,TMTAB,2021.2.3,None,
3,['2'],TMTstop-control_1_2linestimulus0.png,TMTstop-control_1_2greenlinestimulus0.png,TMTstop-control_1_2redlinestimulus0.png,10,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.58042800000112,None,['1'],0,[-0.011982600000919774],52.58042800000112,None,,,,001,2021_Nov_17_1833,TMTAB,2021.2.3,None,
4,['3'],TMTstop-control_1_2linestimulus1.png,TMTstop-control_1_2greenlinestimulus1.png,TMTstop-control_1_2redlinestimulus1.png,10,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.71881570000551,None,['2'],0,[-0.0814057999959914],52.71881570000551,None,,,,001,2021_Nov_17_1833,TMTAB,2021.2.3,None,
5,['1'],TMTstop-control_1_2linestimulus2.png,TMTstop-control_1_2greenlinestimulus2.png,TMTstop-control_1_2redlinestimulus2.png,10,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.85786010000447,None,['3'],0,[-0.12833260001207236],52.85786010000447,None,,,,001,2021_Nov_17_1833,TMTAB,2021.2.3,None,
6,['3'],TMTstop-control_1_2linestimulus3.png,TMTstop-control_1_2greenlinestimulus3.png,TMTstop-control_1_2redlinestimulus3.png,10,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.995308500001556,None,"['1', '2']",0,"[-0.10054870000749361, -0.022841099998913705]",52.995308500001556,None,,,,001,2021_Nov_17_1833,TMTAB,2021.2.3,None,
7,['2'],TMTstop-control_1_2linestimulus4.png,TMTstop-control_1_2greenlinestimulus4.png,TMTstop-control_1_2redlinestimulus4.png,10,,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.13422409999475,None,['3'],0,[-0.024543099993024953],53.13422409999475,None,,,,001,2021_Nov_17_1833,TMTAB,2021.2.3,None,
8,['1'],TMTstop-control_1_2linestimulus4.png,TMTstop-control_1_2greenlinestimulus5.png,TMTstop-control_1_2redlinestimulus5.png,10,,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.27233530000376,None,['1'],1,[-0.048282399991876446],53.27233530000376,None,,,,001,2021_Nov_17_1833,TMTAB,2021.2.3,None,
9,['2'],TMTstop-control_1_2linestimulus6.png,TMTstop-control_1_2greenlinestimulus6.png,TMTstop-control_1_2redlinestimulus6.png,10,,,,,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.411387100000866,None,['2'],1,[-0.11066989999380894],53.411387100000866,None,,,,001,2021_Nov_17_1833,TMTAB,2021.2.3,None,
10,['3'],TMTstop-control_1_2linestimulus7.png,TMTstop-control_1_2greenlinestimulus7.png,TMTstop-control_1_2redlinestimulus7.png,10,,,,,,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.54986780000036,None,['3'],1,[-0.12381619999359827],53.54986780000036,None,,,,001,2021_Nov_17_1833,TMTAB,2021.2.3,None,
11,['1'],TMTstop-control_1_2linestimulus8.png,TMTstop-control_1_2greenlinestimulus8.png,TMTstop-control_1_2redlinestimulus8.png,10,,,,,,,,,,,,,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.688455700001214,None,"['1', '2']",0,"[-0.13711870000406634, -0.0668398999987403]",53.688455700001214,None,,,,001,2021_Nov_17_1833,TMTAB,2021.2.3,None,
12,['2'],TMTstop-control_1_2linestimulus9.png,TMTstop-control_1_2greenlinestimulus9.png,TMTstop-control_1_2redlinestimulus9.png,10,,,,,,,,,,,,,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.82720870000776,None,['3'],0,[-0.0986618000024464],53.82720870000776,None,,,,001,2021_Nov_17_1833,TMTAB,2021.2.3,None,
13,['3'],TMTstop-control_1_2linestimulus10.png,TMTstop-control_1_2greenlinestimulus10.png,TMTstop-control_1_2redlinestimulus10.png,1,,,,,,,,,,,,,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.96512300000177,None,['1'],0,[-0.0745840000017779],53.96512300000177,None,,,,001,2021_Nov_17_1833,TMTAB,2021.2.3,None,
14,['1'],TMTstop-control_1_2linestimulus11.png,TMTstop-control_1_2greenlinestimulus11.png,TMTstop-control_1_2redlinestimulus11.png,None,,,,,,,,,,,,,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.103772400005255,None,['3'],0,[-0.043275300005916506],54.103772400005255,None,,,,001,2021_Nov_17_1833,TMTAB,2021.2.3,None,
15,['2'],TMTstop-control_1_2linestimulus12.png,TMTstop-control_1_2greenlinestimulus12.png,TMTstop-control_1_2redlinestimulus12.png,None,,,,,,,,,,,,,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.242057499999646,None,"['2', '1']",0,"[-0.08860430000640918, -0.02030699999886565]",54.242057499999646,None,,,,001,2021_Nov_17_1833,TMTAB,2021.2.3,None,
16,['1'],TMTstop-control_1_2linestimulus13.png,TMTstop-control_1_2greenlinestimulus13.png,TMTstop-control_1_2redlinestimulus13.png,None,,,,,,,,,,,,,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.380727099996875,None,['3'],0,[-0.011816799989901483],54.380727099996875,None,,,,001,2021_Nov_17_1833,TMTAB,2021.2.3,None,
17,['2'],TMTstop-control_1_2linestimulus14.png,TMTstop-control_1_2greenlinestimulus14.png,TMTstop-control_1_2redlinestimulus14.png,None,,,,,,,,,,,,,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.51935470000899,None,['1'],0,[0.005706299998564646],54.51935470000899,None,,,,001,2021_Nov_17_1833,TMTAB,2021.2.3,None,
18,['1'],TMTstop-control_1_2linestimulus15.png,TMTstop-control_1_2greenlinestimulus15.png,TMTstop-control_1_2redlinestimulus15.png,None,,,,,,,,,,,,,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.65865690000646,None,['2'],0,[-0.03172489999269601],54.65865690000646,None,,,,001,2021_Nov_17_1833,TMTAB,2021.2.3,None,
19,['3'],TMTstop-control_1_2linestimulus16.png,TMTstop-control_1_2greenlinestimulus16.png,TMTstop-control_1_2redlinestimulus16.png,None,,,,,,,,,,,,,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.7964318000013,None,['3'],1,[-0.031618900000466965],54.7964318000013,None,,,,001,2021_Nov_17_1833,TMTAB,2021.2.3,None,
20,['1'],TMTstop-control_1_2linestimulus17.png,TMTstop-control_1_2greenlinestimulus17.png,TMTstop-control_1_2redlinestimulus17.png,None,,,,,,,,,,,,,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.93476420000661,None,['1'],1,[0.0038198999973246828],54.93476420000661,None,,,,001,2021_Nov_17_1833,TMTAB,2021.2.3,None,
21,['2'],TMTstop-control_1_2linestimulus18.png,TMTstop-control_1_2greenlinestimulus18.png,TMTstop-control_1_2redlinestimulus18.png,None,,,,,,,,,,,,,,,,,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.073089500001515,None,['2'],1,[-0.030024699997738935],55.073089500001515,None,,,,001,2021_Nov_17_1833,TMTAB,2021.2.3,None,
22,['1'],TMTstop-control_1_2linestimulus19.png,TMTstop-control_1_2greenlinestimulus19.png,TMTstop-control_1_2redlinestimulus19.png,None,,,,,,,,,,,,,,,,,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.21124210000562,None,['3'],0,[-0.08186379999096971],55.21124210000562,None,,,,001,2021_Nov_17_1833,TMTAB,2021.2.3,None,
23,['3'],TMTstop-control_1_2linestimulus20.png,TMTstop-control_1_2greenlinestimulus20.png,TMTstop-control_1_2redlinestimulus20.png,None,,,,,,,,,,,,,,,,,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.349766100000124,None,"['1', '2']",0,"[-0.07170840000617318, 0.00042019999818876386]",55.349766100000124,None,,,,001,2021_Nov_17_1833,TMTAB,2021.2.3,None,
24,['1'],TMTstop-control_1_2linestimulus21.png,TMTstop-control_1_2greenlinestimulus21.png,TMTstop-control_1_2redlinestimulus21.png,None,,,,,,,,,,,,,,,,,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.48887000000104,None,['3'],0,[-0.03298170000198297],55.48887000000104,None,,,,001,2021_Nov_17_1833,TMTAB,2021.2.3,None,
25,['3'],TMTstop-control_1_2linestimulus22.png,TMTstop-control_1_2greenlinestimulus22.png,TMTstop-control_1_2redlinestimulus22.png,None,,,,,,,,,,,,,,,,,0,24,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.626585000005434,None,['1'],0,[-0.027428200002759695],55.626585000005434,None,,,,001,2021_Nov_17_1833,TMTAB,2021.2.3,None,
None,None,TMTstop-control_1_2linestimulus23.png,TMTstop-control_1_2greenlinestimulus23.png,TMTstop-control_1_2redlinestimulus23.png,None,,,,,,,,,,,,,,,,,0,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.76596289999725,None,"['2', '3']",0,"[-0.10146230000827927, -0.010493299996596761]",55.76596289999725,None,,,,001,2021_Nov_17_1833,TMTAB,2021.2.3,None,
A,['1'],TMTstop-control_1_b.png,TMTstop-control_1_b.png,TMTstop-control_1_b.png,10,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,55.77815600000031,None,,,,,,,,,,,,,,58.921185900006094,None,"['1', '2']",0,"[-3.0609261999925366, -2.941189099990879]",58.921185900006094,None,,,,001,2021_Nov_17_1833,TMTAB,2021.2.3,None,
B,['2'],TMTstop-control_1_b.png,TMTstop-control_1_bfirstgreen.png,TMTstop-control_1_bfirstred.png,10,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.06046370000695,None,['2'],1,[0.9857457999896724],59.06046370000695,None,,,,001,2021_Nov_17_1833,TMTAB,2021.2.3,None,
C,['1'],TMTstop-control_1_blinestimulus0.png,TMTstop-control_1_bgreenlinestimulus0.png,TMTstop-control_1_bredlinestimulus0.png,10,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.16819050000049,None,"['3', '1']",0,"[0.09893659999943338, 0.10287930000049528]",60.16819050000049,None,,,,001,2021_Nov_17_1833,TMTAB,2021.2.3,None,
D,['3'],TMTstop-control_1_blinestimulus1.png,TMTstop-control_1_bgreenlinestimulus1.png,TMTstop-control_1_bredlinestimulus1.png,10,,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.447506199998315,None,['1'],0,[0.03030420000141021],60.447506199998315,None,,,,001,2021_Nov_17_1833,TMTAB,2021.2.3,None,
E,['1'],TMTstop-control_1_blinestimulus2.png,TMTstop-control_1_bgreenlinestimulus2.png,TMTstop-control_1_bredlinestimulus2.png,10,,,,,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.6026572999981,None,['2'],0,[-0.06544249999569729],60.6026572999981,None,,,,001,2021_Nov_17_1833,TMTAB,2021.2.3,None,
F,['3'],TMTstop-control_1_blinestimulus3.png,TMTstop-control_1_bgreenlinestimulus3.png,TMTstop-control_1_bredlinestimulus3.png,10,,,,,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.72124850000546,None,['3'],1,[-0.08773470000596717],60.72124850000546,None,,,,001,2021_Nov_17_1833,TMTAB,2021.2.3,None,
G,['2'],TMTstop-control_1_blinestimulus4.png,TMTstop-control_1_bgreenlinestimulus4.png,TMTstop-control_1_bredlinestimulus4.png,10,,,,,,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.859156799997436,None,['1'],0,[-0.0373950000066543],60.859156799997436,None,,,,001,2021_Nov_17_1833,TMTAB,2021.2.3,None,
H,['1'],TMTstop-control_1_blinestimulus5.png,TMTstop-control_1_bgreenlinestimulus5.png,TMTstop-control_1_bredlinestimulus5.png,10,,,,,,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.997228200008976,None,"['2', '3']",0,"[-0.1199406999949133, 0.0006345000001601875]",60.997228200008976,None,,,,001,2021_Nov_17_1833,TMTAB,2021.2.3,None,
I,['3'],TMTstop-control_1_blinestimulus6.png,TMTstop-control_1_bgreenlinestimulus6.png,TMTstop-control_1_bredlinestimulus6.png,10,,,,,,,,,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.13574759999756,None,['1'],0,[0.06694659999629948],61.13574759999756,None,,,,001,2021_Nov_17_1833,TMTAB,2021.2.3,None,
J,['1'],TMTstop-control_1_blinestimulus7.png,TMTstop-control_1_bgreenlinestimulus7.png,TMTstop-control_1_bredlinestimulus7.png,10,,,,,,,,,,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.33542099999613,None,['2'],0,[0.0005899000097997487],61.33542099999613,None,,,,001,2021_Nov_17_1833,TMTAB,2021.2.3,None,
K,['2'],TMTstop-control_1_blinestimulus8.png,TMTstop-control_1_bgreenlinestimulus8.png,TMTstop-control_1_bredlinestimulus8.png,10,,,,,,,,,,,,,,,,,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.473311000008835,None,['3'],0,[-0.09141290000115987],61.473311000008835,None,,,,001,2021_Nov_17_1833,TMTAB,2021.2.3,None,
L,['1'],TMTstop-control_1_blinestimulus9.png,TMTstop-control_1_bgreenlinestimulus9.png,TMTstop-control_1_bredlinestimulus9.png,10,,,,,,,,,,,,,,,,,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.6123976999952,None,['1'],1,[-0.022041400006855838],61.6123976999952,None,,,,001,2021_Nov_17_1833,TMTAB,2021.2.3,None,
M,['2'],TMTstop-control_1_blinestimulus10.png,TMTstop-control_1_bgreenlinestimulus10.png,TMTstop-control_1_bredlinestimulus10.png,1,,,,,,,,,,,,,,,,,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.75106490000326,None,"['2', '3']",0,"[-0.08430349999980535, -7.700000423938036e-06]",61.75106490000326,None,,,,001,2021_Nov_17_1833,TMTAB,2021.2.3,None,
N,['1'],TMTstop-control_1_blinestimulus11.png,TMTstop-control_1_bgreenlinestimulus11.png,TMTstop-control_1_bredlinestimulus11.png,None,,,,,,,,,,,,,,,,,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.889724699998624,None,['1'],1,[0.011020599995390512],61.889724699998624,None,,,,001,2021_Nov_17_1833,TMTAB,2021.2.3,None,
O,['3'],TMTstop-control_1_blinestimulus12.png,TMTstop-control_1_bgreenlinestimulus12.png,TMTstop-control_1_bredlinestimulus12.png,None,,,,,,,,,,,,,,,,,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.02876030000334,None,['2'],0,[-0.04017290000047069],62.02876030000334,None,,,,001,2021_Nov_17_1833,TMTAB,2021.2.3,None,
P,['1'],TMTstop-control_1_blinestimulus13.png,TMTstop-control_1_bgreenlinestimulus13.png,TMTstop-control_1_bredlinestimulus13.png,None,,,,,,,,,,,,,,,,,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.16850549999799,None,['3'],0,[-0.08242200000677258],62.16850549999799,None,,,,001,2021_Nov_17_1833,TMTAB,2021.2.3,None,
Q,['3'],TMTstop-control_1_blinestimulus14.png,TMTstop-control_1_bgreenlinestimulus14.png,TMTstop-control_1_bredlinestimulus14.png,None,,,,,,,,,,,,,,,,,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.306527699998696,None,"['1', '2']",0,"[-0.09358630000497214, -0.005431300000054762]",62.306527699998696,None,,,,001,2021_Nov_17_1833,TMTAB,2021.2.3,None,
R,['2'],TMTstop-control_1_blinestimulus15.png,TMTstop-control_1_bgreenlinestimulus15.png,TMTstop-control_1_bredlinestimulus15.png,None,,,,,,,,,,,,,,,,,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.44393480000144,None,['3'],0,[-0.05473960000381339],62.44393480000144,None,,,,001,2021_Nov_17_1833,TMTAB,2021.2.3,None,
S,['1'],TMTstop-control_1_blinestimulus16.png,TMTstop-control_1_bgreenlinestimulus16.png,TMTstop-control_1_bredlinestimulus16.png,None,,,,,,,,,,,,,,,,,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.582654199999524,None,['1'],1,[-0.06095949999871664],62.582654199999524,None,,,,001,2021_Nov_17_1833,TMTAB,2021.2.3,None,
T,['3'],TMTstop-control_1_blinestimulus17.png,TMTstop-control_1_bgreenlinestimulus17.png,TMTstop-control_1_bredlinestimulus17.png,None,,,,,,,,,,,,,,,,,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.72109210000781,None,"['2', '3']",0,"[-0.1318468999961624, -0.03350299999874551]",62.72109210000781,None,,,,001,2021_Nov_17_1833,TMTAB,2021.2.3,None,
U,['1'],TMTstop-control_1_blinestimulus18.png,TMTstop-control_1_bgreenlinestimulus18.png,TMTstop-control_1_bredlinestimulus18.png,None,,,,,,,,,,,,,,,,,,,,,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.858563700006926,None,['1'],1,[-0.024828700014040805],62.858563700006926,None,,,,001,2021_Nov_17_1833,TMTAB,2021.2.3,None,
V,['2'],TMTstop-control_1_blinestimulus19.png,TMTstop-control_1_bgreenlinestimulus19.png,TMTstop-control_1_bredlinestimulus19.png,None,,,,,,,,,,,,,,,,,,,,,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.99757190000673,None,['2'],1,[-0.095897099992726],62.99757190000673,None,,,,001,2021_Nov_17_1833,TMTAB,2021.2.3,None,
W,['1'],TMTstop-control_1_blinestimulus20.png,TMTstop-control_1_bgreenlinestimulus20.png,TMTstop-control_1_bredlinestimulus20.png,None,,,,,,,,,,,,,,,,,,,,,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.13496060000034,None,['3'],0,[-0.11243699998885859],63.13496060000034,None,,,,001,2021_Nov_17_1833,TMTAB,2021.2.3,None,
X,['2'],TMTstop-control_1_blinestimulus21.png,TMTstop-control_1_bgreenlinestimulus21.png,TMTstop-control_1_bredlinestimulus21.png,None,,,,,,,,,,,,,,,,,,,,,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.272121400004835,None,['1'],0,[-0.12293509999290109],63.272121400004835,None,,,,001,2021_Nov_17_1833,TMTAB,2021.2.3,None,
Y,['3'],TMTstop-control_1_blinestimulus22.png,TMTstop-control_1_bgreenlinestimulus22.png,TMTstop-control_1_bredlinestimulus22.png,None,,,,,,,,,,,,,,,,,,,,,0,24,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.41107170000032,None,['3'],1,[0.7443552999902749],63.41107170000032,None,,,,001,2021_Nov_17_1833,TMTAB,2021.2.3,None,
