NumberLetter,corrAns,StimFile,Correct_StimFile,False_StimFile,DurationTrial,restartpractice.thisRepN,restartpractice.thisTrialN,restartpractice.thisN,restartpractice.thisIndex,trials_practice.thisRepN,trials_practice.thisTrialN,trials_practice.thisN,trials_practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,trials_6.thisRepN,trials_6.thisTrialN,trials_6.thisN,trials_6.thisIndex,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials_8.thisRepN,trials_8.thisTrialN,trials_8.thisN,trials_8.thisIndex,Instruct.started,Instruct.stopped,image_2.started,image_2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,polygon.started,polygon.stopped,Stim_practice.started,Stim_practice.stopped,key_resp_practice.keys,key_resp_practice.corr,key_resp_practice.rt,key_resp_practice.started,key_resp_practice.stopped,text_5.started,text_5.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,Stim.started,Stim.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,text.started,text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
19,['3'],TMTstop-control_1_1linestimulus16.png,TMTstop-control_1_1greenlinestimulus16.png,TMTstop-control_1_1redlinestimulus16.png,None,,,,,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.81674419999763,None,['3'],1,[-0.03842000001168344],28.81674419999763,None,,,,001,2021_Nov_17_1847,TMTAB,2021.2.3,None,
20,['1'],TMTstop-control_1_1linestimulus17.png,TMTstop-control_1_1greenlinestimulus17.png,TMTstop-control_1_1redlinestimulus17.png,None,,,,,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.955339599997387,None,"['2', '1']",0,"[-0.13248169999860693, -0.00910450000083074]",28.955339599997387,None,,,,001,2021_Nov_17_1847,TMTAB,2021.2.3,None,
21,['3'],TMTstop-control_1_1linestimulus18.png,TMTstop-control_1_1greenlinestimulus18.png,TMTstop-control_1_1redlinestimulus18.png,None,,,,,,,,,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.09332309999445,None,"['2', '3']",0,"[-0.08793309998873156, -0.010381899992353283]",29.09332309999445,None,,,,001,2021_Nov_17_1847,TMTAB,2021.2.3,None,
22,['1'],TMTstop-control_1_1linestimulus19.png,TMTstop-control_1_1greenlinestimulus19.png,TMTstop-control_1_1redlinestimulus19.png,None,,,,,,,,,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.23144420000608,None,['1'],1,[-0.002526600001147017],29.23144420000608,None,,,,001,2021_Nov_17_1847,TMTAB,2021.2.3,None,
23,['3'],TMTstop-control_1_1linestimulus20.png,TMTstop-control_1_1greenlinestimulus20.png,TMTstop-control_1_1redlinestimulus20.png,None,,,,,,,,,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.370155800002976,None,"['2', '3']",0,"[-0.09054679999826476, -0.0010578000074019656]",29.370155800002976,None,,,,001,2021_Nov_17_1847,TMTAB,2021.2.3,None,
24,['1'],TMTstop-control_1_1linestimulus21.png,TMTstop-control_1_1greenlinestimulus21.png,TMTstop-control_1_1redlinestimulus21.png,None,,,,,,,,,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.50902650000353,None,['1'],1,[-0.016557800001464784],29.50902650000353,None,,,,001,2021_Nov_17_1847,TMTAB,2021.2.3,None,
25,['3'],TMTstop-control_1_1linestimulus22.png,TMTstop-control_1_1greenlinestimulus22.png,TMTstop-control_1_1redlinestimulus22.png,None,,,,,,,,,0,24,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.646449899999425,None,"['2', '3']",0,"[-0.09876480000093579, -0.01225289999274537]",29.646449899999425,None,,,,001,2021_Nov_17_1847,TMTAB,2021.2.3,None,
None,None,TMTstop-control_1_1linestimulus23.png,TMTstop-control_1_1greenlinestimulus23.png,TMTstop-control_1_1redlinestimulus23.png,None,,,,,,,,,0,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.769867199996952,None,['1'],0,[-0.014889600002788939],29.769867199996952,None,,,,001,2021_Nov_17_1847,TMTAB,2021.2.3,None,
A,['3'],TMTstop-control_1_a.png,TMTstop-control_1_a.png,TMTstop-control_1_a.png,10,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.788280099994154,None,,,,,,,,,,,,,,32.87561360000109,None,"['2', '3', '2']",0,"[-3.061654000004637, -2.980654900005902, -1.4440485999948578]",32.87561360000109,None,,,,001,2021_Nov_17_1847,TMTAB,2021.2.3,None,
B,['1'],TMTstop-control_1_a.png,TMTstop-control_1_afirstgreen.png,TMTstop-control_1_afirstred.png,10,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.95446949999314,None,['2'],0,[0.7066313999966951],32.95446949999314,None,,,,001,2021_Nov_17_1847,TMTAB,2021.2.3,None,
C,['3'],TMTstop-control_1_alinestimulus0.png,TMTstop-control_1_agreenlinestimulus0.png,TMTstop-control_1_aredlinestimulus0.png,10,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.79237130000547,None,['3'],1,[0.22689429999445565],33.79237130000547,None,,,,001,2021_Nov_17_1847,TMTAB,2021.2.3,None,
D,['2'],TMTstop-control_1_alinestimulus1.png,TMTstop-control_1_agreenlinestimulus1.png,TMTstop-control_1_aredlinestimulus1.png,10,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.19821450000745,None,['1'],0,[0.074902700012899],34.19821450000745,None,,,,001,2021_Nov_17_1847,TMTAB,2021.2.3,None,
E,['1'],TMTstop-control_1_alinestimulus2.png,TMTstop-control_1_agreenlinestimulus2.png,TMTstop-control_1_aredlinestimulus2.png,10,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.47610569999961,None,"['2', '3']",0,"[-0.12818099999276455, -0.02394659999117721]",34.47610569999961,None,,,,001,2021_Nov_17_1847,TMTAB,2021.2.3,None,
F,['3'],TMTstop-control_1_alinestimulus3.png,TMTstop-control_1_agreenlinestimulus3.png,TMTstop-control_1_aredlinestimulus3.png,10,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.6132546000008,None,['1'],0,[0.04960220000066329],34.6132546000008,None,,,,001,2021_Nov_17_1847,TMTAB,2021.2.3,None,
G,['2'],TMTstop-control_1_alinestimulus4.png,TMTstop-control_1_agreenlinestimulus4.png,TMTstop-control_1_aredlinestimulus4.png,10,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.75220089999493,None,['2'],1,[-0.06471120000060182],34.75220089999493,None,,,,001,2021_Nov_17_1847,TMTAB,2021.2.3,None,
H,['3'],TMTstop-control_1_alinestimulus5.png,TMTstop-control_1_agreenlinestimulus5.png,TMTstop-control_1_aredlinestimulus5.png,10,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.89144609999494,None,['3'],1,[-0.0711347000033129],34.89144609999494,None,,,,001,2021_Nov_17_1847,TMTAB,2021.2.3,None,
I,['1'],TMTstop-control_1_alinestimulus6.png,TMTstop-control_1_agreenlinestimulus6.png,TMTstop-control_1_aredlinestimulus6.png,10,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.02849280000373,None,['1'],1,[-0.03142220000154339],35.02849280000373,None,,,,001,2021_Nov_17_1847,TMTAB,2021.2.3,None,
J,['2'],TMTstop-control_1_alinestimulus7.png,TMTstop-control_1_agreenlinestimulus7.png,TMTstop-control_1_aredlinestimulus7.png,10,,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.166995000006864,None,"['2', '3']",0,"[-0.13309039999148808, -0.024383099997066893]",35.166995000006864,None,,,,001,2021_Nov_17_1847,TMTAB,2021.2.3,None,
K,['3'],TMTstop-control_1_alinestimulus8.png,TMTstop-control_1_agreenlinestimulus8.png,TMTstop-control_1_aredlinestimulus8.png,10,,,,,,,,,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.30552860000171,None,['1'],0,[0.01680290000513196],35.30552860000171,None,,,,001,2021_Nov_17_1847,TMTAB,2021.2.3,None,
L,['1'],TMTstop-control_1_alinestimulus9.png,TMTstop-control_1_agreenlinestimulus9.png,TMTstop-control_1_aredlinestimulus9.png,10,,,,,,,,,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.44333199999528,None,['2'],0,[-0.08919340001011733],35.44333199999528,None,,,,001,2021_Nov_17_1847,TMTAB,2021.2.3,None,
M,['3'],TMTstop-control_1_alinestimulus10.png,TMTstop-control_1_agreenlinestimulus10.png,TMTstop-control_1_aredlinestimulus10.png,1,,,,,,,,,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.58227210000041,None,['3'],1,[-0.10005449999880511],35.58227210000041,None,,,,001,2021_Nov_17_1847,TMTAB,2021.2.3,None,
N,['2'],TMTstop-control_1_alinestimulus11.png,TMTstop-control_1_agreenlinestimulus11.png,TMTstop-control_1_aredlinestimulus11.png,None,,,,,,,,,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.720989699999336,None,"['1', '2']",0,"[-0.051403499994194135, -0.02897080000548158]",35.720989699999336,None,,,,001,2021_Nov_17_1847,TMTAB,2021.2.3,None,
O,['1'],TMTstop-control_1_alinestimulus12.png,TMTstop-control_1_agreenlinestimulus12.png,TMTstop-control_1_aredlinestimulus12.png,None,,,,,,,,,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.858510200007004,None,['3'],0,[-0.0313153000024613],35.858510200007004,None,,,,001,2021_Nov_17_1847,TMTAB,2021.2.3,None,
P,['3'],TMTstop-control_1_alinestimulus13.png,TMTstop-control_1_agreenlinestimulus13.png,TMTstop-control_1_aredlinestimulus13.png,None,,,,,,,,,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.99677719999454,None,['1'],0,[-0.03724740000325255],35.99677719999454,None,,,,001,2021_Nov_17_1847,TMTAB,2021.2.3,None,
Q,['2'],TMTstop-control_1_alinestimulus14.png,TMTstop-control_1_agreenlinestimulus14.png,TMTstop-control_1_aredlinestimulus14.png,None,,,,,,,,,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.13537659999565,None,"['2', '3']",0,"[-0.12670589999470394, -0.01525979999860283]",36.13537659999565,None,,,,001,2021_Nov_17_1847,TMTAB,2021.2.3,None,
