NumberLetter,corrAns,StimFile,Correct_StimFile,False_StimFile,DurationTrial,restartpractice.thisRepN,restartpractice.thisTrialN,restartpractice.thisN,restartpractice.thisIndex,trials_practice.thisRepN,trials_practice.thisTrialN,trials_practice.thisN,trials_practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,trials_6.thisRepN,trials_6.thisTrialN,trials_6.thisN,trials_6.thisIndex,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials_8.thisRepN,trials_8.thisTrialN,trials_8.thisN,trials_8.thisIndex,Instruct.started,Instruct.stopped,image_2.started,image_2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,polygon.started,polygon.stopped,Stim_practice.started,Stim_practice.stopped,key_resp_practice.keys,key_resp_practice.corr,key_resp_practice.rt,key_resp_practice.started,key_resp_practice.stopped,text_5.started,text_5.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,Stim.started,Stim.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,text.started,text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.927760499995202,None,13.598494000005303,None,3,0.49448320000374224,13.598494000005303,None,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Nov_17_1847,TMTAB,2021.2.3,None,
1,2,TMTstop-Control_1_practice.png,TMTstop-Control_1_practice.png,TMTstop-Control_1_practice.png,10,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.114663400003337,None,17.29678309999872,None,1,0,0.5997549999883631,17.29678309999872,None,,,,,,,,,,,,,,,,,001,2021_Nov_17_1847,TMTAB,2021.2.3,None,
2,3,TMTstop-Control_1_practice.png,TMTstop-Control_1_practicefirstgreen.png,TMTstop-Control_1_practicefirstred.png,10,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.111801599996397,None,1,0,0.23129799999878742,18.111801599996397,None,,,,,,,,,,,,,,,,,001,2021_Nov_17_1847,TMTAB,2021.2.3,None,
3,2,TMTstop-Control_1_practicelinestimulus0.png,TMTstop-Control_1_practicegreenlinestimulus0.png,TMTstop-Control_1_practiceredlinestimulus0.png,10,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.52677009999752,None,2,1,1.2783593000058318,18.52677009999752,None,,,,,,,,,,,,,,,,,001,2021_Nov_17_1847,TMTAB,2021.2.3,None,
4,1,TMTstop-Control_1_practicelinestimulus1.png,TMTstop-Control_1_practicegreenlinestimulus1.png,TMTstop-Control_1_practiceredlinestimulus1.png,10,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.91785919999529,None,1,1,0.4988554000010481,19.91785919999529,None,,,,,,,,,,,,,,,,,001,2021_Nov_17_1847,TMTAB,2021.2.3,None,
5,2,TMTstop-Control_1_practicelinestimulus2.png,TMTstop-Control_1_practicegreenlinestimulus2.png,TMTstop-Control_1_practiceredlinestimulus2.png,10,0,0,0,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.603038800007198,None,3,0,0.091239500005031,20.603038800007198,None,,,,,,,,,,,,,,,,,001,2021_Nov_17_1847,TMTAB,2021.2.3,None,
6,1,TMTstop-Control_1_practicelinestimulus3.png,TMTstop-Control_1_practicegreenlinestimulus3.png,TMTstop-Control_1_practiceredlinestimulus3.png,10,0,0,0,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.880006599996705,None,3,0,0.08927250000124332,20.880006599996705,None,,,,,,,,,,,,,,,,,001,2021_Nov_17_1847,TMTAB,2021.2.3,None,
7,2,TMTstop-Control_1_practicelinestimulus4.png,TMTstop-Control_1_practicegreenlinestimulus4.png,TMTstop-Control_1_practiceredlinestimulus4.png,10,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.15689569999813,None,3,0,0.09346749998803716,21.15689569999813,None,,,,,,,,,,,,,,,,,001,2021_Nov_17_1847,TMTAB,2021.2.3,None,
8,1,TMTstop-Control_1_practicelinestimulus5.png,TMTstop-Control_1_practicegreenlinestimulus5.png,TMTstop-Control_1_practiceredlinestimulus5.png,10,0,0,0,0,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.433672099999967,None,3,0,0.09566979999362957,21.433672099999967,None,,,,,,,,,,,,,,,,,001,2021_Nov_17_1847,TMTAB,2021.2.3,None,
9,3,TMTstop-Control_1_practicelinestimulus6.png,TMTstop-Control_1_practicegreenlinestimulus6.png,TMTstop-Control_1_practiceredlinestimulus6.png,10,0,0,0,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.71057419999852,None,3,1,0.08007340000767726,21.71057419999852,None,,,,,,,,,,,,,,,,,001,2021_Nov_17_1847,TMTAB,2021.2.3,None,
10,1,TMTstop-Control_1_practicelinestimulus7.png,TMTstop-Control_1_practicegreenlinestimulus7.png,TMTstop-Control_1_practiceredlinestimulus7.png,10,0,0,0,0,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.987119500001427,None,2,0,0.018732299999101087,21.987119500001427,None,,,,,,,,,,,,,,,,,001,2021_Nov_17_1847,TMTAB,2021.2.3,None,
11,3,TMTstop-Control_1_practicelinestimulus8.png,TMTstop-Control_1_practicegreenlinestimulus8.png,TMTstop-Control_1_practiceredlinestimulus8.png,10,0,0,0,0,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.10210499999812,None,1,0,0.12652499999967404,22.10210499999812,None,,,,,,,,,,,,,,,,,001,2021_Nov_17_1847,TMTAB,2021.2.3,None,
12,1,TMTstop-Control_1_practicelinestimulus9.png,TMTstop-Control_1_practicegreenlinestimulus9.png,TMTstop-Control_1_practiceredlinestimulus9.png,10,0,0,0,0,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.326167299994268,None,3,0,0.04276840000238735,22.326167299994268,None,,,,,,,,,,,,,,,,,001,2021_Nov_17_1847,TMTAB,2021.2.3,None,
None,None,TMTstop-Control_1_practicelinestimulus10.png,TMTstop-Control_1_practicegreenlinestimulus10.png,TMTstop-Control_1_practiceredlinestimulus10.png,None,0,0,0,0,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.46874399999797,None,1,0,0.030267399997683242,22.46874399999797,None,,,,,,,,,,,,,,,,,001,2021_Nov_17_1847,TMTAB,2021.2.3,None,
,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.616896499996074,None,3,0.02978189999703318,22.616896499996074,None,,,,,,,,,,,001,2021_Nov_17_1847,TMTAB,2021.2.3,None,
1,['2'],TMTstop-control_1_1.png,TMTstop-control_1_1.png,TMTstop-control_1_1.png,10,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.740956099994946,None,,,,,,,,,,,,,,25.80564289999893,None,['1'],0,[0.4782954999973299],25.80564289999893,None,,,,001,2021_Nov_17_1847,TMTAB,2021.2.3,None,
2,['1'],TMTstop-control_1_1.png,TMTstop-control_1_1firstgreen.png,TMTstop-control_1_1firstred.png,10,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.46377400000347,None,"['2', '3']",0,"[-0.11466639999707695, -0.016364099996280856]",26.46377400000347,None,,,,001,2021_Nov_17_1847,TMTAB,2021.2.3,None,
3,['2'],TMTstop-control_1_1linestimulus0.png,TMTstop-control_1_1greenlinestimulus0.png,TMTstop-control_1_1redlinestimulus0.png,10,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.60235699999612,None,['1'],0,[-0.041497300000628456],26.60235699999612,None,,,,001,2021_Nov_17_1847,TMTAB,2021.2.3,None,
4,['3'],TMTstop-control_1_1linestimulus1.png,TMTstop-control_1_1greenlinestimulus1.png,TMTstop-control_1_1redlinestimulus1.png,10,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.741084399996907,None,"['2', '3']",0,"[-0.1345263000112027, -0.030555500008631498]",26.741084399996907,None,,,,001,2021_Nov_17_1847,TMTAB,2021.2.3,None,
5,['2'],TMTstop-control_1_1linestimulus2.png,TMTstop-control_1_1greenlinestimulus2.png,TMTstop-control_1_1redlinestimulus2.png,10,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.879096999997273,None,['1'],0,[-0.05359489998954814],26.879096999997273,None,,,,001,2021_Nov_17_1847,TMTAB,2021.2.3,None,
6,['1'],TMTstop-control_1_1linestimulus3.png,TMTstop-control_1_1greenlinestimulus3.png,TMTstop-control_1_1redlinestimulus3.png,10,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.018122499997844,None,"['2', '3']",0,"[-0.12002810000558384, -0.031519800002570264]",27.018122499997844,None,,,,001,2021_Nov_17_1847,TMTAB,2021.2.3,None,
7,['3'],TMTstop-control_1_1linestimulus4.png,TMTstop-control_1_1greenlinestimulus4.png,TMTstop-control_1_1redlinestimulus4.png,10,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.156196399999317,None,"['1', '2']",0,"[-0.05467079998925328, -0.011887200002092868]",27.156196399999317,None,,,,001,2021_Nov_17_1847,TMTAB,2021.2.3,None,
8,['2'],TMTstop-control_1_1linestimulus4.png,TMTstop-control_1_1greenlinestimulus5.png,TMTstop-control_1_1redlinestimulus5.png,10,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.294459199998528,None,['3'],0,[-0.058645699988119304],27.294459199998528,None,,,,001,2021_Nov_17_1847,TMTAB,2021.2.3,None,
9,['3'],TMTstop-control_1_1linestimulus6.png,TMTstop-control_1_1greenlinestimulus6.png,TMTstop-control_1_1redlinestimulus6.png,10,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.432770500003244,None,"['1', '2']",0,"[-0.08260039999731816, -0.03272519999882206]",27.432770500003244,None,,,,001,2021_Nov_17_1847,TMTAB,2021.2.3,None,
10,['2'],TMTstop-control_1_1linestimulus7.png,TMTstop-control_1_1greenlinestimulus7.png,TMTstop-control_1_1redlinestimulus7.png,10,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.57113520000712,None,['3'],0,[-0.09704409999540076],27.57113520000712,None,,,,001,2021_Nov_17_1847,TMTAB,2021.2.3,None,
11,['3'],TMTstop-control_1_1linestimulus8.png,TMTstop-control_1_1greenlinestimulus8.png,TMTstop-control_1_1redlinestimulus8.png,10,,,,,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.70912440000393,None,"['1', '2']",0,"[-0.11558240000158548, -0.06350439999368973]",27.70912440000393,None,,,,001,2021_Nov_17_1847,TMTAB,2021.2.3,None,
12,['1'],TMTstop-control_1_1linestimulus9.png,TMTstop-control_1_1greenlinestimulus9.png,TMTstop-control_1_1redlinestimulus9.png,10,,,,,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.84820029999537,None,"['3', '1']",0,"[-0.1333225999987917, -0.005771500000264496]",27.84820029999537,None,,,,001,2021_Nov_17_1847,TMTAB,2021.2.3,None,
13,['3'],TMTstop-control_1_1linestimulus10.png,TMTstop-control_1_1greenlinestimulus10.png,TMTstop-control_1_1redlinestimulus10.png,1,,,,,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.987559500004863,None,"['2', '3']",0,"[-0.1056071999919368, -0.03132379999442492]",27.987559500004863,None,,,,001,2021_Nov_17_1847,TMTAB,2021.2.3,None,
14,['1'],TMTstop-control_1_1linestimulus11.png,TMTstop-control_1_1greenlinestimulus11.png,TMTstop-control_1_1redlinestimulus11.png,None,,,,,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.124521599995205,None,['1'],1,[-0.053941000005579554],28.124521599995205,None,,,,001,2021_Nov_17_1847,TMTAB,2021.2.3,None,
15,['3'],TMTstop-control_1_1linestimulus12.png,TMTstop-control_1_1greenlinestimulus12.png,TMTstop-control_1_1redlinestimulus12.png,None,,,,,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.26296629999706,None,"['2', '3']",0,"[-0.1301252000121167, -0.060797600002842955]",28.26296629999706,None,,,,001,2021_Nov_17_1847,TMTAB,2021.2.3,None,
16,['1'],TMTstop-control_1_1linestimulus13.png,TMTstop-control_1_1greenlinestimulus13.png,TMTstop-control_1_1redlinestimulus13.png,None,,,,,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.402113000003737,None,"['1', '2']",0,"[-0.07371779999812134, -0.027639799998723902]",28.402113000003737,None,,,,001,2021_Nov_17_1847,TMTAB,2021.2.3,None,
17,['2'],TMTstop-control_1_1linestimulus14.png,TMTstop-control_1_1greenlinestimulus14.png,TMTstop-control_1_1redlinestimulus14.png,None,,,,,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.540015399994445,None,['3'],0,[-0.09120059999986552],28.540015399994445,None,,,,001,2021_Nov_17_1847,TMTAB,2021.2.3,None,
18,['1'],TMTstop-control_1_1linestimulus15.png,TMTstop-control_1_1greenlinestimulus15.png,TMTstop-control_1_1redlinestimulus15.png,None,,,,,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.678199600006337,None,['1'],1,[0.009871699992800131],28.678199600006337,None,,,,001,2021_Nov_17_1847,TMTAB,2021.2.3,None,
