restartpractice.thisRepN,restartpractice.thisTrialN,restartpractice.thisN,restartpractice.thisIndex,trials_practice.thisRepN,trials_practice.thisTrialN,trials_practice.thisN,trials_practice.thisIndex,NumberLetter,corrAns,StimFile,Correct_StimFile,False_StimFile,Instruct.started,Instruct.stopped,image_2.started,image_2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,polygon.started,polygon.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,29.136822000000393,None,31.13046280000708,None,2,0.6733079999976326,31.13046280000708,None,,,,001,2021_Nov_17_1827,TMTAB,2021.2.3,None,
,,,,,,,,,,,,,,,,,,,,,31.827899800002342,None,,,,,,,
